ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.058994407439685904,75,0,0,0.2
AA,-0.21212524166385724,15,1,36,1.0
AACB,-0.0017413526371871436,55,1,1,0.55
AACBU,-0.007886108926014667,51,1,1,0.6
AACG,-0.19268705966970975,17,1,3,0.95
AAL,-0.004571352717216358,53,1,1,0.7
AAME,-0.20703495578702313,15,1,63,1.0
AAMI,0.21181099155728053,94,0,0,0.0
AAOI,-0.39903890029783606,5,1,32,1.0
AAON,-0.2391520041577689,13,1,25,1.0
AAP,-0.09305434305735366,29,1,2,0.8
AAPG,-0.094057853231617,29,1,4,0.35
AAPL,0.04962764422605776,73,1,1,0.05
AARD,0.32103179155085465,97,0,0,0.05
AAT,-0.0003096088640484832,56,1,8,0.4
AAUC,-0.28506371289764354,10,1,31,1.0
AB,-0.010130102850851488,50,1,2,0.2
ABAT,-0.32805987869598385,8,1,34,1.0
ABBV,0.09308438947894351,83,1,1,0.05
ABCB,-0.009467168620910982,50,1,2,0.35
ABCL,-0.08948244478257511,30,1,16,0.8
ABEO,0.10234790615257386,84,0,0,0.3
ABEV,-0.003083802202703611,54,1,1,0.6
ABG,0.17952124422856056,93,0,0,0.0
ABLV,-0.16616336701056442,20,1,18,0.95
ABM,0.1422616287160852,90,0,0,0.0
ABNB,0.054402157989213336,74,0,0,0.2
ABOS,-0.15354495476562052,21,1,14,0.7
ABR,-0.133778173992353,23,1,2,0.8
ABSI,0.015382994120012794,64,1,13,0.65
ABT,0.17025890325378987,92,0,0,0.15
ABTC,-0.5443973224902542,2,1,59,1.0
ABTS,-0.27938385400624804,10,1,6,0.8
ABUS,-0.049425853058979057,37,1,11,0.7
ABVC,-0.3012699874989242,9,1,17,0.85
ABVX,-0.03249533054830098,42,1,4,0.25
ABX,-0.005317994914287265,52,1,3,0.5
ACA,0.07585390964861241,79,0,0,0.0
ACAD,0.09891128153834289,83,0,0,0.0
ACB,-0.11689571694886153,25,0,0,0.8
ACCL,0.4169117935907247,98,0,0,0.0
ACCO,0.0715033275541976,78,0,0,0.4
ACCS,-0.030037886908206496,43,1,1,0.35
ACDC,-0.35029866584413827,7,1,33,1.0
ACEL,-0.04632393660332545,38,1,2,0.8
ACET,0.07553102917014978,79,0,0,0.4
ACFN,0.05994760869858259,75,1,1,0.2
ACGL,0.05726431267036151,75,1,1,0.15
ACGLN,0.0006744863275897177,57,0,0,0.4
ACH,-0.07269325518599687,33,1,1,0.45
ACHC,0.07836434875492362,80,1,3,0.15
ACHR,-0.1687654122300691,19,1,6,0.75
ACHV,0.1519503002384319,91,0,0,0.05
ACI,-0.21243326845610963,15,1,8,0.65
ACIC,-0.05638822700767615,36,1,1,0.6
ACIU,-0.13377968632529466,23,1,1,0.8
ACIW,0.1874361030292486,93,0,0,0.0
ACLS,-0.19245238803112535,17,1,21,1.0
ACM,0.010706149359832396,62,0,0,0.65
ACMR,-0.08007928173818672,31,1,8,0.85
ACN,0.07893094477622657,80,0,0,0.55
ACNB,0.14520365502570157,90,0,0,0.0
ACNT,0.06460260529071318,76,0,0,0.0
ACOG,0.19514423980082027,94,0,0,0.0
ACON,-0.2971358712416137,9,1,20,1.0
ACP,-0.027739913851116405,44,1,4,0.7
ACR,-0.09412840988691099,29,1,2,0.75
ACRE,-0.09873336948837935,28,1,3,0.5
ACRS,0.0804783079803971,80,1,4,0.25
ACRV,-0.12134162809715493,25,1,12,0.6
ACT,0.08399207566042546,81,0,0,0.1
ACTG,-0.07276428420521346,33,1,2,0.55
ACTU,-0.3772277993172341,6,1,12,0.9
ACU,0.26327476153949375,96,0,0,0.15
ACV,-0.03857656841072671,40,1,7,0.75
ACVA,0.14043600986162827,90,1,1,0.1
ACXP,-0.17773553599723677,18,1,12,0.85
AD,-0.09253314500557318,29,1,2,0.95
ADAC,0.0031261308004373427,59,1,1,0.55
ADACU,0.003971545070156833,59,1,1,0.6
ADAG,-0.11180855298354868,26,0,0,0.8
