ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.18524510714806866,86,0,0,0.05
AA,-0.02499582622905839,48,0,0,0.5
AACG,-0.04773998519625332,35,0,0,0.6
AACIU,-0.035546157490196094,41,1,1,0.75
AACOU,-0.03065296877720478,45,1,1,0.8
AAL,-0.06867321269390667,29,1,12,0.8
AAME,-0.24691632246749698,8,1,78,1.0
AAMI,0.17066488452882214,86,0,0,0.0
AAOI,-0.08622409460753995,26,1,1,0.4
AAON,-0.36545697986793246,4,1,40,1.0
AAP,-0.2599205852003177,8,1,3,0.7
AAPG,-0.13428477928117183,18,1,5,0.65
AAPL,-0.03859522361156629,39,1,2,0.75
AARD,0.2812509480676352,92,0,0,0.3
AAT,-0.07714352276693431,28,1,23,1.0
AAUC,-0.018890561028656376,51,0,0,0.5
AB,-0.03423908789500175,42,1,17,0.85
ABAT,-0.04332240622073725,37,0,0,0.75
ABBV,0.06693454345950928,72,0,0,0.6
ABCB,-0.05794791578034446,32,1,17,0.95
ABCL,1.0033779776188088,98,0,0,0.4
ABEO,-0.02119184380505944,50,1,7,0.55
ABEV,-0.1216543270917437,20,1,16,0.8
ABG,-0.00016645224957610727,57,1,1,0.65
ABLV,-0.19052682280004662,12,0,0,0.8
ABM,0.012668292759974713,61,1,12,0.6
ABNB,0.3259349158512823,93,0,0,0.05
ABOS,0.3367644839442058,93,0,0,0.45
ABR,-0.0019586218352345905,57,0,0,0.55
ABSI,0.3150605786013079,93,0,0,0.5
ABT,0.1972980361521299,87,0,0,0.0
ABTC,-0.08977842233830441,25,0,0,0.5
ABTS,0.16636847043511477,85,0,0,0.5
ABUS,0.13017236809542995,82,0,0,0.65
ABVC,-0.3035119009299229,6,1,32,1.0
ABVX,-0.06460827672231617,30,1,10,0.85
ABX,-0.041606193910233735,37,1,18,0.9
ACA,0.004122677985928226,59,1,1,0.7
ACAAU,-0.035324189155386154,41,1,1,0.75
ACAD,0.22384547877476887,89,0,0,0.05
ACB,0.32990481707507957,93,0,0,0.1
ACCL,0.5661801328011431,97,0,0,0.0
ACCO,0.07364113735622027,74,0,0,0.2
ACCS,-0.27721048593628944,7,1,16,0.8
ACDC,-0.13651496049226688,18,0,0,0.6
ACEL,-0.05033897387880345,34,1,17,0.85
ACET,0.07843737437069642,74,0,0,0.45
ACFN,-0.01853519196740433,51,1,1,0.55
ACGL,-0.017102571578669866,52,1,1,0.75
ACGLN,-0.04605226231713992,36,1,1,0.7
ACGLO,-0.05014710749416208,34,1,15,0.75
ACH,-0.6432522147727363,1,1,14,0.85
ACHC,-0.04772435667902822,35,1,12,0.85
ACHR,0.14379836384108544,83,0,0,0.3
ACI,-0.0637693480106809,31,1,23,1.0
ACIC,-0.15833943194830777,15,1,14,0.8
ACIU,0.16740990931446476,85,0,0,0.5
ACIW,0.02536014154766445,64,1,12,0.65
ACLS,-0.20005358921860195,12,1,4,0.85
ACM,-0.0915318353087139,25,1,10,0.5
ACMR,-0.12728066115855088,19,1,3,0.9
ACN,0.2829353979999809,92,0,0,0.0
ACNB,0.04527677240696142,68,0,0,0.2
ACNT,-0.031230127694048402,45,1,2,0.65
ACOG,0.33374121268980517,93,0,0,0.1
ACON,-0.03788860311292789,39,0,0,0.75
ACP,-0.04418169080761031,36,1,2,0.85
ACR,-0.21689980917133606,10,1,17,0.85
ACRE,0.016555659532696554,62,0,0,0.4
ACRS,0.21956412328523203,89,0,0,0.25
ACRV,0.27683016462293913,91,0,0,0.4
ACT,0.07047103773427482,73,0,0,0.1
ACTG,-0.07102036699244083,29,1,3,0.7
ACTU,-0.23218611696358668,9,0,0,0.9
ACU,0.22353196570248926,89,0,0,0.0
ACV,-0.056489959250889746,33,1,22,1.0
ACVA,0.05237621464191889,70,1,1,0.5
ACXP,-0.06873081484861919,29,1,4,0.8
AD,-0.059079257903962706,32,0,0,0.85
ADAC,-0.030118157813685764,46,1,1,0.75
ADACU,-0.03435264764024957,42,1,1,0.75
ADAG,0.07306909454259677,74,0,0,0.4
ADAM,0.09967922396578202,78,0,0,0.15
ADAML,-0.006870148371726607,56,0,0,0.6
ADAMM,-0.01406716685206992,53,0,0,0.6
ADAMN,0.029164326312145626,65,0,0,0.45
ADAMZ,-0.027434008169721656,47,1,1,0.7
ADBE,0.25413857650148486,91,0,0,0.05
ADC,-0.07670932863315925,28,1,17,0.85
ADCT,-0.31118181722215155,6,1,7,0.95
ADEA,-0.0924778658097313,25,1,4,0.7
ADGM,0.06749589260787403,73,0,0,0.35
ADI,-0.07829991947450779,27,1,4,0.85
ADIL,1.3945595774105584,98,0,0,0.0
ADM,-0.04137604662734714,37,1,1,0.8
ADMA,0.12161621164871253,81,0,0,0.25
ADNT,-0.057465084496708715,32,0,0,0.65
ADP,0.1787409693806235,86,0,0,0.05
ADPT,0.3712422222501656,94,0,0,0.0
ADSE,-0.0735642554149639,28,1,15,0.75
ADSK,0.19452298906454846,87,0,0,0.0
ADT,0.052635742419024335,70,0,0,0.35
ADTN,-0.3898842307312984,4,1,54,1.0
ADUR,0.10055339337153676,78,0,0,0.25
ADUS,0.13745327510035302,82,0,0,0.2
ADV,-0.10258634212233875,23,1,1,0.75
ADVB,0.07563655107045342,74,1,3,0.65
ADX,-0.0010514354955674307,57,1,7,0.75
ADXN,-0.24769901443727416,8,1,7,0.8
AEAQ,-0.0327124963546532,43,1,1,0.75
AEAQU,-0.02330203406244278,49,1,1,0.7
AEBI,-0.07041531468235172,29,1,6,0.6
AEC,-0.0005119259756661623,57,0,0,0.7
AEE,-0.09039281344411335,25,1,18,0.9
AEF,-0.005731166552012966,56,0,0,0.55
AEG,-0.011087060257110926,54,1,3,0.35
AEHL,5.807211098307639,99,0,0,0.4
AEHR,0.0570724468917057,71,1,2,0.35
AEI,0.16677056344945673,85,0,0,0.6
AEIS,-0.17346380457490557,14,1,4,0.55
AEM,0.35745042314875236,94,0,0,0.3
AEMD,-0.4110811913272329,3,1,57,1.0
AENT,-0.08657803979941145,26,1,17,0.85
AEO,-0.09260844738699311,25,1,9,0.65
AEON,-0.539282353955943,2,1,38,1.0
AEP,-0.12552332725020612,19,1,18,0.9
AER,-0.034121175758953765,42,1,11,0.6
AERO,-0.1708582666657544,14,1,35,1.0
AERT,0.0285998735885181,65,0,0,0.6
AES,-0.026027564395294654,48,0,0,0.7
AESI,-0.19806140769133448,12,0,0,0.7
AEVA,-0.06719860383188353,30,1,4,0.45
AEXA,-0.021446341329797412,50,0,0,0.9
AEYE,0.14332115184985408,83,0,0,0.7
AFB,-0.04187408730596623,37,1,1,0.9
AFCG,0.08401607376575945,75,0,0,0.65
AFG,-0.0023367122150773634,57,1,3,0.6
AFJK,-0.32682479523583097,5,1,51,1.0
AFJKU,-0.5030784144734514,2,1,56,1.0
AFL,-0.07678175667166465,28,1,14,0.7
AFRI,0.04652836860983168,69,0,0,0.55
AFRM,0.05338480742838187,70,0,0,0.7
AFYA,-0.01503023820572371,53,0,0,0.75
AG,0.19891368478131988,87,0,0,0.35
