ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.07451125088067309,74,1,2,0.3,0.1402
AA,-0.32011402307850073,7,1,27,1.0,0.4711
AACB,-0.009531507975425258,46,0,0,0.7,0.1374
AACBU,-0.003341552788077795,51,0,0,0.9,0.1548
AACG,-0.10705433786535443,24,1,12,0.95,0.2933
AAL,0.08156646237957213,76,1,6,0.3,0.1677
AAME,-0.2358626143468307,12,1,54,1.0,0.5262
AAMI,0.08527964794253778,77,0,0,0.45,0.011
AAOI,-0.3983236551504148,4,1,23,1.0,
AAON,-0.17023509898783043,17,1,16,0.85,0.2892
AAP,-0.07205610583091747,30,1,11,0.65,0.1846
AAPG,-0.045297571793803844,35,1,2,0.45,0.4073
AAPL,0.10889638680917263,81,0,0,0.4,0.0198
AARD,0.3020360094971685,95,0,0,0.0,
AAT,0.1273095696174422,84,0,0,0.0,0.0145
AAUC,-0.2664837714291346,10,1,22,1.0,0.4396
AB,0.006985789317349181,56,0,0,0.55,0.1487
ABAT,-0.2783890471877842,9,1,25,1.0,0.5524
ABBV,0.1734714738888565,89,0,0,0.0,0.019
ABCB,0.0553496439831343,70,0,0,0.05,0.0175
ABCL,0.22687141539584582,92,1,7,0.35,0.2868
ABEO,0.15733597306720074,88,0,0,0.05,0.0959
ABEV,-0.024264143138775562,40,0,0,0.7,0.1189
ABG,0.09514797850030937,79,0,0,0.05,0.2392
ABLV,0.00517047136959764,55,1,9,0.5,0.1566
ABM,0.12359322717513826,84,0,0,0.0,0.0767
ABNB,0.030448555347128516,63,0,0,0.0,0.0411
ABOS,-0.06178574170975845,32,1,5,0.35,0.4066
ABR,-0.13407922117985524,21,1,1,0.9,0.4432
ABSI,0.5053936326800228,97,1,4,0.2,0.2952
ABT,0.12559876770353684,84,0,0,0.25,0.216
ABTC,-0.6143911584109483,1,1,50,1.0,0.7749
ABTS,0.08436538771929769,77,0,0,0.9,
ABUS,-0.011889648059004687,45,1,2,0.25,0.153
ABVC,-0.05431963236581421,34,1,8,0.4,0.4672
ABVX,0.20905118430636724,91,0,0,0.3,0.095
ABX,0.06703629244696409,72,1,3,0.15,0.1344
ACA,0.13867169780499988,86,0,0,0.0,0.0157
ACAD,0.15716497121954934,88,0,0,0.0,0.1577
ACB,-0.1918494835154484,15,1,33,1.0,0.4599
ACCL,0.24891760968137294,93,0,0,0.0,0.0
ACCO,0.0777709766671019,75,0,0,0.4,0.079
ACCS,-0.06518710711621024,31,1,2,0.2,0.4079
ACDC,-0.2970031154336541,8,1,24,1.0,0.4149
ACEL,-0.012884997210277936,44,1,5,0.65,0.1344
ACET,-0.01915509871691854,42,1,3,0.25,0.1579
ACFN,0.1548795667206191,87,0,0,0.3,0.1899
ACGL,0.06478388136279223,72,0,0,0.1,0.0954
ACGLN,-0.004210053105257483,50,0,0,0.7,0.1434
ACGLO,-0.010530618971388895,46,0,0,0.7,0.141
ACH,0.07267622907124431,74,1,1,0.15,0.1708
ACHC,0.38192692222797053,96,0,0,0.0,0.0004
ACHR,-0.07552584302934323,29,0,0,0.9,0.4557
