ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.14080912122114564,89,0,0,0.25,0.0343
AA,-0.26197785851181565,9,1,30,1.0,0.4464
AACB,-0.0011752205610796717,54,0,0,0.7,0.1287
AACBU,-0.003066143236928543,53,1,2,0.85,0.1595
AACG,-0.19896823118423057,13,1,15,0.95,0.3363
AAL,-0.055302685418096326,33,1,9,0.45,0.2509
AAME,-0.23820996450413462,11,1,57,1.0,0.5328
AAMI,0.10877691720121925,85,0,0,0.3,0.0312
AAOI,-0.2902971565926182,8,1,26,1.0,
AAON,-0.12760244414521119,20,1,19,0.95,0.2592
AAP,-0.06595732740034395,31,1,14,0.7,0.1586
AAPG,-0.007720333484712464,49,0,0,0.3,0.3732
AAPL,0.0884104605197814,82,0,0,0.25,0.0295
AARD,0.40128891450229803,97,0,0,0.0,
AAT,0.05907599862209216,75,1,2,0.1,0.0493
AAUC,-0.20761043694921127,13,1,25,1.0,0.4143
AB,-0.004790067475343263,52,0,0,0.4,0.1625
ABAT,-0.268676612918048,9,1,28,1.0,0.5501
ABBV,0.1608932052591834,91,0,0,0.0,0.0
ABCB,0.024888296279298682,65,0,0,0.1,0.0303
ABCL,0.10223876729533139,84,1,10,0.5,0.2991
ABEO,0.12088578176679214,87,1,2,0.15,0.1051
ABEV,-0.0296701794799018,39,0,0,0.65,0.1114
ABG,0.1256330798918873,87,0,0,0.05,0.1465
ABLV,-0.07412955020245186,29,1,12,0.65,0.203
ABM,0.1251868980006345,87,0,0,0.0,0.0696
ABNB,-0.01654802726682869,44,1,3,0.15,0.0851
ABOS,-0.14408701056086914,19,1,8,0.45,0.4143
ABR,-0.12882378057624705,20,1,4,0.9,0.4414
ABSI,0.448571132476841,98,1,7,0.35,0.2993
ABT,0.11835303849843316,86,0,0,0.2,0.1888
ABTC,-0.5784831616496513,2,1,53,1.0,0.7603
ABTS,0.11414603417920725,86,0,0,0.8,
ABUS,-0.004108612365122422,52,1,5,0.4,0.1369
ABVC,-0.024459191665395362,41,1,11,0.55,0.4604
ABVX,0.19947490277132712,93,0,0,0.15,0.0926
ABX,0.0648012110288416,76,1,6,0.3,0.1476
ACA,0.10251731323594596,84,0,0,0.0,0.0079
ACAD,0.11182921086375383,86,0,0,0.0,0.1371
ACB,-0.16999447343781218,16,1,36,1.0,0.4296
ACCL,0.3429071575780698,96,0,0,0.0,0.0
ACCO,0.046026758870037016,71,1,1,0.4,0.0994
ACCS,-0.05698886029657174,33,1,5,0.3,0.3693
ACDC,-0.3198334679084887,6,1,27,1.0,0.4389
ACEL,-0.04246975925683076,36,1,8,0.8,0.1538
ACET,0.029175272259050842,66,0,0,0.3,0.0966
ACFN,0.1894377664477552,92,0,0,0.2,0.1669
ACGL,0.04317764538169819,70,0,0,0.1,0.1061
ACGLN,0.0003053724016699559,55,0,0,0.55,0.1459
ACGLO,-0.00030946630838838383,55,0,0,0.55,0.1413
ACH,0.017230655137426772,62,1,2,0.25,0.2141
ACHC,0.3688266291305758,97,0,0,0.0,0.0319
ACHR,-0.104384920335341,24,0,0,0.75,0.408
ACHV,0.2996968531256622,96,0,0,0.05,0.0441
ACI,-0.2515121128128847,10,1,2,0.65,0.4322
ACIC,-0.1067414790905232,24,1,8,0.45,0.2457
ACIU,-0.17085111282106813,16,1,10,0.7,0.407
ACIW,0.22461977612575929,94,0,0,0.0,0.0548
ACLS,-0.11594154168112994,22,1,15,0.75,0.2467
ACM,-0.06285683092597959,31,1,5,0.9,0.3876
ACMR,0.13066149381418912,88,1,2,0.6,0.2951
ACN,-0.07290736580723624,29,1,3,0.85,0.5291
ACNB,0.13643505776876289,88,0,0,0.0,0.0
ACNT,0.06671790836099291,77,0,0,0.0,0.2162
ACOG,0.27537283765036286,95,0,0,0.0,0.0251
ACON,-0.22948583046356485,11,1,14,0.95,0.3919
ACP,-0.009280495103298203,48,1,1,0.55,0.1133
ACR,-0.08682433631837531,27,1,4,0.9,0.2471
ACRE,-0.033749333102070275,38,0,0,0.65,0.2121
ACRS,0.15849474925845106,90,0,0,0.0,0.0285
ACRV,-0.048487343407969924,34,1,6,0.3,0.2534
ACT,0.05325019222801905,73,0,0,0.1,0.04
ACTG,-0.039398407447376396,36,0,0,0.65,0.1978
ACTU,-0.4369179775812635,3,1,6,0.9,0.7833
ACU,0.15682812164376422,90,0,0,0.15,0.0
ACV,-0.001744192253751142,54,1,1,0.45,0.0592
ACVA,0.27076061999956497,95,0,0,0.05,0.1783
ACXP,-0.14360601739159964,19,1,6,0.8,
AD,-0.12367629383599493,21,1,27,1.0,0.2267
ADACU,0.0007638356429675464,56,1,2,0.7,0.1364
ADAG,-0.14176037530341448,19,1,14,0.7,0.3528
ADAM,-0.013734912971814395,45,1,5,0.55,0.108
ADAML,0.013968225901921962,61,0,0,0.15,0.0796
ADAMM,0.0043798987868065905,57,0,0,0.35,0.0816
ADAMN,0.0092854055110294,59,0,0,0.2,0.0482
