ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.005666180305709159,58,0,0,0.3,0.1813
AA,-0.3474543439691909,5,1,18,0.9,0.4083
AACB,-0.0238065670750918,47,1,6,0.5,0.1415
AACBU,-0.11191685298661178,26,1,5,0.8,0.1638
AACG,-0.082143904685993,31,1,3,0.95,0.247
AAL,0.3460209292176201,94,0,0,0.0,0.0616
AAME,-0.2274959052669859,12,1,45,1.0,0.4968
AAMI,0.10761689750467332,80,0,0,0.5,0.0646
AAOI,-0.34834314340274236,5,1,14,0.85,
AAON,-0.027896420825081245,44,1,7,0.7,0.2539
AAP,-0.027353112155841984,44,1,2,0.2,0.1353
AAPG,-0.13019829591167148,23,0,0,0.8,0.4018
AAPL,0.03425307462022943,65,0,0,0.8,0.0055
AARD,0.21881800879044488,90,0,0,0.45,
AAT,0.12036914308966029,82,0,0,0.0,0.032
AAUC,-0.1956663444093902,15,1,13,0.95,0.358
AB,-0.06225417753854813,35,0,0,0.85,0.1811
ABAT,-0.2452312412372259,11,1,16,0.9,0.5451
ABBV,0.15181303966126083,85,0,0,0.1,0.0284
ABCB,0.039482875463510606,66,0,0,0.0,0.0317
ABCL,0.5190321460244836,97,0,0,0.25,0.0615
ABEO,0.1416443652736191,84,0,0,0.25,0.0
ABEV,-0.08057036454238917,31,1,5,0.55,0.1483
ABG,0.04468238049566621,68,0,0,0.1,0.2499
ABLV,0.36418207049868195,95,0,0,0.05,0.0458
ABM,0.10759409415613008,80,0,0,0.0,0.1236
ABNB,0.07721134160241842,75,0,0,0.2,0.023
ABOS,0.019989374237829795,62,0,0,0.45,0.3151
ABR,-0.26271429414784864,10,1,6,0.95,0.4573
ABSI,1.1098909569446227,98,0,0,0.0,0.0288
ABT,0.012923521758049478,60,0,0,0.3,0.2954
ABTC,5.59709965979488,99,0,0,0.9,
ABTS,-0.3212296465335877,6,1,20,1.0,
ABUS,0.1475408299288108,85,0,0,0.3,0.0126
ABVC,0.5470556151092891,97,0,0,0.1,0.1765
ABVX,0.2266935552231233,90,0,0,0.75,0.0289
ABX,0.3087543650971507,93,0,0,0.1,0.012
ACA,0.1535209799059158,85,0,0,0.0,0.0233
ACAD,0.15624543652022987,86,0,0,0.25,0.1271
ACB,-0.26490695467147507,10,1,24,1.0,0.4474
ACCL,0.2708355108481009,92,0,0,0.0,0.474
ACCO,0.08677321652053671,77,1,1,0.25,0.0792
ACCS,-0.034088297622664875,41,0,0,0.55,0.385
ACDC,-0.3946618404027381,4,1,15,0.85,0.4266
ACEL,0.002945880873433712,57,1,5,0.25,0.1332
ACET,0.04672527634361526,68,0,0,0.3,0.089
ACFN,-0.06837530957571658,33,0,0,0.6,0.3192
ACGL,0.08907412556018389,77,0,0,0.4,0.0932
ACGLN,-0.05541135494677887,36,1,4,0.85,0.1725
ACGLO,-0.04978100003225701,37,1,6,0.95,0.1671
ACH,0.07053700449461228,73,1,1,0.2,0.2018
ACHC,0.23498186994764236,91,0,0,0.3,0.0036
ACHR,-0.2157348873166242,13,1,1,0.95,0.4985
