ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.06289623726673396,77,0,0,0.15
AA,-0.20108849141903948,14,1,40,1.0
AACB,-0.03111021407146566,50,1,5,0.55
AACBU,-0.0634291765154304,34,1,5,0.6
AACG,-0.17124215030823622,17,1,7,0.95
AAL,0.0501915930030982,74,1,1,0.75
AAME,-0.15345561645898162,19,1,67,1.0
AAMI,0.194335771143471,92,0,0,0.0
AAOI,-0.14653596854800247,19,0,0,0.85
AAON,-0.2328855451008393,11,1,29,1.0
AAP,-0.003220925052277425,60,1,1,0.7
AAPG,-0.12934155448984838,22,1,8,0.55
AAPL,-0.018052333109515428,56,1,5,0.25
AARD,0.4953152916347471,98,0,0,0.05
AAT,-0.08688347585907422,29,1,12,0.6
AAUC,-0.20175460483407798,14,1,35,1.0
AB,-0.04032979002394371,43,1,6,0.3
ABAT,-0.21058723771023594,13,1,38,1.0
ABBV,0.01076832733861871,64,1,5,0.25
ABCB,-0.025577477470950318,53,1,6,0.5
ABCL,0.028603651888711716,69,0,0,0.95
ABEO,0.07713206543117843,80,0,0,0.35
ABEV,-0.07435342985599669,32,1,5,0.6
ABG,0.046278715162095606,73,1,3,0.15
ABLV,-0.2524432731251445,10,1,22,1.0
ABM,0.09264953757607225,82,1,1,0.05
ABNB,0.04891259672870437,74,0,0,0.25
ABOS,-0.12580521395825714,23,1,18,0.9
ABR,-0.09704568318600676,27,1,6,0.8
ABSI,0.002968935592986853,62,1,17,0.85
ABT,0.14237842635058126,88,0,0,0.15
ABTC,-0.30132231705589757,7,1,63,1.0
ABTS,0.06748266637447517,78,0,0,0.65
ABUS,-0.07819269042854618,31,1,15,0.9
ABVC,-0.3709540897619933,5,1,21,1.0
ABVX,0.01981109914840217,67,0,0,0.4
ABX,-0.015336205518752179,57,1,7,0.7
ACA,0.03513703136001233,71,1,4,0.2
ACAD,0.16892594759915494,90,0,0,0.05
ACB,-0.05013029122659795,39,0,0,0.65
ACCL,0.7098602074267875,98,0,0,0.0
ACCO,0.10480148961280228,84,0,0,0.25
ACCS,-0.07316807394429681,32,1,5,0.55
ACDC,-0.280955024856009,8,1,37,1.0
ACEL,-0.023083652429572533,54,1,6,0.8
ACET,-0.097127408931828,27,1,1,0.45
ACFN,0.07788054328228525,80,1,5,0.25
ACGL,-0.015949649644729003,57,1,5,0.35
ACGLN,-0.02837073107442907,52,1,4,0.4
ACGLO,-0.030496758647244594,51,1,4,0.3
ACH,-0.09568119333898847,27,1,3,0.5
ACHC,0.08003207290580097,80,1,1,0.3
ACHR,-0.05227427687135967,38,0,0,0.65
ACHV,0.144373766296303,88,0,0,0.05
ACI,-0.2225479931505631,12,1,12,0.65
ACIC,-0.09777180344524035,27,1,3,0.75
ACIU,-0.11307932394333192,24,1,5,0.95
ACIW,0.09742610727873843,83,1,1,0.1
ACLS,-0.09598692806138945,27,1,25,1.0
ACM,0.009653193701423056,64,0,0,0.45
ACMR,-0.040480071488435264,43,1,12,0.9
ACN,0.08200278969983679,80,0,0,0.35
ACNB,0.1223392344357021,86,0,0,0.0
ACNT,0.0126934876109287,65,1,3,0.15
ACOG,0.1897349939458182,92,0,0,0.0
ACON,-0.2998823213797592,7,1,24,1.0
ACP,-0.05302876873863386,38,1,8,0.75
ACR,-0.25353726718263864,10,1,6,0.75
ACRE,-0.01935388512115184,56,0,0,0.4
ACRS,0.18752092627359995,92,0,0,0.25
ACRV,-0.10847536140573319,25,0,0,0.75
ACT,0.08071680935998393,80,0,0,0.2
ACTG,-0.027948774405638723,52,1,6,0.55
ACTU,-0.298002194081583,7,1,16,0.9
ACU,0.20229212569404778,92,0,0,0.15
ACV,-0.05939409058369027,35,1,11,0.9
ACVA,0.17426204624568145,91,1,2,0.2
ACXP,-0.10176710618480125,26,1,16,0.85
AD,-0.07603328513964025,31,1,6,0.95
ADAC,-0.031834447860062176,50,1,5,0.6
ADACU,-0.0294961600974504,51,1,5,0.6
ADAG,0.10497017922058383,84,0,0,0.7
ADAM,0.041395921486466834,72,0,0,0.6
ADAML,-0.01587676189218337,57,1,5,0.3
ADAMM,-0.026127286102927784,53,1,5,0.3
ADAMN,-0.02646437382671304,53,1,5,0.35
ADAMZ,-0.02994687662522412,51,1,5,0.3
ADBE,0.06852912293201743,78,0,0,0.15
ADC,-0.03147851477250956,50,1,6,0.3
ADCT,-0.2098773456691941,13,1,14,0.95
ADEA,-0.05608624441940889,36,1,1,0.85
ADGM,0.06828130543868371,78,0,0,0.85
ADI,-0.08539427145567846,29,1,29,1.0
ADIL,1.05645662061259,99,0,0,0.1
ADM,-0.06891072805252076,33,1,7,0.35
ADMA,0.08844084319647416,82,0,0,0.6
ADNT,-0.10491276298094737,25,1,3,0.5
ADP,0.15006494904268286,89,0,0,0.0
ADPT,0.29238967798474247,95,0,0,0.0
ADSE,-0.03973296703043864,44,1,4,0.3
ADSK,0.06526446610404688,77,0,0,0.25
ADT,0.09119821239648904,82,0,0,0.15
ADTN,-0.5058790008205694,2,1,43,1.0
ADUR,6.49717740829267e-05,61,0,0,0.65
ADUS,0.15236271128561968,89,0,0,0.05
ADV,-0.4049411246088841,4,1,2,0.75
ADVB,0.45385701452797683,97,1,5,0.3
ADX,0.010709977503695019,64,1,3,0.3
ADXN,-0.08032768545543047,30,1,6,0.85
AEAQ,-0.03425378762368039,48,1,5,0.6
AEAQU,-0.012464180095430537,58,1,4,0.5
AEBI,0.0904903870706836,82,1,2,0.25
AEC,-0.09365124532023536,27,1,9,0.6
AEE,-0.06235880475323244,35,1,7,0.7
AEF,-0.06754621581336223,33,1,2,0.95
AEG,0.0901287339015692,82,0,0,0.0
AEHL,-0.6690327038372543,1,1,53,1.0
AEHR,0.2057660001486914,93,0,0,0.6
AEI,-0.13077219832450604,22,0,0,0.95
AEIS,0.02179743563693834,68,0,0,0.75
AEM,0.02569452816314794,68,0,0,0.85
AEMD,1.7108183347009984,99,0,0,0.85
AENT,-0.0989481454605591,27,1,6,0.55
AEO,0.04499404651933974,73,1,2,0.3
AEON,-0.6577168827812023,1,1,27,1.0
AEP,-0.09676029702899282,27,1,7,0.75
AER,0.02843416192887644,69,0,0,0.2
AERO,-0.07406685620844776,32,1,24,1.0
AERT,0.048020725525888146,74,0,0,0.9
AES,-0.019189319295780185,56,1,5,0.4
AESI,-0.3324038998319322,6,1,28,1.0
AEVA,0.18270624886581124,91,0,0,0.8
AEXA,-0.03698609785021874,45,1,9,0.65
AEYE,-0.22857533578063138,12,1,15,0.75
AFB,-0.051149917421898464,38,1,6,0.85
AFCG,-0.12937345009888915,22,1,38,1.0
AFG,0.04157676469268632,72,0,0,0.2
AFJK,-0.673641986179269,1,1,40,1.0
AFJKU,-0.7100447620020789,1,1,45,1.0
AFL,0.028439394638755076,69,1,3,0.2
AFRI,0.006106433828864506,63,1,4,0.2
AFRM,0.026845012307143902,69,1,1,0.65
AFYA,-0.08503193621384882,29,1,5,0.8
AG,-0.023682426857483237,54,0,0,0.85
AGBK,-0.12020410443135524,23,1,3,0.65
AGCC,-0.07530732059967377,31,1,6,0.65
AGCO,-0.1607521370671656,18,1,6,0.65
AGD,-0.023492923115155676,54,1,4,0.5
AGEN,1.1941041693837384,99,0,0,0.0
AGI,-0.09570883763745755,27,0,0,0.9
AGIG,-0.18885419079500584,15,1,10,0.75
AGIO,-0.0897077928873019,28,1,13,0.65
AGL,0.2419201483746833,94,1,1,0.5
AGM,0.22311523621757276,93,0,0,0.05
AGMB,0.11972264121127643,86,0,0,0.35
AGMH,-0.031517099645386626,50,0,0,0.85
AGNC,-0.025351154902344887,53,1,5,0.5
AGNCL,-0.0186708443442835,56,1,4,0.45
AGNCM,-0.018629661232645336,56,1,4,0.25
