ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
ACV,0.023605632996769058,61,0,0,0.1,0.0414
ACVA,0.28770206035384943,92,0,0,0.25,0.2504
ACXP,-0.34353977728573976,5,1,2,0.95,
AD,-0.10434351532874928,27,1,12,0.75,0.1823
ADACU,-0.014997954127778317,50,1,2,0.3,0.1345
ADAG,0.230934037670615,89,0,0,0.45,0.0913
ADAM,0.07583223670729546,72,0,0,0.1,0.0461
ADAML,-0.002695430797043423,54,0,0,0.35,0.0929
ADAMM,-0.011297952953533266,52,0,0,0.45,0.0949
ADAMN,0.0029201304592346017,56,1,3,0.4,0.0662
ADAMZ,0.028166679665083558,62,0,0,0.2,0.0986
ADBE,-0.21915770154300873,12,1,17,0.85,0.4277
ADC,-0.0033600791484867873,54,0,0,0.45,0.1471
ADCT,-0.7159693659192619,1,1,50,1.0,
ADEA,0.09492041884576018,75,0,0,0.15,0.0831
ADGM,-0.27038193861171916,8,1,46,1.0,0.6233
ADI,-0.014498463099523885,51,1,4,0.45,0.1284
ADIL,0.39994583827662544,95,0,0,0.0,0.6034
ADM,-0.048724712252780356,37,1,12,0.65,0.0946
ADMA,-0.046834972478255986,37,0,0,0.55,0.5792
ADNT,-0.19729075248983274,14,1,11,0.65,0.3911
ADP,0.04319721207237992,66,0,0,0.3,0.171
ADPT,0.49780497566683485,96,0,0,0.0,0.0
ADSE,0.025839276325870242,61,0,0,0.65,0.109
ADSK,-0.2126657261396777,13,1,21,1.0,0.3746
ADT,-0.05604571616611097,35,0,0,0.85,0.2383
ADTN,-0.20507811987447877,14,1,18,0.9,0.2943
ADUR,0.044356751285301046,66,0,0,0.5,0.0925
ADUS,0.0716181590642422,71,0,0,0.2,0.2088
ADV,0.3607928232870174,94,0,0,0.2,0.0618
ADVB,-0.0005842827515653917,55,0,0,0.5,0.3759
ADX,0.025129765364223525,61,0,0,0.35,0.0006
ADXN,-0.17638973935658508,17,1,6,0.85,0.3985
AEAQU,-0.030431734854662065,43,1,3,0.45,0.1481
AEBI,0.03326851664315139,63,1,1,0.3,0.2738
AEC,-0.21440255578254913,13,1,7,0.9,0.6003
AEE,0.006453296475214171,57,0,0,0.25,0.1293
AEF,0.00667949537258708,57,1,1,0.35,0.0568
AEG,0.05351664571170882,68,0,0,0.2,0.0152
AEHL,0.18247580116724488,86,1,28,1.0,
AEHR,0.15111274050538515,84,1,7,0.5,0.2668
AEI,-0.10562430420961282,26,0,0,0.85,0.6427
AEIS,0.06927433795004426,71,0,0,0.35,0.1467
AEM,-0.19601222906487242,15,1,9,0.9,0.4365
AEMD,-0.7055677259272751,1,1,21,1.0,0.787
AENT,-0.14586464876789784,20,1,1,0.75,0.3413
AEO,0.006965848431306723,57,1,3,0.3,0.4276
AEON,-0.18543283352203443,16,1,2,0.85,0.5221
AEP,0.01578017138926089,59,0,0,0.4,0.1231
AER,-0.00794412527156279,52,1,1,0.35,0.1563
AERO,0.0856083078537941,74,0,0,0.15,0.2689
AERT,0.5901168060745569,97,0,0,0.15,0.0128
AES,-0.01887186215803325,49,1,3,0.45,0.2152
AESI,-0.07070439461603106,32,1,3,0.9,0.2159
AEVA,0.4089959699022057,95,0,0,0.2,0.0473
AEXA,0.019622196292253632,60,0,0,0.6,0.0792
AEYE,-0.1963712600116564,14,1,20,1.0,0.4194
AFB,0.012614567692102896,58,0,0,0.15,0.0543
AFBI,-0.027207000474509437,45,1,2,0.4,0.1169
AFCG,-0.03096584913110836,42,1,13,0.65,0.1362
AFG,0.05227790219762497,67,0,0,0.25,0.0581
AFJK,-0.30787143000446093,7,1,15,0.95,
AFJKU,-0.45205683682558967,3,1,20,1.0,
AFL,0.02502631870660335,61,0,0,0.25,0.0787
AFRI,-0.007479865813667511,53,0,0,0.5,0.1543
AFRM,0.2974635181068207,92,0,0,0.35,0.0714
AFYA,-0.004332069407507702,54,0,0,0.35,0.1502
AG,-0.20746881471549622,13,1,10,0.95,0.5125
AGCC,-0.123476685008793,24,1,24,1.0,0.3964
AGCO,-0.023457072192908726,47,0,0,0.5,0.2437
AGD,-0.023455536653589595,47,1,6,0.8,0.0986
AGEN,-0.0791216121772006,31,0,0,0.9,0.3391
AGI,-0.2866943051354802,8,1,10,0.95,0.4975
AGIG,-0.2451445771155224,10,1,14,0.85,0.8032
AGIO,0.24374973114203324,90,0,0,0.15,0.076
AGM,0.16952137040808196,85,0,0,0.1,0.0
AGMH,0.14554551688298983,83,0,0,0.55,0.51
AGNC,0.02115350335925243,60,0,0,0.45,0.1211
AGNCL,-0.019644657846727757,49,0,0,0.45,0.125
AGNCM,-0.017215128164163422,50,0,0,0.4,0.1117
AGNCN,-0.02479513293070018,47,1,3,0.45,0.1139
AGNCO,-0.02051962929261371,48,1,3,0.5,0.1093
AGNCP,-0.016834846988908716,50,1,3,0.45,0.0982
AGNCZ,-0.020392873235234223,48,0,0,0.4,0.1204
AGNT,0.030599022360435907,63,0,0,0.7,0.444
AGO,0.01515142187755951,59,0,0,0.45,0.1641
AGPU,0.7202079986445872,98,0,0,0.2,
AGRO,-0.32714611890020845,6,1,39,1.0,0.47
AGRZ,-0.0312745506177593,42,0,0,0.5,
AGX,0.17938950098407003,86,0,0,0.25,0.0413
AGYS,0.363168192497939,94,0,0,0.05,0.1679
AHCO,-0.08044223455356715,30,0,0,0.7,0.2459
AHG,-0.1888757547129868,15,0,0,0.8,0.4664
AHMA,0.8083728280511533,98,0,0,0.25,
AHR,0.08292570280107024,73,0,0,0.65,0.0904
AHRT,0.10094527701077559,76,0,0,0.25,0.065
AHT,0.06670117827854936,70,0,0,0.2,0.3754
AI,-0.08924043033774204,29,1,10,0.5,0.385
AIFA,-0.1820030617385242,16,1,22,1.0,0.4746
AIFC,-0.3379472692906466,5,1,31,1.0,0.7863
AIFF,-0.36658317628419684,4,1,40,1.0,
AIFU,0.31547701626619945,93,1,3,0.25,0.3882
AIG,0.0040818176064994355,56,0,0,0.45,0.1614
AIHS,0.09357681029301605,75,0,0,0.2,0.2972
AII,0.026982325536404297,62,0,0,0.5,0.1649
AIIA,-0.019523240886389327,49,1,3,0.4,0.1362
AIIO,2.2491937582473005,99,0,0,0.2,
AIIR,-0.2454319119518572,10,1,31,1.0,0.5452
AIM,-0.5934540693764158,1,1,16,0.8,
AIMD,0.0481249461065678,67,0,0,0.7,
AIN,0.22211045396672785,89,0,0,0.0,0.0464
AIO,0.0862077618089759,74,0,0,0.0,0.0272
AIOS,0.16726604069062556,85,0,0,0.75,
AIOT,0.2148494463814969,88,0,0,0.25,0.2842
AIP,0.5602119600442004,96,0,0,0.1,0.0972
AIR,0.2629598083013555,91,0,0,0.05,0.0251
AIRE,-0.3911330782652407,4,1,51,1.0,0.862
AIRG,-0.06795357377353328,33,1,16,0.9,0.1313
AIRI,-0.06441104247899831,34,1,3,0.45,0.223
AIRJ,0.3804787598381964,94,0,0,0.25,0.0941
AIRO,-0.11890693424516788,24,1,13,0.65,0.4721
AIRS,0.18646256132638422,87,1,11,0.55,
AIRT,0.1229800453358514,80,0,0,0.25,0.0507
AIRTP,-0.008475471948170804,52,0,0,0.45,0.1214
AISP,-0.0944879672364064,28,1,5,0.35,0.4853
AIT,0.09386306344183391,75,0,0,0.05,0.0482
AIV,-0.025853043163619673,46,0,0,0.6,0.1331
AIXC,-0.12335878556487163,24,1,7,0.55,0.5906
AIXI,-0.7537865309479284,0,1,25,1.0,
AIZ,0.11985575162953373,79,0,0,0.1,0.0
AJG,0.1200599508995021,79,0,0,0.1,0.1614
AKA,0.08114694038917601,73,0,0,0.7,0.1662
AKAM,-0.14356600099892664,21,1,17,0.85,0.305
AKAN,0.3162322035311706,93,1,9,0.85,
AKBA,-0.004611108339046439,54,0,0,0.5,0.2887
AKR,-0.028199917111314456,45,1,3,0.5,0.0872
AKTX,0.3142184031111008,93,1,10,0.5,
ALAB,1.0881241907621153,98,0,0,0.0,0.1068
ALAR,0.031435781366836404,63,1,8,0.4,0.2585
ALB,-0.27622809953624244,8,1,12,0.95,0.4062
ALBT,-0.2872983304712477,8,1,6,0.85,
ALC,-0.07908671166233608,31,1,2,0.6,0.2953
ALCO,-0.02201298965833997,48,0,0,0.5,0.1635
ALDF,-0.027164780279385185,45,1,3,0.5,0.142
ALDFU,-0.06049382163522031,34,1,3,0.55,0.1421
ALDX,0.4642143834812786,95,0,0,0.05,
ALEC,-0.10797822163805747,26,0,0,0.65,0.3038
ALF,-0.029337012823736332,44,1,2,0.5,0.1477
ALFUU,-0.0291540554940712,44,1,3,0.65,0.1454
ALG,0.009611250433072677,57,0,0,0.35,0.3018
ALGM,0.4274091548038243,95,0,0,0.15,0.091
ALGN,0.020701665344291943,60,0,0,0.25,0.1519
ALGS,-0.10588934034551524,26,1,1,0.7,0.5148
ALGT,0.4000283726782129,95,0,0,0.2,0.0483
ALH,0.04001124689217295,65,1,1,0.15,0.0604
ALHC,0.4598353790118424,95,0,0,0.2,0.073
ALIS,-0.02403356449672667,47,1,3,0.45,0.1395
ALISU,-0.010509398974315711,52,1,2,0.35,0.1314
ALIT,-0.23385348394532862,11,1,18,0.9,0.7139
ALK,0.21249742830442447,88,0,0,0.1,0.2121
ALKS,0.3297016167436029,93,0,0,0.0,0.0821
ALKT,0.05386016006049783,68,0,0,0.7,0.2745
ALL,0.12498425793063021,80,0,0,0.1,0.0082
ALLE,0.00470877738831621,56,0,0,0.4,0.2855
ALLO,-0.07406110407623166,32,0,0,0.6,0.3673
ALLR,-0.10867243665677628,26,1,15,0.8,0.2506
ALLT,0.08718096010040499,74,0,0,0.7,0.3042
ALLY,0.06308779154438716,70,0,0,0.1,0.0838
ALM,-0.17524322674525195,17,1,7,0.7,0.3542
ALMS,0.18584255119044768,87,0,0,0.35,
ALMU,-0.06654247300840116,33,1,9,0.65,0.3537
ALNT,0.2813868979202427,92,0,0,0.0,0.0503
ALNY,-0.0499077371579842,36,0,0,0.55,0.3433
ALOT,1.128485498756439,98,0,0,0.0,
ALOY,0.4717545237953303,96,0,0,0.15,0.4707
ALP,-0.18929531689090418,15,1,6,0.95,0.8156
ALRM,0.047148361597265875,66,0,0,0.35,0.1453
ALRS,0.14551775525869765,83,0,0,0.05,0.0
ALSN,-0.044849033691939516,37,1,3,0.45,0.1796
ALT,0.056370252855719824,68,0,0,0.6,0.5272
ALTG,-0.10104488715597905,27,1,3,0.2,0.2837
ALTI,0.052894114172706716,67,0,0,0.65,0.3311
ALTO,0.06085755619531867,69,0,0,0.35,
ALUB,-0.02999382281278913,43,1,3,0.5,0.148
ALV,-0.0784376492065693,31,1,12,0.6,0.18
ALVO,0.05131123194424085,67,1,8,0.45,0.3885
ALX,0.10474021409247326,77,0,0,0.0,0.0189
ALXO,0.10634527260996969,77,0,0,0.65,0.2766
ALZN,-0.05020249489041219,36,1,4,0.3,0.5817
AM,0.01013664753848699,58,0,0,0.4,0.1715
AMAL,0.12861998728679186,81,0,0,0.05,0.0206
AMAT,0.5524170952596442,96,0,0,0.0,0.0985
AMBA,0.27723084897868666,91,0,0,0.9,0.0522
AMBO,-0.04933455385284498,37,1,9,0.6,0.2829
AMBP,0.17538356888016088,86,0,0,0.2,0.079
AMBQ,0.9395332939933047,98,0,0,0.0,0.0217
AMBR,-0.2502828332192952,10,1,48,1.0,0.5029
AMC,0.19509466395594294,87,1,3,0.3,0.3171
AMCI,-0.11994475808219318,24,0,0,0.85,0.5026
AMCR,0.11655419001751845,79,0,0,0.15,0.1911
AMCX,0.15477091531445047,84,0,0,0.3,0.0003
AMD,0.48474640753649906,96,0,0,0.05,0.0676
AME,0.02083363211934295,60,0,0,0.35,0.0981
AMG,0.10861890966776223,78,1,2,0.1,0.071
AMGN,0.0363936229693857,64,0,0,0.15,0.1418
AMH,0.05750191341377926,69,0,0,0.3,0.0331
AMIX,-0.18060926233425512,16,1,9,0.55,0.4425
AMKR,0.21558951517746833,88,1,1,0.2,0.1465
AMLX,0.19782536589305327,87,0,0,0.3,0.0714
AMN,0.38120794062181423,94,0,0,0.0,0.0082
AMOD,-0.5567630536366064,1,1,100,1.0,0.9012
AMP,0.022344893181278566,61,0,0,0.5,0.1899
AMPG,1.4885308376481448,99,0,0,0.05,0.2746
AMPH,-0.0094930722198448,52,1,1,0.35,0.3672
AMPL,0.06350210064121055,70,0,0,0.65,0.3244
AMPX,-0.3676790995287757,4,1,17,0.85,0.4303
AMPY,-0.3072501800950042,7,1,39,1.0,0.4881
AMR,-0.26285773778169547,9,1,12,0.7,0.4194
AMRC,-0.17445662973952386,17,1,19,0.95,0.2866
AMRN,0.12107822823335275,80,0,0,0.2,0.1062
AMRX,0.2914794637712856,92,0,0,0.05,0.0372
AMRZ,-0.05985594884461464,34,1,3,0.3,0.2587
AMS,0.006486662322222211,57,0,0,0.55,0.3955
AMSC,-0.18512048823109228,16,1,7,0.95,0.3278
AMSF,0.09038328192576316,74,0,0,0.15,0.1981
AMST,-0.04456585094552672,38,0,0,0.9,
AMT,-0.11631319342667816,25,1,12,0.65,0.2012
AMTB,0.13912674171555756,82,0,0,0.2,0.0139
AMTD,-0.09148051612220903,29,1,5,0.75,0.1983
AMTM,-0.22934195100868515,11,1,98,1.0,0.5042
AMTX,-0.4826411585037795,2,1,21,1.0,0.5914
AMWL,0.28383914148230455,92,0,0,0.15,0.0356
AMX,-0.03690268406514387,40,1,2,0.5,0.1441
AMZE,-0.29057431225000474,7,1,4,0.9,0.8257
AMZN,-0.0666633503606092,33,1,23,1.0,0.1468
AN,-0.09811640847578494,28,1,3,0.6,0.2362
ANAB,0.23330686919130061,89,0,0,0.35,0.0995
ANDE,-0.12305805991439502,24,1,3,0.65,0.2149
ANDG,0.02561188716311183,61,1,1,0.45,0.0678
ANET,0.0140476282590766,59,0,0,0.25,0.1082
ANF,0.10186440828370975,76,0,0,0.15,0.3461
ANGH,-0.16188175521289866,18,1,4,0.25,0.4541
ANGI,-0.17247476522421357,17,0,0,0.6,0.6141
ANGO,0.1533203412629371,84,0,0,0.05,0.0931
ANGX,0.24487672372285957,90,0,0,0.15,0.3321
ANIK,0.059066851695064176,69,0,0,0.6,0.1121
ANIP,0.03602016859380261,64,0,0,0.2,0.1249
ANIX,0.10399976197307596,77,0,0,0.55,0.1556
ANL,-0.06512380836840824,33,1,1,0.85,
ANNA,-0.316327857121463,6,1,13,0.9,
ANNX,-0.05357406510099083,36,0,0,0.65,0.2672
ANPA,-0.4003628117456703,4,1,96,1.0,
ANRO,0.10837377774672614,78,0,0,0.35,0.1455
ANSC,-0.02418694321358073,47,1,3,0.5,0.1437
ANSCU,-0.02594114384550477,46,1,11,0.65,0.1378
ANTA,-0.37738973997157205,4,1,32,1.0,0.533
ANTX,0.10804600764461307,78,1,1,0.3,
ANVS,-0.042837026602822084,38,0,0,0.85,0.5661
ANY,0.10776479828323703,78,1,7,0.4,
AOD,-0.0020067805041854153,54,1,2,0.5,0.081
AOMR,0.05788393373603791,69,0,0,0.2,0.0319
AON,0.04625978786407574,66,0,0,0.35,0.1015
AORT,-0.14971082459756974,20,0,0,0.7,0.5209
AOS,0.013118370724024685,58,0,0,0.35,0.2937
AOSL,0.15440677067361996,84,1,1,0.35,0.1708
AOUT,0.21438776668563753,88,0,0,0.15,0.0941
AP,-0.19302548427447153,15,1,10,0.7,0.3313
APA,-0.22683861692470458,12,1,14,0.95,0.387
APAC,-0.033101208883561266,41,1,3,0.5,0.1489
APACU,-0.02951995340032715,44,1,2,0.4,0.1377
APAM,-0.11168333186706998,25,1,3,0.9,0.2795
APD,0.03968750405579036,65,0,0,0.85,0.1006
APEI,-0.005955057490225568,53,0,0,0.65,0.1724
APG,-0.03986773224023982,39,1,7,0.85,0.1911
APGE,0.5982538624247165,97,0,0,0.0,0.0209
APH,0.17879275486521728,86,0,0,0.0,0.0357
API,-0.03407786638894712,41,1,6,0.6,0.228
APLD,-0.05406362860671299,36,1,6,0.6,0.278
APLE,0.1920004565129037,87,0,0,0.0,0.0501
APLM,0.388142406787837,94,0,0,0.4,0.1767
APM,-0.18577009872301703,16,1,15,0.75,0.4205
APO,-0.08232754870377076,30,1,7,0.5,0.2783
APOG,0.16239631172306812,85,0,0,0.0,0.124
APP,0.08832056510167319,74,0,0,0.65,0.2186
APPF,-0.07047661033423765,32,0,0,0.65,0.3533
APPN,-0.06713905782201063,33,0,0,0.4,0.3837
APPS,1.7361658644181228,99,0,0,0.0,0.0
APRE,-0.10374071931842886,27,1,1,0.65,0.2924
APT,0.10488989672720182,77,0,0,0.85,0.1467
APTV,-0.12181693302208506,24,1,12,0.6,0.3706
APUS,-0.5036128313396672,2,1,67,1.0,
APVO,-0.12658565532194627,23,1,18,0.9,0.5909
APWC,0.07961042374092149,73,1,1,0.6,0.2263
APXT,-0.03117930942518541,42,1,3,0.5,0.1471
APXTU,-0.019204884922091808,49,1,2,0.4,0.138
APYX,0.22588553550025464,89,0,0,0.4,0.0548
AQB,0.07414125400920012,72,0,0,0.25,0.1138
AQMS,-0.35575670468141346,5,1,33,1.0,0.5643
AQN,-0.12206217123371793,24,1,3,0.65,0.2719
AQST,0.009688590769722769,57,1,3,0.4,0.401
AR,-0.1287811236525198,23,1,3,0.95,0.3443
ARAI,-0.44139277269720545,3,1,52,1.0,
ARAY,-0.40226849939062576,3,1,20,1.0,0.732
ARBB,-0.034603948313598976,41,1,11,0.55,0.3734
ARBE,-0.12982470249502873,22,0,0,0.85,0.5787
ARBK,0.06762811858169016,71,0,0,0.5,0.3566
ARCB,0.07534234107064983,72,1,3,0.4,0.2043
ARCC,-0.0211022352283749,48,0,0,0.5,0.1434
ARCO,-0.1041006124267475,27,1,3,0.75,0.1939
ARCT,-0.1732320787807155,17,1,8,0.9,0.2862
ARDC,-0.005794316254393306,53,0,0,0.4,0.108
ARDT,0.06251180497488862,69,0,0,0.4,0.0566
ARDX,-0.1677939364288097,18,1,4,0.7,0.4096
ARE,0.14640411600619851,83,0,0,0.05,0.1598
AREC,-0.22744327885292542,12,1,2,0.85,0.5818
AREN,-0.605847883701457,1,1,35,1.0,0.8285
ARES,-0.08543695418564429,30,1,8,0.45,0.3912
ARGX,0.10713895981792672,77,0,0,0.05,0.024
ARHS,0.21651603430705268,88,0,0,0.2,0.277
ARI,-0.06363958759996935,34,1,3,0.65,0.1342
ARIS,-0.22366126506263745,12,1,9,0.85,0.4102
ARKO,0.15682714606137316,84,0,0,0.15,0.0681
ARKR,-0.11203722366698866,25,1,4,0.8,0.2902
ARL,0.40945137961373884,95,0,0,0.25,0.0916
ARLO,-0.06275684340990731,34,0,0,0.75,0.2098
ARLP,-0.11598054277961907,25,1,3,0.7,0.2888
ARM,0.30533306820443157,92,1,5,0.25,0.2311
ARMK,0.12744831668565632,81,0,0,0.0,0.0218
ARMP,-0.3663722587937701,4,1,3,0.95,0.6259
AROC,0.07979548750936012,73,0,0,0.4,0.0968
AROW,0.14121836581036684,83,0,0,0.1,0.0
ARQ,-0.11957924124346724,24,1,8,0.45,0.4365
ARQQ,0.8538257140249325,98,0,0,0.4,0.0508
ARQT,0.12008231312416003,79,0,0,0.1,0.2151
ARR,-0.005161849303616874,53,0,0,0.35,0.1082
ARRY,-0.15218276530731994,20,1,7,0.85,0.4513
ARTCU,-0.028155917486617835,45,1,3,0.5,0.1437
ARTL,-0.5266975768005309,2,1,58,1.0,
ARTNA,0.0331006388743007,63,0,0,0.35,0.1081
ARTV,0.213401079663187,88,0,0,0.3,0.3062
ARTW,0.008636665294830745,57,1,3,0.6,0.2025
ARVN,-0.1538353119648424,20,0,0,0.65,0.4645
ARW,0.07405679925971435,72,1,4,0.2,0.109
ARWR,0.08495067323126089,74,0,0,0.3,0.0208
ARX,-0.1420602245664886,21,1,3,0.95,0.2577
AS,-0.05974441786587019,34,1,5,0.55,0.2525
ASA,-0.20038464116434374,14,1,10,0.95,0.4102
ASAN,-0.05648459649457434,35,0,0,0.55,0.5034
ASB,0.11826609901781941,79,0,0,0.1,0.0262
ASBP,8.549333556738263,99,0,0,0.1,
ASC,-0.162015335008163,18,1,5,0.75,0.2649
ASG,0.02681748832992814,62,0,0,0.15,0.0438
ASGI,-0.03318887375738477,41,0,0,0.75,0.1406
ASH,0.15991622512001774,84,0,0,0.1,0.0414
ASIC,0.2209835630174936,89,0,0,0.1,0.0525
ASIX,-0.18245224019746265,16,1,12,0.95,0.3073
ASLE,-0.029570299963022052,44,0,0,0.7,0.2316
ASM,-0.1011394869340334,27,1,9,0.85,0.4751
ASMB,-0.049698402340560756,36,0,0,0.65,0.2794
ASML,0.19487228235657944,87,0,0,0.0,0.0723
ASND,0.1613922523913794,85,0,0,0.45,0.0113
ASO,-0.15712526706387908,19,1,5,0.8,0.2929
ASPC,-0.07233261610407211,32,1,1,0.75,0.5463
ASPCU,-0.10062087888061878,27,1,14,0.95,0.6471
ASPI,-0.01866239418705576,49,1,5,0.5,0.3311
ASPN,0.2680939119171894,91,0,0,0.2,0.0708
ASPS,0.0765267860735018,72,0,0,0.3,0.2204
ASR,-0.01792744549439696,49,0,0,0.4,0.2427
ASRV,-0.03459087167911058,41,1,1,0.4,0.1156
ASST,-0.21078820769534062,13,1,11,0.95,0.4934
ASTC,0.7026761002798112,98,1,13,0.65,
ASTE,0.07135212802234593,71,0,0,0.35,0.1349
ASTH,0.46864614773394225,96,0,0,0.1,0.0
ASTI,-0.1892621293799988,15,1,10,0.55,
ASTL,-0.2732095297349816,8,1,18,0.9,0.3301
ASTS,-0.07009339506174503,32,0,0,0.7,0.3472
ASUR,-0.1555126189515183,19,1,14,0.85,0.2582
ASX,0.33543449530999275,93,0,0,0.15,0.0459
ASYS,0.16574809323957218,85,1,1,0.5,0.1523
ATAI,0.09896077524354303,76,0,0,0.55,0.0982
ATAT,-0.11465657660600795,25,1,47,1.0,0.2728
ATCH,-0.19815353042369865,14,1,40,1.0,0.4085
ATEC,-0.007442954685317034,53,0,0,0.35,0.6407
ATEN,0.3251448231024921,93,0,0,0.0,0.0
ATER,0.3554242752971786,94,0,0,0.15,
ATEX,1.03133830545435,98,0,0,0.0,0.0
ATGL,-0.25572231061083384,9,1,9,0.9,0.6537
ATHE,0.31879793939412565,93,0,0,0.25,0.0
ATHM,0.025261566898102175,61,0,0,0.25,0.2416
ATHR,0.4992120505779524,96,0,0,0.7,0.2819
ATI,0.13702027431070163,82,1,1,0.05,0.0601
ATII,-0.036374390917896175,40,1,3,0.7,0.1182
ATIIU,-0.06021859675814823,34,1,3,0.85,0.2783
ATKR,-0.06648744022666231,33,1,4,0.6,0.1487
ATLC,0.38047520141518903,94,0,0,0.05,0.0815
ATLCP,0.007879280230769468,57,1,2,0.35,0.1021
ATLN,-0.48605945802309863,2,1,2,0.85,
ATLO,0.047378089577269425,66,0,0,0.2,0.0637
ATLX,-0.22174831962912261,12,1,34,1.0,0.4586
ATMU,-0.08155266018807185,30,1,3,0.55,0.3061
ATNI,-0.07915024099518149,31,1,2,0.6,0.1776
ATNM,-0.1577885492515108,19,1,22,1.0,0.3929
ATO,-0.054121628910898584,36,1,2,0.75,0.2051
ATOM,0.1315487296019806,81,1,1,0.8,
ATOS,-0.6437509897370366,1,1,38,1.0,0.8179
ATPC,-0.04416291629510724,38,1,3,0.7,
ATR,0.02693937216543292,62,0,0,0.25,0.2146
ATRA,0.7139783936742514,98,0,0,0.05,
ATRC,0.0521758619526196,67,0,0,0.45,0.3553
