ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
ADP,0.07640105534316996,78,0,0,0.3,0.1462
ADPT,0.2708011772589275,92,0,0,0.0,0.0984
ADSE,0.014107067154918829,63,0,0,0.45,0.1365
ADSK,-0.16120663873287855,17,1,1,0.9,0.3122
ADT,-0.0419071407981193,39,0,0,0.65,0.2365
ADTN,-0.1790296098507987,16,1,22,1.0,0.3338
ADUR,0.15846399400876626,87,0,0,0.4,0.0874
ADUS,0.09665809961792754,81,0,0,0.0,0.1769
ADV,0.074203702173154,77,1,4,0.35,0.1632
ADVB,-0.05694064522140646,36,0,0,0.3,0.3498
ADX,0.01715075585353716,64,0,0,0.3,0.007
ADXN,-0.08523658461437861,30,1,10,0.85,0.3803
AEAQU,-0.030451804601662413,46,0,0,0.5,0.1443
AEBI,-0.012886996500635614,54,1,5,0.35,0.3302
AEC,-0.12893585499308668,22,1,2,0.85,0.5923
AEE,-0.00046530679708796374,58,0,0,0.15,0.1211
AEF,0.030014487356272157,68,1,5,0.4,0.0615
AEG,0.06674812116358655,76,0,0,0.0,0.0003
AEHL,0.2173746753097726,90,1,32,1.0,
AEHR,-0.21330882706183313,12,1,11,0.65,0.4101
AEI,-0.19259724855852248,14,1,4,0.85,0.6618
AEIS,-0.1234963920802404,23,1,4,0.35,0.2965
AEM,-0.22896843264130423,11,1,13,0.9,0.4738
AEMD,-0.7033013716150275,1,1,25,1.0,0.8054
AENT,-0.09623186687729646,27,0,0,0.55,0.3062
AEO,-0.06368940195894243,34,1,7,0.4,0.4326
AEON,-0.17244245286544813,16,1,6,0.85,0.5289
AEP,0.003067272612939771,60,0,0,0.25,0.1172
AER,0.013611261318543469,63,0,0,0.15,0.1142
AERO,0.018804718103551242,64,1,3,0.15,0.2769
AERT,0.339962769391708,94,0,0,0.15,0.0351
AES,-0.028201060538803856,47,1,7,0.55,0.2149
AESI,-0.1224827974227685,23,1,7,0.95,0.2818
AEVA,0.16020810946978697,87,1,4,0.4,0.2629
AEXA,0.01337509937211958,63,0,0,0.4,0.0788
AEYE,0.014921975955335162,63,0,0,0.8,0.3309
AFB,-0.020168809027549518,51,1,3,0.3,0.0811
AFBI,-0.030679326612011004,46,1,6,0.5,0.1153
AFCG,-0.07231183664818053,32,1,17,0.85,0.1905
AFG,0.03205961032846778,68,0,0,0.1,0.0545
AFJK,-0.3206621806135984,6,1,18,0.95,
AFJKU,-0.3959922978257633,4,1,23,1.0,
AFL,0.01849715705975441,64,0,0,0.15,0.0553
AFRI,-0.0027446077066437743,58,0,0,0.4,0.11
AFRM,0.31480022783078826,94,0,0,0.15,0.0797
AFYA,-0.01545113304663064,53,0,0,0.3,0.16
AG,-0.20111879075601216,13,1,14,0.95,0.5477
AGCC,-0.0784352933652983,31,1,28,1.0,0.401
AGCO,-0.06647920379345938,33,1,2,0.6,0.2616
AGD,-0.04486992720471081,38,1,10,0.85,0.1094
AGEN,-0.12503008015019126,22,1,1,0.75,0.3698
AGI,-0.29194358586953467,7,1,14,0.95,0.5151
AGIG,-0.1283579224448633,22,1,18,0.9,0.795
AGIO,0.43591739161622567,96,0,0,0.0,0.0254
AGL,2.0901427461520368,99,0,0,0.0,
AGM,0.11066644133106171,83,0,0,0.05,0.0253
AGMH,0.07602488391401167,78,1,2,0.55,0.5401
AGNC,0.040200109899309486,70,0,0,0.25,0.1084
AGNCL,-0.017553905328609495,52,0,0,0.4,0.1235
AGNCM,-0.013313356102508011,54,0,0,0.35,0.1095
AGNCN,-0.023070469994249998,50,0,0,0.45,0.1075
AGNCO,-0.01658564642245617,52,0,0,0.45,0.101
AGNCP,-0.0033154448424176156,58,0,0,0.4,0.0839
AGNCZ,-0.01634158618126802,53,0,0,0.35,0.1144
AGNT,-0.14260811336864865,20,1,3,0.65,0.5301
AGO,0.016027716152570703,63,0,0,0.25,0.1404
AGPU,0.02755952008420659,67,1,1,0.25,
AGRO,-0.23394364274423884,11,1,43,1.0,0.4294
AGRZ,0.08581840179804562,79,0,0,0.3,
AGX,-0.054655016231484346,36,1,4,0.4,0.1651
AGYS,0.3365756157361894,94,0,0,0.05,0.1612
AHCO,-0.10404065753049499,26,1,3,0.65,0.289
AHG,-0.06735509275562905,33,0,0,0.6,0.4344
AHMA,0.6796097700976286,98,0,0,0.05,
AHR,0.09887702907516094,81,0,0,0.45,0.0736
AHRT,0.08870421319267446,80,0,0,0.2,0.0579
AHT,0.04263185606025144,71,1,2,0.3,0.3943
AI,-0.13427771798096194,21,1,14,0.7,0.4191
AIFA,-0.1774343521377036,16,1,26,1.0,0.5582
AIFC,-0.3380532668525317,5,1,35,1.0,0.8047
AIFF,-0.335405284035218,5,1,44,1.0,
AIFU,-0.1012515676377438,26,1,7,0.45,0.4238
AIG,0.011935662209024783,62,0,0,0.3,0.0897
AIHS,0.16085480408325672,87,0,0,0.1,0.2818
AII,0.02277832589756651,66,0,0,0.3,0.1636
AIIA,-0.03442891570356543,43,1,7,0.5,0.1442
AIIO,2.556378410254095,99,0,0,0.2,
AIIR,-0.21812111098271747,12,1,35,1.0,0.551
AIM,-0.47331654857725514,2,1,20,1.0,
AIMD,-0.012169672786297568,54,1,2,0.8,
AIN,0.10751814512213081,82,1,1,0.05,0.0859
AIO,0.023495654239434165,66,1,4,0.2,0.0721
AIOS,-0.03700782214143465,41,0,0,0.6,
AIOT,0.15964012361771834,87,0,0,0.25,0.3133
AIP,0.17324221458364192,88,1,4,0.3,0.2895
AIR,0.10351868012684387,82,1,1,0.05,0.0892
AIRE,-0.318116300066108,6,1,55,1.0,0.8651
AIRG,-0.15172474166748973,19,1,20,1.0,0.2221
AIRI,-0.053999551583853056,37,1,1,0.5,0.2252
AIRJ,0.14114619820817748,86,1,2,0.35,0.2109
AIRO,-0.22204455127760295,12,1,17,0.85,0.5437
AIRS,0.005748906495490917,61,1,15,0.75,
AIRT,0.2377118038926574,91,0,0,0.15,0.1342
AIRTP,-0.023409330198493394,50,0,0,0.3,0.1102
AISP,-0.19118585986523318,14,1,9,0.55,0.5342
AIT,-0.004799831482811601,57,1,3,0.2,0.0942
AIV,-0.2258301721356618,11,1,68,1.0,0.4205
AIXC,-0.19817623314198302,14,1,11,0.6,0.6379
AIXI,-0.8770899566666239,0,1,29,1.0,
AIZ,0.1119040903315516,83,0,0,0.0,0.006
AJG,0.18159510858989478,89,0,0,0.05,0.099
AKA,0.1366244471243234,85,0,0,0.5,0.1651
AKAM,-0.08151561859091892,30,0,0,0.95,0.2198
AKAN,0.020725108467249564,65,1,13,0.85,
AKBA,0.21412594165636278,90,0,0,0.3,0.1604
AKR,-0.05110428917018839,37,1,7,0.6,0.0755
AKTS,0.4942213883608818,97,0,0,0.1,0.1082
AKTX,0.9129682123305075,98,0,0,0.6,
ALAB,0.7933610246849107,98,0,0,0.05,0.1845
ALAR,-0.7048349899955387,1,1,12,0.6,
ALB,-0.27010492223271676,8,1,16,0.95,0.4352
ALBT,-0.319347588710585,6,1,10,0.85,
ALC,-0.056313232743507725,36,1,2,0.55,0.2977
ALCO,-0.045191671219188635,38,1,1,0.4,0.1682
ALDF,-0.034249731836178056,43,1,7,0.6,0.1439
ALDFU,-0.0442651024390982,39,1,6,0.65,0.1443
ALDX,0.2620116000450689,92,0,0,0.0,
ALEC,-0.117437372675241,24,1,1,0.5,0.3658
ALF,-0.03415726551136886,43,1,5,0.55,0.1492
ALFUU,-0.03404530393881822,43,1,6,0.7,0.1476
ALG,-0.013148927307082947,54,1,1,0.2,0.3155
ALGM,0.12567172767622817,84,1,4,0.3,0.2594
ALGN,-0.007543642574234302,56,1,1,0.2,0.1833
ALGS,0.13380305447369278,85,0,0,0.5,0.3257
ALGT,0.27835711943117486,93,0,0,0.05,0.1349
ALH,-0.009346284844911044,55,1,5,0.25,0.0837
ALHC,0.1289329340410401,84,1,1,0.05,0.2263
ALIS,-0.029564220157354958,46,1,7,0.55,0.1391
ALISU,-0.019159284654969654,51,1,5,0.4,0.1337
ALIT,0.37239198366991433,95,0,0,0.75,0.4384
ALK,0.12552347427534394,84,1,2,0.1,0.269
ALKS,0.38531961493803535,95,0,0,0.0,0.036
ALKT,0.04408106236358959,71,0,0,0.5,0.2674
ALL,0.11374597588484961,83,0,0,0.0,0.0
ALLE,-0.02322430491115859,50,1,1,0.25,0.3104
ALLO,-0.037880758686566644,41,0,0,0.4,0.3639
ALLR,-0.24348368462105324,10,1,19,0.95,0.3461
ALLT,0.11513520680244141,83,0,0,0.5,0.2863
ALLY,0.004643921430655645,60,1,2,0.1,0.0863
ALM,-0.1835956761610356,15,1,11,0.8,0.3944
ALMS,0.3577899204416786,95,0,0,0.15,0.0875
ALMU,-0.15573821721726594,18,1,13,0.8,0.4404
ALNT,0.09979971472011534,81,1,4,0.2,0.1653
ALNY,0.017661358302076262,64,0,0,0.4,0.2477
ALOT,1.0730987143002242,98,0,0,0.0,
ALOY,0.17773095877944142,88,1,4,0.35,0.5443
ALP,-0.20994987976523352,13,1,10,0.95,0.8362
ALRM,0.08923933730539024,80,0,0,0.25,0.0906
ALRS,0.07950524483906744,78,0,0,0.0,0.0382
ALSN,-0.10192095294345434,26,1,7,0.45,0.2191
ALT,0.005153433380166661,60,0,0,0.4,0.5329
ALTG,-0.08354460245616571,30,1,7,0.35,0.2598
ALTI,0.04587101371543406,71,0,0,0.45,0.3139
ALTO,0.07693262197424908,78,0,0,0.35,
ALUB,-0.033373242759215715,44,1,7,0.6,0.1467
ALV,-0.060067974705295034,35,1,16,0.8,0.1513
ALVO,-0.07233696726093608,32,1,12,0.6,0.419
ALX,0.05037646233084943,72,0,0,0.0,0.0428
ALXO,0.30672081484621017,93,0,0,0.45,0.1814
ALZN,0.040899295757649196,70,1,8,0.4,0.5703
AM,0.011950863985480703,62,0,0,0.3,0.1607
AMAL,0.03950829401377938,70,1,1,0.05,0.0618
AMAT,0.31304566851814497,94,1,3,0.15,0.2095
AMBA,0.13966567963390272,85,0,0,0.75,0.1977
AMBO,-0.03503680377342613,43,1,13,0.7,0.3135
AMBP,0.13912297094962917,85,0,0,0.0,0.11
AMBQ,0.6959724191892854,98,0,0,0.05,0.0929
AMBR,-0.23601597096501292,10,1,52,1.0,0.5292
AMC,0.14248005382027346,86,1,7,0.5,0.3239
AMCI,-0.068453012360501,33,0,0,0.65,0.5043
AMCR,0.04790784501896346,72,1,1,0.05,0.2221
AMCX,0.09727802417336495,81,0,0,0.3,0.0417
AMD,0.35131156016423093,94,1,2,0.2,0.1077
AME,-0.02677655700521475,48,1,4,0.4,0.1197
AMG,0.10290418701693871,82,0,0,0.1,0.0171
AMGN,0.041496338829183174,70,0,0,0.1,0.1256
AMH,0.007052868965836033,61,0,0,0.25,0.045
AMIX,-0.2623545930623886,9,1,13,0.75,0.4655
AMKR,0.017183359853813307,64,1,5,0.3,0.2857
AMLX,0.1860924261462703,89,0,0,0.1,0.0746
AMN,0.2706183261951004,92,0,0,0.0,0.0961
AMOD,-0.6097041379026288,1,1,104,1.0,0.9171
AMP,0.038203889556542,70,0,0,0.35,0.171
AMPG,1.1736544404858265,98,1,4,0.25,0.3274
AMPH,-0.14018390126854816,20,1,5,0.45,0.4053
AMPL,0.15064594762716338,86,0,0,0.6,0.2514
AMPX,-0.4495697257585404,3,1,21,1.0,0.5143
AMPY,-0.2259412997783441,11,1,43,1.0,0.4762
AMR,-0.28801483912130044,7,1,16,0.9,0.4429
AMRC,-0.14519212813176774,20,1,23,1.0,0.3209
AMRN,0.017612318542470293,64,1,3,0.15,0.1763
AMRX,0.22675292803096003,91,0,0,0.0,0.0373
AMRZ,-0.12131186416532919,23,1,7,0.45,0.3045
AMS,-0.029545767299054542,46,1,2,0.5,0.4113
AMSC,-0.1962145200646579,14,1,11,0.95,0.3935
AMSF,0.10084673057358179,81,0,0,0.05,0.1746
AMST,-0.15761190864762412,18,1,4,0.9,
AMT,-0.13892923694030723,20,1,16,0.8,0.2058
AMTB,0.04896952153891909,72,0,0,0.1,0.0568
AMTD,-0.10791301521803685,25,1,9,0.85,0.2162
AMTM,-0.17272475679709653,16,1,2,0.95,0.4873
AMTX,-0.36465665762277155,4,1,25,1.0,0.5475
AMWL,0.15252831635018277,86,1,1,0.2,0.1072
AMX,-0.009298089268444755,55,0,0,0.45,0.1169
AMZE,-0.1771078624492496,16,1,8,0.9,0.8418
AMZN,-0.05006088393862544,37,1,1,0.95,0.1396
AN,-0.07019206012482584,33,1,1,0.55,0.2221
ANAB,0.21642851913661393,90,0,0,0.15,0.1002
ANDE,-0.027015360252690346,48,0,0,0.7,0.1599
ANDG,0.08545094323104313,79,0,0,0.4,0.0244
ANET,0.18821950168409182,89,0,0,0.2,0.0305
ANF,0.04335937496529149,71,1,1,0.05,0.3556
ANGH,-0.08543953199931223,29,1,8,0.4,0.4286
ANGI,0.03663971906874701,69,0,0,0.6,0.5966
ANGO,0.10947148963486342,82,0,0,0.0,0.0762
ANGX,0.3169031430012635,94,0,0,0.05,0.2268
ANIK,0.06860050700513005,76,0,0,0.4,0.0437
ANIP,-0.0004330592063765265,58,0,0,0.1,0.1063
ANIX,0.12427756874410262,84,0,0,0.35,0.1478
ANL,-0.10553890877715184,26,1,2,0.8,
ANNA,-0.2515827925569987,9,1,17,0.9,
ANNX,0.03714235866498053,69,0,0,0.45,0.2127
ANPA,-0.35915108947846425,4,1,103,1.0,
ANRO,0.2395384673292817,91,0,0,0.15,0.1056
ANSC,-0.03136766935616218,45,1,7,0.6,0.1431
ANSCU,-0.026976445760708543,48,1,14,0.7,0.1401
ANTA,-0.3921791361386775,4,1,36,1.0,0.558
ANTX,0.09014671264686613,80,1,5,0.3,
ANVS,-0.08833182053853285,29,0,0,0.65,0.4978
ANY,-0.02097235040906016,51,1,11,0.6,
AOD,-0.0034883168654781666,58,1,2,0.4,0.0778
AOMR,0.0323031154794559,68,0,0,0.05,0.0476
AON,0.07547458573383604,78,0,0,0.25,0.0646
AORT,-0.11529641062169795,24,0,0,0.5,0.5133
AOS,-0.04048944124465195,40,1,1,0.2,0.3237
AOSL,-0.042856324629179876,39,1,5,0.5,0.2876
AOUT,0.42494571870767495,96,0,0,0.1,0.0168
AP,-0.2774333536032546,8,1,14,0.8,0.4199
APA,-0.12057699755094303,23,0,0,0.9,0.3254
APAC,-0.034104314136911576,43,1,6,0.55,0.1477
APACU,-0.03446547216749639,43,1,5,0.45,0.14
APAM,-0.06300062502906757,34,1,1,0.85,0.2412
APD,-0.007474787236112945,56,0,0,0.65,0.1285
APEI,0.02617064323991554,67,0,0,0.45,0.1401
APG,-0.07859473699550049,31,1,2,0.8,0.1967
APGE,0.5205000964512271,97,0,0,0.0,0.0169
APH,0.12207335995503626,84,1,2,0.1,0.1136
API,-0.07546281714577896,31,1,10,0.8,0.2086
APLD,-0.1791751960677756,16,1,10,0.65,0.3606
APLE,0.1057567780179687,82,1,1,0.05,0.0733
APLM,0.28070128536622596,93,0,0,0.2,0.1944
APM,-0.19519155777671537,14,1,19,0.95,0.4347
APO,-0.07751171485823333,31,1,11,0.55,0.2434
APOG,0.029554430399966816,67,1,4,0.2,0.2323
APP,0.018294815187929706,64,0,0,0.65,0.277
APPF,0.03174538176924055,68,0,0,0.55,0.2786
APPN,-0.03528917759150094,42,0,0,0.4,0.3349
APPS,1.0306401715920046,98,0,0,0.0,0.2107
APRE,-0.06217119809734517,34,1,5,0.65,0.2946
APT,-0.04796704306065013,38,1,3,0.8,0.2804
APTV,-0.10142126780240703,26,1,16,0.8,0.3882
APUS,-0.5582287412855721,1,1,71,1.0,
APVO,-0.07306562391222413,32,1,22,1.0,0.5861
APWC,0.06819377594520126,76,1,2,0.55,0.2594
APXT,-0.034871183880161194,43,1,7,0.6,0.1459
APXTU,-0.03195041148930333,45,1,5,0.45,0.144
APYX,0.08911758328429828,80,1,2,0.5,0.1456
AQB,-0.055068770366436134,36,1,4,0.35,0.2211
AQMS,-0.35455783616616526,4,1,37,1.0,0.5978
AQN,-0.10025996700370535,27,1,7,0.7,0.2394
AQST,0.023869247683242015,66,1,7,0.4,0.1567
AR,-0.09878741317366171,27,1,3,0.9,0.3486
ARAI,-0.32673322011781786,6,1,56,1.0,
ARAY,-0.37552554716907843,4,1,24,1.0,0.7337
ARBB,-0.1889127772913255,15,1,15,0.75,0.4414
ARBE,-0.17355900051135276,16,1,4,0.95,0.6427
ARBK,-0.054151499203676796,36,1,4,0.55,0.4162
ARCB,0.07300528664760601,77,1,7,0.6,0.1695
ARCC,-0.033272225339154124,44,1,3,0.55,0.1558
ARCO,-0.060863701517840395,35,1,7,0.75,0.1795
ARCT,-0.12743580808426247,22,0,0,0.75,0.2433
ARDC,-0.0037707242024022786,58,0,0,0.2,0.1062
ARDT,0.09583885657808597,81,0,0,0.2,0.059
ARDX,-0.138600277460821,20,1,8,0.7,0.3784
ARE,-0.02514186522044466,49,1,3,0.2,0.2382
AREC,-0.21005126661311113,13,1,6,0.9,0.6152
AREN,-0.5276520924358172,2,1,39,1.0,0.8166
ARES,-0.04273816643074771,39,1,2,0.55,0.3639
ARGX,0.05377287315854093,73,0,0,0.0,0.0268
ARHS,0.12231768910186414,84,1,1,0.05,0.3274
ARI,-0.10579887602421176,26,1,7,0.7,0.1667
ARIS,-0.21762681398278186,12,1,13,0.85,0.4345
ARKO,0.1652038796399261,87,0,0,0.2,0.0756
ARKR,-0.1175962273878476,24,1,8,0.8,0.2863
ARL,0.4982070731719088,97,0,0,0.05,0.0911
ARLO,-0.09439324814722155,28,1,1,0.7,0.2532
ARLP,-0.09044676757427823,28,1,7,0.85,0.2687
ARM,0.19586567113488826,89,1,9,0.45,0.3156
ARMK,0.13064151319414807,85,0,0,0.0,0.0145
ARMP,-0.4446374404479252,3,1,7,0.95,0.6753
AROC,0.07149776419747589,77,0,0,0.35,0.0777
AROW,0.05044916009818698,72,1,1,0.05,0.0514
ARQ,-0.1419169880280006,20,1,12,0.6,0.4698
ARQQ,0.49004680584410276,97,1,3,0.35,0.3241
ARQT,0.2310476279533656,91,0,0,0.0,0.0824
ARR,-0.034431001165863194,43,1,3,0.35,0.1264
ARRY,-0.22742557588469153,11,1,11,0.95,0.5146
ARTCU,0.004328250125174904,60,0,0,0.55,0.1121
ARTL,-0.5430412673318288,1,1,62,1.0,
ARTNA,0.01694222037243103,64,0,0,0.25,0.1048
ARTV,0.1452790021941081,86,0,0,0.1,0.3406
ARTW,-0.04182800808286819,39,1,3,0.65,0.2389
ARVN,-0.06118372114218631,35,0,0,0.45,0.4407
ARW,-0.006675358687566031,56,1,8,0.4,0.1558
ARWR,0.15297653265163438,86,0,0,0.1,0.0111
ARX,-0.09946467090634137,27,1,3,0.9,0.244
AS,-0.061386293881622214,34,1,3,0.5,0.2571
ASA,-0.207099681453211,13,1,14,0.95,0.4311
ASAN,-0.04796857722001513,38,1,1,0.6,0.494
ASB,0.03382459232091435,69,1,1,0.05,0.0694
ASBP,9.925864495857818,99,1,3,0.25,
ASC,-0.07666065127420538,31,0,0,0.7,0.1747
ASG,0.0024934281684653656,59,1,2,0.1,0.0626
ASGI,-0.013983138407274262,54,0,0,0.55,0.1275
ASH,0.11232948478826121,83,1,1,0.05,0.0906
ASIC,0.16812132530192408,88,0,0,0.0,0.0571
ASIX,-0.1499648315043418,19,1,1,0.9,0.2849
ASLE,-0.12151912833210932,23,1,2,0.6,0.2876
ASM,-0.12557983448855614,22,1,2,0.75,0.5269
ASMB,0.06466790966358105,76,0,0,0.45,0.1739
ASML,0.11461685005766103,83,1,4,0.2,0.1093
ASND,0.22360402503863303,90,0,0,0.25,0.0
ASO,-0.20636280686559877,13,1,9,0.8,0.3343
ASPC,-0.0741794463990142,32,1,5,0.75,0.4458
ASPCU,-0.05728996440196058,36,1,18,0.95,0.4523
ASPI,-0.16049907335701255,17,1,9,0.7,0.4642
ASPN,0.0804526031158373,78,1,4,0.4,0.1863
ASPS,0.056358331970183695,74,0,0,0.1,0.2373
ASR,-0.0806811300166749,30,1,2,0.3,0.3019
ASRV,-0.023084897148416973,50,1,3,0.35,0.1151
ASST,-0.0980490068120298,27,1,15,0.95,0.4776
ASTC,0.5414621986126339,97,1,17,0.85,
ASTE,0.01869884154406702,64,1,2,0.3,0.2064
ASTH,0.29766224412314446,93,0,0,0.05,0.0704
ASTI,-0.2262865469750183,11,1,14,0.75,
ASTL,-0.2697534154855028,8,1,22,1.0,0.3437
ASTS,-0.158437891967332,18,1,3,0.75,0.4314
ASUR,-0.09547886505830157,27,1,2,0.85,0.246
ASX,0.2714359493548687,92,1,2,0.2,0.1045
ASYS,0.022286298204215793,65,1,5,0.6,0.2681
ATAI,0.26032880840244627,92,0,0,0.45,0.0442
ATAT,-0.13752191542492004,21,1,51,1.0,0.2804
ATCH,-0.2892017496234477,7,1,44,1.0,0.4772
ATEC,0.09903584143984845,81,0,0,0.15,0.6234
ATEN,0.28630824828046214,93,0,0,0.0,0.0235
ATER,0.22322725632632912,90,1,2,0.1,
ATEX,0.8645272352779685,98,0,0,0.0,0.0299
ATGL,-0.26984161408437324,8,1,13,0.9,0.6656
ATHE,0.3436798306447469,94,0,0,0.05,0.0452
ATHM,0.14167725058810154,86,0,0,0.1,0.1791
ATHR,0.5127650520843112,97,0,0,0.5,0.3192
ATI,0.07336601436150665,77,1,5,0.25,0.0918
ATII,-0.0396485544958029,40,1,7,0.8,0.121
ATIIU,0.0038273653951672593,60,0,0,0.8,0.2537
ATKR,-0.12182512036914357,23,1,8,0.8,0.1895
ATLC,0.2109046286013742,90,1,4,0.2,0.1722
ATLCP,-0.012863419699396639,54,0,0,0.45,0.1159
ATLO,-0.05030448379386845,37,1,4,0.35,0.123
ATLX,-0.22363993712652533,12,1,38,1.0,0.5144
ATMU,-0.06118629345485736,35,1,2,0.5,0.3075
ATNI,-0.08593841690643614,29,1,6,0.6,0.231
ATNM,-0.18930377286674768,15,1,1,0.95,0.3988
ATO,-0.0408199791175437,40,0,0,0.6,0.186
ATOM,-0.06680279705499803,33,1,5,0.8,
ATOS,-0.5376840365038164,2,1,42,1.0,0.7812
ATPC,-0.06571849558656029,34,1,7,0.8,
ATR,0.011406294385757423,62,0,0,0.05,0.2207
