ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.12127296063466711,87,0,0,0.25,0.0434
AA,-0.2666401401156439,10,1,31,1.0,0.4596
AACB,-0.005900545833546457,51,0,0,0.7,0.1329
AACBU,-0.003965828787549287,53,0,0,0.8,0.149
AACG,-0.17776709781425445,16,1,16,0.95,0.3373
AAL,-0.03680066333891418,38,1,10,0.5,0.2009
AAME,-0.21545663048253821,13,1,58,1.0,0.5241
AAMI,0.144881497952394,90,0,0,0.25,0.0244
AAOI,-0.3593967897879025,6,1,27,1.0,
AAON,-0.1838433976161015,15,1,20,1.0,0.2944
AAP,-0.044407585580553376,36,0,0,0.7,0.122
AAPG,-0.050763252840343484,34,1,1,0.3,0.4073
AAPL,0.12437029670706881,87,0,0,0.2,0.0
AARD,0.27901134543927075,96,0,0,0.0,
AAT,0.05048407805724551,72,1,3,0.15,0.0479
AAUC,-0.19759047432791518,14,1,26,1.0,0.4248
AB,0.008034148038648534,59,0,0,0.35,0.1622
ABAT,-0.2632326106061171,10,1,29,1.0,0.5644
ABBV,0.16819151057233442,91,0,0,0.0,0.0
ABCB,0.00036922306520973183,55,1,1,0.15,0.0468
ABCL,-0.0022215070337880255,54,1,11,0.55,0.3442
ABEO,0.08001051153728156,79,1,3,0.15,0.1523
ABEV,-0.02581831150952417,41,1,1,0.7,0.1209
ABG,0.11769681942575952,86,0,0,0.05,0.1354
ABLV,-0.06613595038455261,31,1,13,0.7,0.2123
ABM,0.1234404342920278,87,0,0,0.0,0.0631
ABNB,-0.0037666264644086195,53,1,4,0.2,0.0625
ABOS,-0.1359171122675947,21,1,9,0.45,0.4257
ABR,-0.12024313886185345,23,1,5,0.9,0.4453
ABSI,0.1896600500698752,93,1,8,0.4,0.3442
ABT,0.1431337522528884,89,0,0,0.2,0.171
ABTC,-0.5901862647053013,1,1,54,1.0,0.7755
ABTS,0.06306580332229456,75,1,1,0.8,
ABUS,-0.01187033202009187,47,1,6,0.45,0.1551
ABVC,-0.07437159832187853,30,1,12,0.6,0.4834
ABVX,0.19989918415656543,93,1,1,0.15,0.1312
ABX,0.11685234705085859,86,1,7,0.35,0.1205
ACA,0.09311154311365272,82,0,0,0.0,0.0097
ACAD,0.0984597629941257,83,0,0,0.0,0.1376
ACB,-0.14504910994365436,19,1,37,1.0,0.4344
ACCL,0.3507842309437544,97,0,0,0.0,0.0
ACCO,0.056604658208686494,73,0,0,0.4,0.082
ACCS,-0.050708068493830305,34,1,6,0.35,0.3621
ACDC,-0.31829785261190774,7,1,28,1.0,0.4752
ACEL,-0.04416773490557801,36,1,9,0.85,0.1504
ACET,-0.0601857097136729,32,1,1,0.3,0.165
ACFN,0.18103630845717603,92,0,0,0.15,0.1718
ACGL,0.06615211738795368,76,0,0,0.1,0.0779
ACGLN,-0.003127989813448074,53,0,0,0.5,0.1481
ACGLO,0.002731887190654477,56,0,0,0.5,0.1409
ACH,-0.0006963692890532228,55,1,3,0.3,0.2124
ACHC,0.3793033289239071,97,0,0,0.0,0.0186
ACHR,-0.14847320606246397,19,1,1,0.75,0.448
ACHV,0.24855108420210534,95,0,0,0.05,0.0559
ACI,-0.2844758535145533,9,1,3,0.65,0.4531
ACIC,-0.08393212505213157,28,1,9,0.5,0.2246
ACIU,-0.18554785684233358,15,1,11,0.7,0.4102
ACIW,0.2580754712405689,95,0,0,0.0,0.0249
ACLS,-0.16602818458978982,17,1,16,0.8,0.2869
ACM,-0.0323586659556169,39,0,0,0.85,0.3619
ACMR,0.06109348179562731,75,1,3,0.65,0.3284
ACN,-0.019317749523833805,43,0,0,0.8,0.5016
ACNB,0.11918899536171632,87,0,0,0.0,0.0131
ACNT,0.03548217227797766,68,0,0,0.0,0.2193
ACOG,0.22500075923965904,94,0,0,0.0,0.0651
ACON,-0.19484801993436335,14,1,15,0.95,0.3999
ACP,-0.005285959436107492,52,1,1,0.55,0.1115
ACR,-0.06219449968000409,32,0,0,0.85,0.2384
ACRE,-0.008448070890752835,49,0,0,0.6,0.2077
ACRS,0.11185465949455217,85,1,1,0.05,0.0738
ACRV,-0.0736633053725046,30,1,7,0.35,0.2854
ACT,0.06161276744885106,75,0,0,0.1,0.0245
ACTG,-0.02238301926880251,42,0,0,0.65,0.1917
