ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.06151255785218799,75,0,0,0.35,0.1545
AA,-0.31425634914271916,6,1,22,1.0,0.413
AACB,-0.03260641861500015,48,1,10,0.7,0.1415
AACBU,-0.06160268367949005,35,1,9,0.95,0.1679
AACG,-0.1576568432151665,19,1,7,0.95,0.2993
AAL,0.234833481929518,92,1,1,0.05,0.1119
AAME,-0.24381513184915443,10,1,49,1.0,0.5037
AAMI,0.056953519071272364,74,0,0,0.5,0.0601
AAOI,-0.39404464048103477,4,1,18,0.95,
AAON,-0.10174812425052931,27,1,11,0.75,0.2395
AAP,-0.05038744150232163,38,1,6,0.4,0.1416
AAPG,-0.04323664027452732,41,0,0,0.6,0.3736
AAPL,0.06965836250835339,77,0,0,0.65,0.0
AARD,0.4278786934037359,97,0,0,0.25,
AAT,0.09703554649315072,82,0,0,0.0,0.0285
AAUC,-0.2279265792654941,11,1,17,0.95,0.3891
AB,-0.04686031748906729,39,0,0,0.8,0.1703
ABAT,-0.23572236102756908,11,1,20,1.0,0.5684
ABBV,0.11507429017644874,84,0,0,0.1,0.0556
ABCB,0.011221930266252796,63,0,0,0.05,0.0374
ABCL,0.33783586286414397,95,1,2,0.25,0.2058
ABEO,0.25476273112520686,93,0,0,0.1,0.0121
ABEV,-0.07712715010849783,31,1,9,0.65,0.1329
ABG,0.014939070173370775,64,0,0,0.1,0.2442
ABLV,0.08081146543735526,79,1,4,0.25,0.1228
ABM,0.0457038183906593,72,0,0,0.0,0.1216
ABNB,0.07041488289573544,77,0,0,0.05,0.0411
ABOS,0.06765350874701029,76,0,0,0.3,0.2979
ABR,-0.20892057488555218,13,1,10,0.95,0.4616
ABSI,0.9717537634170487,99,0,0,0.0,0.1265
ABT,-0.007559958169731297,57,1,1,0.35,0.3169
ABTC,-0.6658881202476391,1,1,45,1.0,0.8165
ABTS,-0.012315745319693719,56,1,24,1.0,
ABUS,0.0661841345670709,76,1,1,0.15,0.1125
ABVC,0.06555723457905291,76,1,3,0.25,0.4351
ABVX,0.1996173693583775,90,0,0,0.55,0.073
ABX,0.1886293203755952,90,0,0,0.05,0.0808
ACA,0.1415462705220452,87,0,0,0.0,0.0241
ACAD,0.14193942119233463,87,0,0,0.2,0.152
ACB,-0.24789788844171834,10,1,28,1.0,0.4484
ACCL,0.23780034259652325,92,0,0,0.0,0.4195
ACCO,0.02344788131501891,66,1,5,0.45,0.1081
ACCS,-0.05942089155157741,36,0,0,0.35,0.4037
ACDC,-0.28478263632681106,8,1,19,0.95,0.3682
ACEL,-0.010774880627993512,56,0,0,0.4,0.114
ACET,0.10815876737872562,83,1,1,0.15,0.0961
