ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.09780207244544427,80,0,0,0.05
AA,-0.051108908681260445,35,0,0,0.35
AACG,-0.10775085311966089,23,1,2,0.6
AACIU,-0.028668032309121252,46,1,6,0.95
AACOU,-0.009501204375331952,57,0,0,0.85
AAL,-0.17685663810211222,13,1,17,0.85
AAME,-0.19295656975579784,12,1,1,0.95
AAMI,0.2055741198379316,90,0,0,0.0
AAOI,-0.09297913118345041,25,1,6,0.4
AAON,-0.31082206391105455,5,1,45,1.0
AAP,-0.2990318684680763,6,1,8,0.85
AAPG,-0.031043211386109777,44,0,0,0.6
AAPL,-0.015005059950762394,55,0,0,0.85
AARD,0.0040137964957620426,61,1,2,0.35
AAT,-0.09701567941124054,25,1,28,1.0
AAUC,0.09629074982991238,80,0,0,0.25
AB,0.006263841889127403,62,0,0,0.8
ABAT,0.013078147298254884,64,0,0,0.55
ABBV,0.007709985678613369,62,1,2,0.65
ABCB,-0.05498449620998772,34,1,22,1.0
ABCL,0.76738680369976,98,0,0,0.15
ABEO,-0.08192514855368457,28,1,12,0.65
ABEV,-0.12136042271161578,21,1,21,1.0
ABG,-0.036596250692001966,41,1,3,0.85
ABLV,0.187347146773802,89,0,0,0.55
ABM,0.029587396065194796,68,1,2,0.8
ABNB,0.2724755153942245,93,0,0,0.05
ABOS,0.19387209577068598,89,0,0,0.2
ABR,-0.014513706812314477,55,1,3,0.6
ABSI,0.02190899677407771,66,1,1,0.35
ABT,0.13998308438150953,85,0,0,0.0
ABTC,-0.06336752947879996,32,0,0,0.25
ABTS,0.20507049046206322,90,0,0,0.25
ABUS,0.08242915721208537,78,0,0,0.4
ABVC,-0.37205958122541277,4,1,37,1.0
ABVX,-0.14969645195385645,17,1,15,0.9
ABX,-0.07675014191821149,29,1,1,0.85
ACA,-0.0020716012589392166,59,1,4,0.9
ACAAU,-0.02447368709348481,49,1,2,0.9
ACAD,0.13053499424641668,84,0,0,0.05
ACB,0.3307970038876374,94,0,0,0.05
ACCL,0.5412462852900534,97,0,0,0.0
ACCO,0.020138191987712717,66,0,0,0.25
ACCS,-0.17085430796010492,14,0,0,0.95
ACDC,0.06186043395114152,75,0,0,0.45
ACEL,-0.05334828701391664,35,1,22,1.0
ACET,-0.02243147725750319,51,0,0,0.35
ACFN,0.049816756621518396,72,0,0,0.5
ACGL,-0.016245818119165027,54,1,2,0.8
ACGLN,-0.05442088794312734,34,1,6,0.95
ACGLO,-0.05353166101928149,35,1,20,1.0
ACH,-0.6591548839828694,1,1,19,0.95
ACHC,0.011805440895000463,63,1,1,0.85
ACHR,0.10845862592978596,81,1,3,0.2
ACHV,0.2925018860837564,93,0,0,0.0
ACI,-0.04658047273621324,37,0,0,0.9
ACIC,-0.1458000025312442,17,1,19,0.95
ACIU,0.06070926389816127,74,0,0,0.3
ACIW,0.0025494532021223537,60,1,1,0.85
ACLS,-0.23345756857700023,9,1,9,0.85
ACM,-0.05075905047876697,36,0,0,0.7
ACMR,-0.21063779419998924,11,1,8,0.9
ACN,0.21670990362824716,90,0,0,0.0
ACNB,0.041346524887342986,71,0,0,0.2
