ticker,raw_score,rs_percentile
A,-0.11751618766686023,35
AA,-0.03440912762672965,66
AACB,-0.06566855151626778,55
AACBU,-0.0794618688325936,47
AACG,0.09581103402860935,86
AAL,0.03534209659225662,80
AAME,-0.19921646986264935,19
AAMI,0.12497488977021531,87
AAOI,0.7584112333291261,98
AAON,0.3510465028978886,95
AAP,-0.004939579863627627,73
AAPG,-0.23087432369144933,15
AAPL,0.07102794925884387,83
AARD,-0.324505511848728,7
AAT,0.024968247381681838,78
AAUC,-0.23267403888786511,15
AB,-0.056067216069254106,59
ABAT,-0.13431981109035743,31
ABBV,-0.03805066695912331,65
ABCB,-0.03571294255977265,66
ABCL,0.2607233328145896,93
ABEO,-0.027803230346491348,68
ABEV,0.02135697593239813,78
ABG,-0.178336259066788,22
ABLV,0.2762221363725005,93
ABM,-0.10292784849385651,39
ABNB,-0.10694685449584687,38
ABOS,-0.21219832480785963,17
ABR,-0.3195122882333,7
ABSI,0.4639039235013188,96
ABT,-0.18847437571986986,21
ABTC,-0.13189855227692582,32
ABTS,-0.58878552882277,2
ABUS,-0.0856838843055089,44
ABVC,-0.22016768585296181,16
ABVE,-0.3467762956100481,6
ABVX,-0.0583759144169629,58
ABX,-0.11630921791447658,35
ACA,-0.04867186310896447,62
ACAD,-0.13370549193878797,31
ACB,-0.12638473180438076,33
ACCL,-0.07290469845885345,50
ACCO,0.057210505225153224,82
ACCS,-0.25336559920739665,12
ACDC,0.14478937258393576,89
ACEL,-0.08365148562384864,45
ACET,-0.058202395198224934,58
ACFN,-0.11631475721843343,35
ACGL,-0.0749663709741725,48
ACGLN,-0.10614566106156098,38
ACGLO,-0.09315471963122018,42
ACH,-0.11238361266118638,37
ACHC,-0.05913549626432095,58
ACHR,-0.12389140758481426,33
ACHV,0.021775543708413794,78
ACI,-0.13325371161323635,31
ACIC,-0.1358079222713088,31
ACIU,-0.10543883477535795,38
ACIW,-0.07882249966162616,47
ACLS,0.36350300833362437,95
ACM,-0.26250807144377536,12
ACMR,0.25215100398468404,93
ACN,-0.1804231867433746,22
ACNB,0.018898138422865488,77
ACNT,-0.06416480869022412,56
ACOG,-0.13449783198184265,31
ACON,-0.09103105602897382,43
ACP,-0.07074960566600344,51
ACR,-0.0565929751044711,59
ACRE,-0.11659049415626371,35
ACRS,0.09924092440870808,86
ACRV,-0.06660889002970738,54
ACT,-0.04885711825759834,62
ACTG,-0.118874116370693,35
ACTU,-0.24797703412107747,13
ACU,-0.1343141842522602,31
ACV,-0.04044769814676903,65
ACVA,0.04218679641768805,80
ACXP,-0.29056431654561715,9
AD,-0.004293184401495134,73
ADAG,-0.13624724179474418,30
ADAM,0.07909448866198576,84
ADAML,-0.0459407528195118,63
ADAMM,-0.043565412929897615,64
ADAMN,-0.022950914223107022,69
ADAMZ,-0.09040601730788922,43
ADBE,-0.11203485976788109,37
ADC,-0.0902676358251429,43
ADCT,-0.26453174198342055,11
ADEA,-0.051231005084613694,61
ADGM,-0.3875421209247157,5
ADI,0.029769646294823163,79
ADIL,0.1430238037975503,89
ADM,0.07172081268145278,83
ADMA,-0.3920188573230177,5
ADNT,-0.1354365341487912,31
ADP,-0.015383223262716461,71
ADPT,-0.11476189972524774,36
ADSE,-0.030941571055917272,67
ADSK,-0.09254562598956637,42
ADT,-0.10422627018533992,39
ADTN,0.010157138383411729,76
ADTX,-0.9788900086338334,0
ADUR,0.20659330898892087,91
ADUS,-0.1434831832090111,29
ADV,0.5099658657829891,96
ADVB,-0.09759777754230992,40
ADX,0.003293666671665571,75
ADXN,-0.04867219013986621,62
AEBI,-0.09274995694299568,42
AEC,-0.3293079311055631,7
AEE,-0.05679693001713813,59
AEF,0.035382457451935856,80
AEG,0.06455615027543546,83
AEHL,1.2594907374089526,99
AEHR,0.558191183208731,97
AEI,-0.21941953549254972,16
AEIS,-0.16835372616191496,24
AEM,-0.1950183190405277,20
AEMD,-0.1588878694539854,26
AENT,-0.1900624738449142,20
AEO,-0.22548146469816835,15
AEON,-0.3148358504329258,8
AEP,-0.0699021553914778,52
AER,-0.08125301575690705,46
AERO,-0.10455306325021405,38
AERT,0.6352292030902799,97
AES,-0.06386528231629932,56
AESI,0.37193665060830516,95
AEVA,0.3502485134637632,95
AEXA,-0.03723537933774375,66
AEYE,0.03434429905696623,80
AFB,-0.06108226863974131,57
AFBI,-0.002147978418357538,74
AFCG,0.2420162995408166,92
AFG,-0.020883053375004713,70
AFJK,0.1411698191037579,88
AFJKU,0.10599351432216408,86
AFL,-0.022585160333908783,69
AFRI,-0.04979009740775349,62
AFRM,0.0916564179817832,85
AFYA,-0.11560843169749624,36
AG,-0.15014348367337588,28
AGAE,0.33265049215911746,94
AGCC,0.06550093998864859,83
AGCO,-0.16351174072058325,25
AGD,-0.038714516955422315,65
AGEN,-0.21575210391194424,17
AGI,-0.18426438098722173,21
AGIG,-0.3238684119602521,7
AGIO,-0.055159108204133125,60
AGL,4.167215390477873,99
AGM,0.03318135108156535,79
AGMH,-0.10150221050836704,39
AGNC,-0.10640556086185315,38
AGNCL,-0.06523896078882127,55
AGNCM,-0.05588030507607078,59
AGNCN,-0.05281383989663215,61
AGNCO,-0.0579473092231052,58
AGNCP,-0.05443222029326045,60
AGNCZ,-0.07090581016849633,51
AGNT,-0.3512324250330422,6
AGO,-0.13146436067485523,32
AGPU,0.7300158825427961,98
AGRO,0.026143046144038604,78
AGRZ,-0.2489765756370721,13
AGX,0.13491594892276443,88
AGYS,0.02142161730206607,78
AHCO,-0.1701046031036354,24
AHG,-0.23737305994412347,14
AHMA,-0.4257977117152657,4
AHR,-0.028591361393407767,68
AHRT,0.08868395645407648,85
AHT,-0.1380171927106805,30
AI,-0.0939909907189877,42
AIFC,-0.3179820498363327,8
AIFF,0.02461181207328575,78
AIFU,0.4585941837894659,96
AIG,-0.060121499684409524,57
AIHS,-0.19565172393531685,20
AII,-0.1915728882477996,20
AIIA,-0.06848892112086738,53
AIIO,1.9393017118556788,99
AIM,-0.7233526054642595,1
AIMD,-0.13552270356290436,31
AIN,0.0019087516266215326,75
AIO,0.04739799220016988,81
AIOS,0.37525390332734165,95
AIOT,-0.09686372920081408,41
AIP,0.7957056638329119,98
AIR,-0.105063759376033,38
AIRE,-0.7725899731490843,1
AIRG,0.1823905858815753,90
AIRI,-0.13458109140433233,31
AIRJ,0.1342116548735645,88
AIRO,-0.3985796829156574,5
AIRS,0.902883763517023,98
AIRT,-0.11849163189874237,35
AIRTP,-0.065408931414949,55
AISP,-0.1708970208252068,24
AIT,0.01550822239269202,77
AIV,-0.06829360923376109,53
AIXC,-0.15757780593548898,26
AIZ,0.06251406198042703,83
AJG,-0.14890950129677244,28
AKA,-0.13559750613272,31
AKAM,0.36347577435453904,95
AKAN,1.4377269378856177,99
AKBA,-0.3043697913618034,8
AKR,-0.0063105269109655915,73
AKTX,-0.521030653869948,2
ALAB,0.7988278825725672,98
ALAR,0.027072130295138344,78
ALB,-0.1360091647316129,31
ALBT,-0.4079955775612697,4
ALC,-0.19049409693245672,20
ALCO,-0.0811226635456259,46
ALDF,-0.06807099602263726,53
ALDFU,-0.063712518854496,56
ALDX,-0.35807224365405255,6
ALEC,-0.15597123349871203,27
ALF,-0.06766574962148571,54
ALFUU,-0.078643923760776,47
ALG,-0.2255566039945816,15
ALGM,0.11305502765774192,87
ALGN,-0.20738899170319045,17
ALGS,-0.24151407767690186,14
ALGT,-0.18043725067528288,22
ALH,-0.02174429086333446,70
ALHC,-0.25022166252570677,13
ALIS,-0.0672808059263182,54
ALISU,-0.06557102325244528,55
ALIT,0.060556439013552704,82
ALK,-0.1375460949875124,30
ALKS,0.10135201336181807,86
ALKT,-0.12094759042146178,34
ALL,-0.03690291734717395,66
ALLE,-0.20243570796432891,18
ALLO,-0.26765573255231945,11
ALLR,0.14059502484187303,88
ALLT,-0.10705372349872638,38
ALLY,-0.07353828316646643,49
ALM,-0.12414798914433436,33
ALMS,-0.19922131602715215,19
ALMU,0.31806190117272126,94
ALNT,-0.13225120776254992,31
ALNY,-0.131200459490728,32
ALOT,0.21020576514676748,91
ALOY,-0.21130145908862497,17
ALP,0.0632433450282929,83
ALRM,-0.13285976819344278,31
ALRS,0.0471095753225787,81
ALSN,-0.1984286541692424,19
ALT,-0.29510699391356887,9
ALTG,-0.2819586511877078,10
ALTI,-0.08480270786231284,45
ALTO,0.09462513267060862,85
ALV,-0.018218979866311096,70
ALVO,-0.1576038445012528,26
ALX,-0.06194740089856321,57
ALXO,-0.05426803153706655,60
ALZN,-0.23406520492618138,14
AM,-0.054346923868574634,60
AMAL,-0.053464637021064854,60
AMAT,0.037373295258549086,80
AMBA,0.31882535211633856,94
AMBO,0.060529424872271975,82
AMBP,-0.0894500264842295,43
AMBQ,1.3995375499408733,99
AMBR,-0.27077702351329724,11
AMC,0.03380276832635677,79
AMCI,-0.4059086012233943,4
AMCR,-0.16430751464355628,25
AMCX,-0.0025378650984968915,74
AMD,0.7527756963459081,98
AME,-0.08429268617331777,45
AMG,-0.04591772544637754,63
AMGN,-0.11529311513661473,36
AMH,0.027266300412818176,78
AMIX,-0.21573042728230402,17
AMKR,0.1376774597976225,88
AMLX,-0.1797996619728254,22
AMN,0.27147261980709847,93
AMOD,-0.5690152215711914,2
AMP,-0.07959459464404758,46
AMPG,1.0187988246951365,98
AMPH,-0.2292472187539168,15
AMPL,-0.1839557605053193,21
AMPX,-0.2012878696324137,18
AMPY,-0.1895867773615661,21
AMR,-0.19697914698700614,19
AMRC,-0.04256036361941265,64
AMRN,-0.10464758074719405,38
AMRX,-0.12924950772802812,32
AMRZ,-0.20432069572835865,18
AMS,-0.23530854314594268,14
AMSC,0.2248010764500995,92
AMSF,-0.1072773626155066,38
AMST,0.36366231344595346,95
AMT,-0.039292231370808346,65
AMTB,-0.08096900271991797,46
AMTD,-0.07145244295832767,51
AMTM,-0.278132315144226,10
AMTX,-0.09592714281902427,41
AMWD,-0.2831876012263055,10
AMWL,0.251123999605009,93
AMX,-0.006989379142373187,73
AMZE,-0.4260322724097755,4
AMZN,0.06865147996584578,83
AN,-0.14810850134006026,28
ANAB,0.2689008344046778,93
ANDE,-0.07649144159223935,48
ANET,-0.12212973986560163,34
ANF,-0.25952449457397325,12
ANGH,0.01937100281960949,77
ANGI,-0.420885896092654,4
ANGO,-0.010573440011103094,72
ANGX,-0.19115765895058298,20
ANIK,-0.0075310832381361575,73
ANIP,-0.019772554903904282,70
ANIX,-0.14902982730782463,28
ANL,0.014908461428103481,77
ANNA,-0.2205680490159513,16
ANNX,-0.20119575014158134,18
ANPA,-0.31781080187097827,8
ANRO,-0.1458072327955911,28
ANSC,-0.06556042170823358,55
ANSCU,-0.07925807704933546,47
ANTA,-0.1035065962873517,39
ANTX,0.8118339954174002,98
ANVS,-0.15694920235281817,26
ANY,0.3210688962307669,94
AOD,-0.029645846594888045,68
AOMR,-0.11013135431974522,37
AON,-0.09484264735879468,41
AORT,-0.4648228746494395,3
AOS,-0.2307311763356609,15
AOSL,0.34320134965655325,94
AOUT,-0.0719656383219916,50
AP,-0.032242896876187054,67
APA,0.02013202635540895,77
APAC,-0.06809592718693198,53
APACU,-0.06081200518158172,57
APAM,-0.09848374632301311,40
APD,-0.06637615736929245,55
APEI,-0.13142032844213394,32
APG,-0.15885591216187103,26
APGE,-0.07294086306554261,50
APH,-0.21632442501320112,17
API,-0.10400964704257823,39
APLD,0.4293197803777321,96
APLE,0.08925312414456174,85
APLM,-0.20544276886623947,18
APM,-0.18998212317009497,20
APO,0.023030271788411535,78
APOG,-0.10746754265091127,38
APP,-0.006770273671116406,73
APPF,-0.0916878675194387,42
APPN,-0.20467452568346028,18
APPS,0.1869476222355635,91
APRE,-0.04628240045141584,63
APT,0.2555346265032964,93
APTV,-0.26270483282563456,12
APUS,-0.6623092808585797,1
APVO,-0.17911636132984335,22
APWC,-0.031519369484154194,67
APXT,-0.06815455549285798,53
APXTU,-0.06961294545887868,52
APYX,-0.09497753401811669,41
AQB,-0.06106497850080317,57
AQMS,-0.200410153986404,19
AQN,-0.13613257443131252,30
AQST,-0.05264055636997182,61
AR,-0.1032905550083852,39
ARAI,-0.32860076971914953,7
ARAY,-0.3804779768539915,5
ARBB,-0.10427435973537443,39
ARBE,0.17787212886589998,90
ARBK,0.1582579147602523,89
ARCB,0.08727175555303127,85
ARCC,-0.07179148916533076,50
ARCO,-0.041966719226907756,64
ARCT,-0.21298936681605696,17
ARDC,-0.05819614987417654,58
ARDT,-0.07964740484930574,46
ARDX,0.003901390241922445,75
ARE,-0.08355856681331537,45
AREC,-0.2345433825510852,14
AREN,-0.4633437190789137,3
ARES,-0.018129952788951707,71
ARGX,-0.011309416998105531,72
ARHS,-0.28909276417247043,9
ARI,-0.043505870303657136,64
