ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.08202289609846841,79,0,0,0.25,0.0897
AA,-0.26884367646033336,9,1,29,1.0,0.4424
AACB,-0.010294863121847355,49,0,0,0.7,0.1403
AACBU,-0.011033511696154099,49,1,2,0.85,0.1595
AACG,-0.1845890498207331,14,1,14,0.95,0.3279
AAL,0.03567439828514486,67,1,8,0.4,0.1928
AAME,-0.24642036830212377,10,1,56,1.0,0.5265
AAMI,0.1371911326938001,88,0,0,0.35,0.0183
AAOI,-0.34800077397302837,5,1,25,1.0,
AAON,-0.16004779802215882,16,1,18,0.9,0.2719
AAP,0.0009572109266951338,55,1,13,0.65,0.1368
AAPG,-0.014999498313541412,45,0,0,0.35,0.3838
AAPL,0.09902506273652217,82,0,0,0.3,0.0289
AARD,0.4704492645629767,98,0,0,0.0,
AAT,0.05998037805265238,74,1,1,0.05,0.0599
AAUC,-0.21546266090937113,12,1,24,1.0,0.4087
AB,-0.013269239189795813,47,0,0,0.45,0.1686
ABAT,-0.2143417537763471,12,1,27,1.0,0.5245
ABBV,0.14561146673272676,89,0,0,0.0,0.0263
ABCB,0.029375975505430533,65,1,1,0.1,0.0346
ABCL,0.14433972425949362,88,1,9,0.45,0.3004
ABEO,0.14079660563523402,88,1,1,0.1,0.1106
ABEV,-0.01910951543266716,42,0,0,0.65,0.1082
ABG,0.13234300283811826,87,0,0,0.05,0.1524
ABLV,-0.11058873340932149,23,1,11,0.6,0.2212
ABM,0.11525185322050482,85,0,0,0.0,0.0875
ABNB,-0.008752590280582041,50,1,2,0.1,0.0801
ABOS,-0.11370695038903897,22,1,7,0.45,0.4108
ABR,-0.12360522407732769,21,1,3,0.9,0.4461
ABSI,0.39427817821545097,97,1,6,0.3,0.2934
ABT,0.12074674764680621,86,0,0,0.2,0.2002
ABTC,-0.5922442411388473,1,1,52,1.0,0.7633
ABTS,0.12191583681366322,86,0,0,0.85,
ABUS,-0.04643441313503294,35,1,4,0.35,0.1743
ABVC,-0.06354146010692911,31,1,10,0.5,0.476
ABVX,0.17734334902578447,91,0,0,0.2,0.1135
ABX,0.08752570673923118,80,1,5,0.25,0.1372
ACA,0.09878066428255886,82,0,0,0.0,0.0201
ACAD,0.13321868379943202,87,0,0,0.0,0.147
ACB,-0.17533198203977632,15,1,35,1.0,0.4492
ACCL,0.3582132709684279,96,0,0,0.0,0.0
ACCO,0.09633190523618976,82,0,0,0.35,0.0765
ACCS,-0.008007397374869472,51,1,4,0.25,0.3885
ACDC,-0.2534697476428389,9,1,26,1.0,0.3838
ACEL,-0.04241383019315077,36,1,7,0.75,0.1664
ACET,0.04646957996152169,70,0,0,0.3,0.0918
ACFN,0.2288319440604226,93,0,0,0.2,0.1555
ACGL,0.022743696851736137,63,1,1,0.1,0.1301
ACGLN,-0.01089743183481129,49,0,0,0.6,0.1558
ACGLO,-0.010785190340448829,49,0,0,0.6,0.1498
ACH,0.02043993845080747,62,1,1,0.2,0.2164
