ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.029963010533659754,67,0,0,0.35,0.1661
AA,-0.3403666377355591,5,1,20,1.0,0.415
AACB,-0.03464676871962913,44,1,8,0.6,0.1477
AACBU,-0.08340816656915415,29,1,8,0.95,0.1643
AACG,-0.15682996270767302,18,1,5,0.95,0.295
AAL,0.27278141891738894,92,0,0,0.0,0.0742
AAME,-0.17575238349881392,16,1,47,1.0,0.4995
AAMI,0.11441292951883866,82,0,0,0.5,0.0446
AAOI,-0.31413346362099187,6,1,16,0.9,
AAON,-0.11604609432901955,24,1,9,0.75,0.2557
AAP,-0.07968247850237731,30,1,4,0.3,0.1531
AAPG,-0.08618043450617083,29,0,0,0.7,0.398
AAPL,0.05741209918519759,74,0,0,0.75,0.0
AARD,0.17691295320513717,88,0,0,0.35,
AAT,0.09728608433576785,80,0,0,0.0,0.0345
AAUC,-0.20572875146869768,13,1,15,0.95,0.3722
AB,-0.06225721484000295,34,1,2,0.85,0.1866
ABAT,-0.24219058823000356,10,1,18,0.95,0.5389
ABBV,0.12641871562786544,84,0,0,0.1,0.0516
ABCB,0.01665372706930028,63,0,0,0.05,0.0413
ABCL,0.509540546374167,96,0,0,0.25,0.115
ABEO,0.28252715238911985,93,0,0,0.15,0.0
ABEV,-0.06843843811366757,33,1,7,0.55,0.1415
ABG,0.03333764515031207,68,0,0,0.1,0.2432
ABLV,0.28417520407812147,93,1,2,0.15,0.1258
ABM,0.04342419815388794,71,0,0,0.0,0.1426
ABNB,0.0418781916642373,71,0,0,0.15,0.0407
ABOS,0.11758140208195522,83,0,0,0.35,0.2843
ABR,-0.24944043075217645,9,1,8,0.95,0.458
ABSI,1.1994554433611475,99,0,0,0.0,0.022
ABT,-0.011295644971413422,55,0,0,0.3,0.3023
ABTC,5.063974619732685,99,0,0,0.8,
ABTS,-0.07281721221327965,32,1,22,1.0,
ABUS,0.15354207091676253,86,0,0,0.2,0.0254
ABVC,0.09894873249075159,80,1,1,0.15,0.3953
ABVX,0.22666150820985792,90,0,0,0.65,0.0438
ABX,0.3098021182163153,93,0,0,0.05,0.0014
ACA,0.14808212072476018,85,0,0,0.0,0.0271
ACAD,0.1520773825376045,86,0,0,0.25,0.1247
ACB,-0.2522955325316521,9,1,26,1.0,0.4441
ACCL,0.12078851434898025,83,0,0,0.0,0.4837
ACCO,0.00759943201295829,61,1,3,0.35,0.136
ACCS,-0.002908429258713735,58,0,0,0.45,0.3927
ACDC,-0.3211408288994693,5,1,17,0.9,0.4067
ACEL,0.020306071879239697,64,1,7,0.35,0.1323
ACET,0.17267044390533434,87,0,0,0.2,0.058
ACFN,-0.03302993587571648,45,1,2,0.6,0.3252
ACGL,0.05475986422218507,74,0,0,0.3,0.1081
ACGLN,-0.06421828552242351,33,1,6,0.85,0.1805
ACGLO,-0.06218365265204119,34,1,8,0.95,0.1737
ACH,0.12679808278103885,84,0,0,0.15,0.1863
ACHC,0.20209831321095623,89,0,0,0.3,0.0251
ACHR,-0.21304179307918403,12,1,3,0.95,0.5092
ACHV,0.33563877571884126,94,0,0,0.15,0.0263
ACI,-0.16806230652083426,16,1,21,1.0,0.3011
ACIC,0.009624452426244635,61,0,0,0.3,0.1711
ACIU,-0.019051661682652224,52,0,0,0.55,0.3591
ACIW,0.25611443833619285,92,0,0,0.05,0.0
ACLS,-0.036581178714637674,43,1,5,0.25,0.2528
ACM,-0.14852725706407396,19,1,8,0.95,0.395
ACMR,0.6132947911477493,97,0,0,0.2,0.1698
ACN,-0.25762840804671694,9,1,25,1.0,0.5507
ACNB,0.05493875283069022,74,0,0,0.05,0.0529
ACNT,0.09109195095573472,79,0,0,0.15,0.2262
ACOG,0.34238961841245347,94,0,0,0.15,0.0061
ACON,-0.169449180884146,16,1,4,0.95,0.4065
ACP,-0.02800598474396083,48,1,1,0.65,0.1175
ACR,-0.1580631905149411,17,1,8,0.95,0.2606
ACRE,-0.10752539622150567,26,1,18,0.9,0.2417
ACRS,0.2546235862173676,92,0,0,0.25,
ACRV,0.25610390931150734,92,0,0,0.35,0.1104
ACT,0.031214310990257177,68,0,0,0.1,0.0776
ACTG,-0.11561227697180168,24,1,8,0.6,0.2532
ACTU,-0.46525982810018307,2,1,38,1.0,0.8096
ACU,0.06981916025752508,76,0,0,0.0,0.0843
ACV,0.029760484216226485,67,0,0,0.05,0.0442
ACVA,0.19218144749809402,89,0,0,0.0,0.2941
ACXP,-0.28590622834405377,7,1,7,0.95,
AD,-0.16626644443958932,16,1,17,0.9,0.2281
ADACU,-0.022236134147787245,51,1,7,0.45,0.1413
ADAG,0.06384051425327524,75,1,4,0.4,0.2739
ADAM,0.06352776653047978,75,0,0,0.2,0.0639
ADAML,-0.008292699798120418,56,0,0,0.3,0.0986
ADAMM,-0.025707783144094096,49,1,1,0.55,0.1019
ADAMN,0.008831345742394733,61,0,0,0.3,0.0467
ADAMZ,0.004436327360678005,60,0,0,0.1,0.1067
ADBE,-0.1408938617272632,20,0,0,0.8,0.3749
ADC,0.004685088859081324,60,0,0,0.25,0.1365
ADCT,-0.20344921316801692,13,1,55,1.0,
ADEA,-0.024605059222876178,49,1,5,0.4,0.1622
ADGM,-0.4029417700606193,3,1,51,1.0,0.68
ADI,-0.037992722684112676,42,1,9,0.55,0.125
ADIL,0.5226514204370807,97,0,0,0.0,0.556
ADM,-0.0201814842198456,52,0,0,0.75,0.0739
ADMA,0.05022769529045987,72,0,0,0.3,0.5367
ADNT,-0.14994672008032853,19,1,16,0.8,0.351
ADP,0.07167985595893678,77,0,0,0.3,0.142
ADPT,0.34991993508380564,94,0,0,0.0,0.0332
ADSE,0.04661986740365032,72,0,0,0.4,0.1274
ADSK,-0.15574093945727296,18,1,2,0.9,0.3095
ADT,-0.051571804835519305,37,1,1,0.65,0.2519
ADTN,-0.1427716247894358,20,1,23,1.0,0.305
ADUR,0.20020517587982795,89,0,0,0.4,0.0649
ADUS,0.13908371023110663,85,0,0,0.0,0.1577
ADV,0.09403996787234553,80,1,5,0.4,0.1671
ADVB,0.02384148489391924,65,0,0,0.25,0.3159
ADX,0.026285725397015056,66,0,0,0.25,0.0011
ADXN,-0.10535768024671928,26,1,11,0.85,0.3855
AEAQU,-0.03336052383636601,45,1,1,0.55,0.1515
AEBI,-0.07120622219053234,32,1,6,0.4,0.3428
AEC,-0.12512092777226774,22,1,3,0.85,0.5967
AEE,-0.006629119788896576,57,1,1,0.2,0.1394
AEF,0.012648865901132456,62,1,6,0.4,0.0623
AEG,0.06974555632975903,76,0,0,0.0,0.0019
AEHL,0.25085900138709666,91,1,33,1.0,
AEHR,-0.15125512400671423,18,1,12,0.65,0.3434
AEI,-0.186391507214674,14,1,5,0.85,0.6647
AEIS,-0.10429110611899053,26,1,5,0.35,0.2653
AEM,-0.2057606571253851,13,1,14,0.9,0.4633
AEMD,-0.7152775546192301,0,1,26,1.0,0.8054
AENT,-0.053722679850296634,36,0,0,0.5,0.2853
AEO,-0.07526279995889676,31,1,8,0.45,0.4224
AEON,-0.41965344615555333,3,1,7,0.85,0.6646
AEP,-0.00671297847097671,57,1,1,0.25,0.1378
AER,0.030656683574965607,67,0,0,0.15,0.1093
AERO,-0.001297327019471342,58,1,4,0.2,0.2813
AERT,0.3103038219046914,93,0,0,0.15,0.0432
AES,-0.02475309345840575,49,1,8,0.6,0.2167
AESI,-0.14634123732805404,19,1,8,0.95,0.2923
AEVA,0.25775435791001555,92,1,5,0.4,0.251
AEXA,0.005234468490408456,60,0,0,0.35,0.088
AEYE,-0.025574091261087794,49,0,0,0.75,0.3457
AFB,-0.016398616217549476,53,1,4,0.35,0.079
AFBI,-0.032320279382046804,45,1,7,0.55,0.1216
AFCG,-0.125620432395841,22,1,18,0.9,0.2081
AFG,0.042399794115156736,71,0,0,0.1,0.0552
AFJK,-0.7048859005315505,1,1,20,1.0,
AFJKU,-0.3989010170604669,3,1,25,1.0,
AFL,0.028365194232013446,67,0,0,0.15,0.059
AFRI,-0.0014269091645998239,58,0,0,0.4,0.0924
AFRM,0.3076845644521844,93,0,0,0.1,0.0239
AFYA,-0.03425558072432082,44,1,1,0.35,0.1862
AG,-0.13667016453300992,20,1,15,0.95,0.5129
AGCC,-0.09154383229263516,28,1,29,1.0,0.4021
AGCO,-0.07327546499157597,32,1,3,0.6,0.2709
AGD,-0.03249385224378297,45,1,11,0.85,0.105
AGEN,-0.11236668916226858,25,1,2,0.75,0.377
AGI,-0.2872994125060313,7,1,15,0.95,0.5085
AGIG,-0.1557882411851394,18,1,19,0.95,0.7967
AGIO,0.4576367191900785,96,0,0,0.0,0.0329
AGL,1.3894810518939578,99,0,0,0.0,
AGM,0.10327174525071917,81,0,0,0.0,0.0238
AGMH,0.02894239491243171,67,1,3,0.6,0.5184
AGNC,0.05037840604876992,72,0,0,0.25,0.1054
AGNCL,-0.020659229992224117,51,1,1,0.45,0.1309
AGNCM,-0.02189124560143867,51,1,1,0.4,0.1173
AGNCN,-0.023658818919077576,50,1,1,0.5,0.1122
AGNCO,-0.020191144934009732,52,1,1,0.5,0.1091
AGNCP,-0.01244611269507423,55,0,0,0.4,0.0923
AGNCZ,-0.025564472683533145,49,1,1,0.4,0.126
AGNT,-0.14935227176034432,19,1,4,0.65,0.5274
AGO,0.010620378878264322,62,0,0,0.2,0.1491
AGPU,0.09434593434648791,80,1,2,0.3,
AGRO,-0.23741158234677678,10,1,44,1.0,0.4453
AGRZ,0.3288619755113842,94,0,0,0.25,
AGX,0.04549691912761457,71,1,5,0.4,0.1447
AGYS,0.3523949439758224,94,0,0,0.05,0.1392
AHCO,-0.08867366231649561,28,1,4,0.65,0.2829
AHG,-0.13344580705935044,21,1,1,0.6,0.4777
AHMA,0.6333081947746526,97,0,0,0.05,
AHR,0.10090124733186992,81,0,0,0.4,0.0945
AHRT,0.08591262870653632,79,0,0,0.2,0.0605
AHT,0.037281687628559185,69,0,0,0.3,0.3879
AI,-0.12938645335414428,22,1,15,0.75,0.4143
AIFA,-0.1554128378342518,18,1,27,1.0,0.5448
AIFC,-0.3460184048124206,5,1,36,1.0,0.8021
AIFF,-0.31260413800859965,6,1,45,1.0,
AIFU,0.032088521880382206,68,1,8,0.5,0.3748
AIG,0.013857346996680314,63,0,0,0.25,0.1031
AIHS,0.13434013031923261,84,0,0,0.1,0.2829
AII,0.0249929890106505,66,0,0,0.25,0.1658
AIIA,-0.02851806282110174,48,1,8,0.55,0.1431
AIIO,2.137893755290064,99,1,1,0.25,
AIIR,-0.2313366138278265,11,1,36,1.0,0.5652
AIM,-0.50211812892244,2,1,21,1.0,
AIMD,-0.016040395244871584,53,1,3,0.8,
AIN,0.10099604645442273,81,0,0,0.05,0.0736
AIO,0.030183574037667513,67,1,5,0.25,0.0617
AIOS,-0.05224329938729917,37,0,0,0.55,
AIOT,0.1552907825351744,86,0,0,0.25,0.3061
AIP,0.21391788415230145,90,1,5,0.3,0.2617
AIR,0.12734499744113176,84,0,0,0.05,0.0747
AIRE,-0.2785420119782398,7,1,56,1.0,0.8479
AIRG,-0.17389922690567555,16,1,21,1.0,0.218
AIRI,-0.08878230044806984,28,1,2,0.55,0.2471
AIRJ,0.15894903276072225,86,1,3,0.4,0.2106
AIRO,-0.22284416946789962,11,1,18,0.9,0.5475
AIRS,0.08245736589958565,78,1,16,0.8,
AIRT,0.18901519733552125,88,0,0,0.15,0.1568
AIRTP,-0.03224016853454109,46,1,1,0.3,0.1311
AISP,-0.17455003844385514,16,1,10,0.6,0.5297
AIT,0.01339106552278417,63,1,4,0.25,0.083
AIV,-0.23793037855405716,10,1,69,1.0,0.4375
AIXC,-0.27244919493953923,8,1,12,0.6,0.6512
AIXI,-0.8777620802209594,0,1,30,1.0,
AIZ,0.12212023374018086,83,0,0,0.0,0.0102
AJG,0.1620884884325396,87,0,0,0.05,0.1159
AKA,0.12415171471448344,83,0,0,0.45,0.1622
AKAM,-0.029006507270472888,48,0,0,0.9,0.2083
