ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.026157886229606853,61,1,1,0.25,0.1823
AA,-0.37092113959218775,4,1,16,0.8,0.41
AACB,-0.022664236901428592,45,1,4,0.45,0.1389
AACBU,-0.03557870315807978,39,1,4,0.75,0.1565
AACG,-0.05155235616389333,35,1,1,0.95,0.2292
AAL,0.3889954621403538,95,0,0,0.05,0.0185
AAME,-0.25826772937013637,9,1,43,1.0,0.4858
AAMI,0.06873065086239963,71,1,10,0.5,0.1232
AAOI,-0.2535868024155704,9,1,12,0.75,
AAON,-0.052340881057128724,35,1,5,0.6,0.2662
AAP,0.04381820684128829,65,0,0,0.15,0.0438
AAPG,-0.15035156664274812,19,0,0,0.9,0.4052
AAPL,0.03179370749714893,62,0,0,0.8,0.0081
AARD,0.27951225521644,92,0,0,0.55,
AAT,0.1801726438889818,86,0,0,0.0,0.0084
AAUC,-0.14227127581427426,20,1,11,0.95,0.327
AB,-0.06321029644143358,33,1,15,0.95,0.1887
ABAT,-0.20927245931945937,13,1,14,0.85,0.5121
ABBV,0.1997131116810673,88,0,0,0.1,0.0
ABCB,0.050133630287997236,66,0,0,0.05,0.0285
ABCL,0.6425317157001709,98,0,0,0.25,0.0063
ABEO,0.16517009519734166,85,0,0,0.3,0.0
ABEV,-0.021045905943893155,46,1,3,0.55,0.1164
ABG,0.025604542966008198,61,0,0,0.15,0.259
ABLV,0.4693435990104046,96,0,0,0.0,0.0
ABM,0.09406805600179205,76,0,0,0.05,0.1377
ABNB,0.07729630232588737,73,0,0,0.3,0.0183
ABOS,0.10805196934045433,78,0,0,0.55,0.267
ABR,-0.19434794110248632,14,1,4,0.95,0.4188
ABSI,1.3309877165066757,99,0,0,0.0,0.0
ABT,0.02563099626072128,61,0,0,0.3,0.3023
ABTC,-0.4866118664336547,2,1,39,1.0,0.7446
ABTS,-0.36120765786674514,4,1,18,0.9,
ABUS,0.09499011083586512,76,0,0,0.4,0.0809
ABVC,0.547317903797893,97,0,0,0.1,0.2965
ABVX,0.5879034872581197,97,0,0,0.85,0.0081
ABX,0.3238638023094906,93,0,0,0.2,0.0
ACA,0.176869373265137,86,0,0,0.1,0.018
ACAD,0.17895116606094175,86,0,0,0.3,0.1313
ACB,-0.2113490243151759,13,1,22,1.0,0.4099
ACCL,0.1626059782278596,85,0,0,0.05,0.511
ACCO,0.12865988076246834,81,0,0,0.25,0.0437
ACCS,-0.05992487819685205,33,0,0,0.65,0.4077
ACDC,-0.2922010500566038,7,1,13,0.8,0.3706
ACEL,0.04218390201102243,65,1,3,0.2,0.1053
ACET,0.11547952294523273,79,0,0,0.4,0.0429
ACFN,-0.06488278909131859,33,0,0,0.65,0.3197
ACGL,0.09376272284331344,76,0,0,0.5,0.0954
ACGLN,-0.043820050489789666,37,1,2,0.85,0.1605
ACGLO,-0.05754191663774354,34,1,4,0.95,0.1693
ACH,0.18147241329217714,86,0,0,0.25,0.1066
ACHC,0.2364289434256039,90,0,0,0.4,0.0
ACHR,-0.21516570696561185,13,1,20,1.0,0.4914
ACHV,0.45189511582723096,96,0,0,0.15,0.0173
ACI,-0.1542281806829817,19,1,17,0.9,0.3049
ACIC,0.02582714751614909,61,0,0,0.5,0.1364
ACIU,-0.0790793323484145,30,0,0,0.7,0.3755
ACIW,0.24083171669202114,90,0,0,0.15,0.0
ACLS,0.03699596347984163,63,1,1,0.1,0.2376
ACM,-0.15255764205434802,19,1,4,0.95,0.3922
ACMR,0.5472612892362168,97,1,1,0.05,0.2274
ACN,-0.291788575607996,7,1,21,1.0,0.5574
ACNB,0.13203785534541157,82,0,0,0.05,0.024
ACNT,0.06891557562255715,71,0,0,0.35,0.2185
ACOG,0.2706425143390412,91,0,0,0.25,0.0
ACON,-0.13657439459171505,21,0,0,0.8,0.6517
ACP,-0.007624394869200912,52,0,0,0.65,0.1007
ACR,-0.1539461221791844,19,1,4,0.95,0.2294
ACRE,-0.10247023215829555,26,1,14,0.75,0.2191
ACRS,0.2169750521277205,89,0,0,0.4,
ACRV,-1.013975440482956e-05,54,0,0,0.55,0.472
ACT,0.06650797245542714,70,0,0,0.2,0.0615
ACTG,-0.10032189729868683,26,1,4,0.55,0.2187
ACTU,-0.35194356911231256,5,1,34,1.0,0.7891
ACU,0.09262978730864098,75,0,0,0.0,0.0835
ACV,0.016307938998352804,58,0,0,0.1,0.0469
ACVA,0.30393751804879804,93,0,0,0.2,0.2484
ACXP,-0.2813583443720388,8,1,3,0.95,
AD,-0.12214489517485952,23,1,13,0.75,0.1873
ADACU,-0.010392580648880746,51,1,3,0.3,0.1333
ADAG,0.17397809297684608,86,0,0,0.4,0.1491
ADAM,0.06490536235276756,70,0,0,0.05,0.0593
ADAML,0.0018158906145335219,54,0,0,0.3,0.0917
ADAMM,-0.014075944858701062,50,1,1,0.45,0.0989
ADAMN,0.020322426147106984,59,0,0,0.35,0.0454
ADAMZ,0.01831677484248659,59,0,0,0.15,0.1083
ADBE,-0.1661721538509488,17,0,0,0.85,0.4032
ADC,0.022107813630987544,60,0,0,0.4,0.1289
ADCT,-0.686746990995013,1,1,51,1.0,
ADEA,-0.055099019878505164,34,1,1,0.2,0.1638
ADGM,-0.3290954865654234,6,1,47,1.0,0.6365
ADI,-0.0648707297886868,33,1,5,0.5,0.1538
ADIL,0.4806700746983826,96,0,0,0.0,0.5902
ADM,-0.04162067662062388,37,1,13,0.7,0.0912
ADMA,0.010244050657315186,57,0,0,0.5,0.562
ADNT,-0.17460090139429219,16,1,12,0.65,0.3695
ADP,0.0821017124382962,73,0,0,0.3,0.1469
ADPT,0.40868833730567405,95,0,0,0.0,0.0515
ADSE,0.04967547193071836,66,0,0,0.6,0.1064
ADSK,-0.16275569205007046,18,0,0,0.95,0.3496
ADT,-0.039266188128371515,38,0,0,0.8,0.2248
ADTN,-0.2759063113527939,8,1,19,0.95,0.3415
ADUR,0.07289729443523223,71,0,0,0.5,0.0831
ADUS,0.0921116816908639,75,0,0,0.15,0.1852
ADV,0.23076074772192345,90,1,1,0.2,0.1742
ADVB,0.0427871905329561,65,0,0,0.45,0.3558
ADX,0.020434251868828572,59,0,0,0.35,0.0005
ADXN,-0.14540574084996116,20,1,7,0.85,0.3903
AEAQU,-0.025826361375764495,43,1,4,0.45,0.1469
AEBI,0.03193947548044372,62,1,2,0.3,0.2876
AEC,-0.17700119968721856,16,1,8,0.9,0.59
AEE,0.027191699226795797,61,0,0,0.2,0.1062
AEF,-0.005746882785541169,52,1,2,0.4,0.0627
AEG,0.063408589970716,69,0,0,0.15,0.0024
AEHL,0.16839851604207384,85,1,29,1.0,
AEHR,-0.14188869314551686,20,1,8,0.55,0.3916
AEI,-0.1680807048274859,17,1,1,0.85,0.6761
AEIS,-0.10469924187607556,26,1,1,0.35,0.2537
AEM,-0.20242904499983014,14,1,10,0.9,0.4407
AEMD,-0.7109985557095004,1,1,22,1.0,0.8007
AENT,-0.10451292309222121,26,0,0,0.7,0.3047
AEO,-0.03433619176685286,39,1,4,0.3,0.4544
AEON,-0.1663925877863395,17,1,3,0.85,0.5187
