ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.11756990520727945,83,0,0,0.25
AA,-0.2889547260903377,9,1,33,1.0
AACB,-0.0034884316618808194,52,0,0,0.7
AACBU,-0.005662252296449677,51,0,0,0.75
AACG,-0.11785937040745406,24,0,0,0.9
AAL,-0.011153388982962115,47,1,12,0.6
AAME,-0.18985844814611907,16,1,59,1.0
AAMI,0.1505158984991501,87,0,0,0.2
AAOI,-0.4200395548837739,4,1,29,1.0
AAON,-0.2732673293796374,10,1,21,1.0
AAP,-0.031171977485740007,39,0,0,0.7
AAPG,-0.05133032374989849,34,1,1,0.25
AAPL,0.16901656403090565,89,0,0,0.1
AARD,0.3183929672328479,96,0,0,0.0
AAT,0.0396991812315647,66,1,4,0.2
AAUC,-0.19983313724416318,15,1,27,1.0
AB,0.0039514888300415385,55,0,0,0.3
ABAT,-0.2976458501711379,9,1,31,1.0
ABBV,0.1722466727115631,89,0,0,0.0
ABCB,-0.009682247436920944,48,1,2,0.2
ABCL,-0.10832884432528023,25,1,13,0.65
ABEO,0.08092051306959319,76,1,4,0.2
ABEV,-0.00841902972780739,49,0,0,0.65
ABG,0.19846938395667177,91,0,0,0.05
ABLV,-0.13620916891173343,22,1,14,0.75
ABM,0.15779244460283565,88,0,0,0.0
ABNB,0.0873945013326759,78,0,0,0.15
ABOS,-0.03687117343531086,37,1,10,0.5
ABR,-0.10298706106972697,26,1,6,0.95
ABSI,0.02313529449143023,62,1,10,0.5
ABT,0.17760815059262142,90,0,0,0.2
ABTC,-0.5955588092623907,2,1,56,1.0
ABTS,0.07939476113704529,76,1,2,0.8
ABUS,-0.04013968956636244,37,1,8,0.55
ABVC,-0.20262513453867392,15,1,13,0.65
ABVX,0.13361098372781097,85,1,1,0.1
ABX,0.12255677873907472,84,0,0,0.3
ACA,0.0789977794576611,76,0,0,0.0
ACAD,0.1393992731892584,86,0,0,0.0
ACB,-0.14207513872207173,21,1,1,0.95
ACCL,0.37930455358237025,97,0,0,0.0
ACCO,0.12691650409683036,84,0,0,0.4
ACCS,0.11932011127457023,83,0,0,0.3
ACDC,-0.4337869366260892,4,1,29,1.0
ACEL,-0.027946415236420708,40,0,0,0.8
ACET,0.009115589125993195,57,1,2,0.35
ACFN,0.12711386792158053,84,0,0,0.15
ACGL,0.10796004360951704,81,0,0,0.1
ACGLN,-0.004539642918665376,52,0,0,0.5
ACH,0.05006406802443508,69,1,4,0.35
ACHC,0.2664033829640058,94,0,0,0.0
ACHR,-0.13376503384347246,22,1,3,0.75
ACHV,0.24336210013256243,94,0,0,0.05
ACI,-0.21844288919829566,14,1,5,0.65
ACIC,-0.02521280761356135,41,0,0,0.5
ACIU,-0.13839249005833856,21,1,12,0.75
ACIW,0.3323629582768518,96,0,0,0.0
ACLS,-0.29373189413624873,9,1,17,0.85
ACM,0.0158349290977176,60,0,0,0.85
ACMR,-0.16915015117026158,18,1,4,0.7
ACN,0.10499760715259461,81,0,0,0.7
ACNB,0.16559978176599022,89,0,0,0.0
ACNT,0.06395665064721051,72,0,0,0.0
ACOG,0.308588234072286,96,0,0,0.0
ACON,-0.28848972816017704,9,1,16,0.95
ACP,-0.03250896754534226,38,1,1,0.6
ACR,-0.03193257897506311,39,0,0,0.85
ACRE,0.0024684974069400824,55,0,0,0.55
ACRS,0.13243747343899825,85,1,1,0.05
ACRV,-0.08753978975716509,28,1,8,0.4
ACT,0.08179050536497658,76,0,0,0.1
ACTG,-0.030986905541777535,39,0,0,0.65
ACTU,-0.526450732915063,2,1,8,0.9
ACU,0.32324530470875135,96,0,0,0.15
ACV,-0.0368741705043222,37,1,3,0.55
ACVA,0.3413588406973963,96,0,0,0.05
ACXP,-0.15584044707745318,19,1,8,0.8
AD,-0.07898623757975469,29,1,29,1.0
ADACU,-0.0018322734165535873,53,0,0,0.7
ADAG,-0.057140398552023165,33,0,0,0.75
ADAM,-0.024955541344822176,41,1,7,0.65
ADAML,0.01196400119007619,58,0,0,0.15
ADAMM,0.004838686976414985,56,0,0,0.35
ADAMN,0.020310101440181284,61,0,0,0.2
ADAMZ,0.025534147538805008,62,0,0,0.15
ADBE,0.12380116598313462,84,0,0,0.3
ADC,0.06127294207062366,71,0,0,0.0
ADCT,-0.3125400209551692,8,1,7,0.95
ADEA,-0.1704362752484975,18,1,18,0.9
ADGM,-0.41411206909537535,4,1,64,1.0
ADI,-0.12944209465515394,22,1,21,1.0
ADIL,0.32742767356459557,96,0,0,0.1
ADM,0.09235805025724393,79,0,0,0.25
ADMA,-0.029084864502415656,39,0,0,0.5
ADNT,0.00014109860291340592,54,0,0,0.75
ADP,0.23442511891119022,93,0,0,0.0
ADPT,0.33992524241260913,96,0,0,0.0
ADSE,0.012473843440350005,58,0,0,0.1
ADSK,0.1116675034556652,82,0,0,0.55
ADT,0.09401127629510203,79,0,0,0.3
ADTN,-0.4215600236293134,4,1,35,1.0
ADUR,-0.12641063989425988,23,1,10,0.5
ADUS,0.23560485332235112,93,0,0,0.0
ADV,0.0022084685916967245,55,0,0,0.75
ADVB,1.4505997042123935,99,0,0,0.1
ADX,0.0032998647899537895,55,1,2,0.1
ADXN,-0.07218231809869372,31,1,7,0.9
AEAQ,-0.010680141074245642,47,0,0,0.75
AEAQU,0.01836948118640802,60,0,0,0.65
AEBI,0.07330533328979041,75,0,0,0.45
AEC,-0.07219637006095225,30,1,2,0.6
AEE,-0.011532419031030128,47,0,0,0.45
AEF,-0.10608809842496432,25,1,18,0.9
AEG,0.0966329136237703,79,0,0,0.0
AEHL,-0.38045963746653666,5,1,46,1.0
AEHR,-0.2710616797491961,10,1,3,0.8
AEI,-0.264676878120481,11,1,17,0.9
AEIS,-0.2656105782863547,11,1,2,0.8
AEM,-0.16945945268857307,18,1,26,1.0
AEMD,-0.5817806487969022,2,1,39,1.0
AENT,-0.04436622459249675,36,0,0,0.3
AEO,0.017687337099416434,60,0,0,0.55
AEON,-0.6868238186174386,1,1,20,1.0
AEP,-0.02355595855306866,42,0,0,0.45
AER,0.05402619760635094,70,0,0,0.2
AERO,-0.09622891422579924,27,1,16,0.8
AERT,0.048179649397139965,68,1,3,0.55
AES,0.003502063040611691,55,0,0,0.55
AESI,-0.37780689594952643,5,1,20,1.0
AEVA,-0.3275426490537229,7,1,18,0.9
AEXA,-0.022089957864193176,42,1,2,0.3
AEYE,-0.09565714704447154,27,1,7,0.5
AFB,-0.029200201226552425,39,1,5,0.75
AFBI,0.008953635930333895,57,0,0,0.6
AFCG,-0.18326801258364656,17,1,30,1.0
AFG,0.06960460444723557,74,0,0,0.05
AFJK,-0.6591713782740499,1,1,32,1.0
AFJKU,-0.73080783951713,1,1,37,1.0
AFL,0.0950011715191806,79,0,0,0.1
AFRI,0.021587795624664577,61,0,0,0.2
AFRM,-0.02670944827140372,40,1,8,0.4
AFYA,-0.007095863057181207,50,0,0,0.55
AG,-0.15564901629781602,19,1,4,0.95
AGCC,-0.11398670600256311,24,1,1,0.7
AGCO,0.04574560722567238,68,0,0,0.5
AGD,-0.004194534485117318,52,0,0,0.7
AGEN,1.0678955553128298,99,0,0,0.2
AGI,-0.19610185551604,15,1,28,1.0
AGIG,-0.0777633047439446,29,1,2,0.75
AGIO,0.14971133491149036,87,1,5,0.25
AGL,0.554709472601729,98,1,3,0.15
AGM,0.14438983139754666,87,0,0,0.05
AGMH,-0.2623623589831301,11,1,2,0.75
AGNC,0.029995060255519457,63,0,0,0.25
AGNCL,0.008451740842651902,57,0,0,0.45
AGNCM,0.01068694652111768,58,0,0,0.25
AGNCN,0.005765557605116212,56,0,0,0.5
AGNCO,0.0061133186860875995,56,0,0,0.4
AGNCP,0.011896650911271987,58,0,0,0.3
AGNCZ,0.004846088477304011,56,0,0,0.4
AGNT,-0.245870685601979,12,1,16,0.8
AGO,0.08350983157654325,77,0,0,0.0
AGPU,0.05596028137367977,70,0,0,0.5
AGRO,-0.07373222442934073,30,1,2,0.7
AGRZ,-0.37458871544760847,6,1,9,0.45
AGX,-0.27122237443561836,10,1,17,0.85
AGYS,0.3055385804170428,95,0,0,0.15
AHCO,0.047311435460834425,68,0,0,0.3
AHG,-0.048033658722879,35,1,3,0.25
AHMA,0.10750659566645383,81,1,12,0.65
AHR,0.12942666940472455,85,0,0,0.0
AHRT,0.054997289108206185,70,0,0,0.0
AHT,0.04345144564006287,67,0,0,0.1
AI,-0.031866951151488326,39,0,0,0.95
AIFA,-0.3833524734764542,5,1,39,1.0
AIFC,-0.4129579153071267,4,1,49,1.0
AIFF,-0.2781243827503858,10,1,57,1.0
AIFU,-0.23072819470954817,13,1,20,1.0
AIG,0.059971113615951005,71,0,0,0.2
AIHS,0.10276297007110125,80,0,0,0.4
AII,0.09389330062200646,79,0,0,0.15
AIIA,-0.013832204054906306,45,0,0,0.75
AIIO,0.606638898364377,98,1,7,0.45
AIIR,-0.2204764576950471,13,1,9,0.9
AIM,-0.36437039301549634,6,1,34,1.0
AIMD,-0.376506230338885,5,1,15,0.85
AIN,0.13376399071318068,85,0,0,0.15
AIO,-0.06884402585687706,31,1,17,0.85
AIOS,0.05979118470275807,71,1,11,0.65
AIOT,0.07779553951161174,76,1,4,0.3
AIP,-0.23465769738896355,13,1,17,0.85
AIR,0.12489860242863537,84,0,0,0.3
AIRE,-0.3968466344699371,5,1,68,1.0
AIRG,-0.14180601731251538,21,1,33,1.0
AIRI,-0.11730715533964882,24,1,14,0.95
AIRJ,0.00020437166043052457,54,0,0,0.6
AIRO,-0.043903157186339546,36,1,1,0.8
AIRS,0.1509765108083305,87,0,0,0.65
AIRT,0.17626057635644488,90,0,0,0.0
AIRTP,-0.001370302514664034,53,0,0,0.45
AISP,-0.2530490646794994,11,1,22,1.0
AIT,0.06680915809840218,73,0,0,0.3
AIV,-0.11842605979091092,24,1,16,0.8
AIXC,-0.32264584938182345,8,1,24,1.0
AIXI,-0.7098225448814015,1,1,43,1.0
AIZ,0.11006804723348673,82,0,0,0.0
AJG,0.234837225778328,93,0,0,0.05
AKA,0.10317326204597888,80,0,0,0.0
AKAM,-0.05664684902751302,33,1,3,0.6
AKAN,-0.604302059510663,1,1,27,1.0
AKBA,0.09300891521082208,79,0,0,0.15
AKR,0.016266908926031443,60,0,0,0.6
AKTS,-0.0931587736909744,27,1,11,0.55
AKTX,-0.13734414862056066,21,1,9,0.7
ALAB,-0.175993197362631,17,1,12,0.65
ALAR,-0.7779305640153409,0,1,25,1.0
ALB,-0.29634273784446324,9,1,29,1.0
ALC,-0.016103421662097484,44,0,0,0.55
ALCO,-0.07726640956951002,29,1,6,0.65
ALDF,-0.0040467088067541075,52,0,0,0.7
ALDFU,-0.013422524444607075,46,0,0,0.75
ALDX,-0.10389781229542198,25,1,12,0.6
ALEC,-0.26761374361639423,11,1,14,0.7
ALF,-0.01443475277637749,45,0,0,0.7
ALFUU,-0.007692210161702073,49,1,1,0.65
ALG,-0.007967552936832713,49,0,0,0.4
ALGM,-0.17788340308288242,17,1,12,0.8
ALGN,-0.005772162515844028,51,0,0,0.65
ALGS,-0.2714052946635619,10,1,10,0.55
ALGT,0.05517459929842708,70,1,8,0.5
ALH,0.04344487916637488,67,0,0,0.8
ALHC,-0.0876566774607987,28,1,4,0.6
ALIS,-0.0066359057833794925,50,0,0,0.75
ALISU,-0.0014798567258153868,53,0,0,0.65
ALIT,0.4905681832403921,98,0,0,0.05
ALK,0.010083885649187108,58,0,0,0.6
ALKS,0.1739980747981266,90,1,1,0.05
ALKT,0.10913384525075438,81,0,0,0.25
ALL,0.21866488534654535,92,0,0,0.05
ALLE,0.166300203297106,89,0,0,0.3
ALLO,-0.2542245725676798,11,1,13,0.65
ALLR,-0.1620094619726646,19,1,3,0.95
ALLT,0.005522583278871028,56,1,7,0.35
ALLY,-0.025982476413205103,41,1,5,0.55
