code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,87.0,88,0,0,0.35
HK.00002,78.0,75,1,9,0.65
HK.00003,63.0,74,1,3,0.6
HK.00004,37.0,32,1,52,1.0
HK.00005,90.0,88,0,0,0.05
HK.00006,73.0,67,1,12,0.85
HK.00007,65.0,62,1,19,0.95
HK.00008,73.0,72,1,7,0.7
HK.00010,50.0,51,1,12,0.95
HK.00012,59.0,70,1,3,0.45
HK.00013,30.0,49,1,13,0.7
HK.00014,73.0,73,1,2,0.75
HK.00016,78.0,67,1,9,0.7
HK.00017,42.0,37,1,54,1.0
HK.00018,19.0,13,1,22,1.0
HK.00019,88.0,90,0,0,0.2
HK.00020,24.0,57,0,0,0.85
HK.00021,28.0,20,1,22,1.0
HK.00022,3.0,13,1,74,1.0
HK.00023,86.0,94,0,0,0.3
HK.00025,85.0,84,1,8,0.5
HK.00026,72.0,74,1,18,0.95
HK.00027,56.0,82,1,2,0.5
HK.00028,41.0,50,1,16,0.9
HK.00029,30.0,24,1,22,1.0
HK.00030,57.0,56,1,9,0.6
HK.00031,50.0,16,1,23,1.0
HK.00032,57.0,52,1,5,0.95
HK.00033,51.0,62,1,19,0.95
HK.00034,85.0,68,1,12,0.7
HK.00035,50.0,52,1,18,0.95
HK.00036,60.0,62,1,19,0.95
HK.00037,60.0,33,1,17,0.85
HK.00038,73.0,87,0,0,0.3
HK.00039,20.0,62,1,19,0.95
HK.00040,64.0,54,1,20,1.0
HK.00041,66.0,51,1,23,1.0
HK.00042,26.0,9,1,23,1.0
HK.00045,63.0,79,0,0,0.55
HK.00046,46.0,70,1,6,0.75
HK.00048,92.0,84,1,6,0.5
HK.00050,69.0,59,1,20,1.0
HK.00051,70.0,68,1,19,0.95
HK.00052,71.0,88,0,0,0.65
HK.00053,67.0,75,1,11,0.9
HK.00055,31.0,36,1,25,1.0
HK.00057,61.0,58,1,22,1.0
HK.00058,86.0,52,1,19,0.95
HK.00059,65.0,62,1,19,0.95
HK.00060,59.0,47,1,20,1.0
HK.00061,8.0,11,1,7,0.55
HK.00062,64.0,50,1,17,0.9
HK.00063,6.0,3,1,7,0.95
HK.00064,86.0,90,0,0,0.35
HK.00065,48.0,96,0,0,0.75
HK.00066,75.0,69,1,5,0.7
HK.00068,,2,1,47,1.0
HK.00069,57.0,75,0,0,0.9
HK.00070,54.0,40,1,9,0.95
HK.00071,64.0,50,1,18,0.95
HK.00072,62.0,59,0,0,0.75
HK.00073,75.0,78,1,6,0.75
HK.00075,82.0,92,0,0,0.7
HK.00076,24.0,60,1,6,0.8
HK.00077,83.0,86,1,5,0.55
HK.00078,27.0,50,0,0,0.95
HK.00079,84.0,96,0,0,0.25
HK.00081,68.0,44,1,3,0.65
HK.00082,38.0,23,1,17,0.95
HK.00083,63.0,45,1,50,1.0
HK.00084,63.0,79,1,20,1.0
HK.00085,24.0,23,1,24,1.0
HK.00086,74.0,67,1,20,1.0
HK.00087,83.0,88,0,0,0.3
HK.00088,54.0,36,1,27,1.0
HK.00089,39.0,31,1,9,0.55
HK.00090,38.0,52,1,11,0.75
HK.00092,40.0,24,1,20,1.0
HK.00093,26.0,24,1,15,0.75
HK.00094,44.0,20,1,3,0.9
