code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,80,0,0,0.0
HK.00002,70.0,61,0,0,0.35
HK.00003,52.0,51,0,0,0.4
HK.00004,39.0,22,1,12,0.6
HK.00005,84.0,78,0,0,0.15
HK.00006,67.0,35,1,6,0.6
HK.00007,56.0,66,0,0,0.35
HK.00008,71.0,74,0,0,0.05
HK.00010,62.0,37,1,9,0.55
HK.00012,53.0,28,1,9,0.45
HK.00013,25.0,15,1,32,1.0
HK.00014,73.0,33,1,6,0.75
HK.00016,76.0,23,1,9,0.65
HK.00017,70.0,24,1,14,0.75
HK.00018,24.0,46,1,5,0.6
HK.00019,78.0,58,0,0,0.45
HK.00020,35.0,17,1,19,0.95
HK.00021,45.0,93,0,0,0.3
HK.00022,1.0,1,1,34,1.0
HK.00023,67.0,60,0,0,0.2
HK.00025,63.0,70,0,0,0.15
HK.00026,60.0,73,0,0,0.15
HK.00027,30.0,38,1,1,0.7
HK.00028,39.0,47,0,0,0.75
HK.00029,41.0,61,0,0,0.45
HK.00030,40.0,27,0,0,0.9
HK.00031,78.0,88,0,0,0.0
HK.00032,53.0,53,0,0,0.45
HK.00033,29.0,66,0,0,0.35
HK.00034,85.0,82,0,0,0.0
HK.00035,35.0,38,0,0,0.85
HK.00036,58.0,66,0,0,0.35
HK.00037,55.0,54,0,0,0.4
HK.00038,69.0,46,0,0,0.65
HK.00039,3.0,37,0,0,0.7
HK.00040,66.0,80,0,0,0.4
HK.00041,72.0,53,1,5,0.4
HK.00042,70.0,21,1,16,0.85
HK.00045,49.0,57,0,0,0.35
HK.00046,31.0,49,0,0,0.55
HK.00048,92.0,94,0,0,0.05
HK.00050,65.0,60,0,0,0.2
HK.00051,59.0,68,0,0,0.2
HK.00052,25.0,43,1,5,0.75
HK.00053,57.0,68,0,0,0.15
HK.00055,36.0,56,0,0,0.7
HK.00057,65.0,68,0,0,0.15
HK.00058,87.0,31,1,8,0.45
HK.00059,56.0,66,0,0,0.35
HK.00060,49.0,58,0,0,0.8
HK.00061,27.0,32,0,0,0.75
HK.00062,46.0,45,0,0,0.75
HK.00063,38.0,83,0,0,0.1
HK.00064,75.0,83,0,0,0.35
HK.00065,6.0,9,1,40,1.0
HK.00066,64.0,46,0,0,0.8
HK.00069,41.0,48,0,0,0.8
HK.00070,38.0,76,1,5,0.3
HK.00071,64.0,57,0,0,0.4
