code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,88.0,83,1,2,0.45
HK.00002,79.0,75,1,6,0.5
HK.00003,71.0,77,0,0,0.6
HK.00004,42.0,52,1,49,1.0
HK.00005,90.0,88,0,0,0.05
HK.00006,75.0,57,1,9,0.8
HK.00007,65.0,59,1,16,0.8
HK.00008,73.0,73,1,4,0.65
HK.00010,55.0,67,1,9,0.95
HK.00012,69.0,77,0,0,0.45
HK.00013,28.0,56,1,10,0.55
HK.00014,75.0,75,0,0,0.65
HK.00016,79.0,56,1,6,0.65
HK.00017,48.0,42,1,51,1.0
HK.00018,28.0,25,1,19,0.95
HK.00019,89.0,92,0,0,0.2
HK.00020,19.0,36,1,56,1.0
HK.00021,26.0,17,1,18,0.95
HK.00022,3.0,12,1,71,1.0
HK.00023,86.0,94,0,0,0.45
HK.00025,85.0,89,1,6,0.4
HK.00026,73.0,69,1,15,0.8
HK.00027,61.0,88,0,0,0.4
HK.00028,31.0,24,1,12,0.9
HK.00029,33.0,26,1,19,0.95
HK.00030,59.0,67,1,6,0.45
HK.00031,48.0,13,1,20,1.0
HK.00032,57.0,49,1,2,0.95
HK.00033,50.0,59,1,16,0.8
HK.00034,87.0,75,1,9,0.55
HK.00035,44.0,44,1,15,0.85
HK.00036,61.0,59,1,16,0.8
HK.00037,58.0,41,1,14,0.7
HK.00038,80.0,93,0,0,0.3
HK.00039,19.0,59,1,16,0.8
HK.00040,69.0,62,1,17,0.85
HK.00041,74.0,66,1,20,1.0
HK.00042,26.0,11,1,20,1.0
HK.00045,68.0,83,0,0,0.6
HK.00046,43.0,55,1,3,0.6
HK.00048,93.0,74,1,3,0.5
HK.00050,69.0,61,1,17,0.85
HK.00051,70.0,67,1,16,0.8
HK.00052,63.0,79,1,12,0.6
HK.00053,68.0,71,1,9,0.85
HK.00055,28.0,35,1,23,1.0
HK.00057,59.0,57,1,20,1.0
HK.00058,86.0,53,1,17,0.95
HK.00059,65.0,59,1,16,0.8
