code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,69,1,3,0.45
HK.00002,79.0,71,0,0,0.8
HK.00003,59.0,54,1,9,0.6
HK.00004,44.0,75,0,0,0.75
HK.00005,89.0,85,0,0,0.3
HK.00006,72.0,51,1,18,0.95
HK.00007,66.0,59,1,25,1.0
HK.00008,61.0,39,1,13,0.8
HK.00010,42.0,31,1,18,0.95
HK.00012,51.0,63,1,9,0.5
HK.00013,42.0,82,0,0,0.7
HK.00014,67.0,64,1,8,0.75
HK.00016,73.0,46,1,15,0.8
HK.00017,43.0,64,0,0,0.9
HK.00018,17.0,11,1,28,1.0
HK.00019,89.0,91,0,0,0.1
HK.00020,20.0,52,1,2,0.7
HK.00021,72.0,93,0,0,0.75
HK.00022,1.0,7,1,80,1.0
HK.00023,84.0,92,0,0,0.1
HK.00025,83.0,78,1,14,0.8
HK.00026,69.0,63,1,24,1.0
HK.00027,60.0,84,0,0,0.5
HK.00028,31.0,27,1,22,1.0
HK.00029,33.0,25,1,28,1.0
HK.00030,71.0,75,0,0,0.8
HK.00031,46.0,13,1,29,1.0
HK.00032,55.0,46,1,11,0.95
HK.00033,53.0,59,1,25,1.0
HK.00034,82.0,47,1,18,0.95
HK.00035,45.0,43,1,24,1.0
HK.00036,73.0,59,1,25,1.0
HK.00037,64.0,48,0,0,0.95
HK.00038,70.0,83,1,2,0.15
HK.00039,20.0,59,1,25,1.0
HK.00040,69.0,54,1,27,1.0
HK.00041,67.0,53,0,0,0.9
HK.00042,21.0,9,1,28,1.0
HK.00045,49.0,55,1,3,0.45
HK.00046,53.0,75,1,12,0.9
HK.00048,90.0,47,1,11,0.7
HK.00050,63.0,49,1,26,1.0
HK.00051,69.0,56,1,25,1.0
HK.00052,75.0,89,0,0,0.65
HK.00053,63.0,69,0,0,0.75
HK.00055,67.0,87,0,0,0.95
HK.00057,57.0,55,1,3,0.95
HK.00058,84.0,43,1,1,0.75
HK.00059,66.0,59,1,25,1.0
HK.00060,85.0,90,0,0,0.75
HK.00061,12.0,5,1,12,0.65
HK.00062,61.0,53,1,23,1.0
HK.00063,8.0,5,1,12,0.95
HK.00064,85.0,88,0,0,0.15
HK.00065,48.0,96,0,0,0.45
HK.00066,73.0,69,1,11,0.7
HK.00068,,10,0,0,0.8
HK.00069,50.0,64,1,1,0.8
HK.00070,34.0,34,1,1,0.9
HK.00071,64.0,48,1,24,1.0
HK.00072,77.0,83,0,0,0.6
HK.00073,57.0,23,1,4,0.7
HK.00075,61.0,40,0,0,0.6
HK.00076,24.0,68,0,0,0.75
HK.00077,83.0,88,0,0,0.6
HK.00078,24.0,37,0,0,0.85
HK.00079,89.0,96,0,0,0.15
HK.00081,76.0,79,0,0,0.35
HK.00082,39.0,23,1,23,1.0
HK.00083,56.0,30,1,56,1.0
HK.00084,64.0,72,1,26,1.0
HK.00085,22.0,16,1,30,1.0
HK.00086,73.0,48,1,26,1.0
HK.00087,84.0,89,0,0,0.1
HK.00088,55.0,33,1,33,1.0
HK.00089,56.0,35,0,0,0.6
HK.00090,42.0,57,1,17,0.95
HK.00092,35.0,18,1,26,1.0
HK.00093,18.0,4,1,21,1.0
HK.00094,35.0,9,1,9,0.9
HK.00095,22.0,22,1,10,0.55
HK.00096,50.0,36,1,20,1.0
HK.00097,41.0,23,1,16,0.95
HK.00098,49.0,47,0,0,0.9
HK.00099,60.0,33,1,12,0.6
HK.00100,,86,0,0,0.75
HK.00101,43.0,39,1,18,0.95
HK.00103,17.0,39,0,0,0.9
HK.00104,77.0,68,0,0,0.9
HK.00105,71.0,53,1,21,1.0
HK.00106,57.0,59,1,25,1.0
HK.00107,46.0,31,1,48,1.0
HK.00108,33.0,5,1,29,1.0
HK.00110,96.0,96,0,0,0.1
HK.00111,57.0,15,1,13,0.8
HK.00113,82.0,75,0,0,0.55
HK.00114,82.0,68,1,17,0.95
HK.00115,74.0,4,1,41,1.0
HK.00116,77.0,87,0,0,0.1
HK.00117,98.0,95,1,2,0.9
HK.00118,28.0,16,1,1,0.95
HK.00119,29.0,21,0,0,0.95
HK.00120,11.0,22,0,0,0.75
HK.00122,54.0,70,0,0,0.8
HK.00123,41.0,55,0,0,0.95
HK.00124,31.0,27,1,42,1.0
HK.00125,54.0,79,0,0,0.9
HK.00126,25.0,12,1,27,1.0
HK.00127,41.0,48,1,26,1.0
HK.00128,94.0,98,0,0,0.95
HK.00129,25.0,29,1,5,0.85
HK.00130,77.0,31,0,0,0.85
HK.00131,68.0,52,1,23,1.0
HK.00132,30.0,33,1,26,1.0
HK.00135,54.0,56,1,8,0.5
HK.00136,28.0,78,0,0,0.7
