code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,86.0,84,0,0,0.0
HK.00002,77.0,73,0,0,0.25
HK.00003,61.0,63,0,0,0.3
HK.00004,32.0,20,1,25,1.0
HK.00005,87.0,85,0,0,0.05
HK.00006,76.0,62,0,0,0.65
HK.00007,64.0,75,0,0,0.05
HK.00008,67.0,61,0,0,0.1
HK.00010,54.0,32,1,22,1.0
HK.00012,50.0,33,1,22,1.0
HK.00013,20.0,25,0,0,0.95
HK.00014,70.0,46,0,0,0.8
HK.00016,78.0,36,0,0,0.95
HK.00017,52.0,24,1,27,1.0
HK.00018,35.0,60,0,0,0.4
HK.00019,81.0,72,0,0,0.2
HK.00020,21.0,12,1,32,1.0
HK.00021,26.0,41,1,1,0.2
HK.00022,0.0,2,1,47,1.0
HK.00023,68.0,51,0,0,0.35
HK.00025,71.0,81,0,0,0.0
HK.00026,69.0,73,0,0,0.05
HK.00027,38.0,50,0,0,0.35
HK.00028,34.0,38,1,6,0.55
HK.00029,42.0,52,0,0,0.55
HK.00030,56.0,72,0,0,0.4
HK.00031,84.0,93,0,0,0.0
HK.00032,58.0,62,0,0,0.2
HK.00033,46.0,75,0,0,0.05
HK.00034,84.0,70,0,0,0.15
HK.00035,34.0,37,0,0,0.6
HK.00036,77.0,75,0,0,0.05
HK.00037,62.0,51,0,0,0.45
HK.00038,38.0,23,1,12,0.8
HK.00039,7.0,54,0,0,0.1
HK.00040,70.0,80,0,0,0.0
HK.00041,71.0,45,0,0,0.9
HK.00042,32.0,6,1,29,1.0
HK.00045,48.0,45,0,0,0.7
HK.00046,44.0,78,0,0,0.15
HK.00048,91.0,82,0,0,0.2
HK.00050,67.0,62,0,0,0.35
HK.00051,66.0,59,0,0,0.3
HK.00052,51.0,87,0,0,0.3
HK.00053,61.0,68,0,0,0.15
HK.00055,31.0,53,1,3,0.3
HK.00057,54.0,51,1,1,0.05
HK.00058,76.0,28,1,1,0.85
HK.00059,64.0,75,0,0,0.05
HK.00060,69.0,84,0,0,0.15
HK.00061,11.0,9,1,8,0.7
HK.00062,56.0,55,0,0,0.25
HK.00063,40.0,65,0,0,0.3
HK.00064,81.0,82,0,0,0.15
HK.00065,6.0,17,1,54,1.0
HK.00066,74.0,63,0,0,0.3
HK.00069,49.0,57,0,0,0.5
HK.00070,38.0,52,1,1,0.7
HK.00071,65.0,60,0,0,0.15
HK.00072,70.0,86,0,0,0.05
HK.00073,79.0,88,0,0,0.1
HK.00075,70.0,81,0,0,0.1
HK.00076,13.0,33,0,0,0.85
HK.00077,71.0,82,0,0,0.05
HK.00078,25.0,23,1,18,0.95
HK.00079,41.0,85,0,0,0.0
HK.00081,71.0,28,1,16,0.85
HK.00082,49.0,52,1,8,0.4
HK.00083,72.0,40,1,23,1.0
HK.00084,72.0,89,0,0,0.45
HK.00085,35.0,55,1,3,0.3
HK.00086,77.0,71,0,0,0.1
HK.00087,77.0,69,0,0,0.2
