code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,85.0,82,0,0,0.0
HK.00002,73.0,67,0,0,0.25
HK.00003,58.0,58,0,0,0.35
HK.00004,29.0,13,1,22,1.0
HK.00005,87.0,86,0,0,0.05
HK.00006,72.0,47,0,0,0.75
HK.00007,62.0,72,0,0,0.05
HK.00008,67.0,59,0,0,0.15
HK.00010,51.0,26,1,19,0.95
HK.00012,49.0,26,1,19,0.95
HK.00013,16.0,15,1,42,1.0
HK.00014,67.0,37,1,16,0.95
HK.00016,75.0,27,1,19,0.95
HK.00017,54.0,25,1,24,1.0
HK.00018,35.0,68,0,0,0.45
HK.00019,78.0,59,0,0,0.35
HK.00020,26.0,13,1,29,1.0
HK.00021,35.0,88,0,0,0.15
HK.00022,1.0,2,1,44,1.0
HK.00023,67.0,52,0,0,0.35
HK.00025,69.0,79,0,0,0.0
HK.00026,66.0,76,0,0,0.05
HK.00027,34.0,40,1,1,0.5
HK.00028,38.0,41,1,3,0.55
HK.00029,34.0,39,1,6,0.5
HK.00030,55.0,66,0,0,0.55
HK.00031,84.0,92,0,0,0.0
HK.00032,56.0,59,0,0,0.2
HK.00033,41.0,72,0,0,0.05
HK.00034,82.0,66,0,0,0.15
HK.00035,33.0,37,1,1,0.7
HK.00036,72.0,72,0,0,0.05
HK.00037,65.0,55,0,0,0.45
HK.00038,36.0,20,1,9,0.7
HK.00039,5.0,49,0,0,0.2
HK.00040,75.0,85,0,0,0.1
HK.00041,69.0,41,1,15,0.9
HK.00042,36.0,6,1,26,1.0
HK.00045,41.0,33,1,9,0.7
HK.00046,42.0,75,0,0,0.3
HK.00048,91.0,91,0,0,0.2
HK.00050,65.0,56,0,0,0.35
HK.00051,67.0,62,0,0,0.3
HK.00052,51.0,87,0,0,0.4
HK.00053,58.0,65,0,0,0.15
HK.00055,32.0,56,0,0,0.35
HK.00057,66.0,64,0,0,0.0
HK.00058,77.0,24,1,6,0.8
HK.00059,62.0,72,0,0,0.05
HK.00060,65.0,81,0,0,0.25
HK.00061,25.0,41,1,5,0.7
HK.00062,50.0,50,0,0,0.35
HK.00063,39.0,81,0,0,0.3
HK.00064,70.0,69,1,1,0.15
HK.00065,6.0,8,1,51,1.0
HK.00066,72.0,59,0,0,0.4
HK.00069,45.0,51,0,0,0.65
HK.00070,38.0,31,1,1,0.6
HK.00071,63.0,56,0,0,0.2
HK.00072,63.0,78,0,0,0.2
HK.00073,73.0,85,0,0,0.1
HK.00075,73.0,84,0,0,0.1
HK.00076,11.0,24,1,33,1.0
HK.00077,73.0,83,0,0,0.05
HK.00078,30.0,32,1,15,0.85
HK.00079,53.0,87,0,0,0.2
HK.00081,73.0,31,1,13,0.85
HK.00082,53.0,58,1,5,0.35
HK.00083,71.0,38,1,20,1.0
HK.00084,49.0,51,0,0,0.55
HK.00085,35.0,60,0,0,0.2
HK.00086,74.0,64,0,0,0.1
HK.00087,73.0,61,0,0,0.35
HK.00088,66.0,43,0,0,0.95
HK.00089,54.0,41,1,4,0.6
HK.00090,77.0,88,0,0,0.3
HK.00092,51.0,60,0,0,0.35
HK.00093,33.0,65,1,2,0.6
