code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,82.0,49,1,8,0.75
HK.00002,78.0,68,0,0,0.45
HK.00003,74.0,79,0,0,0.7
HK.00004,43.0,66,1,1,0.45
HK.00005,88.0,73,0,0,0.45
HK.00006,77.0,62,0,0,0.55
HK.00007,66.0,54,1,6,0.95
HK.00008,61.0,38,1,22,1.0
HK.00010,40.0,28,1,27,1.0
HK.00012,62.0,73,0,0,0.65
HK.00013,49.0,82,0,0,0.3
HK.00014,56.0,30,1,17,0.9
HK.00016,75.0,63,0,0,0.75
HK.00017,43.0,57,0,0,0.6
HK.00018,22.0,20,1,4,0.75
HK.00019,90.0,89,0,0,0.0
HK.00020,28.0,74,0,0,0.4
HK.00021,32.0,84,1,2,0.4
HK.00022,1.0,5,1,89,1.0
HK.00023,86.0,90,0,0,0.0
HK.00025,82.0,73,1,7,0.95
HK.00026,72.0,66,0,0,0.85
HK.00027,63.0,83,0,0,0.25
HK.00028,37.0,42,1,3,0.9
HK.00029,29.0,19,1,37,1.0
HK.00030,68.0,71,0,0,0.8
HK.00031,40.0,15,1,5,0.9
HK.00032,58.0,46,0,0,0.95
HK.00033,54.0,54,1,6,0.95
HK.00034,81.0,48,1,7,0.95
HK.00035,42.0,36,1,7,0.95
HK.00036,75.0,54,1,6,0.95
HK.00037,68.0,51,0,0,0.75
HK.00038,75.0,74,0,0,0.45
HK.00039,20.0,54,1,6,0.95
HK.00040,65.0,57,1,7,0.95
HK.00041,69.0,58,0,0,0.65
HK.00042,20.0,15,1,38,1.0
HK.00045,50.0,34,1,12,0.65
HK.00046,59.0,70,0,0,0.7
HK.00048,92.0,43,0,0,0.9
HK.00050,71.0,66,0,0,0.85
HK.00051,63.0,59,0,0,0.7
HK.00052,75.0,81,0,0,0.4
HK.00053,65.0,67,0,0,0.4
HK.00055,47.0,65,1,1,0.7
HK.00057,57.0,52,1,3,0.8
HK.00058,87.0,75,0,0,0.45
HK.00059,66.0,54,1,6,0.95
HK.00060,84.0,90,0,0,0.3
HK.00061,11.0,8,1,21,1.0
HK.00062,55.0,34,1,6,0.9
HK.00063,13.0,9,0,0,0.9
HK.00064,84.0,72,0,0,0.1
HK.00065,53.0,95,0,0,0.1
HK.00066,76.0,69,0,0,0.6
HK.00068,,6,1,6,0.65
HK.00069,51.0,59,1,5,0.65
HK.00070,40.0,69,0,0,0.65
HK.00071,69.0,62,0,0,0.8
HK.00072,70.0,80,0,0,0.25
HK.00073,55.0,18,1,12,0.9
HK.00075,24.0,3,1,4,0.5
HK.00076,46.0,86,0,0,0.75
HK.00077,85.0,86,0,0,0.35
HK.00078,29.0,50,0,0,0.65
HK.00079,89.0,94,0,0,0.05
HK.00081,73.0,83,0,0,0.15
HK.00082,38.0,25,1,32,1.0
HK.00083,62.0,46,0,0,0.8
HK.00084,73.0,57,1,1,0.65
HK.00085,17.0,21,1,39,1.0
HK.00086,71.0,58,0,0,0.85
HK.00087,85.0,84,0,0,0.0
HK.00088,56.0,30,1,1,0.95
HK.00089,42.0,31,1,7,0.8
HK.00090,27.0,17,1,26,1.0
HK.00092,69.0,86,0,0,0.65
HK.00093,36.0,26,1,5,0.9
HK.00094,35.0,7,1,19,0.95
HK.00095,28.0,72,0,0,0.7
HK.00096,43.0,60,1,2,0.65
HK.00097,41.0,36,1,5,0.85
HK.00098,41.0,23,1,4,0.75
HK.00099,39.0,7,1,21,1.0
HK.00100,,26,1,1,0.4
HK.00101,45.0,46,0,0,0.9
HK.00103,20.0,58,0,0,0.5
HK.00104,78.0,77,0,0,0.45
HK.00105,67.0,45,1,7,0.95
