code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,84.0,62,1,6,0.3,0.0873
HK.00002,77.0,80,0,0,0.05,0.1522
HK.00003,59.0,54,1,6,0.4,0.2198
HK.00004,36.0,20,1,34,1.0,0.4401
HK.00005,87.0,87,0,0,0.05,0.0286
HK.00006,73.0,63,0,0,0.4,0.1699
HK.00007,63.0,72,1,1,0.05,0.3121
HK.00008,69.0,52,1,4,0.3,0.0513
HK.00010,48.0,30,1,31,1.0,0.1689
HK.00012,48.0,27,1,31,1.0,0.2109
HK.00013,24.0,40,1,1,0.6,0.6125
HK.00014,71.0,44,1,2,0.5,0.1457
HK.00016,77.0,40,1,4,0.8,0.1445
HK.00017,42.0,16,1,36,1.0,0.45
HK.00018,30.0,40,1,4,0.35,0.4782
HK.00019,80.0,60,1,2,0.1,0.0846
HK.00020,20.0,16,1,41,1.0,0.4663
HK.00021,41.0,67,1,4,0.5,0.6522
HK.00022,0.0,4,1,55,1.0,
HK.00023,68.0,57,1,6,0.45,0.068
HK.00025,85.0,93,0,0,0.0,0.1714
HK.00026,72.0,77,0,0,0.05,0.0743
HK.00027,37.0,57,1,1,0.2,0.3141
HK.00028,39.0,37,1,7,0.75,0.3132
HK.00029,34.0,39,1,4,0.6,0.3543
HK.00030,71.0,88,0,0,0.15,0.066
HK.00031,78.0,83,1,5,0.25,
HK.00032,52.0,49,1,5,0.3,0.224
HK.00033,44.0,72,1,1,0.05,
HK.00034,86.0,77,0,0,0.2,0.2043
HK.00035,43.0,51,0,0,0.5,0.5336
HK.00036,71.0,72,1,1,0.05,
HK.00037,76.0,83,0,0,0.1,0.3174
HK.00038,54.0,29,1,2,0.8,0.2964
HK.00039,18.0,72,1,1,0.05,0.674
HK.00040,72.0,78,1,3,0.15,0.0644
HK.00041,69.0,39,1,5,0.85,0.1101
HK.00042,49.0,15,1,5,0.95,0.4913
HK.00045,56.0,54,0,0,0.65,0.2835
HK.00046,42.0,79,0,0,0.05,0.5094
HK.00048,93.0,91,0,0,0.4,
HK.00050,67.0,60,1,2,0.2,0.1131
HK.00051,71.0,61,1,2,0.25,0.4311
HK.00052,58.0,90,0,0,0.05,0.529
HK.00053,60.0,63,1,1,0.1,0.3427
HK.00055,38.0,40,1,8,0.7,0.5481
HK.00057,56.0,47,1,5,0.4,0.158
HK.00058,78.0,33,1,2,0.6,
HK.00059,63.0,72,1,1,0.05,
HK.00060,68.0,78,1,1,0.05,0.3692
HK.00061,30.0,40,0,0,0.75,0.5113
HK.00062,65.0,68,0,0,0.1,0.1681
HK.00063,19.0,14,1,6,0.6,0.7208
HK.00064,78.0,83,1,1,0.1,0.1408
HK.00065,7.0,14,1,63,1.0,0.8869
HK.00066,73.0,59,1,3,0.15,0.1139
HK.00069,49.0,57,1,3,0.3,0.4418
HK.00070,55.0,61,1,2,0.45,0.4166
HK.00071,71.0,66,0,0,0.1,0.1384
HK.00072,75.0,85,0,0,0.25,0.217
HK.00073,75.0,76,1,2,0.25,0.5451
HK.00075,70.0,80,1,4,0.25,
HK.00076,17.0,35,1,5,0.65,0.7912
HK.00077,81.0,90,0,0,0.0,0.376
HK.00078,19.0,12,1,27,1.0,0.9047
HK.00079,60.0,85,0,0,0.2,0.4845
HK.00081,65.0,18,1,25,1.0,0.2464
HK.00082,58.0,56,1,2,0.6,0.5363
HK.00083,69.0,27,1,32,1.0,0.1553
HK.00084,65.0,85,1,1,0.1,0.495
HK.00085,31.0,39,1,6,0.65,0.4441
HK.00086,74.0,68,1,2,0.15,0.0424
HK.00087,74.0,50,1,4,0.2,0.068
HK.00088,59.0,40,1,9,0.8,0.1281
HK.00089,51.0,35,1,1,0.45,0.3484
HK.00090,76.0,89,0,0,0.05,
HK.00092,59.0,51,1,2,0.2,0.5296
HK.00093,45.0,80,0,0,0.3,0.4842
HK.00094,47.0,39,1,6,0.65,
HK.00095,24.0,33,0,0,0.75,0.8406
HK.00096,53.0,57,0,0,0.65,0.5566
HK.00097,35.0,45,1,2,0.3,
HK.00098,46.0,44,1,6,0.4,0.338
HK.00099,50.0,42,1,6,0.45,0.4215
HK.00100,,1,1,12,0.95,0.7398
HK.00101,41.0,27,1,40,1.0,0.2009
HK.00103,19.0,26,1,6,0.6,0.5193
HK.00104,78.0,85,0,0,0.1,0.0872
HK.00105,70.0,79,0,0,0.0,0.184
HK.00106,71.0,72,1,1,0.05,
HK.00107,53.0,32,1,24,1.0,0.1554
HK.00108,80.0,15,1,5,0.45,
HK.00110,95.0,92,0,0,0.7,0.1336
HK.00111,85.0,38,1,4,0.6,
HK.00113,73.0,79,0,0,0.0,0.1004
HK.00114,77.0,74,1,1,0.2,0.1035
HK.00115,79.0,13,1,17,0.9,0.2666
HK.00116,44.0,38,1,3,0.6,0.2436
HK.00117,99.0,99,1,4,0.45,
HK.00118,54.0,17,1,12,0.75,
HK.00119,37.0,8,1,26,1.0,0.3375
HK.00120,5.0,11,1,12,0.65,
HK.00122,43.0,70,0,0,0.05,0.5291
HK.00123,38.0,23,1,16,0.8,0.5723
HK.00124,41.0,35,1,18,0.9,0.6511
HK.00125,33.0,61,1,1,0.1,0.6691
HK.00126,37.0,37,1,3,0.35,0.6373
HK.00127,40.0,47,1,1,0.6,0.4023
HK.00128,93.0,97,0,0,0.05,
HK.00129,27.0,58,0,0,0.4,0.6682
HK.00130,87.0,61,1,2,0.25,
HK.00131,70.0,75,1,1,0.1,0.4489
HK.00132,33.0,49,1,2,0.4,0.6364
HK.00135,50.0,51,1,3,0.6,0.3994
HK.00136,29.0,87,0,0,0.15,0.5274
HK.00137,46.0,56,1,1,0.45,0.5227
HK.00138,10.0,24,0,0,0.65,0.752
HK.00139,8.0,20,1,1,0.3,0.9056
HK.00142,47.0,59,0,0,0.15,0.1716
HK.00144,50.0,40,1,26,1.0,0.1579
HK.00145,36.0,37,1,3,0.45,
HK.00146,58.0,66,1,1,0.05,0.1611
HK.00147,12.0,23,1,18,0.9,
HK.00148,96.0,96,1,5,0.25,0.4567
HK.00149,70.0,76,0,0,0.15,0.1734
HK.00150,53.0,70,1,1,0.4,0.4627
HK.00151,15.0,13,1,7,0.5,0.4817
HK.00152,27.0,36,1,2,0.6,0.3218
HK.00154,20.0,16,1,67,1.0,0.4172
HK.00156,79.0,63,1,1,0.15,0.1354
HK.00157,47.0,77,1,1,0.1,0.3602
HK.00158,56.0,63,1,1,0.2,0.3569
HK.00159,38.0,81,0,0,0.4,
HK.00160,22.0,11,1,17,0.85,0.5687
HK.00162,24.0,9,1,17,0.9,
HK.00163,24.0,24,1,10,0.9,0.7053
HK.00164,82.0,64,1,7,0.35,0.6275
HK.00165,24.0,54,1,12,0.75,0.5183
HK.00166,24.0,27,1,14,0.8,0.6723
HK.00167,95.0,86,1,1,0.2,
HK.00168,45.0,42,1,2,0.45,0.3395
HK.00169,46.0,74,1,10,0.5,
HK.00171,3.0,2,1,67,1.0,
HK.00173,51.0,38,1,8,0.8,0.2298
HK.00174,56.0,46,1,2,0.1,0.471
HK.00175,55.0,43,1,1,0.45,0.2032
HK.00176,63.0,72,1,1,0.05,0.7054
