code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,87.0,83,0,0,0.4
HK.00002,79.0,71,1,3,0.35
HK.00003,68.0,68,0,0,0.6
HK.00004,38.0,38,1,46,1.0
HK.00005,89.0,88,0,0,0.05
HK.00006,75.0,52,1,6,0.65
HK.00007,64.0,60,1,13,0.65
HK.00008,71.0,70,1,1,0.5
HK.00010,51.0,47,1,6,0.95
HK.00012,66.0,68,0,0,0.6
HK.00013,25.0,52,1,7,0.4
HK.00014,72.0,63,0,0,0.6
HK.00016,78.0,47,1,3,0.6
HK.00017,44.0,25,1,48,1.0
HK.00018,28.0,21,1,16,0.8
HK.00019,87.0,89,0,0,0.2
HK.00020,15.0,20,1,53,1.0
HK.00021,26.0,20,1,16,0.95
HK.00022,2.0,11,1,68,1.0
HK.00023,83.0,90,0,0,0.5
HK.00025,85.0,92,1,2,0.2
HK.00026,72.0,69,1,11,0.6
HK.00027,55.0,84,0,0,0.4
HK.00028,30.0,32,1,10,0.85
HK.00029,35.0,30,1,16,0.8
HK.00030,56.0,66,1,3,0.3
HK.00031,50.0,15,1,17,0.85
HK.00032,56.0,45,1,17,0.85
HK.00033,51.0,60,1,13,0.65
HK.00034,86.0,78,1,6,0.4
HK.00035,41.0,43,1,12,0.75
HK.00036,73.0,60,1,13,0.65
HK.00037,67.0,46,1,11,0.55
HK.00038,82.0,93,0,0,0.4
HK.00039,21.0,60,1,13,0.65
HK.00040,62.0,53,1,15,0.75
HK.00041,72.0,53,1,17,0.95
HK.00042,26.0,10,1,17,0.95
HK.00045,63.0,78,0,0,0.6
HK.00046,48.0,70,0,0,0.45
HK.00048,94.0,89,0,0,0.35
HK.00050,69.0,57,1,14,0.7
HK.00051,69.0,57,1,14,0.7
HK.00052,62.0,84,1,9,0.45
HK.00053,66.0,68,1,6,0.7
HK.00055,29.0,42,1,19,0.95
HK.00057,61.0,68,1,17,0.9
HK.00058,86.0,39,1,14,0.8
HK.00059,64.0,60,1,13,0.65
HK.00060,48.0,31,1,14,0.7
HK.00061,28.0,63,0,0,0.5
HK.00062,62.0,56,1,11,0.6
HK.00063,21.0,16,1,1,0.9
HK.00064,86.0,89,0,0,0.35
HK.00065,13.0,29,1,75,1.0
HK.00066,78.0,72,0,0,0.5
HK.00068,,2,1,41,1.0
HK.00069,50.0,51,1,15,0.75
HK.00070,46.0,48,1,3,0.65
HK.00071,68.0,55,1,12,0.65
HK.00072,43.0,31,1,10,0.7
HK.00073,81.0,87,0,0,0.5
HK.00075,68.0,57,0,0,0.75
HK.00076,25.0,70,0,0,0.65
HK.00077,81.0,88,1,1,0.3
HK.00078,19.0,15,1,39,1.0
HK.00079,82.0,96,0,0,0.4
HK.00081,73.0,53,1,1,0.8
HK.00082,48.0,47,1,11,0.7
HK.00083,69.0,44,1,44,1.0
HK.00084,61.0,36,1,13,0.65
HK.00085,24.0,20,1,18,0.95
HK.00086,73.0,58,1,14,0.75
HK.00087,83.0,87,0,0,0.4
HK.00088,62.0,38,1,20,1.0
HK.00089,47.0,36,1,2,0.25
HK.00090,35.0,68,1,5,0.45
HK.00092,44.0,24,1,14,0.7
HK.00093,30.0,46,1,9,0.5
HK.00094,49.0,29,1,3,0.9
HK.00095,34.0,92,0,0,0.2
HK.00096,46.0,46,1,8,0.6
HK.00097,32.0,27,1,4,0.6
HK.00098,53.0,49,1,18,0.95
HK.00099,77.0,87,0,0,0.4
HK.00100,,0,1,24,1.0
HK.00101,47.0,45,1,6,0.95
HK.00103,10.0,13,1,18,0.9
HK.00104,75.0,73,1,10,0.65
HK.00105,72.0,71,1,9,0.45
HK.00106,64.0,60,1,13,0.65
HK.00107,54.0,49,1,36,1.0
HK.00108,58.0,6,1,17,0.85
HK.00110,97.0,98,0,0,0.05
HK.00111,75.0,32,1,1,0.65
HK.00113,79.0,86,1,1,0.2
HK.00114,82.0,79,1,6,0.55
HK.00115,84.0,7,1,29,1.0
HK.00116,74.0,89,0,0,0.4
HK.00117,99.0,98,1,16,0.85
HK.00118,59.0,29,1,23,1.0
HK.00119,41.0,21,1,38,1.0
HK.00120,8.0,17,1,3,0.85
HK.00122,42.0,56,1,5,0.45
HK.00123,43.0,47,1,28,1.0
HK.00124,40.0,35,1,30,1.0
HK.00125,42.0,57,1,14,0.7
HK.00126,36.0,28,1,14,0.9
HK.00127,44.0,46,1,14,0.85
HK.00128,94.0,98,0,0,0.65
HK.00129,23.0,42,1,7,0.6
HK.00130,80.0,42,1,4,0.6
HK.00131,67.0,54,1,10,0.65
HK.00132,39.0,53,1,14,0.7
HK.00135,58.0,73,0,0,0.6
HK.00136,15.0,41,1,7,0.55
HK.00137,72.0,92,0,0,0.5
HK.00138,5.0,8,1,9,0.85
HK.00139,17.0,86,0,0,0.5
HK.00142,57.0,81,0,0,0.25
HK.00144,69.0,83,0,0,0.65
HK.00145,40.0,31,1,16,0.8
HK.00146,55.0,44,1,13,0.65
HK.00147,3.0,8,1,30,1.0
HK.00148,91.0,3,1,17,0.85
HK.00149,81.0,78,0,0,0.65
HK.00150,52.0,44,1,11,0.6
HK.00151,22.0,19,1,19,0.95
HK.00152,35.0,65,1,1,0.6
HK.00154,25.0,27,1,1,0.95
HK.00156,77.0,47,1,14,0.7
HK.00157,52.0,75,1,11,0.6
HK.00158,59.0,65,1,13,0.65
HK.00159,35.0,56,1,6,0.55
HK.00160,23.0,15,1,28,1.0
HK.00162,25.0,4,1,28,1.0
HK.00163,25.0,22,1,22,1.0
HK.00164,73.0,26,1,19,0.95
HK.00165,26.0,64,1,1,0.75
HK.00166,33.0,85,0,0,0.65
HK.00167,95.0,30,1,13,0.65
HK.00168,55.0,64,1,14,0.7
HK.00169,38.0,28,1,22,1.0
HK.00171,5.0,30,0,0,0.85
HK.00173,50.0,46,1,20,1.0
HK.00174,69.0,80,1,8,0.5
HK.00175,59.0,65,1,1,0.65
HK.00176,64.0,60,1,13,0.65
HK.00177,73.0,68,1,19,0.95
HK.00178,89.0,76,1,10,0.5
HK.00179,24.0,7,1,15,0.9
HK.00180,60.0,82,0,0,0.75
HK.00181,56.0,20,1,21,1.0
HK.00182,68.0,41,1,19,0.95
HK.00183,36.0,62,1,8,0.45
HK.00184,68.0,65,1,3,0.65
HK.00185,9.0,11,1,17,0.9
HK.00186,4.0,1,1,14,0.7
HK.00187,15.0,17,1,23,1.0
HK.00188,71.0,81,0,0,0.65
HK.00189,80.0,9,1,17,0.85
HK.00191,38.0,13,1,22,1.0
HK.00193,51.0,41,1,9,0.75
HK.00194,70.0,70,1,14,0.75
HK.00195,64.0,60,1,13,0.65
HK.00196,16.0,12,1,14,0.95
HK.00197,74.0,68,1,5,0.55
HK.00199,98.0,95,1,14,0.7
HK.00200,32.0,72,0,0,0.9
HK.00201,52.0,42,1,14,0.75
HK.00202,13.0,19,1,19,0.95
HK.00205,91.0,48,1,1,0.85
HK.00206,31.0,8,1,16,0.9
HK.00209,97.0,92,0,0,0.35
HK.00210,41.0,46,1,18,0.9
HK.00211,61.0,78,1,10,0.5
HK.00212,71.0,62,1,11,0.6
HK.00213,56.0,33,1,15,0.9
HK.00214,17.0,12,1,31,1.0
HK.00215,74.0,73,1,6,0.45
HK.00216,29.0,16,1,17,0.9
HK.00217,37.0,28,1,15,0.75
HK.00218,20.0,56,0,0,0.6
HK.00219,79.0,73,1,7,0.55
HK.00220,56.0,77,1,6,0.4
HK.00222,78.0,85,1,1,0.2
HK.00223,22.0,14,1,16,0.95
HK.00224,52.0,71,0,0,0.5
HK.00225,62.0,56,1,13,0.65
HK.00227,11.0,30,1,7,0.75
HK.00228,27.0,25,1,22,1.0
HK.00229,61.0,55,1,15,0.75
HK.00232,97.0,98,0,0,0.0
HK.00234,36.0,34,1,6,0.85
HK.00235,17.0,30,1,15,0.8
HK.00236,48.0,20,1,13,0.65
HK.00237,69.0,56,1,8,0.55
HK.00239,66.0,66,1,10,0.6
HK.00240,79.0,54,0,0,0.9
HK.00241,15.0,43,1,11,0.8
HK.00242,29.0,32,1,22,1.0
HK.00243,87.0,44,0,0,0.85
HK.00244,53.0,45,1,16,0.8
HK.00245,59.0,49,1,2,0.75
HK.00247,62.0,60,1,13,0.65
HK.00248,51.0,28,1,10,0.9
HK.00251,60.0,53,1,15,0.75
HK.00252,66.0,60,1,13,0.65
HK.00253,69.0,50,1,16,0.8
HK.00254,2.0,3,1,22,1.0
HK.00255,70.0,65,1,8,0.45
HK.00256,11.0,85,1,2,0.25
HK.00257,73.0,55,1,1,0.75
HK.00258,46.0,82,1,6,0.3
HK.00259,75.0,10,1,18,0.95
HK.00261,25.0,53,0,0,0.3
HK.00262,48.0,28,1,20,1.0
HK.00264,78.0,57,1,17,0.85
HK.00265,57.0,28,1,13,0.65
HK.00266,57.0,57,1,13,0.65
HK.00267,73.0,66,0,0,0.8
HK.00268,11.0,76,0,0,0.55
HK.00269,64.0,60,1,14,0.7
HK.00270,80.0,79,0,0,0.5
HK.00271,42.0,36,1,19,0.95
HK.00272,29.0,74,1,4,0.35
HK.00274,64.0,60,1,13,0.65
HK.00276,58.0,89,0,0,0.55
HK.00277,24.0,7,1,14,0.7
HK.00279,9.0,18,1,18,0.9
HK.00280,85.0,94,0,0,0.05
HK.00285,26.0,48,1,2,0.8
HK.00286,64.0,60,1,13,0.65
HK.00287,70.0,63,1,13,0.65
HK.00288,66.0,42,1,16,0.85
HK.00289,68.0,47,1,2,0.8
HK.00290,7.0,2,1,43,1.0
HK.00291,48.0,54,1,1,0.4
HK.00293,86.0,90,0,0,0.25
HK.00294,77.0,92,0,0,0.05
HK.00295,32.0,19,1,5,0.75
HK.00296,34.0,53,1,2,0.65
HK.00297,43.0,40,1,28,1.0
HK.00298,42.0,33,1,21,1.0
HK.00299,64.0,60,1,13,0.65
HK.00300,82.0,91,0,0,0.0
HK.00301,98.0,99,0,0,0.0
HK.00302,8.0,40,0,0,0.85
HK.00303,40.0,44,1,6,0.75
HK.00305,33.0,41,1,18,0.95
HK.00306,83.0,80,1,6,0.5
HK.00308,48.0,80,0,0,0.6
HK.00309,14.0,39,1,4,0.7
HK.00311,74.0,13,1,23,1.0
HK.00312,19.0,21,1,9,0.8
HK.00313,44.0,89,0,0,0.45
HK.00314,12.0,54,1,5,0.25
HK.00315,71.0,67,1,14,0.75
HK.00316,83.0,91,0,0,0.15
HK.00317,28.0,19,1,11,0.95
HK.00318,93.0,89,1,9,0.45
HK.00320,52.0,56,1,13,0.65
HK.00321,82.0,52,1,15,0.8
HK.00322,72.0,85,1,1,0.15
HK.00323,18.0,24,1,52,1.0
HK.00325,9.0,48,1,4,0.55
HK.00326,92.0,83,1,3,0.4
HK.00327,32.0,83,0,0,0.15
HK.00328,2.0,4,1,10,0.75
HK.00329,5.0,2,1,25,1.0
HK.00330,6.0,38,1,8,0.95
HK.00331,54.0,52,1,14,0.7
HK.00332,4.0,2,1,15,0.9
HK.00333,29.0,40,1,7,0.65
HK.00334,76.0,32,1,23,1.0
HK.00335,61.0,64,1,14,0.7
HK.00336,28.0,22,1,31,1.0
HK.00337,11.0,12,1,28,1.0
HK.00338,45.0,64,1,1,0.85
HK.00340,21.0,52,0,0,0.65
HK.00341,77.0,93,0,0,0.15
HK.00343,25.0,30,1,15,0.8
HK.00345,48.0,55,1,10,0.5
HK.00346,25.0,38,0,0,0.85
HK.00347,17.0,43,1,1,0.9
HK.00348,14.0,37,1,3,0.85
HK.00351,90.0,43,1,6,0.65
HK.00352,95.0,60,1,13,0.65
HK.00353,77.0,80,0,0,0.75
HK.00354,26.0,74,1,2,0.8
HK.00355,40.0,76,0,0,0.75
HK.00357,12.0,74,0,0,0.85
HK.00358,84.0,69,0,0,0.75
HK.00360,20.0,10,1,38,1.0
HK.00361,18.0,62,1,3,0.35
HK.00362,64.0,60,1,13,0.65
HK.00363,66.0,70,1,1,0.75
HK.00365,90.0,13,1,35,1.0
HK.00366,47.0,45,1,17,0.85
HK.00367,27.0,23,1,17,0.85
HK.00368,98.0,95,1,16,0.8
HK.00369,79.0,55,1,17,0.85
HK.00370,1.0,8,1,14,0.75
HK.00371,52.0,40,1,3,0.9
HK.00372,44.0,21,1,16,0.8
HK.00373,55.0,37,1,22,1.0
HK.00374,68.0,73,1,5,0.45
HK.00375,76.0,50,1,6,0.65
HK.00376,5.0,13,1,72,1.0
HK.00377,91.0,95,1,2,0.25
HK.00379,63.0,30,0,0,0.95
HK.00380,35.0,22,1,20,1.0
HK.00381,4.0,14,1,65,1.0
HK.00382,3.0,16,1,71,1.0
HK.00383,34.0,27,1,39,1.0
HK.00384,29.0,30,1,30,1.0
HK.00385,33.0,79,0,0,0.65
HK.00386,66.0,69,1,2,0.65
HK.00387,83.0,69,1,13,0.65
HK.00388,57.0,75,1,1,0.25
HK.00389,5.0,11,1,16,0.85
HK.00390,51.0,72,0,0,0.75
HK.00391,76.0,83,0,0,0.5
