code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00110,95.0,94,0,0,0.75,0.1077
HK.00111,85.0,34,1,3,0.55,
HK.00113,72.0,75,0,0,0.0,0.1137
HK.00114,77.0,75,1,1,0.2,0.1035
HK.00115,80.0,14,1,16,0.85,0.2363
HK.00116,45.0,39,1,2,0.6,0.2347
HK.00117,99.0,99,1,3,0.4,
HK.00118,52.0,23,1,11,0.75,
HK.00119,43.0,14,1,25,1.0,0.3151
HK.00120,6.0,12,1,10,0.65,
HK.00122,40.0,66,0,0,0.05,0.5217
HK.00123,41.0,30,1,15,0.75,0.5593
HK.00124,38.0,32,1,17,0.85,0.6553
HK.00125,32.0,61,0,0,0.05,0.6592
HK.00126,33.0,33,1,2,0.3,0.6498
HK.00127,40.0,47,1,1,0.6,0.4023
HK.00128,93.0,98,0,0,0.0,
HK.00129,27.0,58,0,0,0.4,0.6682
HK.00130,87.0,79,0,0,0.15,
HK.00131,69.0,75,1,1,0.1,0.4518
HK.00132,35.0,57,0,0,0.3,0.6199
HK.00135,52.0,55,1,2,0.55,0.4067
HK.00136,27.0,88,0,0,0.2,0.5337
HK.00137,45.0,55,0,0,0.45,0.5085
HK.00138,4.0,10,1,13,0.65,0.7999
HK.00139,31.0,91,0,0,0.25,0.8658
HK.00142,45.0,58,1,1,0.2,0.1742
HK.00144,53.0,44,1,25,1.0,0.1466
HK.00145,35.0,37,1,3,0.45,
HK.00146,59.0,66,0,0,0.0,0.136
HK.00147,13.0,27,1,17,0.85,
HK.00148,96.0,96,1,4,0.2,0.4831
HK.00149,64.0,61,1,3,0.2,0.2044
HK.00150,58.0,80,0,0,0.35,0.4584
HK.00151,18.0,16,1,6,0.45,0.4666
HK.00152,28.0,36,1,1,0.6,0.3157
HK.00154,22.0,16,1,66,1.0,0.3998
HK.00156,79.0,63,1,1,0.15,0.1354
HK.00157,47.0,67,0,0,0.05,0.3411
HK.00158,55.0,62,0,0,0.15,0.3376
HK.00159,35.0,65,0,0,0.4,
HK.00160,23.0,13,1,16,0.8,0.5658
HK.00162,26.0,7,1,16,0.85,
HK.00163,25.0,30,1,9,0.9,0.7015
HK.00164,83.0,80,1,6,0.3,0.6527
HK.00165,24.0,48,1,11,0.75,0.526
HK.00166,23.0,31,1,13,0.8,0.6746
HK.00167,95.0,90,0,0,0.2,
HK.00168,50.0,52,1,1,0.4,0.3292
HK.00169,42.0,69,1,9,0.45,
HK.00171,2.0,2,1,66,1.0,
HK.00173,49.0,36,1,7,0.8,0.2352
HK.00174,53.0,84,1,1,0.05,0.4747
HK.00175,68.0,60,0,0,0.45,0.1712
HK.00176,63.0,72,0,0,0.0,0.6965
HK.00177,67.0,59,1,6,0.3,0.0941
HK.00178,90.0,88,0,0,0.0,0.0565
HK.00179,26.0,28,1,2,0.65,0.4889
HK.00180,48.0,55,1,4,0.4,0.5676
HK.00181,56.0,29,1,8,0.4,0.1778
HK.00182,79.0,65,1,6,0.3,0.5453
HK.00183,39.0,68,1,1,0.1,0.5895
HK.00184,70.0,79,0,0,0.05,0.1836
HK.00185,19.0,12,1,4,0.8,0.8647
HK.00186,41.0,68,1,1,0.1,
HK.00187,15.0,21,1,10,0.9,0.4662
HK.00188,60.0,69,1,3,0.25,0.2435
HK.00189,89.0,89,1,4,0.2,0.3204
HK.00191,78.0,50,1,9,0.6,0.297
HK.00193,53.0,51,1,4,0.25,0.6703
HK.00194,58.0,54,1,1,0.1,0.2613
HK.00195,63.0,72,0,0,0.0,0.2915
HK.00196,24.0,18,1,1,0.95,0.4126
HK.00197,82.0,89,0,0,0.1,0.5006
HK.00199,98.0,97,1,1,0.05,
HK.00200,26.0,28,1,3,0.75,0.5214
HK.00201,52.0,59,0,0,0.2,0.4003
HK.00202,8.0,9,1,7,0.95,
HK.00205,90.0,29,1,5,0.7,
HK.00206,62.0,9,1,3,0.9,0.4526
HK.00209,96.0,95,0,0,0.05,
HK.00210,37.0,38,1,5,0.35,0.3307
HK.00211,60.0,68,0,0,0.15,0.1248
HK.00212,67.0,68,1,1,0.05,0.1532
HK.00213,55.0,45,1,2,0.6,0.5607
HK.00214,11.0,7,1,18,0.9,0.6778
HK.00215,71.0,69,0,0,0.05,0.0957
HK.00216,30.0,20,1,4,0.8,0.4627
HK.00217,61.0,41,1,1,0.3,0.4615
HK.00218,20.0,49,1,1,0.45,
HK.00219,78.0,68,0,0,0.25,0.3555
HK.00220,55.0,79,0,0,0.2,0.2359
HK.00222,82.0,95,0,0,0.25,0.1139
HK.00223,21.0,10,1,3,0.95,0.7768
HK.00224,36.0,43,1,4,0.2,0.5269
HK.00225,57.0,64,1,1,0.05,0.1847
HK.00227,17.0,37,1,2,0.95,
HK.00228,24.0,26,1,9,0.8,0.7551
HK.00229,55.0,49,1,3,0.35,0.2837
HK.00232,97.0,98,0,0,0.0,
HK.00234,40.0,46,1,3,0.4,0.5494
HK.00235,30.0,49,1,2,0.35,0.5221
HK.00236,74.0,76,0,0,0.05,0.1073
HK.00237,75.0,70,0,0,0.25,0.1925
HK.00239,72.0,80,0,0,0.05,0.2191
HK.00240,68.0,27,1,12,0.9,0.1614
HK.00241,17.0,31,0,0,0.9,0.5009
HK.00242,26.0,30,1,9,0.45,0.5357
HK.00243,87.0,7,1,19,0.95,
HK.00244,47.0,40,1,3,0.25,0.2372
HK.00245,50.0,77,1,4,0.35,0.4331
HK.00247,64.0,72,0,0,0.0,0.1925
HK.00248,46.0,46,1,2,0.85,0.2885
HK.00251,56.0,62,1,3,0.15,0.4029
HK.00252,64.0,72,0,0,0.0,0.5781
HK.00253,65.0,54,1,3,0.25,0.3898
HK.00254,1.0,0,1,9,0.45,
HK.00255,65.0,69,1,1,0.05,0.1421
HK.00256,6.0,39,0,0,0.75,0.9444
HK.00257,69.0,49,1,6,0.8,0.1172
HK.00258,44.0,62,0,0,0.05,0.3894
HK.00259,84.0,66,1,5,0.35,0.3199
HK.00261,10.0,10,1,5,0.7,0.9354
HK.00262,67.0,69,1,7,0.35,0.2542
HK.00264,70.0,91,1,4,0.2,
HK.00265,82.0,66,0,0,0.0,
HK.00266,51.0,65,0,0,0.0,0.3355
HK.00267,61.0,34,1,14,0.7,0.1455
HK.00268,12.0,36,0,0,0.95,0.6041
HK.00269,59.0,72,0,0,0.0,
HK.00270,72.0,52,1,4,0.3,0.0756
HK.00271,42.0,46,1,6,0.6,0.3724
HK.00272,23.0,46,1,1,0.5,0.5203
HK.00274,62.0,72,0,0,0.0,
HK.00276,55.0,80,0,0,0.35,0.4733
HK.00277,62.0,72,0,0,0.0,0.5245
HK.00279,14.0,31,1,5,0.9,
HK.00280,84.0,91,0,0,0.05,0.0126
HK.00285,16.0,14,1,21,1.0,0.6732
HK.00286,63.0,72,0,0,0.0,0.6979
HK.00287,73.0,78,0,0,0.0,0.1498
HK.00288,50.0,26,1,3,0.45,0.2009
HK.00289,69.0,53,1,4,0.3,0.1101
HK.00290,49.0,1,1,30,1.0,0.7434
HK.00291,43.0,45,1,2,0.75,0.3886
HK.00293,84.0,88,0,0,0.25,0.008
HK.00294,51.0,68,1,1,0.1,0.537
HK.00295,33.0,9,1,12,0.95,
HK.00296,28.0,34,1,1,0.6,0.5948
HK.00297,52.0,33,1,15,0.75,0.236
HK.00298,41.0,34,1,7,0.45,0.3718
HK.00299,63.0,72,0,0,0.0,
HK.00300,78.0,84,0,0,0.05,0.0351
HK.00301,97.0,99,0,0,0.0,0.0
HK.00302,7.0,9,1,39,1.0,0.8595
HK.00303,40.0,37,1,5,0.55,0.2406
HK.00305,33.0,37,1,5,0.8,
HK.00306,83.0,90,0,0,0.0,0.0489
HK.00308,32.0,50,1,11,0.75,
HK.00309,9.0,19,1,11,0.6,
HK.00311,84.0,77,1,10,0.5,0.3578
HK.00312,39.0,79,1,2,0.25,
HK.00313,29.0,33,1,2,0.7,0.8268
HK.00314,5.0,77,0,0,0.35,0.8468
HK.00315,69.0,53,1,1,0.25,0.0473
HK.00316,60.0,42,1,2,0.7,0.1262
HK.00317,58.0,43,1,13,0.9,0.4795
HK.00318,93.0,93,0,0,0.0,
HK.00320,60.0,75,0,0,0.0,0.2505
HK.00321,81.0,52,1,2,0.25,0.1244
HK.00322,66.0,66,0,0,0.7,0.1861
HK.00323,16.0,11,1,39,1.0,0.4355
HK.00325,11.0,34,0,0,0.7,0.7455
HK.00326,95.0,47,0,0,0.45,
HK.00327,24.0,66,0,0,0.45,0.4245
HK.00328,3.0,23,1,1,0.55,
HK.00329,6.0,3,1,12,0.65,0.843
HK.00330,4.0,14,1,63,1.0,
HK.00331,52.0,55,1,1,0.1,0.2364
HK.00332,17.0,25,1,1,0.9,
HK.00333,27.0,43,1,3,0.55,0.5513
HK.00334,81.0,29,1,10,0.6,0.2837
HK.00335,57.0,70,0,0,0.0,0.4263
HK.00336,33.0,15,1,18,0.9,0.3104
HK.00337,23.0,22,1,15,0.95,
HK.00338,38.0,34,1,4,0.5,0.3132
HK.00340,19.0,18,1,2,0.8,0.47
HK.00341,70.0,95,0,0,0.0,0.4729
HK.00343,17.0,25,1,3,0.6,0.6258
HK.00345,47.0,83,0,0,0.25,0.5703
HK.00346,15.0,12,1,17,0.9,
HK.00347,15.0,24,1,77,1.0,0.5191
HK.00348,16.0,57,0,0,0.35,0.7149
HK.00351,93.0,91,0,0,0.3,
HK.00352,96.0,72,0,0,0.0,
HK.00353,61.0,48,1,1,0.35,0.6621
HK.00354,20.0,25,1,17,0.85,0.6382
HK.00355,34.0,29,1,15,0.9,0.751
HK.00357,5.0,15,1,124,1.0,0.6546
HK.00358,80.0,25,1,9,0.6,0.3389
HK.00360,41.0,33,1,25,1.0,0.6592
HK.00361,24.0,45,0,0,0.75,
HK.00362,63.0,72,0,0,0.0,
HK.00363,57.0,47,1,3,0.95,0.0948
HK.00365,93.0,21,1,22,1.0,
HK.00366,41.0,35,1,4,0.4,0.272
HK.00367,25.0,32,1,4,0.35,0.5485
HK.00368,98.0,98,1,3,0.15,
HK.00369,76.0,45,1,5,0.3,0.2878
HK.00370,2.0,16,1,1,0.55,
HK.00371,49.0,36,1,27,1.0,0.2561
HK.00372,36.0,36,1,3,0.55,
HK.00373,62.0,33,1,10,0.5,0.3256
HK.00374,54.0,65,1,1,0.05,0.2582
HK.00375,82.0,83,1,1,0.05,0.1312
HK.00376,6.0,8,1,59,1.0,
HK.00377,90.0,94,0,0,0.05,
HK.00379,29.0,2,1,13,0.8,
HK.00380,55.0,52,1,7,0.35,0.2588
HK.00381,1.0,13,1,52,1.0,
HK.00382,1.0,5,1,58,1.0,0.8211
HK.00383,44.0,24,1,25,1.0,0.364
HK.00384,23.0,13,1,17,0.85,0.3874
HK.00385,18.0,32,1,2,0.15,0.4775
HK.00386,57.0,54,1,1,0.15,0.3702
HK.00387,85.0,88,0,0,0.0,0.1127
HK.00388,51.0,53,1,1,0.35,0.0996
HK.00389,5.0,11,1,3,0.6,0.7699
HK.00390,38.0,34,1,7,0.35,0.3564
HK.00391,68.0,75,1,1,0.15,0.5348
HK.00392,54.0,67,0,0,0.35,0.1572
HK.00393,68.0,69,1,1,0.05,0.056
HK.00396,93.0,15,1,10,0.7,
HK.00397,28.0,60,0,0,0.25,0.7933
HK.00398,65.0,75,1,1,0.05,0.18
HK.00399,7.0,52,0,0,0.3,
HK.00400,95.0,97,0,0,0.0,0.1296
HK.00401,84.0,7,1,4,0.9,
HK.00403,41.0,41,1,5,0.25,0.4298
HK.00406,13.0,8,1,16,0.9,0.683
HK.00408,82.0,76,0,0,0.25,0.0331
HK.00410,21.0,26,1,31,1.0,0.6448
HK.00411,62.0,46,0,0,0.35,0.0672
HK.00412,0.0,1,1,75,1.0,
HK.00413,24.0,48,1,3,0.65,0.6245
HK.00417,43.0,66,1,1,0.25,
HK.00418,34.0,48,1,2,0.35,0.5528
HK.00419,89.0,95,1,2,0.35,
HK.00420,72.0,69,1,1,0.05,0.1735
HK.00422,26.0,43,1,1,0.1,0.7018
HK.00423,47.0,47,0,0,0.3,0.2883
HK.00425,55.0,29,1,1,0.85,0.2929
HK.00426,94.0,91,0,0,0.3,
HK.00430,41.0,35,1,4,0.2,0.259
HK.00431,63.0,72,0,0,0.0,
HK.00432,70.0,32,1,10,0.95,0.3071
HK.00433,75.0,48,1,2,0.3,
HK.00434,7.0,19,1,14,0.95,0.7609
HK.00436,35.0,28,1,16,0.85,
HK.00438,13.0,27,1,7,0.95,0.73
HK.00439,6.0,21,1,25,1.0,0.7905
HK.00440,81.0,78,0,0,0.05,0.0228
HK.00442,25.0,19,1,5,0.6,0.5971
HK.00444,63.0,72,0,0,0.0,
HK.00450,38.0,41,1,3,0.25,0.405
HK.00451,75.0,27,1,5,0.7,0.5014
HK.00455,24.0,53,1,1,0.3,0.7611
HK.00456,70.0,75,1,2,0.25,0.4332
HK.00458,76.0,90,0,0,0.25,0.4256
HK.00460,13.0,19,1,2,0.8,0.4863
HK.00464,73.0,96,0,0,0.05,
HK.00465,99.0,98,1,4,0.55,
HK.00467,18.0,10,1,30,1.0,0.5704
HK.00468,63.0,72,0,0,0.0,0.293
HK.00470,,5,1,26,1.0,0.4442
HK.00471,1.0,10,1,52,1.0,
HK.00472,68.0,38,1,5,0.7,
HK.00474,94.0,77,0,0,0.0,
HK.00475,51.0,62,1,2,0.1,
HK.00476,18.0,20,1,5,0.75,
HK.00480,60.0,42,1,2,0.55,0.4051
HK.00482,22.0,14,1,3,0.55,0.7137
HK.00483,15.0,12,1,26,1.0,0.5965
HK.00484,30.0,21,1,18,0.9,0.4205
HK.00485,86.0,66,0,0,0.0,0.1328
HK.00486,23.0,16,1,17,0.95,0.4871
HK.00487,9.0,36,1,5,0.55,
HK.00488,87.0,67,0,0,0.9,0.2397
HK.00491,22.0,35,1,4,0.9,
HK.00493,14.0,15,1,12,0.9,0.7715
HK.00495,63.0,72,0,0,0.0,
HK.00496,6.0,4,1,34,1.0,0.6315
HK.00497,54.0,30,1,5,0.55,0.1829
HK.00498,11.0,45,0,0,0.35,
HK.00499,92.0,90,0,0,0.05,
HK.00500,22.0,45,1,1,0.7,0.7955
HK.00505,65.0,67,0,0,0.4,0.3816
HK.00506,41.0,54,1,1,0.05,0.2559
HK.00508,39.0,22,1,8,0.95,0.5447
HK.00509,63.0,72,0,0,0.0,
HK.00510,83.0,94,1,1,0.2,
HK.00511,24.0,35,1,13,0.85,0.5055
HK.00512,17.0,47,0,0,0.6,0.4611
HK.00513,27.0,8,1,28,1.0,0.5872
HK.00515,47.0,72,0,0,0.0,
HK.00517,55.0,44,1,6,0.45,0.2016
HK.00518,51.0,55,1,4,0.3,0.3776
HK.00519,52.0,76,0,0,0.25,
HK.00520,3.0,13,1,30,1.0,0.8489
HK.00521,71.0,40,1,5,0.3,0.2621
HK.00522,95.0,92,1,3,0.15,0.2671
HK.00524,98.0,98,0,0,0.3,
HK.00525,70.0,68,0,0,0.15,0.3037
HK.00526,87.0,91,1,1,0.15,0.5654
HK.00527,61.0,57,1,3,0.4,0.3925
HK.00528,58.0,66,0,0,0.2,0.344
HK.00529,56.0,61,1,2,0.1,0.3388
HK.00532,88.0,17,1,17,0.85,
HK.00533,56.0,46,1,1,0.3,0.4872
HK.00535,7.0,17,1,20,1.0,0.7783
HK.00536,80.0,78,1,1,0.05,0.0473
HK.00538,60.0,63,1,1,0.05,0.2773
HK.00540,77.0,65,1,5,0.25,
HK.00542,60.0,11,1,36,1.0,0.5767
HK.00543,51.0,78,0,0,0.35,0.3546
HK.00544,86.0,33,1,4,0.9,
HK.00546,17.0,22,1,1,0.95,0.44
HK.00547,28.0,78,0,0,0.55,0.5985
HK.00548,52.0,56,0,0,0.35,0.3692
HK.00550,98.0,78,1,2,0.8,
HK.00551,56.0,49,1,9,0.5,0.3294
HK.00552,61.0,69,1,2,0.1,0.2864
HK.00553,17.0,10,1,13,0.95,0.4725
HK.00554,37.0,81,1,2,0.2,0.4746
HK.00556,91.0,95,0,0,0.05,0.4252
HK.00557,46.0,93,1,2,0.1,0.5161
HK.00558,3.0,2,1,35,1.0,0.7773
HK.00559,60.0,75,0,0,0.0,0.7097
HK.00560,41.0,52,1,3,0.2,0.3036
HK.00563,27.0,32,1,2,0.85,0.5957
HK.00564,28.0,35,1,1,0.9,0.352
HK.00565,92.0,76,1,1,0.1,0.1227
HK.00567,95.0,38,1,1,0.65,
HK.00568,57.0,10,1,16,0.9,
HK.00570,18.0,31,1,2,0.95,0.7588
HK.00571,39.0,39,1,8,0.55,0.4896
HK.00572,29.0,53,0,0,0.5,0.5899
HK.00573,37.0,50,1,2,0.25,0.7315
HK.00574,3.0,1,1,16,0.95,
HK.00575,80.0,96,0,0,0.3,
HK.00576,48.0,46,1,7,0.35,0.1168
HK.00579,45.0,52,1,2,0.35,0.2065
HK.00580,82.0,74,1,5,0.25,0.3824
HK.00581,32.0,28,1,11,0.7,0.4503
HK.00582,1.0,2,1,69,1.0,0.909
HK.00583,42.0,28,1,6,0.85,0.5277
HK.00585,99.0,99,0,0,0.0,
HK.00586,65.0,42,1,1,0.45,0.1663
HK.00587,8.0,17,1,66,1.0,0.7396
HK.00588,37.0,29,1,8,0.6,0.3895
HK.00590,64.0,83,0,0,0.1,0.2273
HK.00591,46.0,83,0,0,0.2,0.4551
HK.00595,96.0,93,0,0,0.65,0.3097
HK.00596,12.0,77,0,0,0.6,0.7482
HK.00598,45.0,30,1,28,1.0,0.1743
HK.00599,37.0,62,1,2,0.15,0.4498
HK.00600,,6,1,36,1.0,0.5647
HK.00601,52.0,51,1,1,0.05,0.3551
HK.00602,75.0,92,0,0,0.6,
HK.00603,26.0,16,1,17,0.9,
HK.00604,34.0,26,1,17,0.9,0.5243
HK.00605,33.0,31,1,5,0.5,
HK.00606,38.0,33,1,8,0.4,0.3553
HK.00607,75.0,0,1,13,0.65,
HK.00608,51.0,81,0,0,0.1,0.4501
HK.00609,27.0,28,1,9,0.8,0.3431
HK.00610,72.0,68,0,0,0.0,0.2114
HK.00611,57.0,49,1,6,0.55,0.2448
HK.00613,95.0,97,0,0,0.0,0.0605
HK.00616,40.0,15,1,3,0.5,
HK.00617,21.0,19,1,18,0.95,0.8611
HK.00618,93.0,90,1,1,0.1,0.3507
HK.00619,75.0,62,1,2,0.8,
HK.00620,88.0,97,0,0,0.0,
HK.00621,72.0,56,1,12,0.6,0.4599
HK.00622,96.0,86,1,1,0.25,0.0967
HK.00623,58.0,68,1,1,0.05,0.3082
HK.00626,70.0,63,0,0,0.3,0.4378
HK.00627,82.0,86,1,6,0.4,
HK.00628,66.0,3,1,4,0.9,0.5927
HK.00629,32.0,27,1,2,0.35,0.2961
HK.00630,62.0,15,1,21,1.0,
HK.00631,35.0,14,1,3,0.95,0.5114
HK.00632,24.0,39,1,3,0.4,
HK.00635,54.0,48,1,4,0.25,0.3009
HK.00636,36.0,48,1,1,0.45,0.4206
HK.00637,79.0,78,0,0,0.0,
HK.00639,32.0,20,1,16,0.8,0.4305
HK.00640,76.0,64,0,0,0.05,0.0229
HK.00641,86.0,80,1,4,0.35,0.2318
HK.00643,14.0,14,1,20,1.0,
HK.00645,86.0,70,0,0,0.4,
HK.00646,18.0,54,1,1,0.4,0.6834
HK.00648,0.0,0,1,4,0.65,
HK.00650,84.0,4,1,32,1.0,0.628
HK.00653,6.0,44,0,0,0.8,
HK.00655,90.0,87,1,12,0.6,0.1772
HK.00656,37.0,59,1,1,0.05,0.395
HK.00657,81.0,84,1,7,0.45,0.3527
HK.00658,22.0,3,1,13,0.65,0.4774
HK.00659,73.0,54,1,3,0.15,0.0845
HK.00660,95.0,55,1,24,1.0,
HK.00661,82.0,28,1,10,0.6,0.5285
HK.00662,74.0,80,0,0,0.05,0.0693
HK.00664,,3,1,19,0.95,0.5297
HK.00666,43.0,20,1,3,0.6,0.446
HK.00667,24.0,46,0,0,0.6,0.4793
HK.00669,86.0,88,1,1,0.05,0.1556
HK.00670,39.0,32,1,6,0.6,0.4434
HK.00672,31.0,30,1,9,0.7,0.6008
HK.00673,49.0,13,1,8,0.55,
HK.00674,34.0,78,0,0,0.55,0.7525
HK.00675,64.0,59,0,0,0.05,0.255
HK.00676,66.0,79,0,0,0.0,0.0991
HK.00677,61.0,69,1,2,0.2,0.3712
HK.00679,98.0,96,1,11,0.55,
HK.00681,57.0,56,1,4,0.25,0.3138
HK.00682,46.0,59,1,2,0.15,0.7067
HK.00683,46.0,27,1,36,1.0,0.1818
HK.00684,23.0,29,1,8,0.45,0.6392
HK.00685,48.0,36,1,3,0.6,0.3924
HK.00686,27.0,35,1,5,0.7,0.689
HK.00687,77.0,79,1,1,0.05,0.0631
HK.00688,69.0,41,1,14,0.7,0.3083
HK.00689,76.0,18,1,5,0.95,0.5088
HK.00690,29.0,61,1,2,0.25,0.4328
HK.00691,5.0,11,1,18,0.95,0.7056
HK.00693,79.0,77,1,2,0.15,0.0585
HK.00694,16.0,34,1,17,0.9,0.5904
HK.00695,92.0,89,0,0,0.0,0.0738
HK.00696,37.0,49,1,1,0.7,0.3615
HK.00697,36.0,44,1,3,0.45,0.314
HK.00698,4.0,5,1,31,1.0,0.7706
HK.00700,44.0,82,0,0,0.1,0.2073
HK.00701,5.0,15,1,4,0.6,0.7667
HK.00702,63.0,72,0,0,0.0,
HK.00703,45.0,87,0,0,0.2,0.5966
HK.00704,88.0,72,0,0,0.0,
HK.00707,59.0,72,0,0,0.0,0.7838
HK.00708,63.0,72,0,0,0.0,
HK.00709,61.0,62,1,2,0.1,0.3336
HK.00710,36.0,55,1,4,0.75,0.5161
HK.00711,61.0,66,0,0,0.25,0.3252
HK.00712,11.0,8,1,47,1.0,
HK.00713,43.0,60,1,4,0.25,0.5425
HK.00716,20.0,29,1,2,0.9,0.5561
HK.00717,12.0,15,1,34,1.0,
HK.00718,49.0,84,0,0,0.1,
HK.00719,50.0,75,0,0,0.5,0.3171
HK.00720,91.0,80,1,3,0.35,0.1541
HK.00722,61.0,54,1,5,0.35,0.235
HK.00723,25.0,28,1,7,0.9,
HK.00725,89.0,46,1,15,0.75,0.2731
HK.00726,30.0,31,1,13,0.7,0.8647
HK.00727,12.0,28,1,6,0.65,
HK.00728,44.0,43,1,17,0.9,0.2987
HK.00730,75.0,87,0,0,0.0,0.2638
HK.00731,93.0,52,1,17,0.85,0.3113
HK.00732,46.0,46,1,4,0.65,0.3484
HK.00733,15.0,17,1,21,1.0,
HK.00736,10.0,3,1,59,1.0,
HK.00737,65.0,57,1,3,0.2,0.2225
HK.00738,70.0,45,0,0,0.65,0.4816
HK.00743,36.0,25,1,1,0.05,0.5906
HK.00745,99.0,98,1,1,0.05,
HK.00746,57.0,62,1,3,0.4,0.1946
HK.00747,75.0,24,0,0,0.95,0.423
HK.00750,37.0,37,1,5,0.45,0.5939
HK.00751,56.0,13,1,67,1.0,0.3406
HK.00752,51.0,64,1,1,0.05,0.1022
HK.00753,25.0,42,1,6,0.65,0.3789
HK.00754,42.0,72,0,0,0.0,0.592
HK.00755,50.0,85,0,0,0.65,
HK.00756,45.0,12,1,4,0.8,
HK.00757,30.0,39,1,1,0.7,0.6329
HK.00759,83.0,83,0,0,0.05,
