code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,87.0,84,0,0,0.4
HK.00002,80.0,75,1,3,0.35
HK.00003,70.0,72,0,0,0.6
HK.00004,37.0,37,1,46,1.0
HK.00005,89.0,88,0,0,0.05
HK.00006,76.0,56,1,6,0.65
HK.00007,65.0,60,1,13,0.65
HK.00008,75.0,71,1,2,0.55
HK.00010,51.0,51,1,6,0.95
HK.00012,68.0,73,0,0,0.6
HK.00013,25.0,62,1,7,0.4
HK.00014,74.0,70,0,0,0.6
HK.00016,79.0,50,1,3,0.6
HK.00017,41.0,26,1,48,1.0
HK.00018,29.0,22,1,16,0.8
HK.00019,88.0,91,0,0,0.2
HK.00020,17.0,34,1,53,1.0
HK.00021,21.0,12,1,16,0.95
HK.00022,2.0,14,1,68,1.0
HK.00023,84.0,92,0,0,0.5
HK.00025,85.0,92,1,2,0.2
HK.00026,73.0,71,1,12,0.65
HK.00027,58.0,87,0,0,0.35
HK.00028,31.0,31,1,9,0.85
HK.00029,35.0,30,1,15,0.75
HK.00030,51.0,67,1,3,0.3
HK.00031,47.0,13,1,17,0.85
HK.00032,62.0,63,0,0,0.8
HK.00033,52.0,60,1,13,0.65
HK.00034,87.0,76,1,6,0.4
HK.00035,43.0,44,1,12,0.75
HK.00036,61.0,60,1,13,0.65
HK.00037,63.0,45,1,11,0.55
HK.00038,80.0,93,0,0,0.4
HK.00039,20.0,60,1,13,0.65
HK.00040,64.0,51,1,15,0.75
HK.00041,71.0,54,1,17,0.95
HK.00042,26.0,10,1,16,0.95
HK.00045,67.0,84,0,0,0.6
HK.00046,47.0,72,1,5,0.5
HK.00048,93.0,83,1,1,0.4
HK.00050,70.0,64,1,14,0.7
HK.00051,70.0,56,1,13,0.65
HK.00052,67.0,83,1,9,0.45
HK.00053,69.0,72,1,6,0.7
HK.00055,29.0,44,1,19,0.95
HK.00057,59.0,58,1,17,0.9
HK.00058,86.0,38,1,13,0.75
HK.00059,65.0,60,1,13,0.65
HK.00060,51.0,33,1,14,0.7
HK.00061,20.0,39,1,3,0.55
HK.00062,61.0,56,1,11,0.6
HK.00063,21.0,15,1,18,0.9
HK.00064,86.0,87,0,0,0.35
HK.00065,12.0,29,1,75,1.0
HK.00066,79.0,76,0,0,0.5
HK.00068,,1,1,41,1.0
HK.00069,52.0,62,1,15,0.75
HK.00070,52.0,49,1,3,0.65
HK.00071,69.0,57,1,12,0.65
HK.00072,45.0,31,1,11,0.75
HK.00073,76.0,82,1,1,0.55
HK.00075,59.0,44,0,0,0.75
HK.00076,24.0,63,0,0,0.65
HK.00077,82.0,89,0,0,0.3
HK.00078,20.0,17,1,39,1.0
HK.00079,90.0,98,0,0,0.4
HK.00081,75.0,68,0,0,0.8
HK.00082,47.0,45,1,11,0.7
HK.00083,68.0,44,1,44,1.0
HK.00084,66.0,67,1,14,0.7
HK.00085,22.0,19,1,18,0.95
HK.00086,74.0,57,1,14,0.75
HK.00087,85.0,89,0,0,0.4
HK.00088,61.0,48,1,21,1.0
HK.00089,47.0,37,1,2,0.25
HK.00090,32.0,54,1,5,0.45
HK.00092,45.0,24,1,14,0.7
HK.00093,38.0,74,1,9,0.5
HK.00094,46.0,28,1,3,0.9
HK.00095,34.0,82,1,1,0.25
HK.00096,49.0,64,1,9,0.65
HK.00097,33.0,44,1,4,0.6
HK.00098,47.0,40,1,18,0.95
HK.00099,78.0,86,1,1,0.45
HK.00100,,0,1,24,1.0
HK.00101,48.0,49,1,6,0.95
HK.00103,10.0,12,1,18,0.9
HK.00104,76.0,68,1,10,0.65
HK.00105,72.0,69,1,9,0.45
HK.00106,68.0,60,1,13,0.65
HK.00107,55.0,48,1,36,1.0
HK.00108,50.0,5,1,17,0.85
HK.00110,97.0,98,0,0,0.05
HK.00111,78.0,30,1,2,0.7
HK.00113,77.0,80,1,2,0.25
HK.00114,82.0,77,1,5,0.5
HK.00115,84.0,6,1,29,1.0
HK.00116,70.0,86,0,0,0.4
HK.00117,98.0,97,1,16,0.85
HK.00118,51.0,29,1,24,1.0
HK.00119,40.0,18,1,38,1.0
HK.00120,7.0,22,1,3,0.85
HK.00122,44.0,55,1,4,0.4
HK.00123,44.0,52,1,28,1.0
HK.00124,42.0,39,1,30,1.0
HK.00125,44.0,56,1,13,0.65
HK.00126,40.0,28,1,14,0.9
HK.00127,42.0,41,1,14,0.85
HK.00128,94.0,98,0,0,0.65
HK.00129,35.0,77,0,0,0.55
HK.00130,74.0,28,1,4,0.6
HK.00131,66.0,54,1,10,0.65
HK.00132,32.0,39,1,14,0.7
HK.00135,59.0,73,0,0,0.6
HK.00136,16.0,47,1,7,0.55
HK.00137,73.0,92,0,0,0.5
HK.00138,6.0,9,1,10,0.85
HK.00139,14.0,78,1,1,0.55
HK.00142,59.0,86,0,0,0.25
HK.00144,69.0,85,0,0,0.65
HK.00145,57.0,49,0,0,0.75
HK.00146,55.0,50,1,13,0.65
HK.00147,4.0,10,1,30,1.0
HK.00148,88.0,2,1,17,0.85
HK.00149,77.0,72,0,0,0.6
HK.00150,48.0,42,1,11,0.6
HK.00151,24.0,21,1,19,0.95
HK.00152,37.0,72,0,0,0.6
HK.00154,25.0,27,1,80,1.0
HK.00156,79.0,41,1,14,0.7
HK.00157,52.0,63,1,11,0.6
HK.00158,59.0,56,1,13,0.65
HK.00159,40.0,66,1,6,0.55
HK.00160,21.0,13,1,29,1.0
HK.00162,34.0,10,1,28,1.0
HK.00163,26.0,27,1,22,1.0
HK.00164,80.0,47,1,19,0.95
HK.00165,28.0,73,0,0,0.75
HK.00166,32.0,84,0,0,0.65
HK.00167,96.0,29,1,12,0.6
HK.00168,57.0,70,1,14,0.7
HK.00169,34.0,20,1,22,1.0
HK.00171,6.0,30,0,0,0.85
HK.00173,49.0,45,1,20,1.0
HK.00174,70.0,79,1,8,0.5
HK.00175,62.0,73,0,0,0.65
HK.00176,65.0,60,1,13,0.65
HK.00177,74.0,69,1,19,0.95
HK.00178,89.0,82,0,0,0.45
HK.00179,18.0,9,1,15,0.9
HK.00180,62.0,81,0,0,0.75
HK.00181,57.0,34,1,21,1.0
HK.00182,48.0,20,1,19,0.95
HK.00183,33.0,32,1,9,0.5
HK.00184,70.0,65,1,3,0.65
HK.00185,10.0,21,1,18,0.9
HK.00186,4.0,1,1,13,0.65
HK.00187,15.0,19,1,23,1.0
HK.00188,59.0,53,1,1,0.7
HK.00189,70.0,6,1,17,0.85
HK.00191,35.0,10,1,22,1.0
HK.00193,51.0,42,1,9,0.75
HK.00194,72.0,70,1,14,0.75
HK.00195,65.0,60,1,13,0.65
HK.00196,16.0,14,1,14,0.95
HK.00197,62.0,72,1,5,0.55
HK.00199,98.0,91,1,14,0.7
HK.00200,36.0,76,0,0,0.85
HK.00201,55.0,45,1,14,0.75
HK.00202,14.0,18,1,19,0.95
HK.00205,91.0,46,1,17,0.85
HK.00206,30.0,9,1,16,0.9
HK.00209,97.0,92,0,0,0.35
HK.00210,35.0,25,1,18,0.9
HK.00211,62.0,79,1,10,0.5
HK.00212,72.0,67,1,11,0.6
HK.00213,56.0,45,1,15,0.9
HK.00214,17.0,19,1,31,1.0
HK.00215,74.0,70,1,6,0.45
HK.00216,30.0,16,1,17,0.9
HK.00217,40.0,24,1,15,0.75
HK.00218,24.0,76,0,0,0.6
HK.00219,79.0,72,1,7,0.55
HK.00220,61.0,82,1,6,0.4
HK.00222,83.0,88,1,3,0.25
HK.00223,22.0,14,1,15,0.95
HK.00224,53.0,70,0,0,0.5
HK.00225,64.0,65,1,13,0.65
HK.00227,11.0,29,1,7,0.75
HK.00228,28.0,23,1,22,1.0
HK.00229,59.0,52,1,15,0.75
HK.00232,97.0,98,0,0,0.0
HK.00234,37.0,32,1,5,0.8
HK.00235,16.0,42,1,15,0.8
HK.00236,53.0,28,1,13,0.65
HK.00237,73.0,56,1,8,0.55
HK.00239,69.0,63,1,10,0.6
HK.00240,77.0,54,1,1,0.95
HK.00241,16.0,51,1,11,0.8
HK.00242,30.0,34,1,22,1.0
HK.00243,84.0,34,1,1,0.85
HK.00244,56.0,47,1,16,0.8
HK.00245,61.0,67,1,2,0.75
HK.00247,63.0,60,1,13,0.65
HK.00248,52.0,40,1,10,0.9
HK.00251,68.0,52,1,16,0.8
HK.00252,66.0,60,1,13,0.65
HK.00253,72.0,50,1,16,0.8
HK.00254,2.0,12,1,22,1.0
HK.00255,71.0,63,1,9,0.5
HK.00256,7.0,65,1,2,0.25
HK.00257,76.0,71,0,0,0.75
HK.00258,46.0,79,1,6,0.3
HK.00259,75.0,11,1,18,0.95
HK.00261,24.0,68,0,0,0.3
HK.00262,49.0,28,1,19,0.95
HK.00264,76.0,27,1,17,0.85
HK.00265,58.0,27,1,13,0.65
HK.00266,60.0,64,1,14,0.7
HK.00267,73.0,65,0,0,0.8
HK.00268,14.0,88,0,0,0.5
HK.00269,62.0,60,1,14,0.7
HK.00270,82.0,81,0,0,0.5
HK.00271,39.0,30,1,19,0.95
HK.00272,33.0,78,1,4,0.35
HK.00274,65.0,60,1,13,0.65
HK.00276,46.0,62,1,1,0.55
HK.00277,24.0,7,1,13,0.65
HK.00279,10.0,20,1,18,0.9
HK.00280,86.0,93,0,0,0.05
HK.00285,25.0,43,1,2,0.8
HK.00286,65.0,60,1,13,0.65
HK.00287,70.0,62,1,13,0.65
HK.00288,68.0,40,1,16,0.85
HK.00289,73.0,65,1,2,0.8
HK.00290,7.0,1,1,43,1.0
HK.00291,54.0,73,1,2,0.45
HK.00293,87.0,91,0,0,0.25
HK.00294,78.0,91,0,0,0.05
HK.00295,34.0,23,1,5,0.75
HK.00296,34.0,52,1,1,0.6
HK.00297,43.0,35,1,28,1.0
HK.00298,42.0,32,1,20,1.0
HK.00299,65.0,60,1,13,0.65
HK.00300,84.0,91,0,0,0.0
HK.00301,98.0,99,0,0,0.0
HK.00302,8.0,36,1,1,0.9
HK.00303,49.0,66,1,6,0.75
HK.00305,32.0,48,1,18,0.95
HK.00306,83.0,79,1,5,0.45
HK.00308,48.0,80,0,0,0.6
HK.00309,14.0,37,1,4,0.7
HK.00311,75.0,18,1,23,1.0
HK.00312,22.0,21,1,9,0.8
HK.00313,46.0,82,0,0,0.45
HK.00314,13.0,55,1,5,0.25
HK.00315,72.0,67,1,14,0.75
HK.00316,84.0,91,0,0,0.15
HK.00317,25.0,18,1,11,0.95
HK.00318,93.0,91,1,9,0.45
HK.00320,52.0,63,1,14,0.7
HK.00321,82.0,50,1,15,0.8
HK.00322,76.0,89,0,0,0.15
HK.00323,19.0,27,1,52,1.0
HK.00325,10.0,64,1,4,0.55
HK.00326,94.0,81,1,3,0.4
HK.00327,30.0,83,1,1,0.2
HK.00328,2.0,4,1,10,0.75
HK.00329,3.0,2,1,25,1.0
HK.00330,6.0,38,1,9,0.95
HK.00331,55.0,49,1,14,0.7
HK.00332,4.0,2,1,15,0.9
HK.00333,30.0,40,1,7,0.65
HK.00334,77.0,31,1,22,1.0
HK.00335,62.0,64,1,13,0.65
HK.00336,25.0,20,1,31,1.0
HK.00337,10.0,14,1,28,1.0
HK.00338,41.0,56,1,2,0.9
HK.00340,24.0,45,0,0,0.65
HK.00341,77.0,92,1,1,0.15
HK.00343,24.0,24,1,16,0.85
HK.00345,50.0,62,1,10,0.5
HK.00346,20.0,24,1,6,0.9
HK.00347,17.0,45,1,2,0.95
HK.00348,15.0,36,1,2,0.85
HK.00351,91.0,80,1,6,0.65
HK.00352,95.0,60,1,13,0.65
HK.00353,73.0,71,0,0,0.75
HK.00354,30.0,86,0,0,0.75
HK.00355,35.0,73,0,0,0.75
HK.00357,12.0,83,0,0,0.85
HK.00358,85.0,71,0,0,0.75
HK.00360,16.0,8,1,38,1.0
HK.00361,18.0,66,1,3,0.35
HK.00362,65.0,60,1,13,0.65
HK.00363,64.0,70,1,1,0.75
HK.00365,90.0,16,1,35,1.0
HK.00366,49.0,45,1,17,0.85
HK.00367,27.0,23,1,16,0.8
HK.00368,98.0,95,1,15,0.75
HK.00369,75.0,57,1,18,0.9
HK.00370,1.0,8,1,14,0.75
HK.00371,57.0,48,1,3,0.9
HK.00372,32.0,13,1,17,0.85
HK.00373,54.0,35,1,23,1.0
HK.00374,68.0,72,1,5,0.45
HK.00375,73.0,35,1,6,0.65
HK.00376,4.0,13,1,72,1.0
HK.00377,91.0,95,1,1,0.2
HK.00379,55.0,29,0,0,0.9
HK.00380,35.0,21,1,19,0.95
HK.00381,3.0,12,1,65,1.0
HK.00382,3.0,22,1,71,1.0
HK.00383,39.0,30,1,39,1.0
HK.00384,33.0,39,1,30,1.0
HK.00385,35.0,75,0,0,0.65
HK.00386,63.0,70,1,2,0.65
HK.00387,83.0,67,1,13,0.65
HK.00388,60.0,78,0,0,0.25
HK.00389,7.0,20,0,0,0.8
HK.00390,53.0,77,0,0,0.75
HK.00391,75.0,84,0,0,0.5
HK.00392,67.0,86,0,0,0.05
HK.00393,69.0,62,1,14,0.7
HK.00396,96.0,97,0,0,0.5
HK.00397,26.0,44,1,2,0.75
HK.00398,68.0,62,1,14,0.7
HK.00399,5.0,35,1,13,0.65
HK.00400,91.0,86,1,12,0.6
HK.00401,73.0,11,1,16,0.9
HK.00403,48.0,34,1,2,0.75
HK.00406,23.0,26,1,29,1.0
HK.00408,88.0,90,0,0,0.2
HK.00410,19.0,23,1,44,1.0
HK.00411,59.0,46,1,13,0.7
HK.00412,1.0,6,1,88,1.0
HK.00413,23.0,18,1,10,0.7
HK.00417,27.0,40,1,6,0.65
HK.00418,48.0,73,1,5,0.6
HK.00419,77.0,49,1,11,0.65
HK.00420,68.0,39,1,14,0.7
HK.00422,42.0,71,1,3,0.45
HK.00423,51.0,47,1,14,0.8
HK.00425,42.0,22,1,14,0.85
HK.00426,92.0,81,1,10,0.65
HK.00430,49.0,30,1,17,0.85
HK.00432,60.0,34,1,23,1.0
HK.00433,40.0,7,1,15,0.8
HK.00434,6.0,32,1,1,0.8
HK.00436,42.0,42,0,0,0.95
HK.00438,14.0,44,1,19,0.95
HK.00439,11.0,36,1,1,0.85
HK.00440,90.0,94,0,0,0.1
HK.00442,36.0,36,1,18,0.9
HK.00444,65.0,60,1,13,0.65
HK.00450,49.0,51,1,15,0.75
HK.00451,29.0,6,1,10,0.85
HK.00455,41.0,87,0,0,0.4
HK.00456,88.0,96,0,0,0.45
HK.00458,69.0,53,1,3,0.25
HK.00460,19.0,54,0,0,0.55
HK.00464,76.0,94,1,5,0.25
HK.00465,99.0,97,1,2,0.9
HK.00467,20.0,19,1,2,0.9
HK.00468,65.0,60,1,13,0.65
HK.00470,,7,1,39,1.0
HK.00471,3.0,15,1,10,0.95
HK.00472,27.0,4,1,18,0.9
HK.00474,94.0,64,1,13,0.65
HK.00475,53.0,40,1,14,0.7
HK.00476,9.0,13,1,17,0.85
HK.00480,63.0,71,1,3,0.65
HK.00482,44.0,33,0,0,0.8
HK.00483,24.0,30,0,0,0.8
HK.00484,40.0,49,1,2,0.75
HK.00485,76.0,31,1,13,0.65
HK.00486,22.0,26,1,30,1.0
HK.00487,14.0,42,1,3,0.55
HK.00488,69.0,45,0,0,0.8
HK.00491,29.0,51,0,0,0.75
HK.00493,15.0,27,1,9,0.95
HK.00496,5.0,8,1,46,1.0
HK.00497,58.0,33,1,18,0.9
HK.00498,8.0,28,1,13,0.65
HK.00499,92.0,88,0,0,0.35
HK.00500,44.0,84,0,0,0.4
HK.00505,52.0,40,1,5,0.6
HK.00506,55.0,71,1,5,0.65
HK.00508,30.0,19,1,21,1.0
HK.00509,65.0,60,1,13,0.65
HK.00510,87.0,93,0,0,0.15
HK.00511,28.0,62,1,11,0.95
HK.00512,20.0,66,1,3,0.35
HK.00513,14.0,9,1,41,1.0
HK.00515,46.0,60,1,13,0.65
HK.00517,67.0,73,1,1,0.65
HK.00518,56.0,20,1,17,0.85
HK.00519,58.0,83,1,3,0.35
HK.00520,4.0,14,1,43,1.0
HK.00521,53.0,16,1,18,0.9
HK.00522,89.0,7,1,16,0.8
HK.00524,98.0,98,1,11,0.6
HK.00525,76.0,85,0,0,0.3
HK.00526,86.0,34,1,12,0.65
HK.00527,69.0,30,1,6,0.7
HK.00528,79.0,86,0,0,0.45
HK.00529,58.0,45,1,16,0.8
HK.00532,79.0,13,1,30,1.0
HK.00533,48.0,41,1,14,0.85
HK.00535,11.0,23,1,33,1.0
HK.00536,80.0,70,1,12,0.65
HK.00538,63.0,67,1,3,0.6
HK.00540,81.0,41,1,19,0.95
HK.00542,82.0,43,0,0,0.8
HK.00543,38.0,39,1,9,0.6
HK.00544,9.0,1,1,18,0.95
HK.00546,21.0,42,1,14,0.95
HK.00547,25.0,84,1,5,0.45
HK.00548,63.0,80,0,0,0.2
HK.00550,98.0,89,1,2,0.35
HK.00551,73.0,79,0,0,0.8
HK.00552,63.0,77,1,2,0.6
HK.00553,29.0,71,0,0,0.9
HK.00554,47.0,64,1,3,0.7
HK.00556,87.0,49,1,12,0.65
HK.00557,40.0,62,1,15,0.75
HK.00558,4.0,3,1,48,1.0
HK.00559,54.0,60,1,13,0.65
HK.00560,42.0,34,1,16,0.85
HK.00563,26.0,33,1,15,0.9
HK.00564,33.0,55,1,2,0.85
HK.00565,92.0,49,1,6,0.5
HK.00567,95.0,66,1,14,0.75
HK.00568,60.0,67,1,2,0.45
HK.00570,19.0,43,1,6,0.75
HK.00571,50.0,47,0,0,0.9
HK.00572,26.0,35,1,13,0.65
HK.00573,40.0,57,1,12,0.75
HK.00574,4.0,2,1,29,1.0
HK.00575,86.0,94,1,3,0.25
HK.00576,57.0,64,1,3,0.9
HK.00579,47.0,68,1,15,0.75
HK.00580,36.0,2,1,18,0.9
HK.00581,45.0,63,0,0,0.7
HK.00582,4.0,83,0,0,0.9
HK.00583,38.0,24,1,19,0.95
HK.00585,98.0,46,1,9,0.5
HK.00586,42.0,19,1,14,0.7
HK.00587,6.0,11,1,9,0.95
HK.00588,37.0,35,1,21,1.0
HK.00590,71.0,88,0,0,0.35
HK.00591,72.0,94,0,0,0.1
HK.00595,94.0,27,1,6,0.35
HK.00596,12.0,39,1,13,0.95
HK.00598,60.0,79,0,0,0.65
HK.00599,34.0,37,1,11,0.65
HK.00600,,6,1,49,1.0
HK.00601,62.0,51,1,14,0.7
HK.00602,73.0,44,1,2,0.65
HK.00603,32.0,22,1,30,1.0
HK.00604,37.0,55,1,3,0.9
HK.00605,43.0,86,0,0,0.85
HK.00606,56.0,48,1,3,0.9
HK.00607,20.0,2,1,26,1.0
HK.00608,43.0,51,1,5,0.45
HK.00609,35.0,50,1,1,0.95
HK.00610,80.0,84,0,0,0.2
HK.00611,62.0,55,1,1,0.85
HK.00613,97.0,98,0,0,0.0
HK.00616,16.0,2,1,16,0.8
HK.00617,16.0,32,1,31,1.0
HK.00618,90.0,14,1,14,0.75
HK.00619,68.0,69,0,0,0.65
HK.00620,44.0,86,1,3,0.25
HK.00621,67.0,41,1,25,1.0
HK.00622,97.0,93,0,0,0.55
HK.00623,55.0,53,1,14,0.7
HK.00626,74.0,72,0,0,0.55
HK.00627,76.0,65,1,19,0.95
HK.00628,72.0,8,1,1,0.9
HK.00629,53.0,47,1,14,0.8
HK.00630,2.0,1,1,35,1.0
HK.00631,36.0,46,1,1,0.7
HK.00632,13.0,10,1,16,0.85
HK.00635,51.0,35,1,16,0.8
HK.00636,40.0,66,1,6,0.85
HK.00637,55.0,31,1,12,0.65
HK.00639,35.0,57,1,2,0.85
HK.00640,75.0,63,1,14,0.75
HK.00641,79.0,30,1,17,0.85
HK.00643,21.0,82,0,0,0.6
HK.00645,87.0,61,1,8,0.65
HK.00646,52.0,76,1,1,0.4
HK.00648,0.0,0,1,17,0.85
HK.00650,40.0,2,1,45,1.0
HK.00653,10.0,99,0,0,0.15
HK.00655,92.0,95,0,0,0.75
HK.00656,61.0,86,0,0,0.3
HK.00657,44.0,11,1,20,1.0
HK.00658,18.0,8,1,26,1.0
HK.00659,74.0,57,1,16,0.8
HK.00660,92.0,6,1,37,1.0
HK.00661,50.0,37,1,2,0.95
HK.00662,70.0,56,1,13,0.7
HK.00664,,10,1,32,1.0
HK.00666,21.0,5,1,16,0.9
HK.00667,31.0,83,0,0,0.45
HK.00669,87.0,80,1,2,0.5
HK.00670,38.0,23,1,19,0.95
HK.00672,26.0,35,1,22,1.0
HK.00673,37.0,19,1,21,1.0
HK.00674,13.0,8,1,10,0.65
HK.00675,67.0,65,1,1,0.5
HK.00676,74.0,68,1,10,0.5
HK.00677,72.0,73,1,15,0.75
HK.00679,97.0,0,1,24,1.0
HK.00681,59.0,45,1,17,0.9
HK.00682,43.0,37,1,16,0.8
HK.00683,56.0,57,0,0,0.9
HK.00684,29.0,22,1,21,1.0
HK.00685,41.0,21,1,9,0.7
HK.00686,32.0,70,0,0,0.65
HK.00687,79.0,51,1,14,0.7
HK.00688,73.0,74,1,27,1.0
HK.00689,50.0,7,1,18,0.95
HK.00690,26.0,34,1,15,0.75
HK.00691,5.0,6,1,32,1.0
