code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,85.0,82,0,0,0.0
HK.00002,76.0,71,0,0,0.25
HK.00003,58.0,60,0,0,0.3
HK.00004,31.0,19,1,24,1.0
HK.00005,87.0,85,0,0,0.05
HK.00006,74.0,58,0,0,0.7
HK.00007,63.0,75,0,0,0.05
HK.00008,66.0,56,0,0,0.1
HK.00010,52.0,29,1,21,1.0
HK.00012,46.0,25,1,21,1.0
HK.00013,19.0,19,1,44,1.0
HK.00014,67.0,39,0,0,0.85
HK.00016,75.0,28,1,21,1.0
HK.00017,48.0,19,1,26,1.0
HK.00018,33.0,60,0,0,0.4
HK.00019,78.0,63,0,0,0.25
HK.00020,23.0,13,1,31,1.0
HK.00021,33.0,85,0,0,0.15
HK.00022,0.0,2,1,46,1.0
HK.00023,68.0,53,0,0,0.35
HK.00025,71.0,81,0,0,0.0
HK.00026,69.0,77,0,0,0.05
HK.00027,39.0,50,0,0,0.4
HK.00028,35.0,39,1,5,0.55
HK.00029,42.0,52,0,0,0.55
HK.00030,56.0,79,0,0,0.45
HK.00031,79.0,91,0,0,0.0
HK.00032,57.0,62,0,0,0.2
HK.00033,44.0,75,0,0,0.05
HK.00034,84.0,67,0,0,0.15
HK.00035,36.0,40,0,0,0.65
HK.00036,74.0,75,0,0,0.05
HK.00037,60.0,51,0,0,0.45
HK.00038,38.0,25,1,11,0.75
HK.00039,6.0,52,0,0,0.15
HK.00040,74.0,86,0,0,0.0
HK.00041,69.0,41,1,17,0.95
HK.00042,39.0,7,1,28,1.0
HK.00045,40.0,32,1,11,0.75
HK.00046,44.0,70,0,0,0.25
HK.00048,92.0,85,0,0,0.2
HK.00050,65.0,58,0,0,0.35
HK.00051,65.0,59,0,0,0.3
HK.00052,53.0,88,0,0,0.3
HK.00053,60.0,69,0,0,0.15
HK.00055,28.0,48,1,2,0.3
HK.00057,66.0,69,0,0,0.0
HK.00058,75.0,27,1,1,0.85
HK.00059,63.0,75,0,0,0.05
HK.00060,67.0,83,0,0,0.2
HK.00061,15.0,19,1,6,0.7
HK.00062,53.0,53,0,0,0.3
HK.00063,35.0,55,0,0,0.3
HK.00064,79.0,70,0,0,0.15
HK.00065,6.0,12,1,52,1.0
HK.00066,73.0,61,0,0,0.3
HK.00069,49.0,56,0,0,0.55
HK.00070,38.0,37,1,2,0.65
HK.00071,62.0,58,0,0,0.15
HK.00072,72.0,86,0,0,0.1
HK.00073,75.0,86,0,0,0.1
HK.00075,71.0,82,0,0,0.1
HK.00076,19.0,58,0,0,0.95
HK.00077,72.0,83,0,0,0.05
HK.00078,23.0,21,1,17,0.95
HK.00079,65.0,93,0,0,0.05
HK.00081,70.0,26,1,15,0.85
HK.00082,54.0,59,1,7,0.35
HK.00083,71.0,38,1,22,1.0
HK.00084,80.0,92,0,0,0.5
HK.00085,33.0,54,1,2,0.25
HK.00086,75.0,66,0,0,0.1
HK.00087,74.0,64,0,0,0.25
HK.00088,66.0,43,0,0,0.85
HK.00089,56.0,34,1,6,0.7
HK.00090,77.0,89,0,0,0.25
HK.00092,54.0,67,0,0,0.35
HK.00093,42.0,60,1,3,0.65
HK.00094,53.0,31,1,1,0.6
HK.00095,6.0,3,1,34,1.0
HK.00096,41.0,34,1,8,0.7
HK.00097,36.0,48,0,0,0.65
HK.00098,56.0,65,0,0,0.05
HK.00099,58.0,71,0,0,0.55
HK.00101,47.0,34,1,30,1.0
HK.00103,27.0,38,0,0,0.75
HK.00104,72.0,79,0,0,0.0
HK.00105,66.0,73,0,0,0.05
HK.00106,69.0,75,0,0,0.05
HK.00107,47.0,22,1,14,0.7
HK.00108,86.0,26,0,0,0.65
HK.00110,91.0,25,1,23,1.0
HK.00111,85.0,50,0,0,0.6
HK.00113,73.0,81,0,0,0.15
HK.00114,79.0,84,0,0,0.15
HK.00115,84.0,26,1,8,0.55
HK.00116,44.0,30,1,1,0.75
HK.00117,99.0,99,1,2,0.1
HK.00118,73.0,79,1,2,0.75
HK.00119,57.0,24,1,16,0.85
HK.00120,7.0,22,1,2,0.65
HK.00122,41.0,67,0,0,0.25
HK.00123,32.0,31,1,6,0.3
HK.00124,47.0,51,1,8,0.5
HK.00125,36.0,56,0,0,0.25
HK.00126,46.0,71,0,0,0.2
HK.00127,39.0,42,1,1,0.75
HK.00128,93.0,97,0,0,0.05
HK.00129,17.0,39,1,1,0.35
HK.00130,82.0,80,0,0,0.25
HK.00131,72.0,86,0,0,0.05
HK.00132,30.0,50,1,2,0.4
HK.00135,42.0,43,0,0,0.65
HK.00136,20.0,55,0,0,0.45
HK.00137,42.0,45,0,0,0.85
HK.00138,9.0,26,1,3,0.6
HK.00139,12.0,50,0,0,0.4
HK.00142,42.0,52,0,0,0.5
HK.00144,39.0,29,1,16,0.85
HK.00145,31.0,41,1,2,0.5
HK.00146,55.0,65,0,0,0.3
HK.00147,15.0,29,1,8,0.45
HK.00148,98.0,98,0,0,0.0
HK.00149,72.0,80,0,0,0.35
HK.00150,57.0,70,0,0,0.65
HK.00151,29.0,47,0,0,0.25
HK.00152,23.0,36,0,0,0.8
HK.00154,26.0,22,1,57,1.0
HK.00156,78.0,58,0,0,0.15
HK.00157,38.0,47,1,1,0.25
HK.00158,49.0,54,0,0,0.5
HK.00159,32.0,90,0,0,0.2
HK.00160,30.0,28,1,7,0.4
HK.00162,53.0,18,1,7,0.5
HK.00163,32.0,38,0,0,0.85
HK.00164,85.0,73,0,0,0.2
HK.00165,23.0,24,1,2,0.75
HK.00166,22.0,29,1,4,0.8
HK.00167,97.0,87,0,0,0.2
HK.00168,48.0,47,1,7,0.75
HK.00169,55.0,90,0,0,0.0
HK.00171,3.0,2,1,57,1.0
HK.00173,54.0,43,0,0,0.85
HK.00174,52.0,88,0,0,0.4
HK.00175,66.0,40,1,3,0.65
HK.00176,63.0,75,0,0,0.05
