code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,84.0,80,0,0,0.0
HK.00002,74.0,69,0,0,0.25
HK.00003,59.0,60,0,0,0.35
HK.00004,31.0,15,1,23,1.0
HK.00005,87.0,86,0,0,0.05
HK.00006,74.0,52,0,0,0.75
HK.00007,63.0,74,0,0,0.05
HK.00008,64.0,53,0,0,0.15
HK.00010,52.0,27,1,20,1.0
HK.00012,45.0,23,1,20,1.0
HK.00013,17.0,16,1,43,1.0
HK.00014,67.0,39,0,0,0.9
HK.00016,72.0,23,1,20,1.0
HK.00017,51.0,23,1,25,1.0
HK.00018,32.0,58,0,0,0.4
HK.00019,78.0,56,0,0,0.3
HK.00020,23.0,12,1,30,1.0
HK.00021,33.0,85,0,0,0.15
HK.00022,0.0,2,1,45,1.0
HK.00023,69.0,55,0,0,0.35
HK.00025,70.0,80,0,0,0.0
HK.00026,68.0,77,0,0,0.05
HK.00027,35.0,44,0,0,0.45
HK.00028,38.0,43,1,4,0.55
HK.00029,28.0,25,1,7,0.55
HK.00030,51.0,70,0,0,0.5
HK.00031,82.0,91,0,0,0.0
HK.00032,57.0,60,0,0,0.2
HK.00033,41.0,74,0,0,0.05
HK.00034,83.0,67,0,0,0.15
HK.00035,33.0,35,1,2,0.7
HK.00036,75.0,74,0,0,0.05
HK.00037,56.0,50,0,0,0.45
HK.00038,34.0,18,1,10,0.7
HK.00039,6.0,52,0,0,0.2
HK.00040,72.0,84,0,0,0.05
HK.00041,67.0,37,1,16,0.95
HK.00042,43.0,9,1,27,1.0
HK.00045,40.0,33,1,10,0.75
HK.00046,43.0,77,0,0,0.3
HK.00048,92.0,82,0,0,0.2
HK.00050,65.0,57,0,0,0.35
HK.00051,64.0,56,0,0,0.3
HK.00052,53.0,88,0,0,0.35
HK.00053,59.0,68,0,0,0.15
HK.00055,29.0,50,1,1,0.3
HK.00057,66.0,69,0,0,0.0
HK.00058,77.0,31,1,7,0.85
HK.00059,63.0,74,0,0,0.05
HK.00060,66.0,83,0,0,0.25
HK.00061,16.0,19,1,6,0.7
HK.00062,53.0,55,0,0,0.35
HK.00063,34.0,54,0,0,0.3
HK.00064,74.0,63,0,0,0.15
HK.00065,6.0,9,1,51,1.0
HK.00066,71.0,58,0,0,0.35
HK.00069,45.0,48,0,0,0.6
HK.00070,39.0,33,1,1,0.6
HK.00071,64.0,58,0,0,0.2
HK.00072,61.0,85,0,0,0.15
HK.00073,75.0,86,0,0,0.1
HK.00075,73.0,83,0,0,0.1
HK.00076,19.0,56,0,0,0.95
HK.00077,74.0,84,0,0,0.05
HK.00078,27.0,31,1,16,0.9
HK.00079,42.0,84,0,0,0.1
HK.00081,70.0,25,1,14,0.85
HK.00082,47.0,44,1,6,0.35
HK.00083,70.0,34,1,21,1.0
HK.00084,49.0,52,0,0,0.55
HK.00085,31.0,53,1,1,0.2
HK.00086,72.0,58,0,0,0.1
HK.00087,75.0,64,0,0,0.3
HK.00088,61.0,41,0,0,0.9
HK.00089,56.0,41,1,5,0.65
HK.00090,81.0,91,0,0,0.25
HK.00092,53.0,66,0,0,0.35
HK.00093,34.0,66,1,2,0.6
HK.00094,83.0,44,0,0,0.6
HK.00095,7.0,2,1,33,1.0
HK.00096,41.0,34,1,7,0.7
HK.00097,31.0,44,0,0,0.7
HK.00098,54.0,64,0,0,0.05
HK.00099,58.0,70,0,0,0.6
HK.00101,46.0,32,1,29,1.0
HK.00103,27.0,40,0,0,0.8
HK.00104,70.0,78,0,0,0.0
HK.00105,68.0,77,0,0,0.05
HK.00106,69.0,74,0,0,0.05
HK.00107,51.0,26,1,13,0.65
HK.00108,87.0,30,0,0,0.7
HK.00110,91.0,26,1,22,1.0
HK.00111,85.0,44,0,0,0.65
HK.00113,75.0,83,0,0,0.2
HK.00114,74.0,72,1,3,0.15
HK.00115,86.0,36,1,6,0.45
HK.00116,48.0,33,0,0,0.75
HK.00117,99.0,99,1,1,0.05
HK.00118,74.0,81,1,1,0.75
HK.00119,56.0,24,1,15,0.8
HK.00120,9.0,24,1,1,0.6
HK.00122,41.0,66,0,0,0.3
HK.00123,37.0,37,1,5,0.25
HK.00124,45.0,55,1,7,0.5
HK.00125,39.0,56,0,0,0.3
HK.00126,48.0,71,0,0,0.2
HK.00127,39.0,42,0,0,0.75
HK.00128,93.0,97,0,0,0.05
HK.00129,22.0,45,0,0,0.35
HK.00130,82.0,76,0,0,0.35
HK.00131,67.0,81,0,0,0.05
HK.00132,33.0,51,1,1,0.35
HK.00135,42.0,40,0,0,0.7
HK.00136,18.0,46,0,0,0.5
HK.00137,42.0,38,0,0,0.9
HK.00138,12.0,20,1,2,0.6
HK.00139,10.0,44,1,1,0.45
HK.00142,41.0,50,0,0,0.55
HK.00144,39.0,28,1,15,0.8
HK.00145,30.0,29,1,1,0.5
HK.00146,55.0,61,0,0,0.35
HK.00147,12.0,24,1,7,0.45
HK.00148,98.0,98,0,0,0.0
HK.00149,72.0,70,0,0,0.35
HK.00150,58.0,66,0,0,0.7
HK.00151,31.0,49,0,0,0.3
HK.00152,21.0,29,0,0,0.85
HK.00154,26.0,21,1,57,1.0
HK.00156,77.0,55,1,2,0.2
HK.00157,47.0,67,0,0,0.25
HK.00158,49.0,53,0,0,0.5
HK.00159,33.0,54,1,1,0.25
HK.00160,38.0,41,1,6,0.35
HK.00162,56.0,87,1,6,0.45
HK.00163,32.0,37,0,0,0.85
HK.00164,86.0,71,0,0,0.2
HK.00165,21.0,23,1,1,0.75
HK.00166,20.0,17,1,3,0.8
HK.00167,97.0,83,0,0,0.2
HK.00168,47.0,45,1,6,0.75
HK.00169,65.0,92,0,0,0.05
HK.00171,2.0,1,1,56,1.0
HK.00173,52.0,38,1,7,0.9
HK.00174,52.0,88,0,0,0.45
HK.00175,68.0,44,1,2,0.65
HK.00176,63.0,74,0,0,0.05
HK.00177,70.0,72,0,0,0.05
HK.00178,86.0,85,0,0,0.25
HK.00179,46.0,42,0,0,0.65
HK.00180,57.0,78,0,0,0.15
HK.00181,76.0,68,0,0,0.1
HK.00182,87.0,94,0,0,0.0
HK.00183,30.0,46,0,0,0.4
HK.00184,65.0,79,0,0,0.05
HK.00185,29.0,22,1,32,1.0
HK.00186,44.0,72,0,0,0.15
HK.00187,22.0,16,0,0,0.9
HK.00188,65.0,69,0,0,0.5
HK.00189,94.0,98,0,0,0.0
HK.00191,82.0,63,0,0,0.5
HK.00193,50.0,60,0,0,0.35
HK.00194,59.0,59,0,0,0.2
HK.00195,63.0,74,0,0,0.05
HK.00196,24.0,14,1,24,1.0
HK.00197,76.0,89,0,0,0.1
HK.00199,98.0,98,0,0,0.0
HK.00200,30.0,28,1,6,0.55
HK.00201,53.0,59,0,0,0.2
HK.00202,8.0,7,1,21,1.0
HK.00205,95.0,62,0,0,0.65
HK.00206,52.0,6,1,20,1.0
HK.00209,95.0,94,0,0,0.0
HK.00210,50.0,68,0,0,0.45
HK.00211,60.0,72,0,0,0.15
HK.00212,70.0,76,0,0,0.15
HK.00213,65.0,59,0,0,0.7
HK.00214,25.0,37,1,9,0.6
HK.00215,67.0,66,0,0,0.15
HK.00216,40.0,32,1,8,0.5
HK.00217,57.0,36,0,0,0.6
HK.00218,20.0,30,0,0,0.85
HK.00219,78.0,68,0,0,0.2
HK.00220,43.0,60,0,0,0.15
HK.00222,38.0,64,0,0,0.5
HK.00223,50.0,21,1,19,0.95
HK.00224,41.0,55,0,0,0.3
HK.00225,64.0,71,0,0,0.05
HK.00227,16.0,28,1,35,1.0
HK.00228,32.0,35,0,0,0.75
HK.00229,53.0,56,0,0,0.4
HK.00232,96.0,98,0,0,0.0
HK.00234,37.0,59,0,0,0.2
HK.00235,24.0,33,0,0,0.55
HK.00236,69.0,57,1,1,0.15
HK.00237,75.0,66,0,0,0.4
HK.00239,61.0,69,0,0,0.15
HK.00240,74.0,34,1,2,0.7
HK.00241,11.0,15,1,95,1.0
HK.00242,40.0,55,0,0,0.4
