code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,48,1,11,0.8
HK.00002,78.0,64,0,0,0.3
HK.00003,73.0,72,0,0,0.6
HK.00004,43.0,57,1,2,0.4
HK.00005,88.0,66,1,3,0.6
HK.00006,76.0,61,1,1,0.45
HK.00007,65.0,50,1,10,0.95
HK.00008,60.0,39,1,25,1.0
HK.00010,44.0,29,1,30,1.0
HK.00012,60.0,68,0,0,0.6
HK.00013,53.0,82,0,0,0.15
HK.00014,54.0,25,1,20,1.0
HK.00016,75.0,56,1,1,0.65
HK.00017,47.0,58,0,0,0.45
HK.00018,21.0,18,1,7,0.75
HK.00019,90.0,87,0,0,0.0
HK.00020,28.0,65,0,0,0.4
HK.00021,39.0,88,1,5,0.4
HK.00022,2.0,4,1,92,1.0
HK.00023,89.0,91,0,0,0.0
HK.00025,85.0,80,0,0,0.85
HK.00026,70.0,58,0,0,0.75
HK.00027,59.0,75,0,0,0.25
HK.00028,30.0,33,1,7,0.9
HK.00029,28.0,22,1,40,1.0
HK.00030,54.0,34,1,3,0.8
HK.00031,38.0,16,1,8,0.9
HK.00032,56.0,47,0,0,0.85
HK.00033,52.0,50,1,10,0.95
HK.00034,79.0,41,1,1,0.9
HK.00035,40.0,33,1,10,0.95
HK.00036,76.0,50,1,10,0.95
HK.00037,68.0,56,0,0,0.65
HK.00038,83.0,87,0,0,0.45
HK.00039,19.0,50,1,10,0.95
HK.00040,62.0,42,1,1,0.9
HK.00041,56.0,29,1,2,0.6
HK.00042,17.0,7,1,41,1.0
HK.00045,48.0,32,1,2,0.75
HK.00046,66.0,81,0,0,0.55
HK.00048,92.0,42,0,0,0.7
HK.00050,70.0,65,0,0,0.7
HK.00051,62.0,54,1,3,0.7
HK.00052,72.0,74,1,2,0.35
HK.00053,62.0,63,1,3,0.4
HK.00055,42.0,64,0,0,0.6
HK.00057,52.0,45,1,2,0.75
HK.00058,86.0,60,1,3,0.4
HK.00059,65.0,50,1,10,0.95
HK.00060,85.0,91,0,0,0.15
HK.00061,12.0,13,1,25,1.0
HK.00062,54.0,34,1,9,0.9
HK.00063,10.0,18,0,0,0.8
HK.00064,84.0,71,0,0,0.1
HK.00065,50.0,89,0,0,0.1
HK.00066,75.0,62,1,3,0.6
HK.00068,,19,1,1,0.6
HK.00069,51.0,53,1,8,0.65
HK.00070,53.0,84,0,0,0.5
HK.00071,66.0,56,0,0,0.65
HK.00072,51.0,61,1,3,0.25
HK.00073,57.0,17,1,16,0.9
HK.00075,44.0,7,1,7,0.6
HK.00076,55.0,89,0,0,0.6
HK.00077,87.0,89,0,0,0.2
HK.00078,32.0,73,0,0,0.5
HK.00079,68.0,36,1,3,0.2
HK.00081,78.0,83,0,0,0.1
HK.00082,39.0,26,1,35,1.0
HK.00083,60.0,44,0,0,0.7
HK.00084,73.0,64,1,4,0.65
HK.00085,16.0,22,1,42,1.0
HK.00086,71.0,57,0,0,0.75
HK.00087,85.0,80,0,0,0.0
HK.00088,54.0,33,1,4,0.95
HK.00089,50.0,40,1,11,0.8
HK.00090,34.0,28,1,29,1.0
HK.00092,58.0,83,0,0,0.5
HK.00093,24.0,11,1,8,0.9
HK.00094,47.0,15,1,22,1.0
HK.00095,27.0,61,1,3,0.75
HK.00096,45.0,54,1,6,0.65
HK.00097,39.0,26,1,8,0.85
HK.00098,26.0,10,1,7,0.75
HK.00099,48.0,21,0,0,0.95
HK.00100,,62,1,1,0.35
HK.00101,45.0,45,1,3,0.9
HK.00103,27.0,67,0,0,0.35
HK.00104,76.0,70,0,0,0.3
HK.00105,64.0,43,1,10,0.95
HK.00106,57.0,50,1,10,0.95
HK.00107,53.0,48,0,0,0.8
HK.00108,44.0,46,0,0,0.45
HK.00110,97.0,95,0,0,0.1
HK.00111,77.0,46,0,0,0.75
HK.00113,82.0,59,1,9,0.75
HK.00114,78.0,56,1,4,0.65
HK.00115,45.0,3,1,54,1.0
HK.00116,89.0,95,0,0,0.0
HK.00117,98.0,22,1,8,0.7
HK.00118,42.0,44,0,0,0.8
HK.00119,26.0,21,1,12,0.95
HK.00120,11.0,40,1,1,0.6
