code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,84.0,76,1,1,0.35
HK.00002,78.0,73,1,13,0.85
HK.00003,60.0,63,1,7,0.6
HK.00004,41.0,69,0,0,0.85
HK.00005,89.0,84,1,4,0.25
HK.00006,72.0,50,1,16,0.95
HK.00007,65.0,58,1,23,1.0
HK.00008,62.0,43,1,11,0.75
HK.00010,45.0,45,1,16,0.95
HK.00012,52.0,62,1,7,0.45
HK.00013,41.0,83,0,0,0.7
HK.00014,68.0,65,1,6,0.75
HK.00016,71.0,40,1,13,0.75
HK.00017,38.0,50,0,0,0.95
HK.00018,21.0,15,1,26,1.0
HK.00019,89.0,91,0,0,0.1
HK.00020,21.0,39,0,0,0.7
HK.00021,80.0,93,0,0,0.85
HK.00022,2.0,8,1,78,1.0
HK.00023,84.0,93,0,0,0.1
HK.00025,83.0,76,1,12,0.7
HK.00026,71.0,66,1,22,1.0
HK.00027,56.0,77,1,2,0.55
HK.00028,34.0,19,1,20,1.0
HK.00029,33.0,28,1,26,1.0
HK.00030,62.0,48,1,13,0.8
HK.00031,50.0,13,1,27,1.0
HK.00032,59.0,50,1,9,0.95
HK.00033,52.0,58,1,23,1.0
HK.00034,82.0,44,1,16,0.85
HK.00035,44.0,36,1,22,1.0
HK.00036,73.0,58,1,23,1.0
HK.00037,66.0,41,1,21,1.0
HK.00038,75.0,86,0,0,0.15
HK.00039,19.0,58,1,23,1.0
HK.00040,71.0,51,1,25,1.0
HK.00041,69.0,63,0,0,0.95
HK.00042,23.0,7,1,27,1.0
HK.00045,57.0,66,1,1,0.45
HK.00046,51.0,68,1,10,0.9
HK.00048,92.0,78,1,9,0.6
HK.00050,63.0,49,1,24,1.0
HK.00051,63.0,55,1,23,1.0
HK.00052,74.0,87,0,0,0.7
HK.00053,62.0,68,1,1,0.85
HK.00055,39.0,38,1,29,1.0
HK.00057,56.0,51,1,1,0.95
HK.00058,89.0,84,0,0,0.85
HK.00059,65.0,58,1,23,1.0
HK.00060,83.0,88,0,0,0.85
HK.00061,11.0,6,1,10,0.65
HK.00062,62.0,46,1,21,1.0
HK.00063,12.0,8,1,10,0.95
HK.00064,85.0,87,1,1,0.25
HK.00065,26.0,87,0,0,0.55
HK.00066,75.0,72,1,9,0.7
HK.00068,,6,0,0,0.9
HK.00069,51.0,60,1,3,0.85
HK.00070,39.0,46,0,0,0.9
HK.00071,66.0,47,1,22,1.0
HK.00072,70.0,35,0,0,0.7
HK.00073,61.0,30,1,2,0.7
HK.00075,43.0,15,1,4,0.65
HK.00076,16.0,35,1,9,0.8
HK.00077,85.0,89,0,0,0.6
HK.00078,26.0,25,1,3,0.9
HK.00079,89.0,97,0,0,0.15
HK.00081,68.0,73,0,0,0.45
HK.00082,43.0,26,1,21,1.0
HK.00083,58.0,34,1,54,1.0
HK.00084,68.0,76,1,24,1.0
HK.00085,24.0,20,1,28,1.0
HK.00086,74.0,60,1,24,1.0
HK.00087,85.0,90,0,0,0.2
HK.00088,56.0,35,1,31,1.0
HK.00089,53.0,47,0,0,0.6
HK.00090,32.0,42,1,15,0.95
HK.00092,36.0,19,1,24,1.0
HK.00093,11.0,3,1,19,0.95
HK.00094,34.0,9,1,8,0.9
HK.00095,22.0,22,1,8,0.45
HK.00096,50.0,35,1,19,0.95
HK.00097,38.0,29,1,14,0.9
HK.00098,49.0,50,1,2,0.95
HK.00099,59.0,65,1,10,0.5
HK.00100,,22,0,0,0.85
HK.00101,45.0,49,1,16,0.95
HK.00103,16.0,30,0,0,0.95
HK.00104,77.0,74,0,0,0.95
HK.00105,70.0,51,1,19,0.95
HK.00106,60.0,58,1,23,1.0
HK.00107,49.0,40,1,46,1.0
HK.00108,38.0,6,1,27,1.0
HK.00110,96.0,96,1,2,0.1
HK.00111,46.0,12,1,11,0.8
HK.00113,82.0,75,1,11,0.65
HK.00114,83.0,74,1,16,0.9
HK.00115,79.0,5,1,39,1.0
HK.00116,78.0,91,0,0,0.1
HK.00117,98.0,92,0,0,0.9
HK.00118,17.0,12,1,33,1.0
HK.00119,25.0,18,1,48,1.0
HK.00120,13.0,80,0,0,0.8
HK.00122,52.0,69,0,0,0.8
HK.00123,31.0,29,1,38,1.0
HK.00124,33.0,24,1,40,1.0
HK.00125,53.0,79,0,0,0.95
HK.00126,31.0,19,1,24,1.0
HK.00127,41.0,44,1,24,1.0
HK.00128,94.0,98,0,0,0.95
HK.00129,29.0,36,1,3,0.8
HK.00130,69.0,23,1,13,0.9
HK.00131,68.0,49,1,20,1.0
HK.00132,34.0,25,1,24,1.0
HK.00135,56.0,66,1,6,0.5
HK.00136,27.0,67,0,0,0.8
HK.00137,73.0,91,0,0,0.3
HK.00138,6.0,7,1,19,0.95
HK.00139,6.0,95,1,10,0.8
HK.00142,48.0,71,1,6,0.4
HK.00144,62.0,81,1,2,0.3
