code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,84.0,86,0,0,0.0
HK.00002,72.0,73,0,0,0.25
HK.00003,54.0,57,0,0,0.4
HK.00004,48.0,44,1,7,0.35
HK.00005,84.0,82,0,0,0.2
HK.00006,75.0,56,1,1,0.4
HK.00007,56.0,66,0,0,0.5
HK.00008,66.0,64,0,0,0.15
HK.00010,64.0,46,1,4,0.45
HK.00012,66.0,61,1,4,0.2
HK.00013,24.0,19,1,27,1.0
HK.00014,73.0,48,1,1,0.5
HK.00016,83.0,55,1,4,0.4
HK.00017,77.0,45,1,9,0.55
HK.00018,28.0,57,0,0,0.6
HK.00019,76.0,56,1,5,0.35
HK.00020,30.0,15,1,14,0.9
HK.00021,29.0,89,0,0,0.45
HK.00022,1.0,1,1,29,1.0
HK.00023,64.0,57,1,1,0.3
HK.00025,62.0,72,0,0,0.4
HK.00026,59.0,71,0,0,0.25
HK.00027,30.0,36,1,6,0.9
HK.00028,30.0,29,1,12,0.85
HK.00029,42.0,62,0,0,0.4
HK.00030,28.0,12,1,39,1.0
HK.00031,59.0,83,0,0,0.05
HK.00032,54.0,56,0,0,0.5
HK.00033,26.0,66,0,0,0.5
HK.00034,83.0,78,0,0,0.05
HK.00035,37.0,39,0,0,0.9
HK.00036,58.0,66,0,0,0.45
HK.00037,63.0,51,1,2,0.5
HK.00038,63.0,36,1,2,0.55
HK.00039,3.0,24,0,0,0.85
HK.00040,68.0,62,0,0,0.55
HK.00041,77.0,70,0,0,0.15
HK.00042,80.0,35,1,11,0.85
HK.00045,47.0,44,0,0,0.45
HK.00046,29.0,37,0,0,0.7
HK.00048,91.0,93,0,0,0.05
HK.00050,65.0,63,1,1,0.05
HK.00051,58.0,61,1,1,0.2
HK.00052,28.0,49,0,0,0.75
HK.00053,50.0,61,0,0,0.15
HK.00055,39.0,59,0,0,0.9
HK.00057,60.0,64,0,0,0.2
HK.00058,87.0,44,1,4,0.25
HK.00059,56.0,66,0,0,0.5
HK.00060,42.0,36,0,0,0.95
HK.00061,21.0,27,1,7,0.65
HK.00062,51.0,43,1,1,0.85
HK.00063,28.0,71,0,0,0.25
HK.00064,76.0,84,0,0,0.4
HK.00065,7.0,11,1,36,1.0
HK.00066,64.0,48,1,2,0.7
HK.00069,40.0,40,1,1,0.85
HK.00070,40.0,83,0,0,0.3
HK.00071,63.0,57,0,0,0.45
HK.00072,66.0,84,0,0,0.35
HK.00073,66.0,76,0,0,0.6
HK.00075,76.0,79,0,0,0.25
HK.00076,13.0,18,1,19,0.95
HK.00077,59.0,63,0,0,0.45
HK.00078,51.0,70,0,0,0.35
HK.00079,24.0,80,0,0,0.9
HK.00081,82.0,84,0,0,0.25
HK.00082,62.0,82,0,0,0.1
HK.00083,77.0,52,1,5,0.3
HK.00084,33.0,23,1,4,0.65
HK.00085,28.0,63,0,0,0.45
HK.00086,70.0,58,1,1,0.35
HK.00087,72.0,62,1,5,0.25
HK.00088,69.0,42,1,5,0.7
HK.00089,64.0,49,1,2,0.65
HK.00090,26.0,27,1,1,0.85
HK.00092,43.0,50,0,0,0.6
HK.00093,25.0,38,1,3,0.3
HK.00094,83.0,22,0,0,0.9
HK.00095,16.0,10,1,17,0.85
HK.00096,43.0,50,0,0,0.55
HK.00097,46.0,20,1,8,0.85
HK.00098,51.0,71,0,0,0.45
HK.00099,61.0,71,0,0,0.65
HK.00101,54.0,38,1,13,0.65
HK.00103,25.0,20,1,20,1.0
HK.00104,55.0,77,0,0,0.1
HK.00105,62.0,62,0,0,0.45
HK.00106,63.0,66,0,0,0.5
HK.00107,74.0,70,0,0,0.3
HK.00108,88.0,14,1,25,1.0
HK.00110,94.0,94,1,6,0.3
HK.00111,88.0,71,0,0,0.25
HK.00113,67.0,62,0,0,0.85
HK.00114,77.0,79,0,0,0.35
HK.00115,92.0,72,0,0,0.65
HK.00116,70.0,35,1,14,0.95
HK.00117,99.0,99,0,0,0.05
HK.00118,73.0,90,1,9,0.5
HK.00119,74.0,83,1,1,0.05
HK.00120,7.0,9,1,3,0.95
HK.00122,37.0,67,0,0,0.2
HK.00123,48.0,85,0,0,0.0
HK.00124,53.0,84,0,0,0.15
HK.00125,29.0,36,0,0,0.8
HK.00126,33.0,39,0,0,0.35
HK.00127,38.0,45,1,1,0.45
HK.00128,83.0,92,0,0,0.45
HK.00129,16.0,49,1,1,0.7
HK.00130,79.0,78,0,0,0.1
HK.00131,57.0,71,0,0,0.0
HK.00132,31.0,64,0,0,0.5
HK.00135,42.0,40,1,1,0.75
HK.00136,7.0,19,1,5,0.75
HK.00137,44.0,45,1,5,0.35
HK.00138,5.0,5,1,24,1.0
HK.00139,2.0,41,1,5,0.6
HK.00142,34.0,35,1,14,0.85
HK.00144,52.0,51,1,1,0.35
HK.00145,42.0,36,1,1,0.85
HK.00146,40.0,20,1,12,0.95
HK.00147,7.0,19,0,0,0.7
HK.00148,95.0,96,0,0,0.0
HK.00149,69.0,71,0,0,0.45
HK.00150,49.0,46,1,5,0.8
HK.00151,27.0,37,0,0,0.95
HK.00152,20.0,10,1,42,1.0
HK.00154,41.0,25,1,41,1.0
HK.00156,80.0,75,0,0,0.55
HK.00157,38.0,44,1,1,0.65
HK.00158,50.0,60,0,0,0.3
HK.00159,17.0,43,1,2,0.45
HK.00160,43.0,55,0,0,0.55
HK.00162,70.0,93,0,0,0.3
HK.00163,44.0,49,0,0,0.85
HK.00164,81.0,79,1,1,0.2
HK.00165,28.0,23,1,4,0.75
HK.00166,21.0,25,1,17,0.9
HK.00167,97.0,93,0,0,0.05
HK.00168,47.0,54,1,5,0.55
HK.00169,64.0,91,0,0,0.3
HK.00171,5.0,4,1,40,1.0
HK.00173,53.0,56,0,0,0.7
HK.00174,18.0,10,1,19,0.95
HK.00175,63.0,40,1,17,0.85
HK.00176,56.0,66,0,0,0.5
HK.00177,66.0,72,0,0,0.2
HK.00178,87.0,87,0,0,0.05
HK.00179,67.0,84,1,2,0.25
HK.00180,44.0,76,0,0,0.35
HK.00181,77.0,52,0,0,0.55
HK.00182,71.0,89,0,0,0.0
HK.00183,36.0,49,0,0,0.35
HK.00184,52.0,63,0,0,0.1
HK.00185,13.0,23,1,16,0.9
HK.00186,34.0,58,0,0,0.6
HK.00187,19.0,11,1,43,1.0
HK.00188,57.0,60,0,0,0.65
HK.00189,87.0,92,0,0,0.35
HK.00191,80.0,47,1,1,0.6
HK.00193,47.0,53,1,4,0.35
HK.00194,59.0,56,0,0,0.45
HK.00195,56.0,66,0,0,0.5
HK.00196,42.0,31,1,8,0.75
HK.00197,60.0,60,0,0,0.45
HK.00199,98.0,98,0,0,0.35
HK.00200,34.0,40,1,19,0.95
HK.00201,57.0,72,0,0,0.45
HK.00202,10.0,15,1,5,0.8
HK.00205,94.0,81,0,0,0.05
HK.00206,82.0,23,1,4,0.85
HK.00209,91.0,94,0,0,0.0
HK.00210,40.0,52,1,1,0.8
HK.00211,63.0,50,0,0,0.75
HK.00212,67.0,72,0,0,0.35
HK.00213,64.0,63,1,3,0.6
HK.00214,31.0,64,0,0,0.55
HK.00215,71.0,71,0,0,0.25
HK.00216,52.0,51,0,0,0.7
HK.00217,49.0,13,1,12,0.75
HK.00218,9.0,10,1,13,0.85
HK.00219,75.0,79,0,0,0.15
HK.00220,42.0,74,0,0,0.25
HK.00222,31.0,22,0,0,0.9
HK.00223,46.0,28,1,3,0.65
HK.00224,35.0,34,0,0,0.95
HK.00225,58.0,68,0,0,0.6
HK.00227,13.0,24,1,19,0.95
HK.00228,36.0,28,0,0,0.85
HK.00229,59.0,71,0,0,0.45
HK.00232,86.0,89,0,0,0.45
HK.00234,64.0,83,0,0,0.35
HK.00235,25.0,20,1,3,0.9
HK.00236,72.0,61,0,0,0.55
HK.00237,68.0,62,0,0,0.4
HK.00239,63.0,70,0,0,0.45
HK.00240,81.0,52,1,2,0.6
HK.00241,11.0,8,1,79,1.0
HK.00242,34.0,51,0,0,0.5
HK.00243,94.0,96,0,0,0.0
HK.00244,36.0,33,1,2,0.8
HK.00245,38.0,46,1,4,0.55
HK.00247,53.0,62,0,0,0.5
HK.00248,73.0,80,0,0,0.35
HK.00251,53.0,42,0,0,0.95
HK.00252,57.0,66,0,0,0.5
HK.00253,71.0,64,0,0,0.55
HK.00254,93.0,94,0,0,0.2
HK.00255,61.0,72,0,0,0.05
HK.00256,2.0,58,1,4,0.35
HK.00257,78.0,59,1,5,0.3
HK.00258,26.0,32,1,6,0.7
HK.00259,91.0,94,0,0,0.0
HK.00261,9.0,6,1,25,1.0
HK.00262,72.0,68,0,0,0.4
HK.00264,84.0,93,0,0,0.7
HK.00265,82.0,41,0,0,0.95
HK.00266,47.0,48,0,0,0.8
HK.00267,76.0,78,0,0,0.0
HK.00268,7.0,16,1,13,0.85
HK.00269,49.0,66,0,0,0.45
HK.00270,78.0,79,0,0,0.1
HK.00271,54.0,68,0,0,0.2
HK.00272,13.0,21,1,16,0.85
HK.00274,60.0,66,0,0,0.5
HK.00276,51.0,85,0,0,0.6
HK.00277,46.0,60,0,0,0.5
HK.00279,17.0,21,1,19,0.95
HK.00280,72.0,69,0,0,0.25
HK.00285,34.0,69,0,0,0.55
HK.00286,56.0,66,0,0,0.5
HK.00287,70.0,76,0,0,0.05
HK.00288,72.0,36,1,5,0.95
HK.00289,77.0,72,0,0,0.3
HK.00290,96.0,92,1,4,0.2
HK.00291,43.0,52,1,5,0.45
HK.00293,79.0,85,0,0,0.15
HK.00294,57.0,75,0,0,0.55
HK.00295,82.0,14,1,8,0.95
HK.00296,26.0,36,1,5,0.85
HK.00297,65.0,55,0,0,0.75
HK.00298,43.0,53,1,3,0.25
HK.00299,56.0,66,0,0,0.5
HK.00300,55.0,59,1,2,0.55
HK.00301,84.0,75,1,3,0.65
HK.00302,5.0,16,1,13,0.65
HK.00303,35.0,18,1,5,0.6
HK.00305,32.0,36,1,7,0.65
HK.00306,69.0,52,0,0,0.45
HK.00308,54.0,69,0,0,0.5
HK.00309,10.0,9,1,9,0.6
HK.00311,87.0,93,0,0,0.15
HK.00312,22.0,80,0,0,0.45
HK.00313,26.0,34,1,18,0.9
HK.00314,3.0,20,0,0,0.8
HK.00315,61.0,47,1,8,0.55
HK.00316,60.0,68,0,0,0.4
HK.00317,53.0,40,1,11,0.7
HK.00318,89.0,81,1,5,0.3
HK.00320,49.0,68,0,0,0.25
HK.00321,81.0,28,1,28,1.0
HK.00322,51.0,44,0,0,0.85
HK.00323,32.0,7,1,13,0.95
