code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,87.0,81,0,0,0.35,0.0289
HK.00002,81.0,84,0,0,0.1,0.1553
HK.00003,67.0,67,0,0,0.55,0.2112
HK.00004,39.0,30,1,40,1.0,0.4505
HK.00005,88.0,89,0,0,0.0,0.0209
HK.00006,78.0,76,0,0,0.35,0.1605
HK.00007,65.0,73,1,7,0.35,0.3343
HK.00008,74.0,70,0,0,0.4,0.0294
HK.00010,51.0,42,0,0,0.95,0.1459
HK.00012,59.0,51,0,0,0.85,0.1548
HK.00013,23.0,48,1,1,0.35,0.6209
HK.00014,74.0,65,0,0,0.45,0.1301
HK.00016,81.0,56,0,0,0.6,0.1144
HK.00017,43.0,20,1,42,1.0,0.4451
HK.00018,36.0,53,1,9,0.45,0.4744
HK.00019,85.0,80,0,0,0.15,0.0544
HK.00020,13.0,15,1,47,1.0,0.512
HK.00021,23.0,19,1,10,0.75,0.6965
HK.00022,0.0,1,1,61,1.0,
HK.00023,74.0,69,0,0,0.5,0.0447
HK.00025,85.0,93,1,1,0.05,0.2396
HK.00026,73.0,79,1,6,0.35,0.0927
HK.00027,44.0,76,0,0,0.2,0.3058
HK.00028,33.0,31,1,4,0.85,0.3594
HK.00029,33.0,39,1,10,0.65,0.3791
HK.00030,56.0,83,1,3,0.15,0.1844
HK.00031,46.0,18,1,11,0.55,
HK.00032,54.0,48,1,11,0.55,0.2459
HK.00033,50.0,73,1,7,0.35,
HK.00034,87.0,84,0,0,0.15,0.1841
HK.00035,44.0,46,1,6,0.55,0.5568
HK.00036,78.0,73,1,7,0.35,
HK.00037,68.0,51,1,5,0.25,0.3763
HK.00038,69.0,69,0,0,0.7,0.2581
HK.00039,22.0,73,1,7,0.35,0.6846
HK.00040,68.0,70,1,9,0.45,0.0846
HK.00041,69.0,48,1,11,0.85,0.0956
HK.00042,33.0,9,1,11,0.95,0.5468
HK.00045,51.0,52,1,6,0.65,0.3228
HK.00046,48.0,82,0,0,0.25,0.5154
HK.00048,92.0,81,1,3,0.35,
HK.00050,70.0,64,1,8,0.4,0.1232
HK.00051,74.0,70,1,7,0.35,0.4075
HK.00052,61.0,90,1,3,0.15,0.5394
HK.00053,69.0,77,0,0,0.4,0.3338
HK.00055,28.0,39,1,14,0.85,0.5578
HK.00057,56.0,51,1,11,0.7,0.1816
HK.00058,83.0,34,1,8,0.65,
HK.00059,65.0,73,1,7,0.35,
