code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,75,0,0,0.0
HK.00002,70.0,64,0,0,0.25
HK.00003,53.0,55,0,0,0.3
HK.00004,37.0,14,1,14,0.7
HK.00005,84.0,79,0,0,0.1
HK.00006,66.0,39,1,8,0.6
HK.00007,57.0,69,0,0,0.25
HK.00008,70.0,72,0,0,0.05
HK.00010,60.0,33,1,11,0.65
HK.00012,52.0,28,1,11,0.55
HK.00013,22.0,15,1,34,1.0
HK.00014,72.0,33,1,8,0.85
HK.00016,74.0,23,1,11,0.75
HK.00017,67.0,17,1,16,0.85
HK.00018,28.0,58,0,0,0.5
HK.00019,78.0,51,0,0,0.45
HK.00020,24.0,10,1,21,1.0
HK.00021,48.0,92,0,0,0.2
HK.00022,1.0,1,1,36,1.0
HK.00023,66.0,55,0,0,0.2
HK.00025,65.0,75,0,0,0.05
HK.00026,63.0,76,0,0,0.1
HK.00027,32.0,42,0,0,0.65
HK.00028,38.0,44,0,0,0.7
HK.00029,38.0,56,0,0,0.35
HK.00030,45.0,40,0,0,0.8
HK.00031,83.0,91,0,0,0.0
HK.00032,58.0,61,0,0,0.3
HK.00033,33.0,69,0,0,0.25
HK.00034,85.0,81,0,0,0.0
HK.00035,37.0,40,0,0,0.75
HK.00036,61.0,69,0,0,0.25
HK.00037,47.0,41,1,2,0.4
HK.00038,67.0,37,1,1,0.65
HK.00039,3.0,41,0,0,0.6
HK.00040,64.0,77,0,0,0.3
HK.00041,70.0,42,1,7,0.5
HK.00042,48.0,11,1,18,0.9
HK.00045,46.0,40,1,1,0.4
HK.00046,34.0,63,0,0,0.5
HK.00048,91.0,93,0,0,0.0
HK.00050,63.0,49,1,1,0.25
HK.00051,63.0,71,0,0,0.2
HK.00052,27.0,50,0,0,0.65
HK.00053,58.0,65,0,0,0.15
HK.00055,37.0,76,0,0,0.6
HK.00057,66.0,67,0,0,0.1
HK.00058,88.0,56,0,0,0.55
HK.00059,57.0,69,0,0,0.25
HK.00060,52.0,61,0,0,0.7
HK.00061,50.0,82,0,0,0.65
HK.00062,49.0,47,0,0,0.65
HK.00063,41.0,86,0,0,0.05
HK.00064,74.0,83,0,0,0.25
HK.00065,6.0,10,1,43,1.0
HK.00066,65.0,49,0,0,0.7
HK.00069,40.0,41,1,2,0.8
HK.00070,38.0,44,1,7,0.4
HK.00071,65.0,61,0,0,0.3
HK.00072,73.0,87,0,0,0.2
HK.00073,73.0,83,0,0,0.25
HK.00075,72.0,86,0,0,0.05
HK.00076,12.0,21,1,26,1.0
HK.00077,63.0,78,0,0,0.15
HK.00078,43.0,42,1,7,0.65
HK.00079,30.0,67,0,0,0.55
HK.00081,78.0,48,1,5,0.5
HK.00082,53.0,58,0,0,0.1
HK.00083,79.0,48,1,12,0.65
HK.00084,36.0,49,1,10,0.7
HK.00085,34.0,68,0,0,0.35
HK.00086,74.0,66,0,0,0.1
HK.00087,74.0,53,0,0,0.35
HK.00088,67.0,40,1,12,0.8
HK.00089,62.0,58,0,0,0.65
HK.00090,39.0,26,1,1,0.65
HK.00092,45.0,62,1,2,0.45
HK.00093,39.0,75,0,0,0.6
HK.00094,83.0,61,0,0,0.75
HK.00095,11.0,9,1,24,1.0
HK.00096,55.0,76,0,0,0.6
HK.00097,30.0,28,1,15,0.95
HK.00098,51.0,58,0,0,0.15
HK.00099,55.0,47,1,2,0.9
HK.00101,52.0,26,1,20,1.0
HK.00103,32.0,39,1,1,0.95
HK.00104,68.0,83,0,0,0.0
HK.00105,63.0,73,0,0,0.25
HK.00106,66.0,69,0,0,0.25
HK.00107,63.0,53,1,4,0.2
HK.00108,87.0,23,1,32,1.0
HK.00110,93.0,94,1,13,0.65
HK.00111,86.0,34,0,0,0.5
HK.00113,74.0,77,0,0,0.65
HK.00114,80.0,87,0,0,0.25
HK.00115,91.0,60,0,0,0.4
HK.00116,51.0,17,1,21,1.0
HK.00117,99.0,99,0,0,0.0
HK.00118,70.0,31,1,16,0.8
HK.00119,73.0,44,1,6,0.35
HK.00120,8.0,22,1,10,0.95
HK.00122,27.0,41,1,1,0.35
HK.00123,51.0,76,0,0,0.0
HK.00124,48.0,65,0,0,0.2
HK.00125,27.0,44,0,0,0.6
HK.00126,51.0,74,0,0,0.35
HK.00127,35.0,37,1,8,0.75
HK.00128,57.0,69,0,0,0.25
HK.00129,18.0,53,0,0,0.55
HK.00130,82.0,76,0,0,0.2
HK.00131,64.0,79,0,0,0.05
HK.00132,39.0,67,0,0,0.35
HK.00135,42.0,46,0,0,0.7
HK.00136,10.0,35,1,4,0.6
HK.00137,38.0,44,1,12,0.6
HK.00138,8.0,16,0,0,0.9
HK.00139,6.0,50,0,0,0.5
HK.00142,35.0,37,1,1,0.9
HK.00144,45.0,43,1,6,0.4
HK.00145,53.0,53,0,0,0.65
HK.00146,54.0,54,0,0,0.75
HK.00147,13.0,72,0,0,0.35
HK.00148,97.0,97,0,0,0.0
HK.00149,54.0,58,1,6,0.55
HK.00150,37.0,37,1,1,0.7
HK.00151,35.0,46,0,0,0.65
HK.00152,22.0,21,1,49,1.0
HK.00154,26.0,19,1,48,1.0
HK.00156,79.0,76,0,0,0.25
HK.00157,43.0,57,0,0,0.45
HK.00158,48.0,52,0,0,0.5
HK.00159,35.0,77,0,0,0.3
HK.00160,44.0,55,0,0,0.3
HK.00162,69.0,93,0,0,0.1
HK.00163,27.0,39,1,6,0.8
HK.00164,83.0,86,0,0,0.2
HK.00165,24.0,28,1,11,0.75
HK.00166,19.0,21,1,24,1.0
HK.00167,96.0,85,1,1,0.05
HK.00168,51.0,56,0,0,0.75
HK.00169,55.0,90,0,0,0.05
HK.00171,6.0,7,1,47,1.0
HK.00173,50.0,37,1,7,0.8
HK.00174,55.0,84,0,0,0.85
HK.00175,73.0,35,1,24,1.0
HK.00176,57.0,69,0,0,0.25
HK.00177,76.0,84,0,0,0.15
HK.00178,85.0,80,0,0,0.3
HK.00179,41.0,30,1,3,0.35
HK.00180,48.0,81,0,0,0.25
HK.00181,78.0,57,0,0,0.3
HK.00182,84.0,95,0,0,0.0
HK.00183,25.0,48,0,0,0.6
HK.00184,65.0,78,0,0,0.15
HK.00185,26.0,20,1,23,1.0
HK.00186,34.0,62,0,0,0.35
HK.00187,11.0,7,1,50,1.0
HK.00188,53.0,62,0,0,0.6
HK.00189,86.0,91,0,0,0.35
HK.00191,71.0,59,1,8,0.7
HK.00193,60.0,62,0,0,0.3
HK.00194,60.0,63,0,0,0.35
HK.00195,57.0,69,0,0,0.25
HK.00196,36.0,28,1,15,0.8
HK.00197,68.0,77,0,0,0.4
HK.00199,98.0,98,0,0,0.1
HK.00200,39.0,43,0,0,0.7
HK.00201,55.0,74,0,0,0.2
HK.00202,9.0,12,1,12,0.8
HK.00205,92.0,48,1,1,0.25
HK.00206,71.0,20,1,11,0.85
HK.00209,92.0,93,0,0,0.0
HK.00210,46.0,56,0,0,0.8
HK.00211,67.0,76,0,0,0.5
HK.00212,69.0,76,0,0,0.3
HK.00213,52.0,48,1,9,0.7
HK.00214,30.0,63,0,0,0.3
HK.00215,68.0,61,0,0,0.2
HK.00216,49.0,44,0,0,0.45
HK.00217,69.0,29,0,0,0.85
HK.00218,11.0,14,1,20,1.0
HK.00219,78.0,79,0,0,0.15
HK.00220,45.0,74,0,0,0.0
HK.00222,23.0,20,1,1,0.75
HK.00223,52.0,23,1,10,0.65
HK.00224,34.0,48,0,0,0.75
HK.00225,58.0,66,0,0,0.3
HK.00227,17.0,29,1,26,1.0
HK.00228,34.0,31,1,1,0.8
HK.00229,51.0,57,0,0,0.4
HK.00232,96.0,98,0,0,0.45
HK.00234,47.0,77,0,0,0.1
HK.00235,26.0,24,1,10,0.9
HK.00236,71.0,64,0,0,0.25
HK.00237,67.0,66,0,0,0.4
HK.00239,64.0,67,0,0,0.35
HK.00240,81.0,48,0,0,0.6
HK.00241,14.0,9,1,86,1.0
HK.00242,35.0,44,0,0,0.7
HK.00243,93.0,93,0,0,0.0
HK.00244,45.0,54,0,0,0.65
HK.00245,39.0,57,0,0,0.55
HK.00247,56.0,71,0,0,0.25
HK.00248,47.0,56,1,2,0.2
HK.00251,52.0,49,0,0,0.7
HK.00252,59.0,69,0,0,0.25
HK.00253,72.0,65,0,0,0.25
HK.00254,92.0,92,0,0,0.0
HK.00255,65.0,75,0,0,0.15
HK.00256,3.0,37,1,2,0.3
HK.00257,72.0,44,1,12,0.6
HK.00258,31.0,51,0,0,0.7
HK.00259,91.0,93,0,0,0.0
HK.00261,14.0,14,1,31,1.0
HK.00262,61.0,56,0,0,0.3
HK.00264,52.0,93,0,0,0.35
HK.00265,81.0,62,0,0,0.75
HK.00266,49.0,55,0,0,0.55
HK.00267,80.0,81,0,0,0.05
HK.00268,10.0,20,1,2,0.8
HK.00269,48.0,69,0,0,0.2
HK.00270,78.0,77,0,0,0.1
HK.00271,52.0,64,0,0,0.25
HK.00272,12.0,18,1,23,1.0
HK.00274,64.0,69,0,0,0.25
HK.00276,37.0,77,0,0,0.45
HK.00277,51.0,69,0,0,0.25
HK.00279,14.0,34,1,26,1.0
HK.00280,65.0,53,0,0,0.25
HK.00285,32.0,49,1,2,0.4
HK.00286,57.0,69,0,0,0.25
HK.00287,70.0,78,0,0,0.05
HK.00288,73.0,45,1,1,0.85
