code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,82.0,63,1,2,0.45
HK.00002,79.0,74,0,0,0.7
HK.00003,57.0,52,1,12,0.65
HK.00004,33.0,52,1,1,0.65
HK.00005,89.0,80,0,0,0.3
HK.00006,76.0,72,0,0,0.85
HK.00007,65.0,60,0,0,0.95
HK.00008,60.0,36,1,16,0.85
HK.00010,41.0,26,1,21,1.0
HK.00012,48.0,48,1,12,0.6
HK.00013,51.0,88,0,0,0.6
HK.00014,57.0,38,1,11,0.8
HK.00016,70.0,40,1,18,0.9
HK.00017,34.0,33,1,1,0.8
HK.00018,26.0,19,0,0,0.85
HK.00019,89.0,91,0,0,0.0
HK.00020,26.0,53,0,0,0.65
HK.00021,77.0,95,0,0,0.65
HK.00022,2.0,8,1,83,1.0
HK.00023,83.0,90,0,0,0.05
HK.00025,83.0,78,0,0,0.85
HK.00026,69.0,62,0,0,0.95
HK.00027,57.0,82,0,0,0.45
HK.00028,37.0,38,1,25,1.0
HK.00029,32.0,27,1,31,1.0
HK.00030,69.0,76,0,0,0.7
HK.00031,61.0,40,0,0,0.95
HK.00032,55.0,46,1,14,0.95
HK.00033,52.0,60,0,0,0.95
HK.00034,82.0,51,1,1,0.95
HK.00035,46.0,44,1,1,0.95
HK.00036,82.0,60,0,0,0.95
HK.00037,59.0,30,1,1,0.85
HK.00038,76.0,79,1,5,0.3
HK.00039,19.0,60,0,0,0.95
HK.00040,64.0,45,1,1,0.95
HK.00041,68.0,52,0,0,0.85
HK.00042,29.0,14,1,32,1.0
HK.00045,44.0,41,1,6,0.45
HK.00046,50.0,62,1,2,0.9
HK.00048,91.0,43,1,1,0.7
HK.00050,67.0,55,1,1,0.95
HK.00051,63.0,57,0,0,0.85
HK.00052,72.0,80,0,0,0.5
HK.00053,63.0,69,0,0,0.65
HK.00055,53.0,79,0,0,0.8
HK.00057,57.0,57,0,0,0.85
HK.00058,87.0,76,0,0,0.65
HK.00059,65.0,60,0,0,0.95
HK.00060,82.0,87,0,0,0.6
HK.00061,8.0,3,1,15,0.8
HK.00062,63.0,56,1,1,0.95
HK.00063,7.0,5,1,15,0.95
HK.00064,85.0,80,0,0,0.05
HK.00065,25.0,92,0,0,0.3
HK.00066,74.0,67,0,0,0.7
HK.00068,,11,1,1,0.7
HK.00069,54.0,70,0,0,0.7
HK.00070,45.0,73,0,0,0.75
HK.00071,64.0,54,1,1,0.95
HK.00072,62.0,81,0,0,0.45
HK.00073,55.0,29,1,7,0.7
HK.00075,67.0,65,0,0,0.45
HK.00076,21.0,53,1,2,0.7
HK.00077,86.0,91,0,0,0.55
HK.00078,25.0,36,1,1,0.75
HK.00079,90.0,97,0,0,0.05
HK.00081,70.0,63,0,0,0.2
HK.00082,42.0,25,1,26,1.0
HK.00083,52.0,28,1,59,1.0
HK.00084,66.0,72,0,0,0.95
HK.00085,24.0,21,1,33,1.0
HK.00086,68.0,44,1,29,1.0
HK.00087,84.0,86,0,0,0.0
HK.00088,57.0,38,1,36,1.0
HK.00089,52.0,35,1,1,0.65
HK.00090,43.0,26,1,20,1.0
HK.00092,63.0,82,0,0,0.95
HK.00093,33.0,14,0,0,0.9
HK.00094,45.0,15,1,12,0.9
HK.00095,32.0,76,0,0,0.65
HK.00096,56.0,76,0,0,0.8
HK.00097,45.0,41,0,0,0.85
HK.00098,48.0,43,1,1,0.85
