code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,86.0,84,0,0,0.0
HK.00002,73.0,68,0,0,0.25
HK.00003,58.0,60,0,0,0.35
HK.00004,31.0,13,1,20,1.0
HK.00005,87.0,86,0,0,0.05
HK.00006,71.0,45,1,1,0.75
HK.00007,61.0,72,0,0,0.05
HK.00008,65.0,55,0,0,0.1
HK.00010,52.0,25,1,17,0.9
HK.00012,50.0,28,1,17,0.85
HK.00013,18.0,15,1,40,1.0
HK.00014,67.0,35,1,14,0.9
HK.00016,75.0,27,1,17,0.85
HK.00017,52.0,22,1,22,1.0
HK.00018,27.0,47,0,0,0.45
HK.00019,80.0,65,0,0,0.35
HK.00020,27.0,14,1,27,1.0
HK.00021,34.0,88,1,1,0.15
HK.00022,0.0,1,1,42,1.0
HK.00023,65.0,45,0,0,0.3
HK.00025,68.0,78,0,0,0.0
HK.00026,65.0,69,0,0,0.05
HK.00027,34.0,42,0,0,0.5
HK.00028,38.0,45,1,1,0.55
HK.00029,34.0,40,1,4,0.4
HK.00030,42.0,43,0,0,0.65
HK.00031,86.0,93,0,0,0.0
HK.00032,54.0,59,0,0,0.2
HK.00033,40.0,72,0,0,0.05
HK.00034,83.0,67,0,0,0.1
HK.00035,36.0,43,1,4,0.7
HK.00036,72.0,72,0,0,0.05
HK.00037,65.0,55,0,0,0.45
HK.00038,42.0,26,1,7,0.7
HK.00039,5.0,47,0,0,0.25
HK.00040,73.0,80,0,0,0.15
HK.00041,66.0,35,1,13,0.8
HK.00042,44.0,11,1,24,1.0
HK.00045,41.0,35,1,7,0.6
HK.00046,39.0,75,0,0,0.3
HK.00048,91.0,91,0,0,0.2
HK.00050,65.0,56,0,0,0.35
HK.00051,67.0,61,0,0,0.3
HK.00052,42.0,79,0,0,0.45
HK.00053,56.0,65,0,0,0.15
HK.00055,31.0,55,1,3,0.4
HK.00057,66.0,66,0,0,0.0
HK.00058,77.0,24,1,5,0.8
HK.00059,61.0,72,0,0,0.05
HK.00060,70.0,86,0,0,0.35
HK.00061,28.0,42,1,3,0.7
HK.00062,52.0,52,0,0,0.4
HK.00063,21.0,36,1,4,0.25
HK.00064,76.0,84,0,0,0.1
HK.00065,5.0,6,1,49,1.0
HK.00066,74.0,63,0,0,0.5
HK.00069,44.0,47,0,0,0.7
HK.00070,45.0,43,1,4,0.55
HK.00071,64.0,58,0,0,0.2
HK.00072,62.0,77,1,1,0.25
HK.00073,75.0,84,0,0,0.15
HK.00075,72.0,84,0,0,0.1
HK.00076,10.0,24,1,32,1.0
HK.00077,69.0,78,0,0,0.05
HK.00078,31.0,33,1,13,0.85
HK.00079,52.0,87,0,0,0.25
HK.00081,76.0,33,1,11,0.8
HK.00082,53.0,60,1,3,0.25
HK.00083,75.0,44,1,18,0.9
HK.00084,47.0,50,0,0,0.55
HK.00085,32.0,54,1,1,0.2
HK.00086,75.0,64,0,0,0.1
HK.00087,71.0,56,0,0,0.35
HK.00088,64.0,36,1,18,0.95
HK.00089,54.0,40,1,3,0.55
HK.00090,75.0,86,0,0,0.4
HK.00092,49.0,59,0,0,0.35
HK.00093,32.0,62,0,0,0.55
HK.00094,67.0,15,1,2,0.6
HK.00095,11.0,5,1,30,1.0
HK.00096,37.0,30,1,4,0.55
HK.00097,29.0,32,0,0,0.85
HK.00098,57.0,67,0,0,0.05
HK.00099,56.0,68,0,0,0.7
HK.00101,48.0,30,1,26,1.0
HK.00103,25.0,30,1,5,0.9
HK.00104,77.0,87,0,0,0.0
HK.00105,66.0,75,0,0,0.05
HK.00106,67.0,72,0,0,0.05
HK.00107,54.0,29,1,10,0.5
HK.00108,82.0,15,0,0,0.8
HK.00110,90.0,23,1,20,1.0
HK.00111,83.0,29,1,6,0.65
HK.00113,74.0,80,0,0,0.35
HK.00114,75.0,77,0,0,0.0
HK.00115,86.0,40,1,4,0.35
HK.00116,51.0,31,0,0,0.8
HK.00117,99.0,99,0,0,0.0
HK.00118,82.0,87,0,0,0.85
HK.00119,54.0,20,1,12,0.65
HK.00120,7.0,13,0,0,0.65
HK.00122,37.0,60,0,0,0.35
HK.00123,42.0,45,1,2,0.1
HK.00124,46.0,48,1,4,0.4
HK.00125,33.0,55,0,0,0.35
HK.00126,55.0,79,0,0,0.2
HK.00127,36.0,38,0,0,0.7
HK.00128,61.0,72,0,0,0.05
HK.00129,21.0,59,0,0,0.4
HK.00130,78.0,70,0,0,0.35
HK.00131,66.0,78,0,0,0.05
HK.00132,36.0,66,1,1,0.3
HK.00135,41.0,38,1,3,0.7
HK.00136,20.0,58,0,0,0.55
HK.00137,40.0,36,1,19,0.95
HK.00138,9.0,18,0,0,0.6
HK.00139,9.0,51,0,0,0.5
HK.00142,41.0,53,0,0,0.65
HK.00144,38.0,30,1,12,0.65
HK.00145,50.0,69,0,0,0.55
HK.00146,53.0,60,0,0,0.45
HK.00147,8.0,12,1,4,0.3
HK.00148,97.0,98,0,0,0.0
HK.00149,63.0,60,0,0,0.35
HK.00150,49.0,54,1,7,0.8
HK.00151,32.0,54,1,1,0.45
HK.00152,20.0,24,1,4,0.9
HK.00154,25.0,20,1,54,1.0
HK.00156,82.0,75,0,0,0.1
HK.00157,44.0,66,0,0,0.25
HK.00158,46.0,50,0,0,0.45
HK.00159,40.0,76,0,0,0.25
HK.00160,42.0,49,1,3,0.2
HK.00162,44.0,78,1,3,0.3
HK.00163,26.0,28,1,12,0.8
HK.00164,85.0,80,0,0,0.2
HK.00165,24.0,23,0,0,0.7
HK.00166,21.0,19,0,0,0.8
HK.00167,97.0,79,0,0,0.2
HK.00168,43.0,42,1,3,0.7
HK.00169,76.0,93,0,0,0.05
HK.00171,3.0,2,1,53,1.0
HK.00173,54.0,40,1,4,0.9
HK.00174,48.0,87,0,0,0.55
HK.00175,71.0,46,0,0,0.7
HK.00176,61.0,72,0,0,0.05
HK.00177,72.0,81,0,0,0.1
HK.00178,86.0,85,0,0,0.25
HK.00179,37.0,36,0,0,0.6
HK.00180,58.0,79,0,0,0.15
HK.00181,73.0,66,0,0,0.1
HK.00182,84.0,93,0,0,0.0
HK.00183,32.0,65,0,0,0.45
HK.00184,69.0,85,0,0,0.05
HK.00185,28.0,14,1,30,1.0
HK.00186,39.0,65,0,0,0.15
HK.00187,15.0,8,1,1,0.95
HK.00188,63.0,66,0,0,0.55
HK.00189,93.0,97,0,0,0.1
HK.00191,80.0,62,0,0,0.55
HK.00193,49.0,63,0,0,0.35
HK.00194,58.0,58,0,0,0.2
HK.00195,61.0,72,0,0,0.05
HK.00196,20.0,10,1,21,1.0
HK.00197,74.0,81,0,0,0.25
HK.00199,98.0,98,0,0,0.0
HK.00200,32.0,32,1,3,0.55
HK.00201,53.0,61,1,2,0.3
HK.00202,6.0,4,1,18,0.9
HK.00205,94.0,46,1,7,0.55
HK.00206,74.0,16,1,17,0.95
HK.00209,94.0,93,0,0,0.0
HK.00210,47.0,57,1,1,0.6
HK.00211,58.0,68,0,0,0.2
HK.00212,68.0,75,0,0,0.15
HK.00213,62.0,60,0,0,0.7
HK.00214,19.0,21,1,6,0.6
HK.00215,65.0,62,0,0,0.15
HK.00216,35.0,30,1,6,0.4
HK.00217,66.0,39,0,0,0.75
HK.00218,13.0,13,1,1,0.95
HK.00219,74.0,58,0,0,0.2
HK.00220,40.0,59,1,1,0.05
HK.00222,34.0,49,0,0,0.65
HK.00223,55.0,26,1,16,0.85
HK.00224,40.0,54,0,0,0.4
HK.00225,62.0,66,0,0,0.05
HK.00227,18.0,32,1,32,1.0
HK.00228,28.0,25,1,1,0.8
HK.00229,51.0,55,1,1,0.4
HK.00232,96.0,98,0,0,0.15
HK.00234,47.0,67,0,0,0.2
HK.00235,25.0,26,1,1,0.65
HK.00236,73.0,74,0,0,0.1
HK.00237,73.0,68,0,0,0.4
HK.00239,63.0,63,0,0,0.2
HK.00240,80.0,50,1,6,0.7
HK.00241,11.0,12,1,92,1.0
HK.00242,41.0,58,0,0,0.55
HK.00243,92.0,92,1,6,0.3
HK.00244,51.0,61,0,0,0.4
HK.00245,64.0,89,0,0,0.55
HK.00247,62.0,72,0,0,0.05
HK.00248,50.0,39,1,8,0.5
HK.00251,52.0,57,0,0,0.35
HK.00252,63.0,72,0,0,0.05
HK.00253,72.0,59,0,0,0.2
HK.00254,95.0,96,0,0,0.0
HK.00255,69.0,81,0,0,0.1
HK.00256,2.0,7,1,4,0.55
HK.00257,71.0,38,1,18,0.9
HK.00258,31.0,48,0,0,0.45
HK.00259,93.0,96,0,0,0.0
HK.00261,18.0,12,1,38,1.0
