code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,85.0,83,0,0,0.0
HK.00002,72.0,65,0,0,0.2
HK.00003,52.0,50,1,1,0.3
HK.00004,31.0,11,1,18,0.9
HK.00005,86.0,82,0,0,0.05
HK.00006,69.0,44,0,0,0.65
HK.00007,58.0,70,0,0,0.05
HK.00008,66.0,61,0,0,0.05
HK.00010,61.0,28,1,15,0.85
HK.00012,53.0,25,1,15,0.75
HK.00013,18.0,13,1,38,1.0
HK.00014,68.0,35,1,12,0.9
HK.00016,76.0,24,1,15,0.85
HK.00017,68.0,22,1,20,1.0
HK.00018,26.0,46,1,2,0.45
HK.00019,80.0,66,0,0,0.4
HK.00020,20.0,8,1,25,1.0
HK.00021,41.0,82,0,0,0.2
HK.00022,1.0,1,1,40,1.0
HK.00023,69.0,59,0,0,0.3
HK.00025,66.0,75,0,0,0.0
HK.00026,62.0,72,0,0,0.05
HK.00027,33.0,42,1,1,0.5
HK.00028,40.0,52,0,0,0.6
HK.00029,36.0,50,1,2,0.3
HK.00030,40.0,39,0,0,0.75
HK.00031,85.0,93,0,0,0.0
HK.00032,55.0,58,0,0,0.15
HK.00033,35.0,70,0,0,0.05
HK.00034,83.0,76,0,0,0.05
HK.00035,37.0,42,1,2,0.7
HK.00036,64.0,70,0,0,0.05
HK.00037,70.0,64,0,0,0.4
HK.00038,47.0,27,1,5,0.7
HK.00039,4.0,44,0,0,0.4
HK.00040,64.0,67,0,0,0.15
HK.00041,71.0,40,1,11,0.7
HK.00042,49.0,10,1,22,1.0
HK.00045,42.0,33,1,5,0.5
HK.00046,33.0,63,0,0,0.3
HK.00048,92.0,90,0,0,0.15
HK.00050,65.0,57,0,0,0.3
HK.00051,62.0,59,0,0,0.25
HK.00052,35.0,72,0,0,0.5
HK.00053,56.0,62,0,0,0.15
HK.00055,30.0,36,0,0,0.4
HK.00057,63.0,67,0,0,0.0
HK.00058,78.0,15,1,3,0.7
HK.00059,58.0,70,0,0,0.05
HK.00060,60.0,60,0,0,0.5
HK.00061,27.0,36,0,0,0.55
HK.00062,50.0,48,0,0,0.5
HK.00063,26.0,44,1,1,0.1
HK.00064,74.0,82,0,0,0.1
HK.00065,4.0,8,1,47,1.0
HK.00066,69.0,56,0,0,0.55
HK.00069,40.0,41,1,2,0.7
HK.00070,42.0,49,1,1,0.4
HK.00071,66.0,63,0,0,0.15
HK.00072,71.0,86,0,0,0.2
HK.00073,67.0,74,0,0,0.2
HK.00075,75.0,83,0,0,0.05
