code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,87.0,82,1,1,0.45
HK.00002,79.0,74,1,5,0.45
HK.00003,71.0,74,1,1,0.65
HK.00004,39.0,41,1,48,1.0
HK.00005,90.0,89,0,0,0.05
HK.00006,76.0,55,1,8,0.75
HK.00007,64.0,58,1,15,0.75
HK.00008,73.0,69,1,3,0.6
HK.00010,53.0,55,1,8,0.95
HK.00012,68.0,72,0,0,0.5
HK.00013,28.0,63,1,9,0.5
HK.00014,75.0,70,1,1,0.65
HK.00016,79.0,53,1,5,0.65
HK.00017,47.0,39,1,50,1.0
HK.00018,28.0,23,1,18,0.9
HK.00019,88.0,92,0,0,0.2
HK.00020,20.0,38,1,55,1.0
HK.00021,26.0,16,1,18,0.95
HK.00022,2.0,13,1,70,1.0
HK.00023,85.0,93,0,0,0.5
HK.00025,85.0,91,1,5,0.35
HK.00026,73.0,70,1,14,0.75
HK.00027,59.0,87,0,0,0.4
HK.00028,31.0,23,1,12,0.9
HK.00029,33.0,28,1,18,0.9
HK.00030,48.0,49,1,5,0.4
HK.00031,51.0,15,1,19,0.95
HK.00032,56.0,48,1,1,0.9
HK.00033,49.0,58,1,15,0.75
HK.00034,86.0,75,1,8,0.5
HK.00035,44.0,42,1,14,0.85
HK.00036,58.0,58,1,15,0.75
HK.00037,61.0,45,1,13,0.65
HK.00038,82.0,93,0,0,0.3
HK.00039,19.0,58,1,15,0.75
HK.00040,68.0,62,1,17,0.85
HK.00041,72.0,61,1,19,0.95
HK.00042,22.0,7,1,19,0.95
HK.00045,70.0,84,0,0,0.6
HK.00046,42.0,54,1,3,0.6
HK.00048,94.0,82,1,2,0.45
HK.00050,69.0,54,1,16,0.8
HK.00051,69.0,67,1,16,0.8
HK.00052,66.0,80,1,11,0.55
HK.00053,67.0,70,1,8,0.8
HK.00055,28.0,40,1,21,1.0
HK.00057,61.0,61,1,19,0.95
HK.00058,86.0,38,1,15,0.85
HK.00059,64.0,58,1,15,0.75
HK.00060,50.0,34,1,16,0.8
HK.00061,22.0,41,1,3,0.5
HK.00062,61.0,49,1,13,0.7
HK.00063,21.0,14,1,2,0.95
HK.00064,86.0,87,0,0,0.35
HK.00065,18.0,62,0,0,0.95
HK.00066,79.0,77,1,1,0.55
HK.00068,,1,1,43,1.0
HK.00069,51.0,56,1,17,0.85
HK.00070,52.0,42,1,5,0.75
HK.00071,67.0,48,1,14,0.75
HK.00072,44.0,31,1,12,0.75
HK.00073,78.0,80,1,2,0.6
HK.00075,57.0,43,0,0,0.75
HK.00076,24.0,68,1,2,0.75
HK.00077,83.0,89,1,1,0.35
HK.00078,22.0,26,1,41,1.0
HK.00079,89.0,97,0,0,0.4
HK.00081,79.0,78,0,0,0.7
HK.00082,45.0,35,1,13,0.8
HK.00083,70.0,47,1,46,1.0
HK.00084,65.0,67,1,15,0.75
HK.00085,22.0,19,1,20,1.0
HK.00086,74.0,63,1,16,0.85
HK.00087,85.0,90,0,0,0.4
HK.00088,58.0,41,1,23,1.0
HK.00089,47.0,40,1,4,0.35
HK.00090,34.0,46,1,7,0.55
HK.00092,36.0,17,1,16,0.8
HK.00093,25.0,36,1,11,0.55
HK.00094,58.0,47,0,0,0.9
HK.00095,38.0,86,0,0,0.2
HK.00096,48.0,63,1,10,0.65
HK.00097,37.0,31,1,6,0.7
HK.00098,46.0,39,1,20,1.0
HK.00099,77.0,85,1,2,0.5
HK.00100,,0,1,26,1.0
HK.00101,50.0,53,1,8,0.95
HK.00103,10.0,12,1,20,1.0
HK.00104,75.0,60,1,12,0.75
HK.00105,69.0,64,1,11,0.55
HK.00106,67.0,58,1,15,0.75
HK.00107,56.0,52,1,38,1.0
HK.00108,46.0,5,1,19,0.95
HK.00110,97.0,98,0,0,0.0
HK.00111,78.0,31,1,3,0.75
HK.00113,79.0,83,1,3,0.3
HK.00114,84.0,82,1,8,0.65
HK.00115,83.0,7,1,31,1.0
HK.00116,70.0,84,1,1,0.35
HK.00117,98.0,96,1,18,0.9
HK.00118,50.0,31,1,26,1.0
HK.00119,43.0,23,1,40,1.0
HK.00120,9.0,36,1,5,0.85
HK.00122,42.0,53,1,6,0.5
HK.00123,49.0,69,1,30,1.0
HK.00124,41.0,40,1,32,1.0
HK.00125,44.0,56,1,15,0.75
HK.00126,25.0,18,1,17,0.95
HK.00127,43.0,45,1,16,0.85
HK.00128,94.0,98,0,0,0.75
HK.00129,33.0,71,1,1,0.55
HK.00130,73.0,28,1,5,0.65
HK.00131,65.0,56,1,12,0.75
HK.00132,35.0,33,1,16,0.8
HK.00135,61.0,77,0,0,0.55
HK.00136,19.0,51,1,9,0.65
HK.00137,74.0,91,0,0,0.5
HK.00138,5.0,9,1,11,0.85
HK.00139,16.0,72,1,2,0.55
HK.00142,57.0,84,0,0,0.25
