code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,86.0,79,1,1,0.35,0.051
HK.00002,79.0,81,1,2,0.1,0.1795
HK.00003,61.0,58,1,11,0.55,0.2378
HK.00004,40.0,29,1,39,1.0,0.4517
HK.00005,88.0,88,0,0,0.0,0.0384
HK.00006,74.0,62,1,4,0.4,0.1996
HK.00007,64.0,72,1,6,0.3,0.3255
HK.00008,73.0,69,1,2,0.4,0.0383
HK.00010,48.0,35,1,36,1.0,0.1636
HK.00012,57.0,45,0,0,0.9,0.1674
HK.00013,27.0,64,0,0,0.35,0.6042
HK.00014,71.0,58,1,7,0.5,0.1461
HK.00016,81.0,53,0,0,0.65,0.1202
HK.00017,45.0,19,1,41,1.0,0.4392
HK.00018,33.0,51,1,9,0.45,0.4744
HK.00019,84.0,78,1,1,0.15,0.0739
HK.00020,16.0,18,1,46,1.0,0.4835
HK.00021,28.0,31,1,9,0.75,0.6703
HK.00022,0.0,1,1,60,1.0,
HK.00023,71.0,65,1,1,0.5,0.0707
HK.00025,84.0,92,0,0,0.0,0.2295
HK.00026,72.0,78,1,5,0.3,0.1089
HK.00027,45.0,78,0,0,0.2,0.3023
HK.00028,32.0,28,1,3,0.85,0.3636
HK.00029,36.0,45,1,9,0.65,0.3633
HK.00030,60.0,85,1,2,0.1,0.1757
HK.00031,53.0,22,1,10,0.5,
HK.00032,52.0,46,1,10,0.5,0.2573
HK.00033,48.0,72,1,6,0.3,
HK.00034,87.0,83,1,1,0.15,0.2083
HK.00035,46.0,48,1,5,0.55,0.5583
HK.00036,76.0,72,1,6,0.3,
HK.00037,70.0,68,1,4,0.2,0.3689
HK.00038,67.0,59,0,0,0.75,0.2656
HK.00039,19.0,72,1,6,0.3,0.6804
HK.00040,62.0,65,1,8,0.4,0.1266
HK.00041,69.0,46,1,10,0.85,0.1054
HK.00042,28.0,5,1,9,0.95,0.5489
HK.00045,52.0,53,1,5,0.65,0.325
HK.00046,47.0,82,1,4,0.25,0.524
HK.00048,93.0,88,1,2,0.3,
HK.00050,68.0,61,1,7,0.35,0.1407
HK.00051,72.0,69,1,7,0.35,0.4075
HK.00052,60.0,88,1,2,0.1,0.5435
HK.00053,66.0,69,1,7,0.4,0.3471
HK.00055,27.0,35,1,13,0.85,0.5657
HK.00057,57.0,50,1,10,0.65,0.1804
HK.00058,81.0,33,1,6,0.65,
HK.00059,64.0,72,1,6,0.3,
HK.00060,47.0,40,1,7,0.35,0.4462
HK.00061,30.0,27,0,0,0.8,0.532
HK.00062,59.0,59,1,4,0.25,0.2155
