code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00173,49.0,36,1,4,0.8,0.2074
HK.00174,65.0,91,0,0,0.1,0.4276
HK.00175,65.0,49,0,0,0.6,0.1723
HK.00176,62.0,72,0,0,0.0,0.6907
HK.00177,67.0,55,1,3,0.15,0.0758
HK.00178,90.0,90,0,0,0.1,0.0012
HK.00179,47.0,68,0,0,0.65,0.4004
HK.00180,53.0,54,1,1,0.25,0.5594
HK.00181,55.0,29,1,6,0.3,0.1727
HK.00182,78.0,67,1,3,0.15,0.5089
HK.00183,44.0,80,0,0,0.15,0.5659
HK.00184,65.0,76,0,0,0.0,0.1824
HK.00185,18.0,25,1,1,0.8,0.8468
HK.00186,41.0,68,0,0,0.1,
HK.00187,19.0,23,1,7,0.9,0.419
HK.00188,66.0,70,0,0,0.25,0.1926
HK.00189,92.0,94,1,1,0.05,0.197
HK.00191,77.0,33,1,5,0.6,0.2733
HK.00193,53.0,50,1,1,0.1,0.6531
HK.00194,60.0,61,0,0,0.1,0.221
HK.00195,62.0,72,0,0,0.0,0.2779
HK.00196,22.0,16,1,31,1.0,0.3912
HK.00197,77.0,81,0,0,0.1,0.5131
HK.00199,98.0,98,0,0,0.0,
HK.00200,32.0,26,0,0,0.6,0.5197
HK.00201,51.0,58,1,1,0.2,0.4055
HK.00202,7.0,9,1,3,0.95,
HK.00205,92.0,41,1,2,0.55,
HK.00206,73.0,19,0,0,0.9,0.3676
HK.00209,95.0,93,0,0,0.05,
HK.00210,38.0,50,1,2,0.3,0.2857
HK.00211,59.0,74,0,0,0.15,0.0929
HK.00212,66.0,69,0,0,0.05,0.1231
HK.00213,56.0,45,0,0,0.65,0.5523
HK.00214,14.0,14,1,15,0.75,0.6553
HK.00215,69.0,66,0,0,0.05,0.0794
HK.00216,37.0,28,1,1,0.7,0.4196
HK.00217,67.0,64,0,0,0.3,0.4325
HK.00218,21.0,43,0,0,0.55,
HK.00219,76.0,61,0,0,0.15,0.3619
HK.00220,53.0,69,0,0,0.2,0.2177
HK.00222,86.0,96,0,0,0.25,0.0285
HK.00223,53.0,41,0,0,0.95,0.7668
HK.00224,37.0,47,1,1,0.05,0.4945
HK.00225,58.0,67,0,0,0.0,0.1486
HK.00227,17.0,19,1,42,1.0,
HK.00228,24.0,27,1,6,0.75,0.74
HK.00229,52.0,57,0,0,0.3,0.2481
HK.00232,97.0,98,0,0,0.0,
HK.00234,57.0,63,0,0,0.3,0.4764
HK.00235,29.0,59,0,0,0.4,0.5047
HK.00236,73.0,67,0,0,0.05,0.1052
HK.00237,69.0,57,0,0,0.15,0.1873
HK.00239,70.0,78,0,0,0.05,0.2008
HK.00240,69.0,26,1,9,0.75,0.1433
HK.00241,13.0,18,1,102,1.0,0.511
HK.00242,32.0,36,1,6,0.4,0.4995
HK.00243,87.0,36,1,16,0.8,
HK.00244,48.0,58,1,1,0.2,0.2324
HK.00245,45.0,77,1,1,0.3,0.4125
HK.00247,63.0,72,0,0,0.0,0.1771
HK.00248,41.0,40,1,5,0.8,0.2923
HK.00251,57.0,61,0,0,0.0,0.3861
HK.00252,64.0,72,0,0,0.0,0.57
HK.00253,68.0,57,0,0,0.1,0.3781
HK.00254,0.0,0,1,6,0.3,
HK.00255,67.0,81,0,0,0.0,0.0984
HK.00256,6.0,45,0,0,0.8,0.9424
HK.00257,59.0,36,1,3,0.8,0.1043
HK.00258,40.0,58,0,0,0.05,0.385
HK.00259,87.0,84,1,2,0.2,0.2604
HK.00261,13.0,19,1,1,0.7,0.9267
HK.00262,57.0,55,1,3,0.25,0.2466
HK.00264,71.0,90,1,1,0.05,
HK.00265,82.0,61,0,0,0.05,
HK.00266,51.0,66,0,0,0.05,0.3228
HK.00267,56.0,33,1,11,0.55,0.1384
HK.00268,7.0,8,1,18,0.95,0.6426
HK.00269,58.0,72,0,0,0.0,
HK.00270,75.0,59,1,1,0.15,0.0357
HK.00271,39.0,37,1,4,0.55,0.3864
HK.00272,17.0,38,0,0,0.6,0.5082
HK.00274,58.0,72,0,0,0.0,
HK.00276,33.0,59,0,0,0.3,0.5041
HK.00277,60.0,72,0,0,0.0,0.5215
HK.00279,15.0,17,1,2,0.9,
HK.00280,82.0,89,0,0,0.1,0.0126
HK.00285,16.0,15,1,18,0.9,0.647
HK.00286,62.0,72,0,0,0.0,0.6921
HK.00287,73.0,77,0,0,0.0,0.1335
HK.00288,71.0,58,0,0,0.35,0.0683
HK.00289,68.0,44,1,1,0.25,0.0855
HK.00290,37.0,0,1,27,1.0,0.7636
HK.00291,42.0,39,0,0,0.8,0.3754
HK.00293,83.0,84,0,0,0.25,0.0148
HK.00294,46.0,63,0,0,0.05,0.526
HK.00295,31.0,7,1,9,0.95,
HK.00296,28.0,35,0,0,0.65,0.58
HK.00297,55.0,36,1,12,0.6,0.2022
HK.00298,41.0,33,1,4,0.35,0.3726
HK.00299,62.0,72,0,0,0.0,
HK.00300,77.0,82,0,0,0.05,
HK.00301,96.0,98,0,0,0.0,0.0102
HK.00302,6.0,8,1,36,1.0,0.8544
HK.00303,40.0,45,1,2,0.45,0.2184
HK.00305,32.0,34,1,2,0.8,
HK.00306,83.0,90,0,0,0.0,0.036
HK.00308,51.0,45,1,8,0.7,
HK.00309,12.0,27,1,8,0.6,
HK.00311,82.0,80,1,7,0.5,0.3455
HK.00312,48.0,84,0,0,0.3,
HK.00313,33.0,51,0,0,0.8,0.8028
HK.00314,4.0,53,0,0,0.5,0.8458
HK.00315,67.0,49,0,0,0.15,0.0292
HK.00316,56.0,45,0,0,0.65,0.1113
HK.00317,53.0,33,1,10,0.9,0.4706
HK.00318,93.0,95,0,0,0.1,
HK.00320,58.0,70,0,0,0.0,0.2537
HK.00321,81.0,49,1,1,0.3,0.0925
HK.00322,60.0,57,0,0,0.7,0.179
HK.00323,18.0,12,1,36,1.0,0.4041
HK.00325,10.0,22,0,0,0.85,0.7451
HK.00326,96.0,88,0,0,0.45,
HK.00327,24.0,63,0,0,0.6,0.4147
HK.00328,5.0,22,1,2,0.65,
HK.00329,7.0,2,1,9,0.55,0.8364
HK.00330,4.0,11,1,60,1.0,
HK.00331,51.0,52,0,0,0.1,0.2116
HK.00332,15.0,31,0,0,0.95,
HK.00333,31.0,47,0,0,0.45,0.5379
HK.00334,80.0,47,1,7,0.45,0.2473
HK.00335,54.0,75,0,0,0.0,0.4153
HK.00336,33.0,17,1,15,0.85,0.262
HK.00337,22.0,17,1,12,0.95,
HK.00338,39.0,48,1,1,0.4,0.2686
HK.00340,24.0,21,0,0,0.85,0.4275
HK.00341,61.0,94,0,0,0.05,0.4749
HK.00343,18.0,45,0,0,0.5,0.5798
HK.00345,44.0,83,0,0,0.35,0.5532
HK.00346,8.0,7,1,14,0.9,
HK.00347,14.0,21,1,74,1.0,0.506
HK.00348,13.0,53,1,7,0.35,0.7256
HK.00351,93.0,90,0,0,0.3,
HK.00352,95.0,72,0,0,0.0,
HK.00353,69.0,58,0,0,0.2,0.6582
HK.00354,20.0,21,1,14,0.7,0.6287
HK.00355,34.0,19,1,12,0.9,0.7461
HK.00357,5.0,18,1,121,1.0,0.6258
HK.00358,85.0,33,1,6,0.55,0.2648
HK.00360,35.0,21,1,22,1.0,0.6854
HK.00361,20.0,22,0,0,0.9,
HK.00362,62.0,72,0,0,0.0,
HK.00363,52.0,38,0,0,0.9,0.0736
HK.00365,93.0,95,1,19,0.95,
HK.00366,49.0,47,1,1,0.25,0.2262
HK.00367,27.0,33,1,1,0.35,0.5264
HK.00368,98.0,98,0,0,0.0,
HK.00369,76.0,48,1,2,0.2,0.2769
HK.00370,2.0,20,0,0,0.6,
HK.00371,51.0,36,1,24,1.0,0.2324
HK.00372,39.0,42,0,0,0.45,
HK.00373,60.0,32,1,7,0.35,0.3169
HK.00374,54.0,66,0,0,0.05,0.2183
HK.00375,81.0,86,0,0,0.0,0.088
HK.00376,7.0,9,1,56,1.0,
HK.00377,86.0,91,0,0,0.05,
HK.00379,35.0,2,1,11,0.7,
HK.00380,65.0,75,1,4,0.2,0.2082
HK.00381,1.0,8,1,49,1.0,
HK.00382,1.0,3,1,55,1.0,0.8146
HK.00383,43.0,21,1,23,1.0,0.36
HK.00384,22.0,13,1,14,0.8,0.3675
HK.00385,20.0,62,0,0,0.1,0.4102
HK.00386,56.0,52,0,0,0.2,0.3521
HK.00387,83.0,88,0,0,0.0,0.1072
HK.00388,51.0,48,0,0,0.45,0.0811
HK.00389,9.0,51,0,0,0.65,0.71
HK.00390,39.0,34,1,4,0.25,0.347
HK.00391,71.0,76,0,0,0.05,0.513
HK.00392,46.0,51,0,0,0.5,0.161
HK.00393,68.0,69,0,0,0.0,0.0217
HK.00396,93.0,25,1,7,0.7,
HK.00397,29.0,46,1,1,0.3,0.7965
HK.00398,64.0,75,0,0,0.0,0.145
HK.00399,4.0,47,0,0,0.45,
HK.00400,95.0,98,0,0,0.0,0.0484
HK.00401,86.0,9,0,0,0.85,
HK.00403,48.0,61,1,3,0.15,0.3985
HK.00406,13.0,11,1,13,0.9,0.6769
HK.00408,81.0,64,0,0,0.3,0.0254
HK.00410,17.0,19,1,28,1.0,0.6472
HK.00411,64.0,47,0,0,0.45,0.0493
HK.00412,0.0,1,1,72,1.0,
HK.00413,23.0,26,1,1,0.65,0.6222
HK.00417,38.0,57,0,0,0.35,
HK.00418,39.0,69,0,0,0.25,0.5158
HK.00419,90.0,95,0,0,0.25,
HK.00420,75.0,78,0,0,0.0,0.1302
HK.00422,31.0,82,0,0,0.1,0.6624
HK.00423,45.0,44,1,1,0.35,0.2941
HK.00425,57.0,25,0,0,0.95,0.2677
HK.00426,94.0,93,0,0,0.3,
HK.00430,40.0,35,1,2,0.1,0.2543
HK.00431,62.0,72,0,0,0.0,
HK.00432,69.0,28,1,7,0.95,0.2788
HK.00433,73.0,44,1,1,0.25,
HK.00434,6.0,13,1,11,0.95,0.762
HK.00436,30.0,21,1,13,0.7,
HK.00438,11.0,17,1,3,0.95,0.7218
HK.00439,6.0,12,1,22,1.0,0.7829
HK.00440,79.0,64,0,0,0.1,0.0271
HK.00442,35.0,35,1,1,0.4,0.5503
HK.00444,62.0,72,0,0,0.0,
HK.00450,59.0,86,0,0,0.1,0.2891
HK.00451,73.0,24,1,2,0.6,0.47
HK.00455,29.0,55,0,0,0.25,0.7524
HK.00456,84.0,93,0,0,0.15,0.2509
HK.00458,76.0,91,0,0,0.25,0.4047
HK.00460,16.0,21,0,0,0.85,0.4554
HK.00464,75.0,96,0,0,0.2,
HK.00465,98.0,99,1,1,0.5,
HK.00467,10.0,6,1,27,1.0,0.5674
HK.00468,62.0,72,0,0,0.0,0.2795
HK.00470,,5,1,23,1.0,0.3877
HK.00471,1.0,12,1,49,1.0,
HK.00472,72.0,40,1,2,0.65,
HK.00474,94.0,77,0,0,0.1,
HK.00475,73.0,92,0,0,0.0,
HK.00476,25.0,37,1,2,0.75,
HK.00480,61.0,44,0,0,0.6,0.3894
HK.00482,42.0,41,0,0,0.6,0.6362
HK.00483,16.0,14,1,23,1.0,0.5887
HK.00484,27.0,21,1,15,0.75,0.4088
HK.00485,86.0,64,0,0,0.0,0.1162
HK.00486,22.0,12,1,14,0.9,0.4871
HK.00487,11.0,44,1,2,0.5,
HK.00488,77.0,34,1,4,0.95,0.313
HK.00491,18.0,22,0,0,0.9,
HK.00493,11.0,14,1,9,0.85,0.7632
HK.00495,62.0,72,0,0,0.0,
HK.00496,8.0,6,1,30,1.0,0.5892
HK.00497,57.0,38,1,3,0.5,0.155
HK.00498,8.0,46,0,0,0.5,
HK.00499,91.0,88,0,0,0.2,
HK.00500,20.0,23,0,0,0.8,0.7916
HK.00505,50.0,44,1,2,0.3,0.4131
HK.00506,43.0,51,0,0,0.1,0.2288
HK.00508,44.0,21,1,5,0.95,0.5154
HK.00509,62.0,72,0,0,0.0,
HK.00510,88.0,95,0,0,0.3,
HK.00511,23.0,28,1,10,0.85,0.492
HK.00512,16.0,47,0,0,0.75,0.4415
HK.00513,29.0,7,1,25,1.0,0.5793
HK.00515,46.0,72,0,0,0.0,
HK.00517,52.0,40,1,3,0.35,0.1832
HK.00518,58.0,74,1,2,0.3,0.3535
HK.00519,59.0,80,0,0,0.25,
HK.00520,2.0,5,1,27,1.0,0.8631
HK.00521,65.0,45,1,2,0.15,0.2512
HK.00522,96.0,94,0,0,0.05,0.1596
HK.00524,98.0,99,0,0,0.3,
HK.00525,71.0,64,0,0,0.2,0.2981
HK.00526,87.0,90,0,0,0.2,0.5564
HK.00527,71.0,55,0,0,0.35,0.3602
HK.00528,50.0,60,0,0,0.3,0.3441
HK.00529,53.0,59,0,0,0.05,0.3261
HK.00532,90.0,76,1,14,0.7,
HK.00533,57.0,49,0,0,0.3,0.4617
HK.00535,6.0,16,1,17,0.95,0.7703
HK.00536,80.0,81,0,0,0.0,0.0126
HK.00538,64.0,59,0,0,0.05,0.2693
HK.00540,78.0,68,1,2,0.15,
HK.00542,60.0,7,1,33,1.0,0.5686
HK.00543,49.0,79,0,0,0.5,0.3311
HK.00544,88.0,31,1,1,0.75,
HK.00546,11.0,15,1,64,1.0,0.4301
HK.00547,24.0,65,0,0,0.55,0.6075
HK.00548,52.0,52,0,0,0.45,0.3622
HK.00550,98.0,88,1,3,0.85,
HK.00551,56.0,43,1,6,0.4,0.3094
HK.00552,57.0,67,0,0,0.0,0.2733
HK.00553,19.0,15,1,10,0.95,0.4332
HK.00554,39.0,81,0,0,0.2,0.4582
HK.00556,85.0,87,1,1,0.2,0.4754
HK.00557,47.0,93,0,0,0.0,0.4985
HK.00558,4.0,2,1,32,1.0,0.7596
HK.00559,52.0,76,0,0,0.0,0.7041
HK.00560,47.0,59,0,0,0.05,0.2672
HK.00563,32.0,37,0,0,0.9,0.5705
HK.00564,25.0,24,1,26,1.0,0.353
HK.00565,91.0,74,0,0,0.05,0.0971
HK.00567,96.0,85,0,0,0.75,
HK.00568,29.0,3,1,13,0.85,
HK.00570,18.0,28,1,73,1.0,0.7518
HK.00571,40.0,37,1,5,0.5,0.4833
HK.00572,27.0,45,0,0,0.65,0.5821
HK.00573,41.0,70,0,0,0.2,0.7158
HK.00574,3.0,1,1,13,0.95,
HK.00575,77.0,96,0,0,0.45,
HK.00576,46.0,35,1,4,0.2,0.1007
HK.00579,38.0,45,0,0,0.25,0.1865
HK.00580,90.0,93,1,2,0.15,0.2074
HK.00581,41.0,40,1,8,0.6,0.4018
HK.00582,2.0,2,1,67,1.0,0.9017
HK.00583,38.0,28,1,4,0.8,0.5271
HK.00585,99.0,99,0,0,0.0,
HK.00586,61.0,52,0,0,0.45,0.1293
HK.00587,7.0,6,1,63,1.0,0.7386
HK.00588,36.0,29,1,5,0.5,0.3579
HK.00590,60.0,81,0,0,0.25,0.2005
HK.00591,41.0,77,0,0,0.2,0.4618
HK.00595,95.0,80,0,0,0.75,0.3819
HK.00596,5.0,25,1,10,0.5,0.7648
HK.00598,43.0,25,1,25,1.0,0.1569
HK.00599,36.0,50,0,0,0.1,0.4342
HK.00600,,15,1,33,1.0,0.5055
HK.00601,62.0,72,0,0,0.0,0.2779
HK.00602,49.0,54,1,4,0.6,
HK.00603,17.0,8,1,14,0.75,
HK.00604,34.0,25,1,14,0.9,0.507
HK.00605,29.0,66,1,2,0.4,
HK.00606,36.0,34,1,6,0.3,0.3539
HK.00607,84.0,0,1,10,0.5,
HK.00608,46.0,69,0,0,0.15,0.4512
HK.00609,33.0,33,1,6,0.75,0.3063
HK.00610,69.0,58,0,0,0.05,0.215
HK.00611,53.0,39,1,3,0.5,0.2257
HK.00613,94.0,97,0,0,0.0,0.0
HK.00616,78.0,57,0,0,0.5,
HK.00617,18.0,16,1,15,0.9,0.8578
HK.00618,94.0,94,0,0,0.0,0.235
HK.00619,81.0,55,0,0,0.9,
HK.00620,80.0,96,0,0,0.05,
HK.00621,76.0,83,1,9,0.45,0.4195
HK.00622,97.0,83,0,0,0.25,0.0201
HK.00623,64.0,76,0,0,0.0,0.2793
HK.00626,60.0,49,0,0,0.4,0.434
HK.00627,67.0,63,1,4,0.3,
HK.00628,87.0,25,1,1,0.85,0.4196
HK.00629,58.0,81,0,0,0.25,0.1134
HK.00630,66.0,17,1,19,0.95,
HK.00631,42.0,18,0,0,0.95,0.4717
HK.00632,27.0,43,0,0,0.3,
HK.00635,56.0,51,1,1,0.15,0.2755
HK.00636,33.0,37,1,4,0.45,0.413
HK.00637,77.0,77,0,0,0.0,
HK.00639,27.0,16,1,13,0.65,0.4129
HK.00640,74.0,65,0,0,0.0,0.0248
HK.00641,87.0,80,1,1,0.35,0.1829
HK.00643,9.0,8,1,17,0.85,
HK.00645,78.0,32,1,3,0.3,
HK.00646,35.0,88,0,0,0.5,0.6042
HK.00648,3.0,67,1,1,0.65,
HK.00650,87.0,6,1,29,1.0,0.5807
HK.00653,9.0,65,0,0,0.95,
HK.00655,88.0,87,1,9,0.45,0.1889
HK.00656,43.0,75,0,0,0.05,0.3505
HK.00657,83.0,89,1,4,0.35,0.3403
HK.00658,48.0,8,1,10,0.5,0.4084
HK.00659,76.0,63,0,0,0.0,0.029
HK.00660,95.0,47,1,21,1.0,
HK.00661,84.0,31,1,7,0.6,0.4951
HK.00662,72.0,75,0,0,0.05,0.0514
HK.00666,65.0,28,0,0,0.6,0.364
HK.00667,19.0,25,0,0,0.75,0.4905
HK.00669,87.0,90,0,0,0.0,0.1075
HK.00670,41.0,30,1,3,0.6,0.4232
HK.00672,25.0,27,1,6,0.6,0.5863
HK.00673,51.0,14,1,6,0.5,
HK.00674,20.0,38,1,1,0.65,0.7691
HK.00675,60.0,68,0,0,0.05,0.2503
HK.00676,60.0,75,0,0,0.05,0.1337
HK.00677,67.0,74,0,0,0.2,0.3292
HK.00679,99.0,98,1,8,0.4,
HK.00681,54.0,69,1,1,0.1,0.2398
HK.00682,59.0,79,0,0,0.1,0.6935
HK.00683,49.0,33,1,33,1.0,0.1484
HK.00684,26.0,36,1,5,0.3,0.615
HK.00685,47.0,42,1,1,0.6,0.3886
HK.00686,28.0,36,1,2,0.7,0.6854
HK.00687,77.0,77,0,0,0.05,0.029
HK.00688,66.0,40,1,11,0.55,0.3037
HK.00689,82.0,18,1,2,0.95,0.4909
HK.00690,24.0,53,0,0,0.15,0.3917
HK.00691,4.0,7,1,15,0.95,0.7053
HK.00693,77.0,79,0,0,0.05,0.0405
HK.00694,13.0,25,1,14,0.9,0.5945
HK.00695,92.0,92,0,0,0.15,0.0085
HK.00696,32.0,38,0,0,0.8,0.3603
HK.00697,49.0,69,0,0,0.3,0.2193
HK.00698,5.0,5,1,28,1.0,0.753
HK.00700,31.0,43,0,0,0.1,0.2601
HK.00701,5.0,15,1,1,0.6,0.7607
HK.00702,62.0,72,0,0,0.0,
HK.00703,48.0,90,0,0,0.35,0.582
HK.00704,83.0,69,0,0,0.0,
HK.00707,58.0,72,0,0,0.0,0.7796
HK.00708,62.0,72,0,0,0.0,
HK.00709,61.0,60,0,0,0.0,0.3143
HK.00710,36.0,54,1,1,0.6,0.5107
HK.00711,60.0,66,0,0,0.25,0.321
HK.00712,13.0,13,1,44,1.0,
HK.00713,37.0,52,1,1,0.1,0.5387
HK.00716,19.0,25,0,0,0.95,0.5799
HK.00717,13.0,20,1,31,1.0,
HK.00718,39.0,76,0,0,0.2,
HK.00719,40.0,52,0,0,0.65,0.3247
HK.00720,90.0,67,0,0,0.35,0.1363
HK.00722,59.0,60,1,2,0.2,0.1982
HK.00723,18.0,21,1,3,0.85,
HK.00725,88.0,90,1,12,0.6,0.2825
HK.00726,25.0,25,1,9,0.5,0.8538
HK.00727,17.0,38,1,3,0.65,
HK.00728,37.0,31,1,14,0.9,0.2989
HK.00730,71.0,83,0,0,0.0,0.2877
HK.00731,93.0,84,1,14,0.7,0.2677
HK.00732,51.0,54,1,1,0.5,0.3171
HK.00733,13.0,15,1,17,0.85,
HK.00736,17.0,4,1,56,1.0,
HK.00737,65.0,56,0,0,0.05,0.1943
HK.00738,74.0,56,0,0,0.75,0.4603
HK.00743,36.0,27,1,1,0.05,0.5757
HK.00745,99.0,98,0,0,0.0,
HK.00746,52.0,50,0,0,0.4,0.186
HK.00747,50.0,7,1,17,0.85,0.4817
HK.00750,47.0,48,1,2,0.45,0.5671
HK.00751,53.0,8,1,64,1.0,0.3382
HK.00752,49.0,62,0,0,0.15,0.0736
HK.00753,28.0,40,1,3,0.65,0.3593
HK.00754,42.0,69,0,0,0.0,0.5841
HK.00755,10.0,7,1,11,0.75,
HK.00756,40.0,11,1,2,0.8,
HK.00757,31.0,49,0,0,0.8,0.5953
HK.00759,77.0,77,0,0,0.0,
HK.00760,32.0,20,1,6,0.3,
HK.00762,27.0,26,1,14,0.7,0.3839
HK.00763,48.0,44,1,5,0.45,0.4039
