code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,82.0,59,1,1,0.45
HK.00002,80.0,78,0,0,0.75
HK.00003,57.0,59,1,11,0.65
HK.00004,39.0,62,0,0,0.65
HK.00005,89.0,83,0,0,0.3
HK.00006,75.0,72,0,0,0.9
HK.00007,66.0,65,1,27,1.0
HK.00008,62.0,39,1,15,0.85
HK.00010,40.0,28,1,20,1.0
HK.00012,47.0,40,1,11,0.6
HK.00013,40.0,79,0,0,0.65
HK.00014,59.0,44,1,10,0.8
HK.00016,70.0,34,1,17,0.9
HK.00017,40.0,35,0,0,0.8
HK.00018,27.0,27,0,0,0.95
HK.00019,89.0,91,0,0,0.05
HK.00020,20.0,35,1,4,0.7
HK.00021,80.0,95,0,0,0.65
HK.00022,1.0,6,1,82,1.0
HK.00023,85.0,92,0,0,0.05
HK.00025,84.0,83,0,0,0.85
HK.00026,70.0,67,1,25,1.0
HK.00027,58.0,85,0,0,0.5
HK.00028,32.0,30,1,24,1.0
HK.00029,34.0,27,1,30,1.0
HK.00030,70.0,76,0,0,0.7
HK.00031,52.0,20,1,31,1.0
HK.00032,56.0,52,1,13,0.95
HK.00033,53.0,65,1,27,1.0
HK.00034,83.0,58,0,0,0.95
HK.00035,45.0,47,0,0,0.95
HK.00036,82.0,65,1,27,1.0
HK.00037,63.0,50,0,0,0.85
HK.00038,72.0,81,1,4,0.25
HK.00039,19.0,65,1,27,1.0
HK.00040,71.0,61,1,28,1.0
HK.00041,63.0,47,1,2,0.9
HK.00042,22.0,8,1,30,1.0
HK.00045,46.0,47,1,5,0.45
HK.00046,51.0,69,1,1,0.85
HK.00048,90.0,60,0,0,0.65
HK.00050,64.0,56,0,0,0.95
HK.00051,65.0,59,0,0,0.85
HK.00052,75.0,87,0,0,0.55
HK.00053,62.0,70,0,0,0.7
HK.00055,39.0,60,0,0,0.85
HK.00057,54.0,42,1,1,0.9
HK.00058,88.0,78,0,0,0.7
HK.00059,66.0,65,1,27,1.0
HK.00060,84.0,89,0,0,0.7
