code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,84.0,79,0,0,0.0
HK.00002,71.0,64,0,0,0.3
HK.00003,54.0,56,0,0,0.35
HK.00004,42.0,13,1,13,0.65
HK.00005,84.0,79,0,0,0.1
HK.00006,68.0,39,1,7,0.6
HK.00007,56.0,69,0,0,0.3
HK.00008,71.0,74,0,0,0.05
HK.00010,66.0,40,1,10,0.6
HK.00012,55.0,30,1,10,0.5
HK.00013,24.0,15,1,33,1.0
HK.00014,74.0,39,1,7,0.8
HK.00016,76.0,26,1,10,0.7
HK.00017,70.0,21,1,15,0.8
HK.00018,31.0,64,0,0,0.55
HK.00019,80.0,58,0,0,0.45
HK.00020,26.0,12,1,20,1.0
HK.00021,42.0,91,0,0,0.25
HK.00022,1.0,1,1,35,1.0
HK.00023,67.0,59,0,0,0.2
HK.00025,66.0,74,0,0,0.1
HK.00026,63.0,74,0,0,0.1
HK.00027,31.0,38,1,2,0.7
HK.00028,41.0,42,0,0,0.7
HK.00029,40.0,60,0,0,0.4
HK.00030,44.0,28,0,0,0.85
HK.00031,76.0,87,0,0,0.0
HK.00032,55.0,59,0,0,0.35
HK.00033,31.0,69,0,0,0.3
HK.00034,84.0,81,0,0,0.0
HK.00035,36.0,39,0,0,0.8
HK.00036,62.0,69,0,0,0.3
HK.00037,47.0,40,1,1,0.4
HK.00038,68.0,44,0,0,0.6
HK.00039,3.0,41,0,0,0.65
HK.00040,64.0,76,0,0,0.35
HK.00041,71.0,48,1,6,0.45
HK.00042,50.0,11,1,17,0.85
HK.00045,52.0,62,0,0,0.35
HK.00046,34.0,62,0,0,0.5
HK.00048,91.0,93,0,0,0.0
HK.00050,65.0,57,0,0,0.2
HK.00051,63.0,71,0,0,0.2
HK.00052,26.0,45,0,0,0.7
HK.00053,58.0,64,0,0,0.15
HK.00055,40.0,74,0,0,0.65
HK.00057,65.0,65,0,0,0.15
HK.00058,87.0,33,1,9,0.5
HK.00059,56.0,69,0,0,0.3
HK.00060,53.0,59,0,0,0.75
HK.00061,30.0,40,0,0,0.7
HK.00062,50.0,49,0,0,0.7
HK.00063,39.0,84,0,0,0.1
HK.00064,72.0,81,0,0,0.3
HK.00065,7.0,10,1,41,1.0
HK.00066,66.0,51,0,0,0.75
HK.00069,40.0,43,1,1,0.8
HK.00070,34.0,33,1,6,0.35
HK.00071,65.0,61,0,0,0.35
HK.00072,72.0,86,0,0,0.2
HK.00073,63.0,76,0,0,0.35
HK.00075,71.0,85,0,0,0.05
HK.00076,11.0,23,1,25,1.0
HK.00077,60.0,75,0,0,0.2
HK.00078,41.0,39,1,6,0.6
HK.00079,53.0,89,0,0,0.6
HK.00081,79.0,59,1,4,0.45
HK.00082,55.0,71,0,0,0.1
HK.00083,80.0,51,1,11,0.6
HK.00084,35.0,47,1,9,0.7
HK.00085,29.0,54,1,1,0.35
HK.00086,74.0,66,0,0,0.15
HK.00087,75.0,53,0,0,0.35
HK.00088,66.0,37,1,11,0.8
HK.00089,59.0,54,1,8,0.7
HK.00090,43.0,30,0,0,0.65
HK.00092,44.0,56,1,1,0.45
HK.00093,17.0,16,1,10,0.6
HK.00094,79.0,20,1,4,0.8
HK.00095,12.0,8,1,23,1.0
HK.00096,55.0,75,0,0,0.6
HK.00097,26.0,23,1,14,0.95
HK.00098,51.0,63,0,0,0.15
HK.00099,53.0,37,1,1,0.9
HK.00101,58.0,28,1,19,0.95
HK.00103,33.0,51,0,0,0.95
HK.00104,71.0,85,0,0,0.0
HK.00105,63.0,72,0,0,0.3
HK.00106,68.0,69,0,0,0.3
HK.00107,65.0,58,1,3,0.2
HK.00108,87.0,19,1,31,1.0
HK.00110,93.0,94,1,13,0.65
HK.00111,85.0,34,1,5,0.5
HK.00113,74.0,76,0,0,0.7
HK.00114,80.0,86,0,0,0.25
HK.00115,91.0,73,0,0,0.45
HK.00116,50.0,18,1,20,1.0
HK.00117,99.0,99,0,0,0.0
HK.00118,62.0,18,1,15,0.75
HK.00119,74.0,56,1,5,0.3
HK.00120,7.0,10,1,9,0.95
HK.00122,35.0,58,0,0,0.3
HK.00123,50.0,78,0,0,0.0
HK.00124,48.0,66,1,1,0.2
HK.00125,27.0,42,1,3,0.7
HK.00126,51.0,75,0,0,0.35
HK.00127,37.0,40,1,7,0.7
HK.00128,84.0,92,0,0,0.25
HK.00129,20.0,64,0,0,0.6
HK.00130,81.0,85,0,0,0.2
HK.00131,64.0,77,0,0,0.05
HK.00132,30.0,66,0,0,0.4
HK.00135,41.0,45,1,7,0.75
HK.00136,10.0,50,1,3,0.6
HK.00137,38.0,42,1,12,0.6
HK.00138,7.0,10,0,0,0.95
HK.00139,6.0,71,0,0,0.5
HK.00142,37.0,41,0,0,0.9
HK.00144,46.0,46,1,5,0.35
HK.00145,53.0,49,0,0,0.7
HK.00146,49.0,47,0,0,0.8
HK.00147,13.0,67,0,0,0.4
HK.00148,95.0,97,0,0,0.0
HK.00149,62.0,50,1,4,0.55
HK.00150,51.0,63,0,0,0.75
HK.00151,33.0,41,0,0,0.7
HK.00152,23.0,23,1,48,1.0
HK.00154,28.0,21,1,47,1.0
HK.00156,77.0,70,0,0,0.3
HK.00157,41.0,55,0,0,0.5
HK.00158,48.0,50,1,5,0.5
HK.00159,27.0,63,0,0,0.35
HK.00160,44.0,57,0,0,0.35
HK.00162,60.0,92,0,0,0.1
HK.00163,32.0,36,1,5,0.8
HK.00164,84.0,89,0,0,0.2
HK.00165,20.0,22,1,10,0.75
HK.00166,19.0,24,1,23,1.0
HK.00167,97.0,89,0,0,0.0
HK.00168,47.0,52,0,0,0.75
HK.00169,64.0,94,0,0,0.05
HK.00171,7.0,8,1,46,1.0
HK.00173,50.0,41,1,6,0.75
HK.00174,74.0,87,0,0,0.9
HK.00175,70.0,28,1,23,1.0
HK.00176,56.0,69,0,0,0.3
HK.00177,73.0,81,0,0,0.15
HK.00178,84.0,75,1,1,0.3
HK.00179,43.0,40,1,2,0.3
HK.00180,48.0,80,0,0,0.25
HK.00181,78.0,56,0,0,0.35
HK.00182,83.0,94,0,0,0.0
HK.00183,24.0,46,1,5,0.6
HK.00184,65.0,77,0,0,0.15
HK.00185,26.0,21,1,22,1.0
HK.00186,34.0,61,0,0,0.4
HK.00187,11.0,7,1,49,1.0
HK.00188,51.0,60,1,6,0.65
HK.00189,86.0,92,0,0,0.35
HK.00191,77.0,73,1,7,0.7
HK.00193,60.0,66,0,0,0.3
HK.00194,60.0,60,0,0,0.4
HK.00195,56.0,69,0,0,0.3
HK.00196,35.0,28,1,14,0.75
HK.00197,75.0,82,0,0,0.4
HK.00199,98.0,98,0,0,0.15
HK.00200,39.0,41,0,0,0.75
HK.00201,58.0,72,0,0,0.25
HK.00202,10.0,14,1,11,0.8
HK.00205,94.0,71,0,0,0.2
HK.00206,79.0,32,1,10,0.85
HK.00209,92.0,93,0,0,0.0
HK.00210,43.0,51,0,0,0.85
HK.00211,66.0,75,0,0,0.55
HK.00212,65.0,63,0,0,0.35
HK.00213,52.0,47,1,9,0.7
HK.00214,30.0,61,0,0,0.3
HK.00215,70.0,67,0,0,0.2
HK.00216,49.0,43,0,0,0.45
HK.00217,52.0,17,1,1,0.9
HK.00218,10.0,14,1,19,0.95
HK.00219,79.0,81,0,0,0.15
HK.00220,44.0,77,0,0,0.0
HK.00222,30.0,29,0,0,0.8
HK.00223,47.0,21,1,9,0.65
HK.00224,34.0,46,0,0,0.8
HK.00225,57.0,65,0,0,0.3
HK.00227,16.0,30,1,25,1.0
HK.00228,34.0,29,1,1,0.8
HK.00229,53.0,60,0,0,0.45
HK.00232,96.0,98,0,0,0.45
HK.00234,47.0,72,1,1,0.15
HK.00235,21.0,13,1,9,0.9
HK.00236,73.0,71,0,0,0.3
HK.00237,67.0,64,0,0,0.4
HK.00239,68.0,74,0,0,0.4
HK.00240,82.0,49,0,0,0.65
HK.00241,13.0,8,1,85,1.0
HK.00242,36.0,46,1,1,0.7
HK.00243,94.0,93,0,0,0.0
HK.00244,43.0,50,0,0,0.7
HK.00245,35.0,43,1,1,0.55
HK.00247,55.0,70,0,0,0.3
HK.00248,48.0,53,1,1,0.15
