code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00048,93.0,92,0,0,0.4,
HK.00050,68.0,63,1,3,0.25,0.1055
HK.00051,71.0,61,1,3,0.3,0.4332
HK.00052,59.0,90,0,0,0.05,0.5278
HK.00053,59.0,62,1,3,0.2,0.3401
HK.00055,38.0,41,1,8,0.7,0.5481
HK.00057,58.0,50,1,6,0.45,0.1467
HK.00058,81.0,32,1,3,0.65,
HK.00059,64.0,73,1,2,0.1,
HK.00060,66.0,70,1,3,0.15,0.3816
HK.00061,30.0,40,0,0,0.75,0.5113
HK.00062,62.0,69,0,0,0.1,0.1688
HK.00063,16.0,10,1,8,0.7,0.7279
HK.00064,78.0,84,0,0,0.1,0.1348
HK.00065,7.0,13,1,63,1.0,0.8849
HK.00066,74.0,63,1,4,0.2,0.1152
HK.00069,50.0,60,1,4,0.35,0.4396
HK.00070,56.0,61,1,2,0.45,0.4166
HK.00071,69.0,63,1,1,0.15,0.146
HK.00072,75.0,85,0,0,0.25,0.217
HK.00073,75.0,61,1,3,0.3,0.5478
HK.00075,71.0,68,1,5,0.3,
HK.00076,17.0,33,1,6,0.65,0.7892
HK.00077,82.0,91,0,0,0.0,0.369
HK.00078,22.0,16,1,28,1.0,0.9004
HK.00079,58.0,91,0,0,0.2,0.4929
HK.00081,65.0,19,1,26,1.0,0.244
HK.00082,60.0,62,0,0,0.6,0.5278
HK.00083,69.0,30,1,33,1.0,0.1505
HK.00084,62.0,85,1,3,0.2,0.4945
HK.00085,34.0,41,1,7,0.7,0.4314
HK.00086,73.0,65,1,3,0.2,0.0575
HK.00087,77.0,63,0,0,0.2,0.0442
HK.00088,58.0,36,1,10,0.8,0.1435
HK.00089,65.0,56,0,0,0.5,0.2963
HK.00090,73.0,90,0,0,0.0,
HK.00092,61.0,60,1,3,0.25,0.5244
HK.00093,46.0,86,0,0,0.3,0.4806
HK.00094,47.0,39,1,6,0.65,
HK.00095,35.0,68,0,0,0.7,0.8245
HK.00096,53.0,45,0,0,0.65,0.5535
HK.00097,41.0,56,1,3,0.35,
HK.00098,47.0,44,1,6,0.4,0.338
HK.00099,56.0,47,1,7,0.45,0.4175
HK.00100,,1,1,13,0.95,0.7664
HK.00101,40.0,29,1,41,1.0,0.2046
HK.00103,15.0,23,1,7,0.65,0.5222
HK.00104,74.0,84,1,1,0.15,0.1082
HK.00105,70.0,79,0,0,0.0,0.184
HK.00106,71.0,73,1,2,0.1,
HK.00107,52.0,31,1,25,1.0,0.166
HK.00108,79.0,15,1,6,0.45,
HK.00110,95.0,93,0,0,0.6,0.0933
HK.00111,83.0,31,1,5,0.6,
HK.00113,73.0,78,0,0,0.0,0.1128
HK.00114,82.0,85,0,0,0.25,0.0605
HK.00115,79.0,12,1,18,0.95,0.2684
HK.00116,48.0,41,1,4,0.6,0.2287
HK.00117,99.0,99,1,5,0.5,
HK.00118,65.0,20,1,13,0.75,
HK.00119,37.0,9,1,27,1.0,0.3324
HK.00120,4.0,4,1,13,0.7,
HK.00122,45.0,71,0,0,0.0,0.5257
HK.00123,39.0,21,1,17,0.85,0.5699
HK.00124,49.0,42,1,19,0.95,0.6392
HK.00125,33.0,61,1,2,0.15,0.6668
HK.00126,37.0,37,1,3,0.35,0.6373
HK.00127,39.0,45,1,3,0.6,0.4064
HK.00128,93.0,98,0,0,0.1,
HK.00129,30.0,69,0,0,0.4,0.6609
HK.00130,87.0,61,1,2,0.25,
HK.00131,72.0,78,0,0,0.15,0.4383
HK.00132,33.0,52,1,3,0.45,0.6386
HK.00135,50.0,51,1,4,0.65,0.3785
HK.00136,27.0,88,0,0,0.1,0.5272
HK.00137,44.0,53,1,3,0.45,0.5304
HK.00138,10.0,24,0,0,0.65,0.752
HK.00139,2.0,1,1,2,0.35,0.9476
HK.00142,44.0,56,1,1,0.15,0.1864
HK.00144,49.0,40,1,27,1.0,0.1591
HK.00145,41.0,38,1,5,0.5,
HK.00146,59.0,67,1,2,0.1,0.1551
HK.00147,14.0,25,1,19,0.95,
HK.00148,96.0,94,1,6,0.3,0.4879
HK.00149,71.0,82,1,1,0.2,0.191
HK.00150,62.0,86,0,0,0.3,0.4389
HK.00151,16.0,13,1,8,0.55,0.4801
HK.00152,28.0,37,1,3,0.65,0.3223
HK.00154,20.0,17,1,69,1.0,0.4166
HK.00156,80.0,67,1,3,0.25,0.1346
HK.00157,53.0,70,0,0,0.1,0.3557
HK.00158,58.0,66,1,3,0.3,0.3562
HK.00159,41.0,77,0,0,0.4,
HK.00160,21.0,10,1,18,0.9,0.5773
HK.00162,24.0,9,1,17,0.9,
HK.00163,26.0,24,1,11,0.9,0.7071
HK.00164,83.0,66,1,8,0.4,0.587
HK.00165,23.0,49,1,13,0.75,0.516
HK.00166,24.0,26,1,14,0.8,0.6723
HK.00167,94.0,82,1,2,0.25,
HK.00168,50.0,48,1,3,0.5,0.3234
HK.00169,38.0,49,1,11,0.55,
HK.00171,3.0,2,1,68,1.0,
HK.00173,53.0,40,1,9,0.8,0.2266
HK.00174,72.0,88,0,0,0.1,0.4216
HK.00175,60.0,48,0,0,0.45,0.1857
HK.00176,64.0,73,1,2,0.1,0.7033
HK.00177,67.0,50,1,8,0.4,0.0998
HK.00178,89.0,86,0,0,0.0,0.0759
HK.00179,24.0,20,1,4,0.65,0.4957
HK.00180,51.0,49,1,6,0.5,0.5772
HK.00181,61.0,28,1,10,0.5,0.1961
HK.00182,79.0,64,1,8,0.4,0.5384
HK.00183,47.0,82,0,0,0.1,0.5696
HK.00184,73.0,78,1,1,0.15,0.1962
HK.00185,15.0,11,1,7,0.8,0.8685
HK.00186,40.0,66,1,2,0.15,
HK.00187,15.0,19,1,12,0.9,0.4675
HK.00188,59.0,69,1,4,0.3,0.2382
HK.00189,84.0,76,1,6,0.3,0.4007
HK.00191,78.0,49,1,11,0.6,0.2963
HK.00193,51.0,46,1,5,0.3,0.668
HK.00194,65.0,58,1,3,0.2,0.2501
HK.00195,64.0,73,1,2,0.1,0.3072
HK.00196,16.0,8,1,3,0.95,0.4728
HK.00197,81.0,89,0,0,0.1,0.5146
HK.00199,98.0,97,1,3,0.15,
HK.00200,25.0,27,1,5,0.85,0.5224
HK.00201,54.0,58,1,3,0.35,0.4171
HK.00202,9.0,15,1,9,0.95,
HK.00205,86.0,36,1,7,0.7,
HK.00206,48.0,8,1,5,0.9,0.497
HK.00209,95.0,93,1,1,0.1,
HK.00210,38.0,39,1,6,0.4,0.326
HK.00211,59.0,76,0,0,0.15,0.1239
HK.00212,71.0,67,1,1,0.1,0.1439
HK.00213,53.0,52,1,4,0.6,0.5705
HK.00214,12.0,8,1,20,1.0,0.6849
HK.00215,72.0,70,0,0,0.05,0.0948
HK.00216,31.0,20,1,6,0.9,0.4746
HK.00217,51.0,32,1,4,0.4,0.4745
HK.00218,16.0,41,1,3,0.45,
HK.00219,78.0,69,1,1,0.3,0.3638
HK.00220,53.0,70,0,0,0.2,0.2433
HK.00222,82.0,96,0,0,0.15,0.1184
HK.00223,17.0,6,1,5,0.95,0.7729
HK.00224,36.0,43,1,5,0.25,0.5236
HK.00225,58.0,67,1,2,0.1,0.1789
HK.00227,17.0,34,1,1,0.9,
HK.00228,24.0,27,1,11,0.8,0.7589
HK.00229,57.0,63,1,5,0.45,0.2655
HK.00232,97.0,97,0,0,0.0,
HK.00234,42.0,46,1,4,0.45,0.5035
HK.00235,18.0,35,1,4,0.4,0.5444
HK.00236,70.0,64,1,2,0.15,0.143
HK.00237,73.0,68,0,0,0.25,0.1868
HK.00239,68.0,68,1,1,0.1,0.2397
HK.00240,67.0,26,1,14,0.95,0.1665
HK.00241,17.0,32,0,0,0.8,0.5019
HK.00242,30.0,34,1,11,0.55,0.5259
HK.00243,87.0,15,1,21,1.0,
HK.00244,51.0,45,1,5,0.35,0.2541
HK.00245,46.0,63,1,6,0.4,0.4604
HK.00247,65.0,73,1,2,0.1,0.2105
HK.00248,60.0,78,0,0,0.8,0.267
HK.00251,59.0,54,1,4,0.2,0.4082
HK.00252,65.0,73,1,2,0.1,0.5874
HK.00253,66.0,53,1,5,0.35,0.3834
HK.00254,1.0,0,1,11,0.55,
HK.00255,71.0,79,0,0,0.05,0.117
HK.00256,6.0,27,0,0,0.65,0.9471
HK.00257,68.0,42,1,8,0.8,0.133
HK.00258,47.0,70,0,0,0.05,0.383
HK.00259,85.0,45,1,7,0.45,0.3387
HK.00261,25.0,50,0,0,0.65,0.9208
HK.00262,67.0,65,1,8,0.4,0.249
HK.00264,53.0,86,1,6,0.3,
HK.00265,81.0,68,1,2,0.1,
HK.00266,54.0,66,1,2,0.1,0.3503
HK.00267,60.0,30,1,16,0.8,0.1485
HK.00268,9.0,24,0,0,0.85,0.6206
HK.00269,60.0,73,1,3,0.15,
HK.00270,74.0,53,1,6,0.4,0.0686
HK.00271,46.0,45,1,8,0.7,0.3863
HK.00272,35.0,84,0,0,0.4,0.463
HK.00274,62.0,73,1,2,0.1,
HK.00276,45.0,66,1,1,0.35,0.4753
HK.00277,63.0,73,1,3,0.15,0.5378
HK.00279,13.0,27,1,7,0.9,
HK.00280,85.0,93,0,0,0.05,0.0
HK.00285,17.0,16,1,23,1.0,0.6667
HK.00286,64.0,73,1,2,0.1,0.7046
HK.00287,71.0,77,1,2,0.1,0.1687
HK.00288,53.0,30,1,5,0.45,0.1899
HK.00289,69.0,55,1,5,0.35,0.1004
HK.00290,49.0,1,1,32,1.0,0.7399
HK.00291,40.0,40,1,4,0.75,0.3945
HK.00293,82.0,84,0,0,0.2,0.0346
HK.00294,67.0,86,0,0,0.1,0.4934
HK.00295,42.0,16,1,14,0.95,
HK.00296,28.0,32,1,2,0.6,0.594
HK.00297,47.0,24,1,17,0.85,0.2703
HK.00298,40.0,29,1,10,0.6,0.4016
HK.00299,64.0,73,1,2,0.1,
HK.00300,79.0,84,0,0,0.05,0.0275
HK.00301,97.0,99,0,0,0.0,0.0041
HK.00302,8.0,10,1,41,1.0,0.8586
HK.00303,45.0,47,0,0,0.5,0.2043
HK.00305,31.0,31,1,7,0.8,
HK.00306,85.0,92,0,0,0.0,0.0521
HK.00308,41.0,52,1,13,0.8,
HK.00309,17.0,22,0,0,0.7,
HK.00311,80.0,43,1,13,0.65,0.4208
HK.00312,46.0,76,1,3,0.3,
HK.00313,25.0,22,1,3,0.7,0.8374
HK.00314,6.0,66,0,0,0.25,0.8478
HK.00315,69.0,54,1,3,0.35,0.0503
HK.00316,62.0,54,0,0,0.65,0.1129
HK.00317,57.0,53,0,0,0.85,0.4504
HK.00318,93.0,92,0,0,0.0,
HK.00320,63.0,75,1,2,0.1,0.2671
HK.00321,81.0,56,1,4,0.25,0.1155
HK.00322,65.0,65,0,0,0.6,0.1969
HK.00323,15.0,11,1,41,1.0,0.4384
HK.00325,13.0,39,0,0,0.6,0.7417
HK.00326,94.0,42,1,1,0.45,
HK.00327,23.0,65,0,0,0.35,0.4301
HK.00328,4.0,17,1,3,0.6,
HK.00329,7.0,3,1,13,0.7,0.8419
HK.00330,5.0,17,1,65,1.0,
HK.00331,52.0,57,1,3,0.2,0.2371
HK.00332,16.0,17,1,3,0.9,
HK.00333,32.0,51,0,0,0.6,0.5432
HK.00334,81.0,30,1,12,0.7,0.283
HK.00335,57.0,76,1,2,0.1,0.439
HK.00336,33.0,14,1,20,1.0,0.3165
HK.00337,22.0,20,1,17,0.95,
HK.00338,37.0,39,1,6,0.6,0.2999
HK.00340,19.0,20,1,4,0.8,0.4667
HK.00341,73.0,95,0,0,0.0,0.4578
HK.00343,20.0,28,1,4,0.65,0.6162
HK.00345,45.0,85,0,0,0.15,0.5692
HK.00346,16.0,11,1,18,0.9,
HK.00347,13.0,21,1,79,1.0,0.5271
HK.00348,11.0,39,1,3,0.5,0.7591
HK.00351,90.0,88,1,1,0.35,
HK.00352,95.0,73,1,2,0.1,
HK.00353,60.0,43,1,2,0.4,0.5536
HK.00354,20.0,27,1,19,0.95,0.632
HK.00355,32.0,27,1,17,0.9,0.7508
HK.00357,5.0,19,1,126,1.0,0.6567
HK.00358,79.0,37,1,11,0.6,0.3011
HK.00360,29.0,16,1,27,1.0,0.6865
HK.00361,27.0,55,0,0,0.65,
HK.00362,64.0,73,1,2,0.1,
HK.00363,57.0,44,1,5,0.95,0.0995
HK.00365,93.0,25,1,24,1.0,
HK.00366,48.0,43,1,5,0.45,0.2481
HK.00367,25.0,39,1,5,0.4,0.5435
HK.00368,98.0,97,1,5,0.25,
HK.00369,78.0,53,1,7,0.35,0.2798
HK.00370,2.0,15,1,3,0.55,
HK.00371,53.0,34,1,29,1.0,0.2554
HK.00372,32.0,36,1,5,0.55,
HK.00373,66.0,34,1,12,0.6,0.3249
HK.00374,55.0,67,1,3,0.15,0.2545
HK.00375,81.0,81,1,2,0.1,0.125
HK.00376,6.0,8,1,61,1.0,
HK.00377,89.0,90,1,1,0.1,
HK.00379,47.0,2,1,16,0.9,
HK.00380,49.0,37,1,8,0.4,0.2708
HK.00381,1.0,8,1,54,1.0,
HK.00382,2.0,5,1,60,1.0,0.8228
HK.00383,44.0,22,1,27,1.0,0.3781
HK.00384,24.0,14,1,19,0.95,0.3845
HK.00385,23.0,46,1,3,0.15,0.4639
HK.00386,54.0,54,1,3,0.2,0.3758
HK.00387,85.0,87,1,2,0.1,0.1324
HK.00388,52.0,59,0,0,0.3,0.0888
HK.00389,6.0,22,1,5,0.6,0.7633
HK.00390,42.0,38,1,9,0.45,0.3246
HK.00391,72.0,81,0,0,0.2,0.5202
HK.00392,53.0,62,0,0,0.35,0.1632
HK.00393,69.0,68,1,3,0.15,0.0551
HK.00396,94.0,40,1,1,0.65,
HK.00397,27.0,36,1,1,0.3,0.7983
HK.00398,66.0,76,1,3,0.15,0.1767
HK.00399,6.0,44,1,2,0.3,
HK.00400,94.0,97,1,1,0.05,0.209
HK.00401,84.0,80,1,6,0.9,
HK.00403,45.0,44,1,8,0.4,0.4381
HK.00406,18.0,13,1,18,0.9,0.6714
HK.00408,81.0,63,0,0,0.25,0.0366
HK.00410,23.0,32,1,33,1.0,0.6395
HK.00411,62.0,45,1,2,0.45,0.0879
HK.00412,0.0,1,1,77,1.0,
HK.00413,33.0,65,0,0,0.6,0.6169
HK.00417,36.0,50,1,3,0.3,
HK.00418,45.0,56,0,0,0.35,0.5257
HK.00419,90.0,96,0,0,0.35,
HK.00420,74.0,70,1,2,0.1,0.1549
HK.00422,28.0,57,1,3,0.2,0.6956
HK.00423,49.0,56,1,3,0.4,0.2984
HK.00425,48.0,17,1,3,0.85,0.3188
HK.00426,93.0,93,0,0,0.4,
HK.00430,42.0,36,1,6,0.3,0.2754
HK.00432,67.0,31,1,12,0.95,0.3187
HK.00433,71.0,55,1,4,0.3,
HK.00434,7.0,16,1,16,0.95,0.7654
HK.00436,23.0,18,1,18,0.95,
HK.00438,14.0,35,1,8,0.95,0.7239
HK.00439,5.0,10,1,27,1.0,0.8053
HK.00440,80.0,69,1,2,0.1,0.035
HK.00442,34.0,32,1,6,0.65,0.575
HK.00444,64.0,73,1,2,0.1,
HK.00450,38.0,40,1,5,0.35,0.4044
HK.00451,77.0,43,1,7,0.7,0.4817
HK.00455,27.0,67,0,0,0.3,0.7541
HK.00456,58.0,34,1,4,0.35,0.4458
HK.00458,74.0,90,0,0,0.25,0.4251
HK.00460,14.0,18,1,4,0.8,0.4976
HK.00464,75.0,96,0,0,0.0,
HK.00465,99.0,98,1,6,0.55,
HK.00467,21.0,16,1,32,1.0,0.5518
HK.00468,64.0,73,1,2,0.1,0.3087
HK.00470,,3,1,28,1.0,0.4769
HK.00471,0.0,12,1,54,1.0,
HK.00472,53.0,23,1,7,0.75,
HK.00474,94.0,79,1,2,0.1,
HK.00475,43.0,80,1,3,0.15,
HK.00476,18.0,20,1,6,0.75,
HK.00480,67.0,55,0,0,0.5,0.3871
HK.00482,29.0,32,1,4,0.6,0.6914
HK.00483,12.0,10,1,29,1.0,0.6323
HK.00484,34.0,22,1,20,1.0,0.4199
HK.00485,86.0,67,1,2,0.1,0.152
HK.00486,21.0,22,1,19,0.95,0.4899
HK.00487,11.0,37,1,6,0.55,
HK.00488,80.0,33,1,1,0.85,0.317
HK.00491,18.0,26,1,6,0.9,
HK.00493,12.0,16,1,14,0.9,0.7713
HK.00495,64.0,73,1,2,0.1,
HK.00496,6.0,3,1,36,1.0,0.6369
HK.00497,58.0,39,1,7,0.6,0.1789
HK.00498,12.0,46,1,2,0.35,
HK.00499,93.0,91,0,0,0.1,
HK.00500,27.0,66,0,0,0.6,0.7816
HK.00505,60.0,70,0,0,0.45,0.381
HK.00506,41.0,52,1,3,0.15,0.2621
HK.00508,42.0,21,1,10,0.95,0.5566
HK.00509,64.0,73,1,2,0.1,
HK.00510,87.0,95,0,0,0.2,
HK.00511,25.0,44,0,0,0.8,0.4815
HK.00512,17.0,49,1,1,0.55,0.4689
HK.00513,24.0,5,1,31,1.0,0.6211
HK.00515,48.0,73,1,2,0.1,
HK.00517,54.0,41,1,8,0.55,0.2008
HK.00518,48.0,28,1,7,0.4,0.3963
HK.00519,50.0,77,0,0,0.25,
HK.00520,3.0,11,1,32,1.0,0.8618
HK.00521,70.0,54,1,7,0.4,0.2614
HK.00522,95.0,92,1,5,0.25,0.2553
HK.00524,99.0,98,0,0,0.3,
HK.00525,70.0,69,0,0,0.15,0.303
HK.00526,87.0,92,1,1,0.1,0.5617
HK.00527,58.0,57,1,5,0.5,0.4017
HK.00528,58.0,60,1,3,0.35,0.3745
HK.00529,56.0,64,1,4,0.2,0.3444
HK.00532,89.0,23,1,19,0.95,
HK.00533,57.0,47,1,3,0.35,0.4867
HK.00535,7.0,14,1,22,1.0,0.7849
HK.00536,79.0,75,1,1,0.1,0.0463
HK.00538,58.0,55,1,3,0.15,0.2942
HK.00540,78.0,62,1,7,0.35,
HK.00542,62.0,10,1,38,1.0,0.5861
HK.00543,51.0,69,0,0,0.35,0.354
HK.00544,72.0,38,1,6,0.9,
HK.00546,15.0,17,1,3,0.95,0.4609
HK.00547,29.0,79,0,0,0.55,0.5957
HK.00548,47.0,49,1,1,0.35,0.3859
HK.00550,98.0,79,0,0,0.75,
HK.00551,58.0,48,1,11,0.6,0.3162
HK.00552,60.0,66,1,4,0.2,0.2765
HK.00553,19.0,14,1,15,0.95,0.4525
HK.00554,38.0,75,1,4,0.3,0.4741
HK.00556,90.0,93,1,1,0.1,0.4504
HK.00557,54.0,86,1,4,0.2,0.5349
HK.00558,3.0,2,1,37,1.0,0.7725
HK.00559,56.0,70,1,2,0.1,0.7161
HK.00560,44.0,54,1,5,0.3,0.3029
HK.00563,29.0,32,1,4,0.9,0.5885
HK.00564,26.0,29,1,3,0.9,0.375
HK.00565,92.0,77,1,3,0.2,0.1218
HK.00567,94.0,25,1,3,0.65,
HK.00568,68.0,13,0,0,0.8,
HK.00570,19.0,34,1,4,0.95,0.7568
HK.00571,43.0,39,1,9,0.6,0.4789
HK.00572,29.0,48,1,2,0.55,0.599
HK.00573,36.0,53,1,1,0.3,0.739
HK.00574,4.0,1,1,18,0.95,
HK.00575,79.0,96,0,0,0.25,
HK.00576,49.0,45,1,9,0.45,0.1173
HK.00579,43.0,49,1,4,0.45,0.195
HK.00580,80.0,32,1,7,0.35,0.4042
HK.00581,32.0,29,1,13,0.7,0.4497
HK.00582,1.0,4,1,71,1.0,0.9154
HK.00583,41.0,63,1,9,0.85,0.5432
HK.00585,98.0,98,0,0,0.0,
HK.00586,61.0,37,1,3,0.55,0.1835
HK.00587,7.0,11,1,68,1.0,0.7495
HK.00588,38.0,31,1,10,0.65,0.3798
HK.00590,58.0,79,1,1,0.1,0.2407
HK.00591,49.0,87,0,0,0.2,0.4224
HK.00595,96.0,95,0,0,0.55,0.2703
HK.00596,9.0,43,1,2,0.7,0.7671
HK.00598,45.0,28,1,30,1.0,0.1836
HK.00599,39.0,69,0,0,0.15,0.4408
HK.00600,,9,1,38,1.0,0.542
HK.00601,52.0,51,1,3,0.15,0.3544
HK.00602,78.0,90,0,0,0.55,
HK.00603,26.0,14,1,19,0.95,
HK.00604,32.0,23,1,19,0.95,0.5238
HK.00605,40.0,61,1,7,0.6,
HK.00606,46.0,29,1,10,0.5,0.3514
HK.00607,81.0,0,1,15,0.75,
HK.00608,61.0,85,0,0,0.1,0.4399
HK.00609,28.0,24,1,10,0.8,0.3447
HK.00610,70.0,65,0,0,0.05,0.2289
HK.00611,59.0,57,1,8,0.55,0.2441
HK.00613,95.0,97,0,0,0.0,0.108
HK.00616,34.0,11,1,5,0.5,
HK.00617,20.0,17,1,20,1.0,0.8588
HK.00618,88.0,44,1,3,0.2,0.4747
HK.00619,71.0,49,1,1,0.75,
HK.00620,83.0,97,0,0,0.0,
HK.00621,75.0,49,1,14,0.7,0.4594
HK.00622,96.0,75,1,3,0.3,0.1507
HK.00623,56.0,63,1,3,0.15,0.3184
HK.00626,67.0,56,1,1,0.35,0.45
HK.00627,81.0,81,1,8,0.5,
HK.00628,80.0,7,1,6,0.95,0.4903
HK.00629,32.0,28,1,4,0.45,0.2954
HK.00630,15.0,3,1,23,1.0,
HK.00631,30.0,9,1,5,0.95,0.5222
HK.00632,23.0,38,1,5,0.5,
HK.00635,52.0,45,1,6,0.35,0.3078
HK.00636,35.0,43,1,3,0.55,0.4261
HK.00637,78.0,76,1,1,0.1,
HK.00639,29.0,19,1,18,0.9,0.4113
HK.00640,75.0,61,1,3,0.2,0.0425
HK.00641,86.0,81,1,5,0.4,0.2264
HK.00643,14.0,13,1,22,1.0,
HK.00645,85.0,86,0,0,0.3,
HK.00646,19.0,58,1,2,0.4,0.6812
HK.00648,0.0,0,1,6,0.65,
HK.00650,86.0,7,1,34,1.0,0.6081
HK.00653,4.0,54,0,0,0.7,
HK.00655,90.0,83,1,14,0.7,0.1965
HK.00656,36.0,50,1,3,0.15,0.4084
HK.00657,80.0,82,1,9,0.55,0.3671
HK.00658,24.0,3,1,15,0.75,0.4549
HK.00659,71.0,51,1,5,0.25,0.0848
HK.00660,95.0,55,1,26,1.0,
HK.00661,75.0,34,1,12,0.6,0.5018
HK.00662,74.0,77,1,2,0.15,0.0899
HK.00664,,4,1,21,1.0,0.5267
HK.00666,41.0,21,1,5,0.6,0.4563
HK.00667,20.0,35,0,0,0.6,0.4933
HK.00669,86.0,86,1,1,0.1,0.1574
HK.00670,35.0,28,1,8,0.6,0.455
HK.00672,31.0,42,1,11,0.75,0.5956
HK.00673,48.0,18,1,10,0.6,
HK.00674,45.0,82,0,0,0.5,0.7454
HK.00675,56.0,58,1,2,0.1,0.3015
HK.00676,68.0,78,0,0,0.0,0.0927
HK.00677,62.0,70,1,3,0.25,0.3668
HK.00679,98.0,95,1,13,0.65,
HK.00681,68.0,64,1,6,0.35,0.2894
HK.00682,55.0,51,1,4,0.25,0.6822
HK.00683,44.0,27,1,38,1.0,0.1943
HK.00684,25.0,26,1,10,0.55,0.6472
HK.00685,54.0,60,0,0,0.55,0.3718
HK.00686,24.0,28,1,7,0.7,0.6601
HK.00687,77.0,69,1,3,0.15,0.0768
HK.00688,70.0,37,1,16,0.8,0.3065
HK.00689,50.0,9,1,7,0.95,0.5238
HK.00690,23.0,42,1,4,0.35,0.4587
HK.00691,5.0,12,1,20,1.0,0.7121
HK.00693,78.0,69,1,4,0.25,0.0794
HK.00694,14.0,28,1,19,0.95,0.5952
HK.00695,91.0,80,1,2,0.1,0.1056
HK.00696,33.0,39,1,3,0.75,0.3776
HK.00697,35.0,32,1,5,0.55,0.3268
HK.00698,4.0,5,1,33,1.0,0.7743
HK.00700,37.0,68,0,0,0.1,0.2373
HK.00701,7.0,28,1,1,0.55,0.7523
HK.00702,64.0,73,1,2,0.1,
HK.00703,40.0,83,1,2,0.2,0.6297
HK.00704,89.0,73,1,2,0.1,
HK.00707,60.0,73,1,2,0.1,0.7886
HK.00708,64.0,73,1,2,0.1,
HK.00709,67.0,66,1,4,0.2,0.314
HK.00710,40.0,62,0,0,0.75,0.5027
HK.00711,70.0,80,0,0,0.25,0.3133
HK.00712,13.0,9,1,48,1.0,
HK.00713,38.0,48,1,6,0.35,0.5544
HK.00716,20.0,26,1,4,0.9,0.533
HK.00717,22.0,29,0,0,0.95,
HK.00718,51.0,83,0,0,0.1,
HK.00719,47.0,70,0,0,0.4,0.3306
HK.00720,90.0,80,1,5,0.35,0.1782
HK.00722,68.0,63,1,6,0.4,0.2123
HK.00723,29.0,36,1,8,0.95,
HK.00725,90.0,64,1,17,0.85,0.2654
HK.00726,60.0,81,0,0,0.7,0.8376
HK.00727,11.0,23,1,8,0.75,
HK.00728,44.0,40,1,19,0.95,0.2996
HK.00730,72.0,83,0,0,0.0,0.2802
HK.00731,92.0,33,1,19,0.95,0.3554
HK.00732,45.0,41,1,6,0.75,0.3477
HK.00733,16.0,23,1,22,1.0,
HK.00736,11.0,5,1,61,1.0,
HK.00737,65.0,55,1,5,0.3,0.2218
HK.00738,73.0,55,1,1,0.55,0.499
HK.00743,38.0,27,1,3,0.15,0.5854
HK.00745,99.0,98,0,0,0.05,
HK.00746,55.0,53,1,5,0.4,0.2029
HK.00747,70.0,19,0,0,0.9,0.4266
HK.00750,36.0,27,1,7,0.55,0.6109
HK.00751,59.0,18,1,69,1.0,0.3177
HK.00752,51.0,66,0,0,0.05,0.0912
HK.00753,22.0,33,1,8,0.65,0.3986
HK.00754,46.0,73,1,2,0.1,0.601
HK.00755,16.0,20,1,1,0.65,
HK.00756,31.0,4,1,7,0.85,
HK.00757,26.0,36,1,3,0.7,0.6441
HK.00759,85.0,81,0,0,0.05,
HK.00760,58.0,38,1,2,0.5,
HK.00762,34.0,34,1,19,0.95,0.3838
