code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,59,1,6,0.65
HK.00002,80.0,73,0,0,0.55
HK.00003,73.0,79,0,0,0.7
HK.00004,43.0,75,0,0,0.5
HK.00005,88.0,75,1,3,0.4
HK.00006,78.0,73,0,0,0.65
HK.00007,66.0,55,1,4,0.95
HK.00008,61.0,41,1,20,1.0
HK.00010,41.0,30,1,25,1.0
HK.00012,67.0,81,0,0,0.65
HK.00013,52.0,85,0,0,0.4
HK.00014,53.0,32,1,15,0.8
HK.00016,78.0,72,0,0,0.85
HK.00017,45.0,52,0,0,0.7
HK.00018,20.0,17,1,2,0.75
HK.00019,90.0,89,0,0,0.0
HK.00020,28.0,70,0,0,0.5
HK.00021,81.0,95,0,0,0.4
HK.00022,2.0,5,1,87,1.0
HK.00023,85.0,91,0,0,0.0
HK.00025,82.0,72,1,5,0.95
HK.00026,70.0,63,1,5,0.95
HK.00027,63.0,87,0,0,0.25
HK.00028,36.0,41,1,1,0.9
HK.00029,29.0,23,1,34,1.0
HK.00030,68.0,63,1,5,0.85
HK.00031,44.0,15,1,3,0.9
HK.00032,57.0,46,1,18,0.95
HK.00033,53.0,55,1,4,0.95
HK.00034,81.0,58,1,5,0.95
HK.00035,40.0,45,1,5,0.95
HK.00036,75.0,55,1,4,0.95
HK.00037,64.0,47,1,4,0.8
HK.00038,77.0,80,0,0,0.45
HK.00039,19.0,55,1,4,0.95
HK.00040,69.0,49,1,5,0.95
HK.00041,70.0,63,0,0,0.75
HK.00042,17.0,11,1,36,1.0
HK.00045,46.0,46,1,10,0.55
HK.00046,62.0,75,0,0,0.8
HK.00048,92.0,41,1,4,0.85
HK.00050,65.0,60,1,5,0.95
HK.00051,61.0,46,1,2,0.75
HK.00052,74.0,80,1,4,0.5
HK.00053,67.0,69,1,1,0.5
HK.00055,49.0,71,1,2,0.75
HK.00057,56.0,47,1,1,0.8
HK.00058,88.0,73,0,0,0.5
HK.00059,66.0,55,1,4,0.95
HK.00060,81.0,87,0,0,0.45
HK.00061,8.0,4,1,19,0.95
HK.00062,55.0,37,1,4,0.9
HK.00063,10.0,10,1,20,1.0
HK.00064,84.0,79,1,1,0.1
HK.00065,21.0,90,1,1,0.2
HK.00066,77.0,75,0,0,0.6
HK.00068,,9,1,4,0.65
HK.00069,52.0,67,1,3,0.65
HK.00070,29.0,35,1,2,0.7
HK.00071,64.0,52,1,4,0.9
HK.00072,76.0,85,0,0,0.3
HK.00073,54.0,14,1,10,0.85
HK.00075,40.0,34,1,1,0.35
HK.00076,20.0,25,1,2,0.75
HK.00077,85.0,86,1,1,0.4
HK.00078,24.0,31,1,4,0.7
HK.00079,89.0,97,0,0,0.0
HK.00081,68.0,69,0,0,0.2
HK.00082,43.0,27,1,30,1.0
HK.00083,61.0,46,0,0,0.9
HK.00084,71.0,75,0,0,0.75
HK.00085,19.0,20,1,37,1.0
HK.00086,70.0,59,1,1,0.95
HK.00087,85.0,85,0,0,0.0
HK.00088,55.0,33,1,39,1.0
HK.00089,49.0,47,1,6,0.8
HK.00090,31.0,19,1,24,1.0
