code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,85,0,0,0.0
HK.00002,70.0,68,1,2,0.3
HK.00003,57.0,58,1,2,0.4
HK.00004,61.0,49,1,9,0.45
HK.00005,84.0,81,0,0,0.2
HK.00006,68.0,43,1,3,0.5
HK.00007,54.0,63,0,0,0.45
HK.00008,72.0,77,0,0,0.1
HK.00010,64.0,44,1,6,0.45
HK.00012,65.0,55,1,6,0.3
HK.00013,26.0,21,1,29,1.0
HK.00014,72.0,40,1,3,0.6
HK.00016,81.0,48,1,6,0.5
HK.00017,72.0,35,1,11,0.6
HK.00018,22.0,48,1,2,0.6
HK.00019,78.0,68,1,7,0.45
HK.00020,44.0,30,1,16,0.9
HK.00021,18.0,76,1,1,0.45
HK.00022,1.0,2,1,31,1.0
HK.00023,63.0,61,1,3,0.3
HK.00025,60.0,68,0,0,0.3
HK.00026,58.0,67,0,0,0.25
HK.00027,35.0,45,0,0,0.8
HK.00028,35.0,47,1,1,0.8
HK.00029,40.0,56,1,1,0.45
HK.00030,27.0,11,1,41,1.0
HK.00031,75.0,91,0,0,0.0
HK.00032,50.0,48,1,2,0.5
HK.00033,25.0,63,0,0,0.45
HK.00034,84.0,83,0,0,0.0
HK.00035,32.0,33,1,2,0.9
HK.00036,58.0,63,0,0,0.4
HK.00037,57.0,56,1,1,0.45
HK.00038,68.0,35,1,1,0.6
HK.00039,3.0,33,0,0,0.75
HK.00040,62.0,58,0,0,0.55
HK.00041,75.0,66,1,2,0.25
HK.00042,71.0,19,1,13,0.85
HK.00045,47.0,48,1,2,0.45
HK.00046,26.0,36,1,1,0.65
HK.00048,91.0,94,0,0,0.05
HK.00050,66.0,66,1,3,0.15
HK.00051,60.0,65,1,3,0.25
HK.00052,25.0,42,1,2,0.75
HK.00053,50.0,58,1,2,0.15
HK.00055,35.0,67,0,0,0.85
HK.00057,64.0,76,0,0,0.15
HK.00058,87.0,33,1,5,0.3
HK.00059,54.0,63,0,0,0.45
HK.00060,34.0,36,1,1,0.85
HK.00061,24.0,19,1,9,0.75
HK.00062,48.0,41,1,3,0.85
HK.00063,34.0,81,0,0,0.2
HK.00064,70.0,79,1,1,0.4
HK.00065,6.0,9,1,38,1.0
HK.00066,64.0,49,1,4,0.7
HK.00069,38.0,40,1,3,0.85
HK.00070,31.0,73,1,2,0.25
HK.00071,62.0,52,1,1,0.45
HK.00072,72.0,87,0,0,0.25
HK.00073,70.0,81,0,0,0.55
HK.00075,73.0,86,0,0,0.15
HK.00076,10.0,17,1,21,1.0
HK.00077,56.0,65,0,0,0.35
HK.00078,53.0,59,1,2,0.45
HK.00079,23.0,75,0,0,0.85
HK.00081,82.0,81,0,0,0.25
HK.00082,60.0,79,0,0,0.1
HK.00083,78.0,50,1,7,0.4
HK.00084,32.0,21,1,5,0.7
HK.00085,33.0,73,0,0,0.35
HK.00086,73.0,70,1,1,0.35
HK.00087,74.0,70,1,7,0.35
HK.00088,68.0,40,1,7,0.75
HK.00089,58.0,45,1,4,0.65
HK.00090,40.0,38,1,3,0.85
HK.00092,43.0,58,1,2,0.55
HK.00093,23.0,35,1,5,0.4
HK.00094,84.0,27,0,0,0.8
HK.00095,16.0,9,1,19,0.95
