code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,87.0,82,0,0,0.4,0.033
HK.00002,79.0,81,0,0,0.2,0.1687
HK.00003,69.0,70,0,0,0.6,0.2068
HK.00004,42.0,43,1,43,1.0,0.4411
HK.00005,88.0,88,0,0,0.05,0.0216
HK.00006,76.0,59,1,3,0.5,0.1862
HK.00007,65.0,66,1,10,0.5,0.3376
HK.00008,74.0,73,0,0,0.45,0.0355
HK.00010,49.0,48,1,3,0.95,0.1591
HK.00012,61.0,58,0,0,0.75,0.158
HK.00013,24.0,62,1,4,0.35,0.6178
HK.00014,72.0,60,1,3,0.5,0.1483
HK.00016,80.0,59,0,0,0.5,0.1218
HK.00017,46.0,27,1,45,1.0,0.4399
HK.00018,26.0,21,1,13,0.65,0.5288
HK.00019,86.0,85,0,0,0.2,0.0429
HK.00020,16.0,22,1,50,1.0,0.4774
HK.00021,23.0,22,1,13,0.9,0.696
HK.00022,1.0,7,1,65,1.0,
HK.00023,72.0,74,0,0,0.5,0.0532
HK.00025,85.0,92,1,1,0.1,0.2387
HK.00026,73.0,77,1,9,0.5,0.0924
HK.00027,44.0,70,1,3,0.3,0.3189
HK.00028,33.0,31,1,7,0.85,0.3679
HK.00029,37.0,44,1,13,0.65,0.3717
HK.00030,74.0,90,0,0,0.15,0.0984
HK.00031,44.0,14,1,14,0.7,
HK.00032,56.0,49,1,14,0.7,0.2439
HK.00033,46.0,66,1,10,0.5,
HK.00034,86.0,74,1,3,0.25,0.2061
HK.00035,43.0,42,1,9,0.6,0.5691
HK.00036,77.0,66,1,10,0.5,
HK.00037,68.0,53,1,8,0.4,0.3846
HK.00038,78.0,92,0,0,0.55,0.1738
HK.00039,21.0,66,1,10,0.5,0.6861
HK.00040,67.0,52,1,12,0.6,0.1097
HK.00041,71.0,52,1,14,0.85,0.1035
HK.00042,34.0,15,1,14,0.95,0.544
HK.00045,54.0,63,0,0,0.6,0.312
HK.00046,45.0,59,1,2,0.35,0.5356
HK.00048,93.0,84,0,0,0.35,
HK.00050,69.0,57,1,10,0.5,0.1484
HK.00051,71.0,61,1,10,0.5,0.4083
HK.00052,63.0,85,1,6,0.3,0.5393
HK.00053,67.0,73,1,3,0.55,0.3431
HK.00055,31.0,39,1,17,0.95,0.5637
HK.00057,56.0,40,1,14,0.85,0.1924
HK.00058,85.0,36,1,10,0.65,
HK.00059,65.0,66,1,10,0.5,
HK.00060,56.0,40,1,11,0.55,0.4437
HK.00061,33.0,33,0,0,0.6,0.5404
HK.00062,61.0,61,1,8,0.45,0.2135
HK.00063,16.0,14,1,15,0.8,0.6974
HK.00064,85.0,93,0,0,0.35,0.0665
HK.00065,7.0,17,1,72,1.0,0.8857
HK.00066,78.0,76,0,0,0.4,0.1005
HK.00068,,1,1,38,1.0,
HK.00069,47.0,48,1,12,0.6,0.4667
HK.00070,48.0,51,1,10,0.6,0.4308
HK.00071,64.0,52,1,9,0.5,0.1967
HK.00072,42.0,38,1,8,0.6,0.3709
HK.00073,86.0,91,0,0,0.5,0.5007
HK.00075,36.0,14,1,14,0.7,
HK.00076,24.0,77,0,0,0.65,0.7767
HK.00077,78.0,88,1,2,0.15,0.4114
HK.00078,20.0,16,1,36,1.0,0.908
HK.00079,56.0,89,0,0,0.35,0.5127
HK.00081,79.0,69,0,0,0.9,0.1417
HK.00082,56.0,57,1,8,0.7,0.5524
HK.00083,73.0,49,1,41,1.0,0.1318
HK.00084,60.0,74,1,11,0.55,0.5091
HK.00085,27.0,31,1,15,0.95,0.4769
HK.00086,74.0,70,1,11,0.6,0.0688
HK.00087,82.0,82,0,0,0.4,0.0139
HK.00088,59.0,35,1,18,0.9,0.1682
HK.00089,70.0,82,0,0,0.25,0.2802
HK.00090,35.0,63,1,2,0.3,
HK.00092,42.0,29,1,11,0.55,0.5667
HK.00093,57.0,87,1,5,0.45,0.5033
HK.00094,70.0,79,0,0,0.8,
HK.00095,54.0,94,0,0,0.3,0.7998
