code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,80.0,51,1,14,0.9
HK.00002,78.0,66,1,2,0.25
HK.00003,71.0,77,0,0,0.45
HK.00004,40.0,44,1,5,0.4
HK.00005,88.0,71,0,0,0.55
HK.00006,77.0,71,0,0,0.3
HK.00007,65.0,56,0,0,0.85
HK.00008,59.0,40,1,2,0.95
HK.00010,44.0,33,1,33,1.0
HK.00012,51.0,43,1,4,0.65
HK.00013,73.0,90,0,0,0.05
HK.00014,55.0,24,1,23,1.0
HK.00016,69.0,42,1,4,0.65
HK.00017,40.0,37,1,4,0.5
HK.00018,24.0,42,0,0,0.6
HK.00019,89.0,88,0,0,0.0
HK.00020,20.0,30,1,6,0.6
HK.00021,30.0,72,1,3,0.35
HK.00022,1.0,8,1,95,1.0
HK.00023,89.0,93,0,0,0.0
HK.00025,82.0,60,1,1,0.8
HK.00026,70.0,63,0,0,0.6
HK.00027,56.0,75,0,0,0.2
HK.00028,27.0,32,1,10,0.9
HK.00029,29.0,26,1,2,0.95
HK.00030,63.0,53,0,0,0.65
HK.00031,33.0,15,1,11,0.9
HK.00032,56.0,59,0,0,0.7
HK.00033,53.0,56,0,0,0.85
HK.00034,68.0,22,1,4,0.9
HK.00035,43.0,40,1,13,0.95
HK.00036,75.0,56,0,0,0.85
HK.00037,59.0,45,0,0,0.5
HK.00038,83.0,88,0,0,0.45
HK.00039,19.0,56,0,0,0.85
HK.00040,62.0,52,0,0,0.7
HK.00041,56.0,39,1,5,0.6
HK.00042,24.0,24,0,0,0.85
HK.00045,54.0,59,0,0,0.65
HK.00046,57.0,71,0,0,0.4
HK.00048,92.0,73,0,0,0.6
HK.00050,68.0,65,0,0,0.55
HK.00051,59.0,50,0,0,0.6
HK.00052,73.0,74,0,0,0.35
HK.00053,67.0,66,0,0,0.25
HK.00055,39.0,53,1,2,0.6
HK.00057,54.0,50,0,0,0.65
HK.00058,84.0,28,1,6,0.45
HK.00059,65.0,56,0,0,0.85
HK.00060,79.0,89,0,0,0.0
HK.00061,11.0,28,1,27,1.0
HK.00062,48.0,34,1,12,0.9
HK.00063,14.0,69,0,0,0.65
HK.00064,84.0,75,0,0,0.1
HK.00065,41.0,82,0,0,0.1
HK.00066,73.0,67,0,0,0.55
HK.00068,,21,0,0,0.55
HK.00069,52.0,51,0,0,0.7
HK.00070,82.0,95,0,0,0.35
HK.00071,63.0,53,0,0,0.55
HK.00072,45.0,21,1,5,0.35
HK.00073,78.0,72,0,0,0.9
HK.00075,44.0,13,1,9,0.7
HK.00076,50.0,89,0,0,0.45
HK.00077,85.0,84,0,0,0.15
HK.00078,38.0,75,0,0,0.45
HK.00079,82.0,91,1,1,0.2
HK.00081,73.0,81,0,0,0.0
HK.00082,39.0,27,1,38,1.0
HK.00083,57.0,40,1,5,0.75
HK.00084,64.0,68,0,0,0.55
HK.00085,12.0,12,1,45,1.0
HK.00086,70.0,62,0,0,0.6
HK.00087,84.0,81,0,0,0.0
HK.00088,58.0,52,0,0,0.9
HK.00089,48.0,49,1,14,0.8
HK.00090,42.0,36,0,0,0.85
HK.00092,40.0,42,1,3,0.5
HK.00093,25.0,13,1,10,0.9
HK.00094,47.0,25,1,24,1.0
HK.00095,34.0,82,0,0,0.65
HK.00096,55.0,72,0,0,0.5
HK.00097,32.0,31,1,2,0.8
HK.00098,27.0,11,1,10,0.75
HK.00099,44.0,34,0,0,0.8
HK.00100,,85,0,0,0.15
HK.00101,44.0,40,1,6,0.9
HK.00103,41.0,89,0,0,0.2
HK.00104,79.0,84,0,0,0.2
HK.00105,67.0,51,1,12,0.95
HK.00106,61.0,56,0,0,0.85
HK.00107,54.0,61,0,0,0.65
HK.00108,36.0,33,1,4,0.5
HK.00110,96.0,95,1,2,0.2
HK.00111,74.0,84,0,0,0.6
HK.00113,79.0,47,1,12,0.75
HK.00114,74.0,46,1,7,0.65
HK.00115,41.0,5,1,56,1.0
HK.00116,85.0,93,0,0,0.0
HK.00117,97.0,1,1,11,0.75
HK.00118,44.0,48,0,0,0.65
HK.00119,16.0,10,1,15,0.95
HK.00120,15.0,50,0,0,0.45
HK.00122,51.0,40,1,5,0.5
HK.00123,16.0,13,1,5,0.65
HK.00124,36.0,52,0,0,0.65
HK.00125,44.0,51,1,1,0.5
HK.00126,23.0,26,0,0,0.8
HK.00127,44.0,44,0,0,0.9
HK.00128,93.0,97,0,0,0.8
HK.00129,21.0,33,0,0,0.9
HK.00130,64.0,22,1,13,0.85
HK.00131,71.0,60,0,0,0.8
HK.00132,13.0,6,1,41,1.0
HK.00135,69.0,78,0,0,0.55
HK.00136,13.0,12,1,5,0.7
HK.00137,70.0,62,0,0,0.6
HK.00138,4.0,7,1,12,0.95
HK.00139,14.0,19,1,2,0.65
HK.00142,46.0,40,1,23,1.0
HK.00144,74.0,84,0,0,0.1
HK.00145,81.0,81,0,0,0.25
HK.00146,47.0,44,0,0,0.9
HK.00147,94.0,99,0,0,0.15
HK.00148,89.0,31,0,0,0.7
HK.00149,53.0,52,0,0,0.75
HK.00150,60.0,52,0,0,0.8
HK.00151,16.0,22,1,46,1.0
HK.00152,23.0,21,1,25,1.0
HK.00154,40.0,81,0,0,0.55
HK.00156,81.0,71,0,0,0.65
HK.00157,54.0,56,0,0,0.85
HK.00158,66.0,67,0,0,0.35
HK.00159,5.0,1,1,33,1.0
HK.00160,17.0,29,1,2,0.8
HK.00162,41.0,87,0,0,0.0
HK.00163,19.0,16,1,49,1.0
HK.00164,77.0,60,0,0,0.8
HK.00165,43.0,78,0,0,0.55
HK.00166,31.0,67,0,0,0.7
HK.00167,94.0,8,1,6,0.65
HK.00168,37.0,19,1,24,1.0
HK.00169,24.0,21,1,2,0.8
HK.00171,17.0,87,0,0,0.35
HK.00173,50.0,61,1,5,0.4
HK.00174,35.0,8,1,35,1.0
HK.00175,63.0,23,1,6,0.95
HK.00176,65.0,56,0,0,0.85
HK.00177,67.0,62,0,0,0.8
HK.00178,92.0,89,0,0,0.25
HK.00179,18.0,21,1,8,0.4
HK.00180,56.0,47,0,0,0.55
HK.00181,31.0,13,1,49,1.0
HK.00182,49.0,17,0,0,0.85
HK.00183,47.0,53,0,0,0.85
HK.00184,74.0,72,0,0,0.35
HK.00185,44.0,95,0,0,0.25
HK.00186,96.0,98,0,0,0.0
HK.00187,19.0,22,1,12,0.8
HK.00188,57.0,52,0,0,0.95
HK.00189,57.0,21,0,0,0.6
HK.00191,22.0,8,1,48,1.0
HK.00193,60.0,53,0,0,0.75
HK.00194,60.0,54,0,0,0.8
HK.00196,5.0,4,1,41,1.0
HK.00197,91.0,96,0,0,0.3
HK.00199,98.0,49,1,4,0.25
HK.00200,20.0,18,1,15,0.95
HK.00201,58.0,65,0,0,0.85
HK.00202,6.0,47,0,0,0.8
HK.00205,73.0,11,1,4,0.9
HK.00206,14.0,6,1,1,0.8
HK.00209,0.0,0,1,9,0.45
HK.00210,26.0,19,1,10,0.8
HK.00211,62.0,62,0,0,0.3
HK.00212,70.0,62,0,0,0.75
HK.00213,56.0,65,0,0,0.6
HK.00214,29.0,82,0,0,0.05
HK.00215,73.0,63,0,0,0.65
HK.00216,24.0,18,1,13,0.9
HK.00217,42.0,42,0,0,0.9
HK.00218,34.0,61,0,0,0.8
HK.00219,77.0,59,0,0,0.8
