code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00267,55.0,29,1,13,0.65,0.147
HK.00268,7.0,17,1,20,1.0,0.6454
HK.00269,59.0,73,0,0,0.0,
HK.00270,73.0,55,1,3,0.25,0.0581
HK.00271,42.0,47,1,6,0.6,0.3724
HK.00272,26.0,51,0,0,0.5,0.5006
HK.00274,60.0,73,0,0,0.0,
HK.00276,37.0,53,1,2,0.35,0.506
HK.00277,62.0,73,0,0,0.0,0.5269
HK.00279,13.0,27,1,4,0.9,
HK.00280,84.0,92,0,0,0.05,0.0
HK.00285,13.0,8,1,20,1.0,0.6801
HK.00286,63.0,73,0,0,0.0,0.6994
HK.00287,73.0,78,0,0,0.0,0.1541
HK.00288,60.0,43,1,2,0.4,0.1298
HK.00289,68.0,50,1,3,0.25,0.0863
HK.00290,56.0,1,1,29,1.0,0.7233
HK.00291,41.0,41,1,1,0.75,0.3781
HK.00293,84.0,87,0,0,0.25,0.0
HK.00294,50.0,69,0,0,0.05,0.5231
HK.00295,26.0,6,1,11,0.95,
HK.00296,29.0,42,0,0,0.55,0.5762
HK.00297,55.0,29,1,14,0.7,0.2132
HK.00298,41.0,39,1,6,0.4,0.375
HK.00299,63.0,73,0,0,0.0,
HK.00300,77.0,84,0,0,0.05,0.0153
HK.00301,97.0,98,0,0,0.0,0.0
HK.00302,6.0,7,1,38,1.0,0.8594
HK.00303,39.0,42,1,4,0.5,0.227
HK.00305,33.0,37,1,4,0.8,
HK.00306,83.0,90,0,0,0.0,0.0489
HK.00308,53.0,50,1,10,0.75,
HK.00309,7.0,9,1,10,0.6,
HK.00311,84.0,71,1,9,0.5,0.3611
HK.00312,31.0,57,1,1,0.25,
HK.00313,30.0,38,0,0,0.7,0.8165
HK.00314,6.0,76,0,0,0.4,0.8434
HK.00315,66.0,50,0,0,0.2,0.0312
HK.00316,58.0,49,1,1,0.65,0.1164
HK.00317,59.0,41,1,12,0.9,0.4735
HK.00318,93.0,94,0,0,0.05,
HK.00320,61.0,76,0,0,0.0,0.2543
HK.00321,82.0,50,1,1,0.25,0.1065
HK.00322,67.0,61,0,0,0.7,0.1595
HK.00323,17.0,12,1,38,1.0,0.4115
HK.00325,13.0,27,0,0,0.75,0.7393
HK.00326,96.0,58,0,0,0.45,
HK.00327,22.0,62,0,0,0.5,0.4279
HK.00328,5.0,41,0,0,0.55,
HK.00329,9.0,5,1,11,0.6,0.8218
HK.00330,4.0,12,1,61,1.0,
HK.00331,51.0,58,0,0,0.05,0.2166
HK.00332,20.0,39,0,0,0.9,
HK.00333,27.0,45,1,3,0.55,0.5513
HK.00334,81.0,32,1,9,0.55,0.2623
HK.00335,57.0,71,0,0,0.0,0.4292
HK.00336,33.0,15,1,17,0.9,0.2828
HK.00337,24.0,23,1,14,0.95,
HK.00338,40.0,29,1,3,0.5,0.2862
HK.00340,20.0,18,1,1,0.8,0.4657
HK.00341,68.0,95,0,0,0.0,0.4722
HK.00343,17.0,36,1,2,0.55,0.611
HK.00345,49.0,83,0,0,0.3,0.5574
HK.00346,13.0,8,1,16,0.9,
HK.00347,13.0,18,1,76,1.0,0.5266
HK.00348,16.0,60,0,0,0.35,0.7149
HK.00351,93.0,91,0,0,0.3,
HK.00352,95.0,73,0,0,0.0,
HK.00353,76.0,78,0,0,0.3,0.6221
HK.00354,19.0,17,1,16,0.8,0.6454
HK.00355,35.0,23,1,14,0.9,0.7436
HK.00357,6.0,21,1,123,1.0,0.6366
HK.00358,84.0,32,1,8,0.6,0.2975
HK.00360,38.0,26,1,24,1.0,0.6578
HK.00361,36.0,52,0,0,0.8,
HK.00362,63.0,73,0,0,0.0,
HK.00363,54.0,39,1,2,0.95,0.083
HK.00365,93.0,15,1,21,1.0,
HK.00366,43.0,39,1,3,0.35,0.2406
HK.00367,26.0,34,1,2,0.35,0.5318
HK.00368,98.0,98,1,2,0.1,
HK.00369,79.0,48,1,3,0.25,0.2627
HK.00370,2.0,21,0,0,0.55,
HK.00371,50.0,39,1,26,1.0,0.2339
HK.00372,37.0,38,1,2,0.5,
HK.00373,60.0,34,1,9,0.45,0.318
HK.00374,54.0,66,0,0,0.0,0.236
HK.00375,83.0,86,0,0,0.0,0.1097
HK.00376,6.0,6,1,58,1.0,
HK.00377,92.0,96,0,0,0.05,
HK.00379,29.0,2,1,13,0.8,
HK.00380,56.0,54,1,6,0.3,0.2308
HK.00381,1.0,6,1,51,1.0,
HK.00382,2.0,4,1,57,1.0,0.8158
HK.00383,44.0,25,1,25,1.0,0.364
HK.00384,24.0,16,1,16,0.85,0.3645
HK.00385,14.0,33,1,1,0.1,0.4822
HK.00386,58.0,56,0,0,0.15,0.3546
HK.00387,85.0,87,0,0,0.0,0.1172
HK.00388,50.0,52,0,0,0.35,0.0849
HK.00389,5.0,12,1,2,0.6,0.7591
HK.00390,38.0,36,1,6,0.3,0.3392
HK.00391,75.0,83,0,0,0.1,0.5064
HK.00392,50.0,63,0,0,0.4,0.1538
HK.00393,69.0,75,0,0,0.0,0.0205
HK.00396,93.0,33,1,9,0.7,
HK.00397,36.0,77,0,0,0.25,0.7818
HK.00398,65.0,76,0,0,0.0,0.1529
HK.00399,6.0,78,0,0,0.35,
HK.00400,95.0,97,0,0,0.0,0.0825
HK.00401,79.0,6,1,3,0.9,
HK.00403,41.0,43,1,5,0.25,0.4298
HK.00406,13.0,9,1,15,0.9,0.6846
HK.00408,83.0,71,0,0,0.25,0.0042
HK.00410,21.0,27,1,30,1.0,0.6393
HK.00411,62.0,47,0,0,0.35,0.0719
HK.00412,0.0,1,1,74,1.0,
HK.00413,25.0,28,1,2,0.65,0.6264
HK.00417,41.0,61,0,0,0.3,
HK.00418,31.0,40,1,1,0.3,0.5463
HK.00419,88.0,94,1,1,0.3,
HK.00420,75.0,78,0,0,0.0,0.1357
HK.00422,32.0,67,0,0,0.05,0.6748
HK.00423,50.0,57,1,2,0.35,0.2919
HK.00425,62.0,33,0,0,0.85,0.2692
HK.00426,93.0,93,0,0,0.3,
HK.00430,41.0,36,1,3,0.15,0.2627
HK.00431,63.0,73,0,0,0.0,
HK.00432,64.0,27,1,9,0.95,0.3116
HK.00433,72.0,53,1,1,0.3,
HK.00434,7.0,19,1,13,0.95,0.7586
HK.00436,35.0,23,1,15,0.8,
HK.00438,13.0,22,1,5,0.95,0.719
HK.00439,5.0,13,1,24,1.0,0.7958
HK.00440,79.0,68,0,0,0.1,0.0186
HK.00442,31.0,20,1,4,0.55,0.5785
HK.00444,63.0,73,0,0,0.0,
HK.00450,39.0,46,1,2,0.2,0.3872
HK.00451,60.0,15,1,4,0.7,0.526
HK.00455,34.0,71,0,0,0.25,0.7403
HK.00456,68.0,75,1,1,0.2,0.4361
HK.00458,76.0,90,0,0,0.25,0.4085
HK.00460,14.0,22,1,1,0.8,0.4709
HK.00464,65.0,95,0,0,0.1,
HK.00465,99.0,98,1,3,0.55,
HK.00467,16.0,7,1,29,1.0,0.5701
HK.00468,63.0,73,0,0,0.0,0.2966
HK.00470,,6,1,25,1.0,0.4153
HK.00471,1.0,11,1,51,1.0,
HK.00472,66.0,26,1,3,0.65,
HK.00474,94.0,76,0,0,0.0,
HK.00475,68.0,63,1,1,0.05,
HK.00476,19.0,32,1,4,0.75,
HK.00480,59.0,45,1,1,0.55,0.3932
HK.00482,17.0,12,1,2,0.55,0.7051
HK.00483,15.0,13,1,25,1.0,0.5985
HK.00484,33.0,22,1,17,0.85,0.3938
HK.00485,87.0,66,0,0,0.0,0.1372
HK.00486,25.0,18,1,16,0.95,0.4718
HK.00487,9.0,36,1,4,0.5,
HK.00488,81.0,38,1,6,0.95,0.2872
HK.00491,21.0,27,1,3,0.9,
HK.00493,13.0,17,1,11,0.9,0.7647
HK.00495,63.0,73,0,0,0.0,
HK.00496,5.0,2,1,33,1.0,0.6559
HK.00497,54.0,32,1,5,0.55,0.1829
HK.00498,11.0,42,0,0,0.4,
HK.00499,91.0,89,0,0,0.1,
HK.00500,20.0,42,0,0,0.7,0.7929
HK.00505,54.0,54,1,3,0.35,0.3997
HK.00506,42.0,57,0,0,0.0,0.2384
HK.00508,43.0,23,1,7,0.95,0.5184
HK.00509,63.0,73,0,0,0.0,
HK.00510,89.0,96,0,0,0.2,
HK.00511,24.0,34,1,12,0.85,0.4952
HK.00512,16.0,51,0,0,0.65,0.4417
HK.00513,27.0,8,1,27,1.0,0.5893
HK.00515,46.0,73,0,0,0.0,
HK.00517,51.0,41,1,5,0.4,0.1958
HK.00518,51.0,58,1,4,0.3,0.3776
HK.00519,51.0,77,0,0,0.25,
HK.00520,3.0,5,1,29,1.0,0.8605
HK.00521,70.0,47,1,4,0.25,0.2432
HK.00522,95.0,93,1,2,0.15,0.2252
HK.00524,98.0,98,0,0,0.3,
HK.00525,69.0,65,0,0,0.2,0.2894
HK.00526,87.0,91,0,0,0.15,0.5524
HK.00527,66.0,49,1,2,0.4,0.3743
HK.00528,58.0,67,0,0,0.2,0.344
HK.00529,55.0,63,1,1,0.05,0.3421
HK.00532,88.0,10,1,16,0.8,
HK.00533,60.0,54,0,0,0.25,0.4602
HK.00535,7.0,18,1,19,0.95,0.7717
HK.00536,80.0,79,0,0,0.0,0.0188
HK.00538,61.0,60,0,0,0.0,0.2685
HK.00540,79.0,70,1,4,0.2,
HK.00542,66.0,11,1,35,1.0,0.5789
HK.00543,69.0,89,0,0,0.4,0.2641
HK.00544,86.0,34,1,3,0.85,
HK.00546,17.0,26,0,0,0.95,0.4128
HK.00547,29.0,54,0,0,0.55,0.6021
HK.00548,49.0,54,0,0,0.35,0.3692
HK.00550,98.0,77,1,1,0.8,
HK.00551,58.0,49,1,8,0.45,0.3078
HK.00552,55.0,66,1,1,0.05,0.2797
HK.00553,17.0,13,1,12,0.95,0.4634
HK.00554,29.0,65,1,1,0.2,0.4885
HK.00556,91.0,94,0,0,0.1,0.3992
HK.00557,68.0,94,1,1,0.05,0.5104
HK.00558,4.0,2,1,34,1.0,0.7707
HK.00559,56.0,71,0,0,0.0,0.7112
HK.00560,46.0,56,1,2,0.15,0.2828
HK.00563,27.0,31,1,1,0.85,0.5854
HK.00564,30.0,33,0,0,0.9,0.337
HK.00565,92.0,79,0,0,0.05,0.0776
HK.00567,95.0,67,0,0,0.65,
HK.00568,45.0,3,1,15,0.85,
HK.00570,19.0,30,1,1,0.95,0.7551
HK.00571,33.0,19,1,7,0.55,0.5232
HK.00572,27.0,53,0,0,0.55,0.592
HK.00573,37.0,52,1,2,0.25,0.7315
HK.00574,4.0,1,1,15,0.95,
HK.00575,76.0,96,0,0,0.35,
HK.00576,49.0,47,1,6,0.3,0.0904
HK.00579,40.0,47,1,1,0.3,0.2003
HK.00580,86.0,84,1,4,0.25,0.3211
HK.00581,37.0,34,1,10,0.65,0.4282
HK.00582,1.0,2,1,69,1.0,0.909
HK.00583,42.0,29,1,6,0.85,0.5277
HK.00585,99.0,99,0,0,0.0,
HK.00586,60.0,43,0,0,0.45,0.1515
HK.00587,7.0,9,1,65,1.0,0.7402
HK.00588,36.0,27,1,7,0.55,0.3713
HK.00590,64.0,82,0,0,0.15,0.209
HK.00591,42.0,82,0,0,0.2,0.4652
HK.00595,96.0,92,0,0,0.7,0.2891
HK.00596,12.0,59,1,12,0.6,0.7624
HK.00598,47.0,31,1,27,1.0,0.1559
HK.00599,34.0,51,1,1,0.1,0.4508
HK.00600,,8,1,35,1.0,0.5427
HK.00601,51.0,54,1,1,0.05,0.3358
HK.00602,44.0,47,1,5,0.65,
HK.00603,25.0,11,1,16,0.85,
HK.00604,33.0,25,1,16,0.9,0.5176
HK.00605,31.0,35,1,4,0.5,
HK.00606,38.0,35,1,8,0.4,0.3553
HK.00607,79.0,0,1,12,0.6,
HK.00608,51.0,80,0,0,0.1,0.4501
HK.00609,29.0,27,1,8,0.75,0.3298
HK.00610,72.0,69,0,0,0.0,0.2114
HK.00611,59.0,48,1,5,0.55,0.2222
HK.00613,95.0,98,0,0,0.0,0.0
HK.00616,48.0,17,1,2,0.5,
HK.00617,19.0,14,1,17,0.95,0.863
HK.00618,94.0,93,0,0,0.05,0.2672
HK.00619,70.0,34,1,1,0.8,
HK.00620,90.0,97,0,0,0.05,
HK.00621,75.0,68,1,11,0.55,0.4335
HK.00622,96.0,80,0,0,0.2,0.0436
HK.00623,64.0,76,0,0,0.0,0.2801
HK.00626,69.0,60,0,0,0.35,0.4334
HK.00627,81.0,86,1,5,0.35,
HK.00628,56.0,3,1,3,0.9,0.598
HK.00629,29.0,25,1,1,0.3,0.275
HK.00630,65.0,15,1,20,1.0,
HK.00631,42.0,19,1,2,0.95,0.4772
HK.00632,22.0,37,1,2,0.35,
HK.00635,54.0,51,1,2,0.15,0.2837
HK.00636,36.0,47,0,0,0.4,0.4064
HK.00637,78.0,76,0,0,0.0,
HK.00639,32.0,19,1,15,0.75,0.4162
HK.00640,76.0,66,0,0,0.05,0.0229
HK.00641,86.0,76,1,2,0.35,0.2232
HK.00643,13.0,17,1,18,0.9,
HK.00645,86.0,71,0,0,0.4,
HK.00646,33.0,87,0,0,0.45,0.6166
HK.00648,0.0,0,1,3,0.65,
HK.00650,86.0,4,1,31,1.0,0.5968
HK.00653,5.0,28,0,0,0.85,
HK.00655,88.0,63,1,11,0.55,0.2043
HK.00656,46.0,78,0,0,0.0,0.3465
HK.00657,83.0,88,1,6,0.4,0.356
HK.00658,30.0,5,1,12,0.6,0.4121
HK.00659,74.0,56,1,2,0.1,0.0572
HK.00660,95.0,57,1,24,1.0,
HK.00661,85.0,37,1,9,0.6,0.4982
HK.00662,75.0,80,1,1,0.05,0.074
HK.00664,,3,1,18,0.9,0.5062
HK.00666,51.0,26,1,2,0.6,0.3969
HK.00667,22.0,38,0,0,0.65,0.4862
HK.00669,88.0,91,0,0,0.0,0.1014
HK.00670,48.0,38,1,5,0.6,0.425
HK.00672,28.0,32,1,8,0.65,0.5839
HK.00673,49.0,14,1,8,0.55,
HK.00674,36.0,66,0,0,0.6,0.7593
HK.00675,64.0,65,0,0,0.05,0.2588
HK.00676,65.0,78,0,0,0.0,0.0859
HK.00677,62.0,69,1,1,0.15,0.3524
HK.00679,98.0,97,1,10,0.5,
HK.00681,51.0,45,1,3,0.2,0.3176
HK.00682,49.0,59,1,1,0.1,0.7081
HK.00683,45.0,30,1,35,1.0,0.1683
HK.00684,24.0,30,1,8,0.45,0.6392
HK.00685,48.0,37,1,2,0.6,0.3955
HK.00686,27.0,35,1,4,0.7,0.6836
HK.00687,76.0,75,0,0,0.0,0.0502
HK.00688,66.0,37,1,13,0.65,0.3169
HK.00689,76.0,24,1,4,0.95,0.4941
HK.00690,26.0,46,1,1,0.2,0.4294
HK.00691,6.0,12,1,18,0.95,0.7056
HK.00693,78.0,77,1,1,0.1,0.0633
HK.00694,14.0,31,1,16,0.9,0.5889
HK.00695,92.0,91,0,0,0.05,0.0496
HK.00696,36.0,46,0,0,0.7,0.3565
HK.00697,38.0,54,1,2,0.4,0.2842
HK.00698,4.0,5,1,30,1.0,0.7598
HK.00700,40.0,70,0,0,0.1,0.2136
HK.00701,6.0,12,1,3,0.6,0.7622
HK.00702,63.0,73,0,0,0.0,
HK.00703,47.0,88,0,0,0.25,0.5919
HK.00704,89.0,73,0,0,0.0,
HK.00707,60.0,73,0,0,0.0,0.7848
HK.00708,63.0,73,0,0,0.0,
HK.00709,59.0,61,1,1,0.05,0.3186
HK.00710,37.0,52,1,3,0.7,0.5161
HK.00711,62.0,67,0,0,0.25,0.3286
HK.00712,12.0,9,1,46,1.0,
HK.00713,38.0,50,1,2,0.15,0.5439
HK.00716,20.0,28,1,1,0.9,0.5428
HK.00717,15.0,25,1,33,1.0,
HK.00718,44.0,81,0,0,0.15,
HK.00719,48.0,69,0,0,0.55,0.3082
HK.00720,90.0,70,1,2,0.35,0.1545
HK.00722,60.0,58,1,4,0.3,0.2032
HK.00723,26.0,39,1,5,0.85,
HK.00725,87.0,59,1,14,0.7,0.3013
HK.00726,27.0,31,1,11,0.6,0.8614
HK.00727,12.0,29,1,6,0.65,
HK.00728,39.0,37,1,16,0.9,0.3001
HK.00730,75.0,87,0,0,0.0,0.2638
HK.00731,93.0,64,1,16,0.8,0.2999
HK.00732,48.0,46,1,3,0.6,0.3289
HK.00733,15.0,15,1,19,0.95,
HK.00736,16.0,4,1,58,1.0,
HK.00737,65.0,57,1,2,0.15,0.1993
HK.00738,71.0,47,0,0,0.65,0.4816
HK.00743,34.0,25,1,1,0.05,0.5857
HK.00745,99.0,98,0,0,0.0,
HK.00746,50.0,46,1,2,0.4,0.2116
HK.00747,69.0,14,1,19,0.95,0.4374
HK.00750,38.0,41,1,4,0.45,0.5798
HK.00751,56.0,11,1,66,1.0,0.3362
HK.00752,50.0,62,0,0,0.05,0.0794
HK.00753,31.0,50,1,5,0.65,0.3573
HK.00754,44.0,75,0,0,0.0,0.594
HK.00755,62.0,92,0,0,0.7,
HK.00756,41.0,12,1,3,0.8,
HK.00757,26.0,41,0,0,0.7,0.6219
HK.00759,84.0,83,0,0,0.05,
HK.00760,53.0,39,0,0,0.4,
HK.00762,28.0,29,1,16,0.8,0.3878
