code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,84.0,80,0,0,0.0
HK.00002,71.0,65,0,0,0.2
HK.00003,55.0,56,0,0,0.25
HK.00004,34.0,16,1,16,0.8
HK.00005,84.0,76,0,0,0.1
HK.00006,67.0,40,1,10,0.6
HK.00007,58.0,71,0,0,0.15
HK.00008,68.0,63,0,0,0.05
HK.00010,62.0,32,1,13,0.75
HK.00012,52.0,26,1,13,0.65
HK.00013,21.0,17,1,36,1.0
HK.00014,68.0,29,1,10,0.85
HK.00016,74.0,24,1,13,0.75
HK.00017,68.0,19,1,18,0.95
HK.00018,25.0,42,1,1,0.45
HK.00019,79.0,55,0,0,0.4
HK.00020,20.0,7,1,23,1.0
HK.00021,38.0,85,0,0,0.2
HK.00022,1.0,1,1,38,1.0
HK.00023,65.0,51,1,2,0.3
HK.00025,66.0,76,0,0,0.05
HK.00026,64.0,74,0,0,0.1
HK.00027,33.0,50,0,0,0.55
HK.00028,41.0,45,0,0,0.65
HK.00029,38.0,55,0,0,0.3
HK.00030,33.0,30,1,2,0.8
HK.00031,85.0,93,0,0,0.0
HK.00032,60.0,65,0,0,0.2
HK.00033,40.0,71,0,0,0.15
HK.00034,84.0,76,0,0,0.0
HK.00035,35.0,39,0,0,0.7
HK.00036,66.0,71,0,0,0.15
HK.00037,63.0,53,0,0,0.35
HK.00038,57.0,29,1,3,0.7
HK.00039,4.0,44,0,0,0.5
HK.00040,68.0,81,0,0,0.2
HK.00041,72.0,44,1,9,0.6
HK.00042,60.0,12,1,20,1.0
HK.00045,40.0,32,1,3,0.45
HK.00046,31.0,63,0,0,0.35
HK.00048,91.0,85,1,2,0.1
HK.00050,63.0,51,0,0,0.25
HK.00051,59.0,60,1,1,0.2
HK.00052,26.0,46,0,0,0.55
HK.00053,53.0,55,0,0,0.15
HK.00055,43.0,75,0,0,0.45
HK.00057,65.0,66,0,0,0.05
HK.00058,78.0,26,1,1,0.6
HK.00059,58.0,71,0,0,0.15
HK.00060,62.0,66,0,0,0.6
HK.00061,52.0,84,0,0,0.6
HK.00062,50.0,47,0,0,0.55
HK.00063,38.0,77,0,0,0.05
HK.00064,75.0,82,0,0,0.15
HK.00065,6.0,12,1,45,1.0
HK.00066,67.0,54,0,0,0.6
HK.00069,46.0,52,0,0,0.7
HK.00070,41.0,35,0,0,0.4
HK.00071,66.0,62,0,0,0.2
HK.00072,73.0,88,0,0,0.2
HK.00073,74.0,82,0,0,0.2
HK.00075,81.0,90,0,0,0.05
HK.00076,12.0,23,1,28,1.0
HK.00077,62.0,66,0,0,0.1
HK.00078,40.0,33,1,9,0.75
HK.00079,46.0,86,0,0,0.45
HK.00081,78.0,52,1,7,0.6
HK.00082,66.0,78,0,0,0.1
HK.00083,76.0,42,1,14,0.7
HK.00084,38.0,51,0,0,0.6
HK.00085,34.0,63,0,0,0.35
HK.00086,75.0,73,0,0,0.1
HK.00087,75.0,58,0,0,0.35
HK.00088,67.0,41,1,14,0.8
HK.00089,63.0,56,0,0,0.55
HK.00090,49.0,46,0,0,0.6
HK.00092,51.0,76,0,0,0.35
