code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,81.0,49,1,12,0.8
HK.00002,79.0,66,0,0,0.25
HK.00003,71.0,73,0,0,0.55
HK.00004,33.0,32,1,3,0.4
HK.00005,87.0,63,0,0,0.6
HK.00006,76.0,63,1,1,0.4
HK.00007,65.0,56,1,10,0.95
HK.00008,60.0,37,0,0,0.95
HK.00010,41.0,27,1,31,1.0
HK.00012,48.0,37,1,2,0.65
HK.00013,49.0,71,1,1,0.15
HK.00014,54.0,21,1,21,1.0
HK.00016,67.0,32,1,2,0.65
HK.00017,36.0,27,1,2,0.5
HK.00018,24.0,37,0,0,0.65
HK.00019,90.0,88,0,0,0.0
HK.00020,23.0,33,1,4,0.5
HK.00021,51.0,88,1,1,0.35
HK.00022,1.0,5,1,93,1.0
HK.00023,89.0,92,0,0,0.0
HK.00025,83.0,67,0,0,0.8
HK.00026,70.0,64,0,0,0.7
HK.00027,55.0,72,1,1,0.25
HK.00028,27.0,28,1,8,0.9
HK.00029,34.0,35,0,0,0.95
HK.00030,69.0,67,0,0,0.75
HK.00031,36.0,17,1,9,0.9
HK.00032,57.0,54,0,0,0.8
HK.00033,54.0,56,1,10,0.95
HK.00034,74.0,33,1,2,0.9
HK.00035,39.0,26,1,11,0.95
HK.00036,76.0,56,1,10,0.95
HK.00037,63.0,59,0,0,0.6
HK.00038,85.0,89,0,0,0.45
HK.00039,20.0,56,1,10,0.95
HK.00040,60.0,49,0,0,0.85
HK.00041,58.0,34,1,3,0.6
HK.00042,20.0,13,0,0,0.95
HK.00045,53.0,52,0,0,0.65
HK.00046,69.0,84,0,0,0.55
HK.00048,92.0,71,0,0,0.65
HK.00050,68.0,65,0,0,0.65
HK.00051,61.0,58,1,3,0.7
HK.00052,73.0,70,0,0,0.35
HK.00053,63.0,66,0,0,0.35
HK.00055,36.0,45,1,1,0.6
HK.00057,52.0,46,1,3,0.75
HK.00058,87.0,65,1,3,0.4
HK.00059,65.0,56,1,10,0.95
HK.00060,83.0,91,0,0,0.15
HK.00061,11.0,18,1,26,1.0
HK.00062,53.0,35,1,10,0.9
HK.00063,10.0,28,0,0,0.75
HK.00064,84.0,75,0,0,0.1
HK.00065,43.0,74,0,0,0.1
HK.00066,73.0,60,1,4,0.6
HK.00068,,13,1,2,0.6
HK.00069,49.0,41,1,9,0.7
HK.00070,82.0,95,0,0,0.45
HK.00071,63.0,54,0,0,0.65
HK.00072,35.0,12,1,4,0.3
HK.00073,61.0,22,1,16,0.9
HK.00075,42.0,12,1,7,0.6
HK.00076,58.0,91,0,0,0.55
HK.00077,83.0,81,1,1,0.2
HK.00078,42.0,84,0,0,0.45
HK.00079,86.0,91,0,0,0.15
HK.00081,68.0,78,0,0,0.05
HK.00082,39.0,31,1,36,1.0
HK.00083,56.0,36,1,3,0.75
HK.00084,73.0,66,1,4,0.65
HK.00085,14.0,15,1,43,1.0
HK.00086,69.0,54,0,0,0.7
HK.00087,85.0,82,0,0,0.0
HK.00088,54.0,43,1,5,0.95
HK.00089,50.0,49,1,11,0.8
HK.00090,42.0,38,0,0,0.95
HK.00092,44.0,62,1,1,0.5
HK.00093,25.0,21,1,8,0.9
HK.00094,46.0,16,1,22,1.0
HK.00095,30.0,83,1,1,0.7
HK.00096,48.0,64,0,0,0.6
HK.00097,42.0,44,0,0,0.8
HK.00098,28.0,15,1,8,0.75
HK.00099,49.0,26,0,0,0.95
HK.00100,,77,0,0,0.25
HK.00101,42.0,33,1,4,0.9
HK.00103,37.0,86,0,0,0.3
HK.00104,76.0,75,0,0,0.25
HK.00105,63.0,50,1,10,0.95
HK.00106,58.0,56,1,10,0.95
HK.00107,51.0,45,0,0,0.75
HK.00108,39.0,25,1,2,0.5
HK.00110,97.0,94,0,0,0.1
HK.00111,66.0,63,0,0,0.7
HK.00113,80.0,50,1,10,0.75
HK.00114,73.0,45,1,5,0.65
HK.00115,46.0,4,1,54,1.0
HK.00116,84.0,92,0,0,0.0
HK.00117,97.0,12,1,9,0.7
HK.00118,45.0,59,0,0,0.8
HK.00119,15.0,8,1,13,0.95
HK.00120,9.0,26,1,1,0.55
HK.00122,50.0,38,1,4,0.5
HK.00123,13.0,7,1,3,0.65
HK.00124,35.0,43,0,0,0.75
HK.00125,42.0,54,1,7,0.6
HK.00126,24.0,23,0,0,0.95
HK.00127,43.0,46,0,0,0.95
HK.00128,65.0,56,1,10,0.95
HK.00129,20.0,20,1,18,0.95
HK.00130,56.0,26,1,10,0.85
HK.00131,71.0,62,0,0,0.9
HK.00132,14.0,5,1,39,1.0
HK.00135,72.0,79,0,0,0.65
HK.00136,12.0,10,1,3,0.65
HK.00137,70.0,63,0,0,0.6
HK.00138,4.0,9,1,10,0.95
HK.00139,13.0,23,0,0,0.65
HK.00142,45.0,37,1,21,1.0
HK.00144,74.0,85,0,0,0.15
HK.00145,80.0,73,0,0,0.25
HK.00146,53.0,50,1,38,1.0
HK.00147,93.0,99,0,0,0.25
HK.00148,89.0,36,0,0,0.8
HK.00149,52.0,40,1,9,0.8
HK.00150,53.0,44,0,0,0.85
HK.00151,14.0,22,1,44,1.0
HK.00152,23.0,18,1,23,1.0
HK.00154,25.0,45,0,0,0.65
HK.00156,77.0,61,0,0,0.75
HK.00157,52.0,44,1,10,0.9
HK.00158,62.0,68,0,0,0.4
HK.00159,5.0,1,1,31,1.0
HK.00160,19.0,26,0,0,0.8
HK.00162,31.0,82,0,0,0.1
HK.00163,19.0,18,1,47,1.0
HK.00164,81.0,71,0,0,0.9
HK.00165,35.0,70,0,0,0.6
HK.00166,32.0,52,0,0,0.8
HK.00167,94.0,10,1,4,0.65
HK.00168,37.0,17,1,22,1.0
HK.00169,26.0,36,0,0,0.8
HK.00171,9.0,49,1,2,0.35
HK.00173,47.0,51,1,3,0.4
HK.00174,40.0,9,1,33,1.0
HK.00175,66.0,30,1,4,0.95
HK.00176,65.0,56,1,10,0.95
HK.00177,62.0,47,0,0,0.9
HK.00178,90.0,80,0,0,0.35
HK.00179,22.0,19,1,6,0.3
HK.00180,58.0,69,1,10,0.6
HK.00181,23.0,5,1,46,1.0
HK.00182,38.0,7,0,0,0.85
