code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,86.0,82,0,0,0.3,0.0428
HK.00002,78.0,82,0,0,0.05,0.1553
HK.00003,60.0,57,1,8,0.5,0.2198
HK.00004,39.0,28,1,36,1.0,0.4379
HK.00005,87.0,89,0,0,0.0,0.0264
HK.00006,74.0,66,1,1,0.35,0.1762
HK.00007,65.0,73,1,3,0.15,0.3114
HK.00008,71.0,59,0,0,0.35,0.0344
HK.00010,48.0,35,1,33,1.0,0.1694
HK.00012,47.0,35,1,33,1.0,0.1954
HK.00013,26.0,48,0,0,0.5,0.6104
HK.00014,69.0,56,1,4,0.5,0.1428
HK.00016,77.0,46,1,1,0.75,0.1377
HK.00017,39.0,17,1,38,1.0,0.4456
HK.00018,32.0,42,1,6,0.4,0.4801
HK.00019,83.0,80,0,0,0.1,0.0424
HK.00020,16.0,15,1,43,1.0,0.4896
HK.00021,32.0,38,1,6,0.6,0.6688
HK.00022,0.0,3,1,57,1.0,
HK.00023,70.0,63,1,8,0.45,0.0636
HK.00025,86.0,93,0,0,0.0,0.1905
HK.00026,72.0,79,1,1,0.1,0.0798
HK.00027,38.0,64,0,0,0.2,0.3118
HK.00028,50.0,60,0,0,0.75,0.2605
HK.00029,37.0,52,1,6,0.65,0.3424
HK.00030,72.0,92,0,0,0.05,0.0903
HK.00031,61.0,25,1,7,0.35,
HK.00032,54.0,52,1,7,0.4,0.2299
HK.00033,49.0,73,1,3,0.15,
HK.00034,87.0,81,0,0,0.2,0.1707
HK.00035,44.0,52,1,2,0.55,0.5438
HK.00036,74.0,73,1,3,0.15,
HK.00037,68.0,67,1,1,0.15,0.3609
HK.00038,54.0,34,1,4,0.8,0.2958
HK.00039,21.0,73,1,3,0.15,0.6737
HK.00040,73.0,81,1,4,0.2,0.0567
HK.00041,69.0,43,1,7,0.85,0.1015
HK.00042,36.0,6,1,7,0.95,0.5402
HK.00045,49.0,47,1,2,0.65,0.3181
HK.00046,38.0,68,1,1,0.1,0.5318
HK.00048,93.0,92,0,0,0.35,
HK.00050,68.0,63,1,4,0.3,0.1125
HK.00051,73.0,66,1,4,0.3,0.3961
HK.00052,60.0,90,0,0,0.05,0.5296
HK.00053,63.0,67,1,4,0.25,0.3344
HK.00055,37.0,49,1,10,0.8,0.5449
HK.00057,53.0,44,1,7,0.5,0.1752
HK.00058,82.0,33,1,3,0.65,
HK.00059,65.0,73,1,3,0.15,
HK.00060,67.0,71,1,3,0.15,0.3816
HK.00061,22.0,12,1,1,0.8,0.5628
HK.00062,62.0,69,1,1,0.15,0.1761
HK.00063,17.0,9,1,9,0.75,0.7283
HK.00064,79.0,85,1,1,0.15,0.14
HK.00065,7.0,18,1,64,1.0,0.8797
HK.00066,74.0,63,1,5,0.25,0.1195
HK.00069,49.0,54,1,5,0.4,0.4487
HK.00070,56.0,60,1,3,0.5,0.4201
HK.00071,69.0,63,1,2,0.2,0.1558
HK.00072,60.0,57,1,1,0.3,0.2999
HK.00073,76.0,65,1,4,0.35,0.5394
HK.00075,71.0,60,1,6,0.35,
HK.00076,19.0,39,1,7,0.65,0.7864
HK.00077,82.0,90,0,0,0.0,0.37
HK.00078,16.0,9,1,29,1.0,0.909
HK.00079,39.0,79,1,1,0.25,0.5576
HK.00081,68.0,20,1,27,1.0,0.2348
HK.00082,55.0,49,1,1,0.65,0.5454
HK.00083,68.0,30,1,34,1.0,0.1551
HK.00084,63.0,85,1,3,0.2,0.4945
HK.00085,31.0,34,1,8,0.75,0.4511
HK.00086,74.0,68,1,4,0.25,0.0497
HK.00087,77.0,65,0,0,0.2,0.0435
HK.00088,59.0,38,1,11,0.8,0.1499
HK.00089,73.0,78,0,0,0.5,0.2494
HK.00090,78.0,90,0,0,0.0,
HK.00092,62.0,60,1,4,0.3,0.5198
HK.00093,55.0,71,0,0,0.3,0.4837
HK.00094,46.0,37,1,8,0.7,
HK.00095,42.0,84,0,0,0.65,0.8206
HK.00096,55.0,46,0,0,0.65,0.5561
HK.00097,37.0,45,1,4,0.4,
HK.00098,48.0,48,1,7,0.45,0.3399
HK.00099,80.0,90,0,0,0.5,0.3063
HK.00100,,0,1,14,0.95,0.8067
HK.00101,41.0,32,1,42,1.0,0.1992
HK.00103,15.0,24,1,8,0.65,0.523
HK.00104,79.0,88,0,0,0.15,0.0695
HK.00105,73.0,80,0,0,0.0,0.1889
HK.00106,74.0,73,1,3,0.15,
HK.00107,55.0,35,1,26,1.0,0.1581
HK.00108,84.0,31,1,7,0.45,
HK.00110,95.0,93,0,0,0.6,0.0933
HK.00111,83.0,38,1,6,0.6,
HK.00113,75.0,71,1,1,0.05,0.1157
HK.00114,79.0,76,1,1,0.3,0.09
HK.00115,86.0,11,1,19,0.95,0.2958
