code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00174,68.0,92,0,0,0.15,0.4232
HK.00175,52.0,34,1,7,0.65,0.2218
HK.00176,64.0,73,0,0,0.05,0.6884
HK.00177,58.0,53,1,1,0.05,0.0886
HK.00178,89.0,89,0,0,0.2,0.0129
HK.00179,27.0,24,1,3,0.7,0.4984
HK.00180,54.0,57,0,0,0.25,0.556
HK.00181,57.0,32,1,4,0.3,0.1557
HK.00182,82.0,89,1,1,0.05,0.4649
HK.00183,40.0,67,0,0,0.25,0.56
HK.00184,74.0,85,0,0,0.05,0.1325
HK.00185,32.0,48,0,0,0.8,0.8391
HK.00186,47.0,76,0,0,0.15,
HK.00187,18.0,21,1,5,0.9,0.4241
HK.00188,68.0,69,0,0,0.3,0.1831
HK.00189,93.0,96,0,0,0.0,0.1226
HK.00191,77.0,30,1,4,0.6,0.2677
HK.00193,58.0,66,0,0,0.1,0.6406
HK.00194,62.0,63,0,0,0.15,0.2151
HK.00195,64.0,73,0,0,0.05,0.2724
HK.00196,23.0,19,1,29,1.0,0.3916
HK.00197,69.0,68,1,2,0.1,0.5593
HK.00199,98.0,97,0,0,0.0,
HK.00200,30.0,23,1,11,0.6,0.542
HK.00201,55.0,60,0,0,0.2,0.3933
HK.00202,11.0,22,1,2,0.95,
HK.00205,93.0,54,0,0,0.55,
HK.00206,41.0,5,1,25,1.0,0.4875
HK.00209,94.0,91,1,1,0.05,
HK.00210,41.0,51,0,0,0.3,0.271
HK.00211,55.0,66,0,0,0.15,0.1099
HK.00212,66.0,66,0,0,0.15,0.1051
HK.00213,51.0,40,1,4,0.7,0.5677
HK.00214,15.0,15,1,14,0.7,0.6526
HK.00215,69.0,66,0,0,0.1,0.0689
HK.00216,40.0,31,0,0,0.7,0.4151
HK.00217,70.0,77,0,0,0.4,0.4035
HK.00218,21.0,52,0,0,0.6,
HK.00219,77.0,64,0,0,0.2,0.3571
HK.00220,43.0,56,0,0,0.2,0.2688
HK.00222,86.0,96,0,0,0.35,0.0
HK.00223,39.0,20,1,24,1.0,0.7848
HK.00224,43.0,61,0,0,0.1,0.4635
HK.00225,65.0,69,0,0,0.0,0.1312
HK.00227,17.0,22,1,40,1.0,
HK.00228,26.0,29,1,4,0.75,0.7347
HK.00229,58.0,61,0,0,0.35,0.2239
HK.00232,96.0,98,0,0,0.0,
HK.00234,47.0,46,1,2,0.3,0.5064
HK.00235,30.0,42,0,0,0.45,0.4946
HK.00236,71.0,62,0,0,0.1,0.1101
HK.00237,70.0,60,0,0,0.2,0.1772
HK.00239,66.0,65,0,0,0.1,0.2204
HK.00240,69.0,32,1,7,0.75,0.1257
HK.00241,10.0,16,1,100,1.0,0.5328
HK.00242,33.0,36,1,4,0.4,0.4991
HK.00243,87.0,34,1,14,0.7,
HK.00244,60.0,76,0,0,0.25,0.1747
HK.00245,53.0,84,0,0,0.3,0.3828
HK.00247,65.0,73,0,0,0.05,0.1708
HK.00248,46.0,32,1,4,0.8,0.2869
HK.00251,61.0,68,0,0,0.1,0.3635
HK.00252,65.0,73,0,0,0.05,0.5667
HK.00253,71.0,57,0,0,0.15,0.3734
HK.00254,0.0,0,1,4,0.2,
HK.00255,66.0,78,0,0,0.05,0.0927
HK.00256,2.0,9,1,12,0.75,0.9559
HK.00257,58.0,35,1,1,0.8,0.1075
HK.00258,33.0,51,0,0,0.15,0.3815
HK.00259,90.0,91,0,0,0.1,0.1312
HK.00261,18.0,24,0,0,0.7,0.9353
HK.00262,57.0,56,1,2,0.25,0.2408
HK.00264,76.0,90,0,0,0.0,
HK.00265,82.0,63,0,0,0.1,
HK.00266,55.0,68,0,0,0.1,0.3176
HK.00267,56.0,34,1,9,0.45,0.1338
HK.00268,5.0,15,1,16,0.85,0.66
HK.00269,56.0,73,0,0,0.05,
HK.00270,76.0,60,0,0,0.2,0.018
HK.00271,43.0,42,1,2,0.55,0.3867
HK.00272,20.0,46,0,0,0.7,0.4981
HK.00274,58.0,73,0,0,0.05,
HK.00276,36.0,30,0,0,0.3,0.511
HK.00277,60.0,73,0,0,0.05,0.5117
HK.00279,31.0,59,0,0,0.9,
HK.00280,82.0,87,0,0,0.2,0.0
HK.00285,14.0,12,1,16,0.8,0.6615
HK.00286,64.0,73,0,0,0.05,0.6898
HK.00287,73.0,79,0,0,0.05,0.1269
HK.00288,63.0,38,1,1,0.45,0.1064
HK.00289,69.0,50,0,0,0.3,0.0675
HK.00290,41.0,0,1,25,1.0,0.7611
HK.00291,39.0,36,1,1,0.85,0.3868
HK.00293,82.0,83,0,0,0.25,0.0
HK.00294,54.0,68,0,0,0.15,0.5103
HK.00295,26.0,4,1,7,0.95,
HK.00296,29.0,37,0,0,0.75,0.576
HK.00297,49.0,34,1,10,0.5,0.2105
HK.00298,47.0,47,1,3,0.35,0.3549
HK.00299,64.0,73,0,0,0.05,
HK.00300,72.0,78,0,0,0.05,
HK.00301,96.0,98,0,0,0.1,0.0
HK.00302,7.0,9,1,34,1.0,0.8556
HK.00303,44.0,53,0,0,0.45,0.2001
HK.00305,32.0,41,0,0,0.8,
HK.00306,87.0,92,0,0,0.0,0.002
HK.00308,50.0,44,1,6,0.6,
HK.00309,9.0,18,1,7,0.6,
HK.00311,84.0,80,1,6,0.5,0.3274
HK.00312,37.0,53,1,2,0.3,
HK.00313,38.0,47,0,0,0.85,0.8013
HK.00314,4.0,37,0,0,0.6,0.8438
HK.00315,66.0,59,0,0,0.15,0.0178
HK.00316,54.0,45,0,0,0.7,0.1391
HK.00317,44.0,24,1,8,0.9,0.4916
HK.00318,93.0,94,0,0,0.2,
HK.00320,59.0,75,0,0,0.05,0.2465
HK.00321,83.0,63,0,0,0.35,0.0569
HK.00322,46.0,34,1,1,0.7,0.2496
HK.00323,20.0,14,1,34,1.0,0.3846
HK.00325,7.0,10,1,11,0.9,0.7728
HK.00326,95.0,68,0,0,0.55,
HK.00327,21.0,47,0,0,0.7,0.4547
HK.00328,5.0,28,0,0,0.65,
HK.00329,18.0,10,1,7,0.55,0.7942
HK.00330,3.0,8,1,58,1.0,
HK.00331,53.0,51,0,0,0.2,0.2048
HK.00332,13.0,22,1,27,1.0,
HK.00333,26.0,45,0,0,0.45,0.5344
HK.00334,79.0,41,1,5,0.4,0.2319
HK.00335,56.0,76,0,0,0.05,0.4109
HK.00336,29.0,17,1,13,0.85,0.2826
HK.00337,22.0,18,1,10,0.95,
HK.00338,39.0,51,1,2,0.4,0.2736
HK.00340,23.0,15,1,8,0.95,0.4573
HK.00341,59.0,94,0,0,0.15,0.4703
HK.00343,19.0,42,1,1,0.6,0.5932
HK.00345,47.0,83,0,0,0.4,0.5455
HK.00346,11.0,7,1,12,0.9,
HK.00347,16.0,24,1,72,1.0,0.5004
HK.00348,7.0,23,1,5,0.35,0.7624
HK.00351,91.0,84,1,1,0.25,
HK.00352,94.0,73,0,0,0.05,
HK.00353,57.0,47,1,1,0.2,0.6847
HK.00354,17.0,25,1,12,0.6,0.6432
HK.00355,32.0,23,1,10,0.9,0.7439
HK.00357,4.0,11,1,119,1.0,0.6513
HK.00358,84.0,39,1,4,0.45,0.2687
HK.00360,37.0,27,1,20,1.0,0.6878
HK.00361,19.0,14,0,0,0.95,
HK.00362,64.0,73,0,0,0.05,
HK.00363,50.0,33,1,17,0.9,0.0888
HK.00365,94.0,94,1,17,0.85,
HK.00366,50.0,52,0,0,0.3,0.2103
HK.00367,31.0,42,0,0,0.4,0.4974
HK.00368,98.0,99,0,0,0.0,
HK.00369,80.0,63,0,0,0.15,0.2313
HK.00370,3.0,21,0,0,0.7,
HK.00371,47.0,31,1,22,1.0,0.2269
HK.00372,42.0,46,0,0,0.5,
HK.00373,60.0,36,1,5,0.35,0.3094
HK.00374,57.0,68,0,0,0.1,0.2123
HK.00375,81.0,85,0,0,0.0,0.0811
HK.00376,6.0,7,1,54,1.0,
HK.00377,85.0,87,0,0,0.0,
HK.00379,34.0,4,1,9,0.6,
HK.00380,65.0,84,1,2,0.1,0.192
HK.00381,2.0,17,1,47,1.0,
HK.00382,2.0,4,1,53,1.0,0.8088
HK.00383,46.0,23,1,21,1.0,0.3469
HK.00384,19.0,11,1,12,0.8,0.3853
HK.00385,20.0,55,0,0,0.15,0.4266
HK.00386,55.0,52,0,0,0.3,0.3502
HK.00387,86.0,92,0,0,0.05,0.0319
HK.00388,48.0,46,0,0,0.5,0.0923
HK.00389,5.0,18,1,1,0.7,0.7513
HK.00390,41.0,39,1,2,0.25,0.3336
HK.00391,73.0,78,0,0,0.1,0.503
HK.00392,38.0,38,1,1,0.6,0.1861
HK.00393,68.0,68,0,0,0.05,0.0166
HK.00396,93.0,54,1,5,0.7,
HK.00397,26.0,29,1,3,0.35,0.8033
HK.00398,61.0,76,0,0,0.1,0.1328
HK.00399,4.0,20,0,0,0.5,
HK.00400,95.0,98,0,0,0.0,0.0
HK.00401,86.0,13,0,0,0.9,
HK.00403,50.0,65,1,1,0.05,0.3821
HK.00406,16.0,13,1,12,0.9,0.6745
HK.00408,81.0,71,0,0,0.4,0.0195
HK.00410,21.0,24,1,26,1.0,0.6296
HK.00411,62.0,49,0,0,0.5,0.0421
HK.00412,0.0,1,1,70,1.0,
HK.00413,38.0,62,0,0,0.6,0.5641
HK.00417,36.0,59,0,0,0.45,
HK.00418,33.0,65,0,0,0.3,0.5271
HK.00419,87.0,94,0,0,0.25,
HK.00420,77.0,80,0,0,0.1,0.099
HK.00422,32.0,76,0,0,0.15,0.666
HK.00423,50.0,53,0,0,0.4,0.2692
HK.00425,45.0,10,1,21,1.0,0.3303
HK.00426,93.0,92,0,0,0.3,
HK.00430,54.0,64,0,0,0.0,0.1728
HK.00431,64.0,73,0,0,0.05,
HK.00432,60.0,27,1,5,0.95,0.2963
HK.00433,80.0,55,0,0,0.25,
HK.00434,6.0,17,1,9,0.95,0.7621
HK.00436,32.0,24,1,12,0.65,
HK.00438,10.0,20,1,2,0.95,0.7268
HK.00439,6.0,11,1,20,1.0,0.7903
HK.00440,78.0,56,0,0,0.2,0.0307
HK.00442,44.0,55,0,0,0.4,0.5334
HK.00444,64.0,73,0,0,0.05,
HK.00450,44.0,57,0,0,0.15,0.362
HK.00451,79.0,41,0,0,0.5,0.4185
HK.00455,23.0,56,1,1,0.2,0.7586
HK.00456,84.0,93,0,0,0.15,0.2324
HK.00458,76.0,91,0,0,0.25,0.3925
HK.00460,15.0,16,1,1,0.95,0.4817
HK.00464,72.0,96,0,0,0.3,
HK.00465,98.0,99,1,3,0.45,
HK.00467,10.0,6,1,25,1.0,0.5713
HK.00468,64.0,73,0,0,0.05,0.274
HK.00470,,5,1,21,1.0,0.3603
HK.00471,1.0,19,1,47,1.0,
HK.00472,75.0,57,0,0,0.65,
HK.00474,94.0,78,0,0,0.15,
HK.00475,67.0,92,0,0,0.0,
HK.00476,33.0,46,0,0,0.75,
HK.00480,56.0,38,1,2,0.65,0.4013
HK.00482,44.0,42,0,0,0.65,0.6334
HK.00483,20.0,17,1,22,1.0,0.5856
HK.00484,32.0,32,1,13,0.7,0.3775
HK.00485,86.0,81,0,0,0.0,0.1095
HK.00486,29.0,26,1,12,0.9,0.4454
HK.00487,17.0,64,0,0,0.5,
HK.00488,81.0,46,1,2,0.95,0.2577
HK.00491,17.0,23,1,3,0.95,
HK.00493,13.0,21,1,7,0.8,0.7584
HK.00495,64.0,73,0,0,0.05,
HK.00496,8.0,5,1,29,1.0,0.5962
HK.00497,58.0,45,1,1,0.5,0.133
HK.00498,10.0,50,0,0,0.55,
HK.00499,90.0,84,0,0,0.25,
HK.00500,21.0,34,0,0,0.8,0.7873
HK.00505,58.0,59,0,0,0.2,0.3735
HK.00506,38.0,43,0,0,0.2,0.2448
HK.00508,42.0,21,1,3,0.95,0.5185
HK.00509,64.0,73,0,0,0.05,
HK.00510,88.0,94,0,0,0.35,
HK.00511,23.0,29,1,8,0.85,0.4952
HK.00512,14.0,29,0,0,0.85,0.4798
HK.00513,31.0,9,1,24,1.0,0.5761
HK.00515,50.0,73,0,0,0.05,
HK.00517,51.0,41,1,1,0.35,0.1726
HK.00518,76.0,88,0,0,0.3,0.2544
HK.00519,42.0,59,0,0,0.3,
HK.00520,3.0,7,1,25,1.0,0.855
HK.00521,74.0,64,0,0,0.05,0.2163
HK.00522,97.0,96,0,0,0.05,0.0
HK.00524,98.0,98,0,0,0.3,
HK.00525,67.0,58,0,0,0.3,0.3138
HK.00526,87.0,88,0,0,0.2,0.5508
HK.00527,70.0,52,0,0,0.35,0.3471
HK.00528,59.0,71,0,0,0.35,0.3137
HK.00529,57.0,61,0,0,0.1,0.321
HK.00532,90.0,66,1,12,0.6,
HK.00533,58.0,50,0,0,0.35,0.4636
HK.00535,6.0,16,1,15,0.95,0.7703
HK.00536,79.0,76,0,0,0.05,0.0181
HK.00538,60.0,56,0,0,0.15,0.273
HK.00540,78.0,69,1,1,0.15,
HK.00542,65.0,8,1,32,1.0,0.5653
HK.00543,42.0,50,0,0,0.55,0.3662
HK.00544,87.0,31,0,0,0.7,
HK.00546,10.0,13,1,62,1.0,0.4363
HK.00547,23.0,65,0,0,0.6,0.6074
HK.00548,43.0,41,0,0,0.55,0.3764
HK.00550,98.0,88,1,1,0.85,
HK.00551,51.0,38,1,4,0.4,0.3202
HK.00552,56.0,70,0,0,0.1,0.2622
HK.00553,16.0,16,1,8,0.95,0.4404
HK.00554,40.0,78,0,0,0.3,0.4388
HK.00556,90.0,92,0,0,0.25,0.3921
HK.00557,50.0,93,0,0,0.0,0.4946
HK.00558,6.0,3,1,30,1.0,0.7465
HK.00559,73.0,83,0,0,0.05,0.7019
HK.00560,48.0,61,0,0,0.05,0.2522
HK.00563,25.0,25,1,14,0.95,0.594
HK.00564,20.0,13,1,24,1.0,0.3992
HK.00565,91.0,67,0,0,0.1,0.085
HK.00567,94.0,33,0,0,0.85,
HK.00568,29.0,4,1,11,0.85,
HK.00570,17.0,26,1,71,1.0,0.7575
HK.00571,35.0,31,1,3,0.5,0.4853
HK.00572,28.0,48,0,0,0.7,0.5789
HK.00573,46.0,68,0,0,0.25,0.7137
HK.00574,3.0,1,1,12,0.95,
HK.00575,80.0,97,0,0,0.55,
HK.00576,44.0,35,1,2,0.1,0.1166
HK.00579,39.0,44,0,0,0.3,0.1878
HK.00580,92.0,95,0,0,0.05,0.0185
HK.00581,44.0,43,1,6,0.6,0.3899
HK.00582,2.0,2,1,65,1.0,0.9043
HK.00583,34.0,25,1,2,0.75,0.5392
HK.00585,99.0,99,0,0,0.0,
HK.00586,74.0,68,0,0,0.5,0.0864
HK.00587,6.0,5,1,61,1.0,0.7461
HK.00588,40.0,36,1,3,0.5,0.3447
HK.00590,57.0,76,0,0,0.35,0.2078
HK.00591,41.0,78,0,0,0.2,0.4689
HK.00595,96.0,83,0,0,0.75,0.3575
HK.00596,5.0,25,1,8,0.4,0.761
HK.00598,40.0,21,1,23,1.0,0.1804
HK.00599,40.0,55,0,0,0.2,0.4181
HK.00600,,18,1,31,1.0,0.4773
HK.00601,64.0,73,0,0,0.05,0.2724
HK.00602,52.0,69,1,2,0.5,
HK.00603,19.0,14,1,12,0.65,
HK.00604,28.0,21,1,12,0.9,0.5279
HK.00605,37.0,78,0,0,0.35,
HK.00606,41.0,39,1,4,0.3,0.3406
HK.00607,75.0,0,1,8,0.45,
HK.00608,48.0,59,0,0,0.25,0.4588
HK.00609,29.0,28,1,4,0.75,0.3118
HK.00610,69.0,62,0,0,0.1,0.2184
HK.00611,56.0,43,1,1,0.4,0.2098
HK.00613,94.0,97,0,0,0.0,0.0
HK.00616,86.0,82,0,0,0.6,
HK.00617,18.0,23,1,13,0.85,0.8641
HK.00618,95.0,95,0,0,0.0,0.2005
HK.00619,79.0,54,0,0,0.95,
HK.00620,72.0,96,0,0,0.15,
HK.00621,80.0,88,1,7,0.35,0.3971
HK.00622,96.0,84,0,0,0.25,0.0
HK.00623,67.0,81,0,0,0.05,0.2645
HK.00626,68.0,57,0,0,0.5,0.4139
HK.00627,77.0,85,1,2,0.2,
HK.00628,89.0,46,1,14,0.85,0.3718
HK.00629,79.0,90,0,0,0.3,0.0024
HK.00630,77.0,21,1,17,0.85,
HK.00631,34.0,15,1,34,1.0,0.5048
HK.00632,19.0,30,0,0,0.35,
HK.00635,63.0,62,0,0,0.2,0.2368
HK.00636,31.0,36,1,2,0.45,0.419
HK.00637,73.0,62,0,0,0.05,
HK.00639,26.0,17,1,11,0.55,0.417
HK.00640,75.0,66,0,0,0.05,0.0089
HK.00641,87.0,80,0,0,0.4,0.1555
HK.00643,15.0,10,1,15,0.85,
HK.00645,82.0,48,1,2,0.25,
HK.00646,41.0,88,0,0,0.55,0.6012
HK.00648,72.0,5,0,0,0.7,
HK.00650,87.0,17,1,27,1.0,0.5445
HK.00653,0.0,0,1,35,1.0,
HK.00655,89.0,91,1,7,0.35,0.151
HK.00656,48.0,76,0,0,0.15,0.347
HK.00657,83.0,88,1,3,0.35,0.3353
HK.00658,43.0,8,1,8,0.45,0.4102
HK.00659,74.0,59,0,0,0.1,0.0305
HK.00660,95.0,63,1,20,1.0,
HK.00661,83.0,50,1,5,0.6,0.4736
HK.00662,73.0,75,0,0,0.05,0.0442
HK.00666,65.0,41,0,0,0.65,0.3543
HK.00667,13.0,19,1,11,0.8,0.5302
HK.00669,86.0,90,0,0,0.05,0.0829
HK.00670,41.0,26,1,1,0.6,0.4187
HK.00672,26.0,28,1,4,0.6,0.5778
HK.00673,51.0,18,1,4,0.45,
HK.00674,29.0,35,0,0,0.65,0.7601
HK.00675,62.0,68,0,0,0.1,0.2454
HK.00676,60.0,70,0,0,0.1,0.1373
HK.00677,69.0,75,0,0,0.3,0.3154
HK.00679,99.0,98,1,6,0.3,
HK.00681,69.0,91,0,0,0.05,0.1741
HK.00682,52.0,69,0,0,0.2,0.7
HK.00683,48.0,31,1,31,1.0,0.1539
HK.00684,26.0,38,1,4,0.3,0.6121
HK.00685,53.0,40,0,0,0.65,0.3695
HK.00686,27.0,34,0,0,0.7,0.6829
HK.00687,79.0,71,0,0,0.15,0.0401
HK.00688,59.0,45,1,9,0.45,0.3155
HK.00689,84.0,27,0,0,0.95,0.4532
HK.00690,27.0,55,0,0,0.15,0.3932
HK.00691,4.0,7,1,14,0.95,0.7138
HK.00693,78.0,79,0,0,0.1,0.0392
HK.00694,13.0,25,1,12,0.9,0.5999
HK.00695,91.0,90,0,0,0.25,0.0169
HK.00696,27.0,30,1,1,0.85,0.3771
HK.00697,42.0,54,1,3,0.25,0.2745
HK.00698,5.0,3,1,26,1.0,0.7588
HK.00700,31.0,59,0,0,0.1,0.2474
HK.00701,7.0,19,0,0,0.65,0.7358
HK.00702,64.0,73,0,0,0.05,
HK.00703,49.0,89,0,0,0.4,0.5788
HK.00704,87.0,70,0,0,0.05,
HK.00707,59.0,73,0,0,0.05,0.7779
HK.00708,64.0,73,0,0,0.05,
HK.00709,59.0,59,0,0,0.05,0.3196
HK.00710,41.0,66,0,0,0.55,0.484
HK.00711,55.0,54,0,0,0.3,0.3396
HK.00712,18.0,13,1,42,1.0,
HK.00713,38.0,62,0,0,0.05,0.5227
HK.00716,16.0,21,1,28,1.0,0.5985
HK.00717,14.0,20,1,29,1.0,
HK.00718,44.0,67,0,0,0.25,
HK.00719,36.0,45,0,0,0.75,0.3417
HK.00720,92.0,75,0,0,0.45,0.0528
HK.00722,63.0,66,0,0,0.15,0.1949
HK.00723,35.0,28,1,2,0.85,
HK.00725,87.0,87,1,10,0.5,0.2678
HK.00726,33.0,55,1,8,0.45,0.8485
HK.00727,18.0,31,1,2,0.65,
HK.00728,36.0,32,1,12,0.9,0.3009
HK.00730,67.0,82,0,0,0.0,0.2731
HK.00731,94.0,92,1,12,0.6,0.2432
HK.00732,57.0,61,0,0,0.5,0.2954
HK.00733,14.0,18,1,16,0.8,
HK.00736,17.0,8,1,55,1.0,
HK.00737,62.0,56,0,0,0.05,0.1866
HK.00738,56.0,28,0,0,0.8,0.5135
HK.00743,67.0,79,0,0,0.05,0.4789
HK.00745,99.0,99,0,0,0.0,
HK.00746,49.0,43,1,1,0.5,0.1961
HK.00747,62.0,10,1,15,0.85,0.4548
HK.00750,52.0,57,0,0,0.4,0.5501
HK.00751,50.0,8,1,62,1.0,0.3387
HK.00752,46.0,51,0,0,0.25,0.0962
HK.00753,27.0,39,1,1,0.65,0.3492
HK.00754,43.0,70,0,0,0.05,0.581
HK.00755,17.0,9,1,9,0.75,
HK.00756,83.0,85,0,0,0.8,
HK.00757,35.0,62,0,0,0.9,0.587
HK.00759,78.0,89,0,0,0.0,
HK.00760,35.0,23,1,5,0.3,
HK.00762,27.0,29,1,12,0.6,0.3784
