code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,87.0,83,0,0,0.4,0.0283
HK.00002,79.0,76,1,2,0.3,0.1705
HK.00003,69.0,70,0,0,0.6,0.2033
HK.00004,37.0,36,1,45,1.0,0.4504
HK.00005,89.0,87,0,0,0.05,0.009
HK.00006,77.0,55,1,5,0.6,0.1823
HK.00007,65.0,62,1,12,0.6,0.3397
HK.00008,74.0,73,0,0,0.45,0.0349
HK.00010,50.0,44,1,5,0.95,0.1614
HK.00012,59.0,57,0,0,0.65,0.1604
HK.00013,25.0,50,1,6,0.4,0.6251
HK.00014,71.0,54,1,5,0.6,0.1565
HK.00016,78.0,50,1,2,0.55,0.1372
HK.00017,42.0,26,1,47,1.0,0.4482
HK.00018,25.0,24,1,15,0.75,0.5342
HK.00019,87.0,89,0,0,0.2,0.0
HK.00020,14.0,18,1,52,1.0,0.5086
HK.00021,18.0,10,1,15,0.95,0.7285
HK.00022,1.0,9,1,67,1.0,
HK.00023,80.0,88,0,0,0.5,0.0
HK.00025,85.0,92,1,1,0.15,0.2487
HK.00026,72.0,73,1,10,0.55,0.1085
HK.00027,47.0,70,1,5,0.4,0.3191
HK.00028,32.0,30,1,8,0.85,0.3794
HK.00029,38.0,36,1,15,0.75,0.3747
HK.00030,63.0,82,1,1,0.2,0.1757
HK.00031,50.0,19,1,16,0.8,
HK.00032,56.0,46,1,16,0.8,0.248
HK.00033,49.0,62,1,12,0.6,
HK.00034,85.0,73,1,5,0.35,0.1763
HK.00035,41.0,40,1,11,0.7,0.5703
HK.00036,78.0,62,1,12,0.6,
HK.00037,68.0,52,1,10,0.5,0.3863
HK.00038,82.0,94,0,0,0.45,0.1388
HK.00039,21.0,62,1,12,0.6,0.6871
HK.00040,69.0,59,1,14,0.7,0.1122
HK.00041,70.0,49,1,16,0.9,0.1066
HK.00042,28.0,11,1,16,0.95,0.568
HK.00045,58.0,75,0,0,0.6,0.2931
HK.00046,44.0,66,1,4,0.45,0.5179
HK.00048,93.0,89,0,0,0.35,
HK.00050,69.0,58,1,13,0.65,0.1409
HK.00051,69.0,58,1,13,0.65,0.4134
HK.00052,61.0,82,1,8,0.4,0.5447
HK.00053,67.0,72,1,5,0.65,0.3422
HK.00055,28.0,44,1,19,0.95,0.5649
HK.00057,58.0,46,1,16,0.9,0.1789
HK.00058,87.0,40,1,12,0.7,
HK.00059,65.0,62,1,12,0.6,
HK.00060,54.0,34,1,13,0.65,0.4578
HK.00061,33.0,71,1,1,0.55,0.5419
HK.00062,62.0,56,1,10,0.55,0.2141
HK.00063,30.0,33,0,0,0.85,0.6426
HK.00064,85.0,88,0,0,0.35,0.0716
HK.00065,8.0,18,1,73,1.0,0.8871
HK.00066,76.0,68,1,2,0.5,0.1157
HK.00068,,1,1,40,1.0,
HK.00069,48.0,46,1,14,0.7,0.4641
HK.00070,48.0,47,1,2,0.6,0.4728
HK.00071,68.0,56,1,11,0.6,0.1852
HK.00072,41.0,34,1,9,0.65,0.387
HK.00073,81.0,88,0,0,0.5,0.531
HK.00075,60.0,44,0,0,0.75,
HK.00076,22.0,50,0,0,0.65,0.782
HK.00077,82.0,89,0,0,0.25,0.3951
HK.00078,18.0,15,1,38,1.0,0.9105
HK.00079,77.0,93,0,0,0.4,0.4624
HK.00081,74.0,58,0,0,0.8,0.1776
HK.00082,54.0,58,1,10,0.7,0.5591
HK.00083,69.0,42,1,43,1.0,0.1478
HK.00084,62.0,38,1,13,0.65,0.5032
HK.00085,26.0,31,1,17,0.95,0.4891
HK.00086,73.0,64,1,13,0.7,0.076
HK.00087,83.0,87,0,0,0.4,0.0
HK.00088,62.0,40,1,20,1.0,0.1484
HK.00089,49.0,38,1,1,0.2,0.3515
HK.00090,40.0,82,1,4,0.4,
HK.00092,47.0,35,1,13,0.65,0.5601
HK.00093,58.0,82,1,7,0.45,0.5049
HK.00094,51.0,26,1,1,0.8,
HK.00095,44.0,95,0,0,0.2,0.8111
HK.00096,44.0,48,1,7,0.6,0.5869
HK.00097,36.0,38,1,3,0.6,
HK.00098,50.0,42,1,17,0.9,0.3578
HK.00099,78.0,88,0,0,0.4,0.3522
HK.00100,,0,1,23,1.0,0.8349
HK.00101,45.0,40,1,5,0.95,0.208
HK.00103,11.0,15,1,17,0.85,0.5586
HK.00104,74.0,74,1,9,0.6,0.1576
HK.00105,72.0,73,1,8,0.4,0.2222
HK.00106,62.0,62,1,12,0.6,
HK.00107,56.0,51,1,35,1.0,0.1401
HK.00108,69.0,9,1,16,0.8,
HK.00110,96.0,97,0,0,0.1,0.1877
HK.00111,85.0,60,0,0,0.6,
HK.00113,79.0,85,0,0,0.15,0.1027
HK.00114,84.0,86,1,4,0.45,0.0991
HK.00115,84.0,7,1,28,1.0,0.3912
HK.00116,74.0,86,0,0,0.4,0.1622
HK.00117,98.0,98,1,15,0.85,
HK.00118,57.0,27,1,22,1.0,
HK.00119,37.0,18,1,37,1.0,0.3448
HK.00120,6.0,12,1,2,0.85,
HK.00122,46.0,68,1,3,0.35,0.5434
HK.00123,40.0,43,1,27,1.0,0.5764
HK.00124,40.0,32,1,29,1.0,0.6641
HK.00125,44.0,58,1,12,0.6,0.677
HK.00126,36.0,31,1,14,0.9,0.6573
HK.00127,45.0,48,1,13,0.8,0.4094
HK.00128,94.0,98,0,0,0.6,
HK.00129,23.0,44,1,7,0.6,0.7069
HK.00130,72.0,29,1,3,0.55,
HK.00131,67.0,57,1,10,0.65,0.4722
HK.00132,36.0,53,1,13,0.65,0.65
HK.00135,58.0,71,0,0,0.6,0.3461
HK.00136,15.0,43,1,6,0.5,0.6005
HK.00137,72.0,90,0,0,0.5,0.4354
HK.00138,5.0,8,1,8,0.85,0.8006
HK.00139,28.0,93,0,0,0.55,
HK.00142,56.0,81,0,0,0.25,0.1489
HK.00144,68.0,83,0,0,0.7,0.075
HK.00145,39.0,37,1,15,0.75,
HK.00146,54.0,47,1,12,0.6,0.2257
HK.00147,4.0,9,1,29,1.0,
HK.00148,91.0,4,1,16,0.8,0.6853
HK.00149,75.0,57,1,1,0.65,0.2165
HK.00150,51.0,42,1,9,0.5,0.4793
HK.00151,22.0,19,1,18,0.9,0.4799
HK.00152,37.0,69,0,0,0.55,0.2913
HK.00154,28.0,39,0,0,0.95,0.3778
HK.00156,80.0,69,1,12,0.6,0.1617
HK.00157,52.0,77,1,11,0.6,0.3798
HK.00158,58.0,68,1,12,0.6,0.3772
HK.00159,33.0,49,1,4,0.55,
HK.00160,22.0,13,1,27,1.0,0.5889
HK.00162,33.0,13,1,27,1.0,
HK.00163,24.0,21,1,20,1.0,0.7228
HK.00164,72.0,34,1,18,0.9,0.5596
HK.00165,28.0,71,0,0,0.75,0.4837
HK.00166,28.0,68,0,0,0.7,0.6438
HK.00167,95.0,23,1,12,0.6,
HK.00168,53.0,66,1,13,0.65,0.3288
HK.00169,34.0,17,1,21,1.0,
HK.00171,6.0,35,0,0,0.9,
HK.00173,47.0,39,1,19,0.95,0.2473
HK.00174,70.0,81,1,7,0.45,0.4621
HK.00175,58.0,65,0,0,0.65,0.1936
HK.00176,65.0,62,1,12,0.6,0.7172
HK.00177,73.0,69,1,18,0.9,0.0972
HK.00178,89.0,84,1,9,0.45,0.1247
HK.00179,23.0,8,1,14,0.9,0.5809
HK.00180,62.0,75,0,0,0.8,0.552
HK.00181,56.0,22,1,21,1.0,0.2336
HK.00182,69.0,34,1,18,0.9,0.5592
HK.00183,36.0,64,1,8,0.45,0.6101
HK.00184,72.0,77,1,1,0.55,0.2391
HK.00185,13.0,13,1,16,0.9,0.8719
HK.00186,7.0,2,1,12,0.6,
HK.00187,14.0,13,1,22,1.0,0.4999
HK.00188,71.0,82,0,0,0.65,0.1989
HK.00189,79.0,13,1,16,0.8,0.4757
HK.00191,32.0,6,1,20,1.0,0.4274
HK.00193,47.0,42,1,8,0.7,0.6819
HK.00194,71.0,70,1,13,0.7,0.257
HK.00195,65.0,62,1,12,0.6,0.3397
HK.00196,15.0,11,1,13,0.95,0.4973
HK.00197,72.0,70,1,4,0.5,0.5593
HK.00199,98.0,96,1,13,0.65,
HK.00200,27.0,46,1,15,0.95,0.5164
HK.00201,53.0,52,1,13,0.7,0.4439
HK.00202,14.0,22,1,19,0.95,
HK.00205,91.0,48,0,0,0.8,
HK.00206,35.0,6,1,15,0.9,0.5685
HK.00209,97.0,93,0,0,0.35,
HK.00210,41.0,39,1,17,0.85,0.3415
HK.00211,59.0,84,1,9,0.45,0.1515
HK.00212,72.0,64,1,10,0.55,0.1733
HK.00213,56.0,35,1,15,0.9,0.5865
HK.00214,16.0,13,1,30,1.0,0.6947
HK.00215,73.0,69,1,5,0.4,0.1233
