code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,83.0,54,1,10,0.75
HK.00002,78.0,65,0,0,0.35
HK.00003,72.0,70,0,0,0.65
HK.00004,44.0,64,1,1,0.4
HK.00005,88.0,68,1,2,0.55
HK.00006,76.0,60,0,0,0.45
HK.00007,65.0,51,1,9,0.95
HK.00008,62.0,37,1,24,1.0
HK.00010,42.0,28,1,29,1.0
HK.00012,62.0,68,0,0,0.65
HK.00013,54.0,83,0,0,0.2
HK.00014,53.0,24,1,19,0.95
HK.00016,76.0,62,0,0,0.65
HK.00017,44.0,54,0,0,0.5
HK.00018,22.0,20,1,6,0.75
HK.00019,90.0,87,0,0,0.0
HK.00020,22.0,43,1,2,0.4
HK.00021,31.0,85,1,4,0.4
HK.00022,2.0,6,1,91,1.0
HK.00023,87.0,89,0,0,0.0
HK.00025,85.0,82,0,0,0.9
HK.00026,69.0,55,1,1,0.8
HK.00027,62.0,79,0,0,0.25
HK.00028,31.0,29,1,6,0.9
HK.00029,29.0,22,1,39,1.0
HK.00030,67.0,68,1,2,0.8
HK.00031,37.0,16,1,7,0.9
HK.00032,56.0,48,0,0,0.9
HK.00033,52.0,51,1,9,0.95
HK.00034,79.0,47,0,0,0.9
HK.00035,39.0,30,1,9,0.95
HK.00036,76.0,51,1,9,0.95
HK.00037,70.0,64,0,0,0.7
HK.00038,82.0,84,0,0,0.45
HK.00039,19.0,51,1,9,0.95
HK.00040,69.0,46,0,0,0.9
HK.00041,58.0,33,1,1,0.6
HK.00042,23.0,19,1,40,1.0
HK.00045,48.0,33,1,1,0.7
HK.00046,59.0,76,0,0,0.6
HK.00048,92.0,59,0,0,0.75
HK.00050,69.0,62,0,0,0.75
HK.00051,61.0,54,1,2,0.7
HK.00052,73.0,75,1,1,0.35
HK.00053,63.0,64,1,2,0.4
HK.00055,45.0,68,0,0,0.65
HK.00057,51.0,41,1,1,0.75
HK.00058,86.0,62,1,2,0.4
HK.00059,65.0,51,1,9,0.95
HK.00060,83.0,89,0,0,0.2
HK.00061,10.0,12,1,24,1.0
HK.00062,54.0,35,1,8,0.9
HK.00063,11.0,5,0,0,0.85
HK.00064,83.0,71,0,0,0.1
HK.00065,51.0,93,0,0,0.1
HK.00066,76.0,60,1,2,0.6
HK.00068,,18,0,0,0.6
HK.00069,51.0,55,1,7,0.65
HK.00070,53.0,83,0,0,0.55
HK.00071,66.0,55,0,0,0.7
HK.00072,41.0,34,1,2,0.25
HK.00073,55.0,18,1,15,0.9
HK.00075,43.0,11,1,6,0.6
HK.00076,54.0,88,0,0,0.65
HK.00077,86.0,87,0,0,0.25
HK.00078,29.0,47,0,0,0.55
HK.00079,86.0,89,1,2,0.15
HK.00081,78.0,86,0,0,0.15
HK.00082,40.0,27,1,34,1.0
HK.00083,60.0,39,1,1,0.75
HK.00084,71.0,57,1,3,0.65
HK.00085,15.0,21,1,41,1.0
HK.00086,70.0,58,0,0,0.8
HK.00087,85.0,80,0,0,0.0
HK.00088,55.0,35,1,3,0.95
HK.00089,48.0,33,1,10,0.8
HK.00090,29.0,15,1,28,1.0
HK.00092,58.0,83,0,0,0.55
HK.00093,22.0,13,1,7,0.9
HK.00094,45.0,9,1,21,1.0
HK.00095,32.0,38,1,2,0.75
HK.00096,48.0,62,1,5,0.65
HK.00097,41.0,26,1,7,0.85
HK.00098,28.0,11,1,6,0.75
HK.00099,20.0,2,1,24,1.0
HK.00100,,65,0,0,0.35
HK.00101,44.0,46,1,2,0.9
HK.00103,27.0,68,0,0,0.4
HK.00104,79.0,76,0,0,0.35
HK.00105,64.0,44,1,9,0.95
HK.00106,58.0,51,1,9,0.95
HK.00107,49.0,42,0,0,0.85
HK.00108,46.0,57,0,0,0.5
HK.00110,97.0,97,0,0,0.1
HK.00111,77.0,58,0,0,0.8
HK.00113,82.0,60,1,8,0.75
HK.00114,78.0,55,1,3,0.65
HK.00115,45.0,3,1,53,1.0
HK.00116,90.0,95,0,0,0.0
HK.00117,98.0,55,1,7,0.7
HK.00118,42.0,44,0,0,0.85
HK.00119,24.0,19,1,11,0.95
HK.00120,15.0,74,0,0,0.6
