code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,82.0,52,1,2,0.55
HK.00002,79.0,71,0,0,0.7
HK.00003,58.0,53,1,11,0.65
HK.00004,33.0,52,1,1,0.65
HK.00005,89.0,82,0,0,0.25
HK.00006,76.0,66,0,0,0.8
HK.00007,66.0,58,0,0,0.95
HK.00008,61.0,37,1,15,0.85
HK.00010,40.0,25,1,18,0.95
HK.00012,49.0,41,1,11,0.6
HK.00013,45.0,87,0,0,0.55
HK.00014,58.0,35,1,11,0.85
HK.00016,70.0,34,1,18,0.9
HK.00017,40.0,38,1,1,0.8
HK.00018,26.0,17,1,1,0.9
HK.00019,89.0,90,0,0,0.1
HK.00020,30.0,79,0,0,0.75
HK.00021,77.0,95,0,0,0.65
HK.00022,2.0,9,1,80,1.0
HK.00023,83.0,91,0,0,0.05
HK.00025,83.0,78,0,0,0.8
HK.00026,69.0,61,1,24,1.0
HK.00027,58.0,82,0,0,0.4
HK.00028,37.0,39,0,0,0.95
HK.00029,33.0,27,1,28,1.0
HK.00030,69.0,75,1,1,0.8
HK.00031,57.0,30,0,0,0.95
HK.00032,55.0,46,1,13,0.95
HK.00033,53.0,58,0,0,0.95
HK.00034,81.0,44,1,18,0.95
HK.00035,45.0,43,1,24,1.0
HK.00036,82.0,58,0,0,0.95
HK.00037,68.0,49,0,0,0.85
HK.00038,73.0,81,1,4,0.25
HK.00039,19.0,58,0,0,0.95
HK.00040,60.0,40,1,1,0.95
HK.00041,64.0,48,1,3,0.95
HK.00042,26.0,11,1,29,1.0
HK.00045,45.0,44,1,6,0.55
HK.00046,51.0,56,1,2,0.9
HK.00048,90.0,55,0,0,0.75
HK.00050,64.0,51,1,1,0.95
HK.00051,63.0,56,0,0,0.85
HK.00052,74.0,85,0,0,0.5
HK.00053,62.0,66,0,0,0.65
HK.00055,38.0,54,0,0,0.85
HK.00057,56.0,48,1,29,1.0
HK.00058,84.0,43,1,1,0.7
HK.00059,66.0,58,0,0,0.95
HK.00060,82.0,90,0,0,0.65
HK.00061,8.0,3,1,15,0.8
HK.00062,63.0,56,1,1,0.95
HK.00063,8.0,5,1,14,0.95
HK.00064,86.0,87,0,0,0.1
HK.00065,32.0,94,0,0,0.35
HK.00066,73.0,65,0,0,0.7
HK.00068,,16,1,3,0.85
HK.00069,52.0,64,1,1,0.75
HK.00070,38.0,65,0,0,0.8
HK.00071,66.0,52,1,1,0.95
HK.00072,58.0,63,1,1,0.55
HK.00073,63.0,39,1,6,0.75
HK.00075,61.0,55,0,0,0.6
HK.00076,28.0,69,0,0,0.65
HK.00077,87.0,91,0,0,0.5
HK.00078,30.0,50,0,0,0.7
HK.00079,87.0,95,0,0,0.15
HK.00081,72.0,65,0,0,0.3
HK.00082,44.0,23,1,23,1.0
HK.00083,54.0,27,1,56,1.0
HK.00084,67.0,71,0,0,0.95
HK.00085,25.0,24,1,30,1.0
HK.00086,68.0,39,1,26,1.0
HK.00087,85.0,85,0,0,0.1
HK.00088,54.0,34,1,33,1.0
HK.00089,52.0,34,1,2,0.7
HK.00090,50.0,52,1,17,0.95
HK.00092,71.0,83,0,0,0.95
HK.00093,22.0,7,1,1,0.95
HK.00094,45.0,14,1,12,0.95
HK.00095,39.0,83,0,0,0.55
HK.00096,50.0,52,0,0,0.95
HK.00097,45.0,56,0,0,0.9
HK.00098,53.0,49,1,1,0.95
HK.00099,42.0,8,1,12,0.6
HK.00100,,82,0,0,0.6
HK.00101,43.0,29,1,18,0.95
HK.00103,18.0,44,0,0,0.8
HK.00104,77.0,72,0,0,0.75
HK.00105,71.0,53,0,0,0.95
HK.00106,56.0,58,0,0,0.95
HK.00107,43.0,30,1,48,1.0
HK.00108,57.0,19,0,0,0.85
HK.00110,96.0,97,0,0,0.1
HK.00111,57.0,13,1,15,0.9
HK.00113,84.0,74,0,0,0.5
HK.00114,83.0,74,0,0,0.85
HK.00115,69.0,3,1,41,1.0
HK.00116,78.0,82,0,0,0.1
HK.00117,98.0,97,0,0,0.85
HK.00118,29.0,9,1,2,0.95
HK.00119,25.0,15,1,3,0.95
HK.00120,9.0,11,1,2,0.75
HK.00122,56.0,72,0,0,0.65
HK.00123,33.0,28,0,0,0.8
HK.00124,31.0,26,1,42,1.0
HK.00125,56.0,78,0,0,0.75
HK.00126,26.0,10,1,26,1.0
HK.00127,41.0,38,1,26,1.0
HK.00128,93.0,98,0,0,0.9
HK.00129,23.0,23,1,9,0.9
HK.00130,76.0,39,1,1,0.9
HK.00131,67.0,45,1,22,1.0
HK.00132,20.0,14,1,26,1.0
HK.00135,57.0,64,1,1,0.6
HK.00136,18.0,34,1,3,0.8
HK.00137,51.0,69,1,3,0.3
HK.00138,5.0,7,1,22,1.0
HK.00139,7.0,68,1,14,0.85
HK.00142,47.0,55,1,11,0.55
HK.00144,63.0,79,0,0,0.15
HK.00145,75.0,93,0,0,0.3
HK.00146,51.0,38,1,26,1.0
HK.00147,6.0,45,0,0,0.85
HK.00148,91.0,11,1,29,1.0
HK.00149,69.0,76,0,0,0.8
HK.00150,57.0,49,1,1,0.95
HK.00151,16.0,14,1,31,1.0
HK.00152,17.0,12,1,12,0.7
HK.00154,27.0,42,0,0,0.75
HK.00156,80.0,44,1,25,1.0
HK.00157,56.0,61,0,0,0.95
HK.00158,60.0,64,0,0,0.85
HK.00159,10.0,5,1,17,0.9
HK.00160,20.0,12,1,41,1.0
HK.00162,61.0,78,0,0,0.65
HK.00163,22.0,23,1,33,1.0
HK.00164,75.0,34,1,31,1.0
HK.00165,30.0,69,0,0,0.6
HK.00166,21.0,20,1,12,0.65
HK.00167,96.0,52,0,0,0.75
HK.00168,48.0,38,1,11,0.95
HK.00169,20.0,14,1,34,1.0
HK.00171,5.0,44,1,1,0.45
HK.00173,47.0,62,0,0,0.75
HK.00174,53.0,13,1,20,1.0
HK.00175,69.0,42,1,11,0.8
HK.00176,66.0,58,0,0,0.95
HK.00177,58.0,29,1,31,1.0
HK.00178,88.0,65,1,1,0.8
HK.00179,28.0,78,0,0,0.65
HK.00180,54.0,73,1,1,0.6
HK.00181,53.0,24,1,33,1.0
HK.00182,28.0,7,1,8,0.9
HK.00183,31.0,27,1,20,1.0
HK.00184,73.0,76,0,0,0.8
HK.00185,17.0,78,0,0,0.6
HK.00186,95.0,99,0,0,0.5
HK.00187,19.0,45,0,0,0.85
HK.00188,42.0,24,1,13,0.85
HK.00189,82.0,29,1,3,0.95
HK.00191,39.0,10,1,34,1.0
HK.00193,47.0,28,1,1,0.9
HK.00194,61.0,49,1,1,0.95
HK.00195,66.0,58,0,0,0.95
HK.00196,10.0,8,1,26,1.0
HK.00197,74.0,92,0,0,0.75
HK.00199,98.0,97,0,0,0.45
HK.00200,28.0,51,1,3,0.7
HK.00201,46.0,29,1,2,0.9
HK.00202,4.0,3,1,32,1.0
HK.00205,85.0,9,1,30,1.0
HK.00206,14.0,3,1,28,1.0
HK.00209,96.0,91,0,0,0.4
HK.00210,42.0,36,0,0,0.85
HK.00211,70.0,69,0,0,0.85
HK.00212,72.0,61,0,0,0.95
HK.00213,50.0,25,1,28,1.0
HK.00214,23.0,70,0,0,0.55
HK.00215,72.0,55,1,18,0.95
HK.00216,32.0,26,1,1,0.95
HK.00217,31.0,22,1,27,1.0
HK.00218,22.0,75,1,5,0.5
HK.00219,76.0,53,1,1,0.95
HK.00220,67.0,74,0,0,0.55
HK.00222,75.0,87,1,15,0.9
HK.00223,14.0,4,1,28,1.0
HK.00224,64.0,84,0,0,0.2
HK.00225,63.0,67,0,0,0.9
HK.00227,12.0,25,1,19,0.95
HK.00228,13.0,7,1,34,1.0
HK.00229,50.0,33,1,28,1.0
HK.00232,97.0,96,0,0,0.0
HK.00234,34.0,18,1,18,0.95
HK.00235,26.0,68,0,0,0.7
HK.00236,43.0,17,1,25,1.0
HK.00237,71.0,49,1,5,0.9
HK.00239,72.0,71,0,0,0.8
HK.00240,71.0,42,1,1,0.85
HK.00241,19.0,52,1,2,0.55
HK.00242,25.0,30,1,1,0.95
HK.00243,69.0,38,1,14,0.9
HK.00244,57.0,67,0,0,0.9
HK.00245,55.0,54,1,1,0.8
HK.00247,62.0,58,0,0,0.95
HK.00248,24.0,10,1,23,1.0
HK.00251,62.0,47,0,0,0.95
HK.00252,75.0,77,0,0,0.9
HK.00253,71.0,51,0,0,0.95
HK.00254,0.0,0,1,34,1.0
HK.00255,70.0,62,1,2,0.8
HK.00256,7.0,22,0,0,0.55
HK.00257,71.0,68,0,0,0.6
HK.00258,39.0,41,1,18,0.9
HK.00259,59.0,9,1,30,1.0
HK.00261,55.0,90,0,0,0.1
HK.00262,75.0,61,0,0,0.85
HK.00264,88.0,87,1,1,0.6
HK.00265,52.0,22,1,25,1.0
HK.00266,62.0,70,0,0,0.85
HK.00267,68.0,66,0,0,0.6
HK.00268,21.0,87,0,0,0.1
HK.00269,61.0,58,0,0,0.95
HK.00270,77.0,70,0,0,0.35
HK.00271,46.0,42,0,0,0.85
HK.00272,22.0,39,1,10,0.7
HK.00274,66.0,58,0,0,0.95
HK.00276,37.0,69,1,7,0.85
HK.00277,25.0,4,1,25,1.0
HK.00279,11.0,36,1,1,0.95
HK.00280,87.0,89,0,0,0.1
HK.00285,27.0,46,0,0,0.6
HK.00286,66.0,58,0,0,0.95
HK.00287,72.0,58,0,0,0.95
HK.00288,57.0,27,1,28,1.0
HK.00289,69.0,44,1,16,0.95
HK.00290,20.0,9,1,1,0.8
HK.00291,42.0,29,1,11,0.65
HK.00293,87.0,89,0,0,0.15
HK.00294,82.0,88,0,0,0.15
HK.00295,38.0,10,1,1,0.75
HK.00296,32.0,55,1,1,0.7
HK.00297,39.0,31,1,40,1.0
HK.00298,30.0,18,1,32,1.0
HK.00299,66.0,58,0,0,0.95
HK.00300,81.0,79,1,1,0.1
HK.00301,98.0,98,0,0,0.0
HK.00302,10.0,67,1,1,0.45
HK.00303,47.0,56,0,0,0.7
HK.00305,35.0,66,1,1,0.55
HK.00306,78.0,72,1,1,0.8
HK.00308,51.0,68,1,2,0.1
HK.00309,12.0,12,0,0,0.75
HK.00311,91.0,93,0,0,0.5
HK.00312,20.0,18,0,0,0.85
HK.00313,22.0,38,0,0,0.45
HK.00314,20.0,77,0,0,0.45
HK.00315,64.0,47,1,26,1.0
HK.00316,83.0,88,0,0,0.15
HK.00317,32.0,47,0,0,0.9
HK.00318,92.0,74,0,0,0.95
HK.00320,50.0,40,1,26,1.0
HK.00321,76.0,39,1,27,1.0
HK.00322,83.0,90,0,0,0.4
HK.00323,13.0,28,1,3,0.95
HK.00325,78.0,97,0,0,0.25
HK.00326,95.0,92,0,0,0.45
HK.00327,42.0,85,0,0,0.2
HK.00328,4.0,7,1,22,1.0
HK.00329,6.0,11,1,1,0.85
HK.00330,13.0,63,0,0,0.8
HK.00331,56.0,49,1,1,0.95
HK.00332,5.0,6,1,26,1.0
HK.00333,34.0,79,0,0,0.7
HK.00334,49.0,18,1,34,1.0
HK.00335,59.0,50,1,1,0.95
HK.00336,36.0,35,1,11,0.95
HK.00337,11.0,13,1,40,1.0
HK.00338,37.0,46,1,15,0.95
HK.00340,78.0,95,0,0,0.25
HK.00341,82.0,90,0,0,0.25
HK.00343,25.0,54,1,1,0.9
HK.00345,46.0,70,1,1,0.95
HK.00346,7.0,4,1,15,0.9
HK.00347,13.0,34,1,15,0.9
HK.00348,29.0,91,0,0,0.6
HK.00351,62.0,7,1,17,0.95
HK.00352,91.0,58,0,0,0.95
HK.00353,74.0,77,1,2,0.4
HK.00354,39.0,85,0,0,0.3
HK.00355,72.0,84,0,0,0.1
HK.00357,18.0,91,0,0,0.15
HK.00358,87.0,86,0,0,0.3
HK.00360,9.0,3,1,50,1.0
HK.00361,14.0,15,1,18,0.95
HK.00362,66.0,58,0,0,0.95
HK.00363,58.0,55,0,0,0.7
HK.00365,75.0,5,1,47,1.0
HK.00366,58.0,72,0,0,0.6
HK.00367,28.0,30,1,29,1.0
HK.00368,99.0,99,0,0,0.55
HK.00369,68.0,25,1,1,0.95
