code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00185,11.0,9,1,9,0.8,0.8756
HK.00186,42.0,66,1,5,0.3,
HK.00187,14.0,21,1,14,0.9,0.4765
HK.00188,60.0,48,1,6,0.4,0.244
HK.00189,84.0,75,1,8,0.4,0.4039
HK.00191,57.0,44,1,13,0.65,0.3434
HK.00193,60.0,59,0,0,0.35,0.6537
HK.00194,66.0,60,1,4,0.25,0.2513
HK.00195,65.0,72,1,4,0.2,0.3125
HK.00196,17.0,8,1,5,0.95,0.4764
HK.00197,78.0,86,1,1,0.15,0.533
HK.00199,98.0,98,1,5,0.25,
HK.00200,19.0,23,1,7,0.95,0.5355
HK.00201,53.0,46,1,5,0.4,0.4297
HK.00202,12.0,14,1,10,0.95,
HK.00205,87.0,35,1,9,0.7,
HK.00206,38.0,5,1,7,0.9,0.5361
HK.00209,95.0,92,1,1,0.15,
HK.00210,44.0,50,1,9,0.55,0.3048
HK.00211,63.0,78,1,1,0.2,0.1466
HK.00212,71.0,69,1,2,0.15,0.1453
HK.00213,55.0,53,1,6,0.65,0.5737
HK.00214,15.0,14,1,22,1.0,0.6839
HK.00215,75.0,79,0,0,0.1,0.085
HK.00216,34.0,23,1,8,0.9,0.4786
HK.00217,44.0,24,1,6,0.4,0.5115
HK.00218,11.0,29,1,5,0.45,
HK.00219,82.0,85,0,0,0.3,0.3336
HK.00220,58.0,79,0,0,0.2,0.2363
HK.00222,82.0,96,0,0,0.05,0.1298
HK.00223,17.0,7,1,7,0.95,0.7676
HK.00224,39.0,43,1,7,0.35,0.5272
HK.00225,58.0,74,1,5,0.25,0.1863
HK.00227,17.0,42,0,0,0.85,
HK.00228,24.0,23,1,13,0.85,0.7625
HK.00229,59.0,63,1,6,0.45,0.2667
HK.00232,97.0,98,0,0,0.0,
HK.00234,43.0,56,1,7,0.45,0.4634
HK.00235,22.0,29,1,6,0.5,0.5475
HK.00236,71.0,64,1,3,0.2,0.1444
HK.00237,75.0,78,0,0,0.2,0.1862
HK.00239,66.0,79,1,1,0.15,0.2494
HK.00240,72.0,32,1,16,0.95,0.1662
HK.00241,16.0,25,1,2,0.8,0.5295
HK.00242,27.0,26,1,13,0.65,0.5476
HK.00243,88.0,15,1,22,1.0,
HK.00244,54.0,45,1,7,0.45,0.2598
HK.00245,44.0,65,1,8,0.4,0.4806
HK.00247,66.0,72,1,4,0.2,0.2164
HK.00248,54.0,47,1,2,0.8,0.3132
HK.00251,63.0,62,1,6,0.3,0.408
HK.00252,66.0,72,1,4,0.2,0.5906
HK.00253,66.0,49,1,7,0.45,0.3881
HK.00254,1.0,0,1,13,0.65,
HK.00255,72.0,79,0,0,0.05,0.1184
HK.00256,8.0,34,0,0,0.6,0.9454
HK.00257,71.0,44,1,10,0.8,0.115
HK.00258,52.0,83,0,0,0.05,0.3587
HK.00259,81.0,33,1,9,0.55,0.3713
HK.00261,26.0,63,0,0,0.55,0.9202
HK.00262,68.0,59,1,10,0.5,0.2547
HK.00264,56.0,80,1,8,0.4,
HK.00265,79.0,62,1,4,0.2,
HK.00266,57.0,66,1,4,0.2,0.3552
HK.00267,62.0,39,1,18,0.9,0.1374
HK.00268,10.0,28,1,2,0.85,0.635
HK.00269,61.0,72,1,5,0.25,
HK.00270,77.0,54,1,8,0.5,0.0529
HK.00271,46.0,45,1,11,0.8,0.3862
HK.00272,29.0,74,0,0,0.3,0.4974
HK.00274,65.0,72,1,4,0.2,
HK.00276,45.0,70,1,3,0.45,0.4461
HK.00277,63.0,72,1,4,0.2,0.5385
HK.00279,9.0,12,1,9,0.9,
HK.00280,86.0,93,0,0,0.05,0.0068
HK.00285,23.0,35,0,0,0.95,0.6465
HK.00286,65.0,72,1,4,0.2,0.7069
HK.00287,72.0,78,1,4,0.2,0.175
HK.00288,56.0,32,1,7,0.5,0.1782
HK.00289,71.0,52,1,8,0.5,0.1112
HK.00290,24.0,0,1,34,1.0,0.7885
HK.00291,44.0,45,0,0,0.7,0.3786
HK.00293,82.0,88,0,0,0.1,0.0455
HK.00294,63.0,85,0,0,0.1,0.503
HK.00295,74.0,54,0,0,0.9,
HK.00296,31.0,40,1,4,0.6,0.595
HK.00297,49.0,29,1,19,0.95,0.2578
HK.00298,40.0,27,1,12,0.7,0.4118
HK.00299,65.0,72,1,4,0.2,
HK.00300,79.0,85,0,0,0.05,0.0254
HK.00301,98.0,99,0,0,0.0,0.0
HK.00302,5.0,11,1,43,1.0,0.8611
HK.00303,46.0,47,1,1,0.45,0.1955
HK.00305,30.0,33,1,9,0.8,
HK.00306,83.0,90,1,2,0.1,0.0953
HK.00308,40.0,50,1,15,0.9,
HK.00309,21.0,27,0,0,0.75,
HK.00311,81.0,34,1,14,0.7,0.4217
HK.00312,37.0,80,0,0,0.4,
HK.00313,19.0,12,1,6,0.7,0.8482
HK.00314,6.0,77,0,0,0.15,0.8488
HK.00315,70.0,57,1,5,0.45,0.0528
HK.00316,73.0,81,0,0,0.55,0.0554
HK.00317,37.0,25,1,2,0.85,0.5069
HK.00318,92.0,89,1,1,0.05,
HK.00320,51.0,60,1,5,0.25,0.2841
HK.00321,78.0,38,1,6,0.35,0.1374
HK.00322,70.0,79,0,0,0.5,0.1879
HK.00323,17.0,14,1,43,1.0,0.4145
HK.00325,10.0,17,1,2,0.7,0.7643
HK.00326,94.0,84,0,0,0.35,
HK.00327,25.0,69,0,0,0.25,0.437
HK.00328,2.0,24,1,1,0.55,
HK.00329,10.0,6,1,16,0.85,0.8263
HK.00330,6.0,33,0,0,0.95,
HK.00331,55.0,58,1,5,0.3,0.2393
HK.00332,7.0,5,1,5,0.9,
HK.00333,31.0,58,0,0,0.55,0.544
HK.00334,83.0,39,1,13,0.75,0.2543
HK.00335,56.0,72,1,4,0.2,0.4433
HK.00336,31.0,12,1,22,1.0,0.3413
HK.00337,18.0,15,1,19,0.95,
HK.00338,41.0,47,1,8,0.65,0.2922
HK.00340,17.0,28,1,6,0.8,0.4815
HK.00341,74.0,95,0,0,0.0,0.4779
HK.00343,22.0,46,1,7,0.65,0.6245
HK.00345,46.0,85,1,1,0.1,0.5734
HK.00346,27.0,19,0,0,0.95,
HK.00347,13.0,25,1,81,1.0,0.5219
HK.00348,11.0,15,1,5,0.6,0.7607
HK.00351,91.0,91,1,3,0.35,
HK.00352,95.0,72,1,4,0.2,
HK.00353,47.0,23,1,5,0.55,0.5869
HK.00354,20.0,29,1,21,1.0,0.6449
HK.00355,28.0,32,1,19,0.95,0.7486
HK.00357,4.0,19,1,128,1.0,0.6607
HK.00358,80.0,49,1,13,0.65,0.2845
HK.00360,36.0,22,1,29,1.0,0.6591
HK.00361,18.0,75,0,0,0.55,
HK.00362,65.0,72,1,4,0.2,
HK.00363,59.0,49,1,7,0.95,0.0903
HK.00365,92.0,31,1,26,1.0,
HK.00366,48.0,43,1,7,0.55,0.2538
HK.00367,28.0,30,1,7,0.5,0.5317
HK.00368,98.0,97,1,7,0.35,
HK.00369,73.0,33,1,9,0.45,0.3172
HK.00370,2.0,9,1,5,0.55,
HK.00371,56.0,37,1,31,1.0,0.2508
HK.00372,42.0,44,1,7,0.55,
HK.00373,58.0,26,1,13,0.65,0.3352
HK.00374,68.0,82,0,0,0.15,0.229
HK.00375,82.0,84,1,4,0.2,0.1317
HK.00376,5.0,7,1,63,1.0,
HK.00377,92.0,94,0,0,0.15,
HK.00379,67.0,8,1,17,0.9,
HK.00380,43.0,26,1,11,0.55,0.3198
HK.00381,1.0,12,1,56,1.0,
HK.00382,2.0,4,1,62,1.0,0.8296
HK.00383,36.0,33,1,29,1.0,0.3829
HK.00384,25.0,14,1,21,1.0,0.3854
HK.00385,25.0,50,1,5,0.25,0.468
HK.00386,62.0,64,1,5,0.3,0.3602
HK.00387,85.0,87,1,5,0.25,0.1328
HK.00388,54.0,67,0,0,0.2,0.0856
HK.00389,7.0,17,1,7,0.65,0.7547
HK.00390,42.0,43,1,11,0.55,0.3272
HK.00391,72.0,76,1,1,0.25,0.5235
HK.00392,59.0,70,0,0,0.35,0.1427
HK.00393,70.0,69,1,5,0.25,0.0615
HK.00396,93.0,23,1,1,0.65,
HK.00397,29.0,36,1,3,0.4,0.7997
HK.00398,67.0,78,1,5,0.25,0.1823
HK.00399,5.0,43,1,4,0.35,
HK.00400,93.0,94,1,3,0.15,0.2721
HK.00401,81.0,77,1,8,0.9,
HK.00403,50.0,39,1,10,0.5,0.442
HK.00406,22.0,13,1,20,1.0,0.6739
HK.00408,82.0,79,0,0,0.15,0.0344
HK.00410,25.0,38,1,35,1.0,0.642
HK.00411,63.0,45,1,4,0.55,0.0948
HK.00412,1.0,1,1,79,1.0,
HK.00413,32.0,64,0,0,0.5,0.6198
HK.00417,33.0,55,1,5,0.35,
HK.00418,41.0,51,1,1,0.4,0.5422
HK.00419,82.0,64,1,2,0.45,
HK.00420,74.0,75,1,4,0.2,0.1613
HK.00422,38.0,83,0,0,0.25,0.6744
HK.00423,50.0,54,1,5,0.45,0.313
HK.00425,41.0,20,1,5,0.85,0.3401
HK.00426,93.0,92,1,2,0.5,
HK.00430,47.0,41,1,8,0.4,0.2705
HK.00432,71.0,35,1,14,0.95,0.3081
HK.00433,62.0,40,1,6,0.35,
HK.00434,6.0,16,1,18,0.95,0.7705
HK.00436,37.0,31,1,20,1.0,
HK.00438,11.0,20,1,10,0.95,0.7448
HK.00439,8.0,20,1,29,1.0,0.7843
HK.00440,82.0,81,0,0,0.1,0.0101
HK.00442,37.0,30,1,8,0.75,0.5782
HK.00444,65.0,72,1,4,0.2,
HK.00450,46.0,62,1,6,0.4,0.3806
HK.00451,72.0,50,1,1,0.65,0.4725
HK.00455,28.0,70,0,0,0.3,0.7533
HK.00456,37.0,8,1,7,0.5,0.507
HK.00458,74.0,90,0,0,0.25,0.426
HK.00460,17.0,28,0,0,0.75,0.4717
HK.00464,68.0,91,0,0,0.0,
HK.00465,98.0,96,1,8,0.55,
HK.00467,19.0,14,1,34,1.0,0.5669
HK.00468,65.0,72,1,4,0.2,0.3139
HK.00470,,5,1,30,1.0,0.4804
HK.00471,1.0,14,1,1,0.95,
HK.00472,48.0,11,1,9,0.85,
HK.00474,94.0,69,1,4,0.2,
HK.00475,46.0,83,1,5,0.25,
HK.00476,20.0,30,1,9,0.75,
HK.00480,61.0,54,0,0,0.4,0.3873
HK.00482,34.0,18,1,6,0.7,0.6938
HK.00483,16.0,14,1,30,1.0,0.6218
HK.00484,41.0,47,0,0,0.95,0.3698
HK.00485,87.0,66,1,4,0.2,0.1585
HK.00486,21.0,13,1,21,1.0,0.5031
HK.00487,33.0,92,0,0,0.5,
HK.00488,80.0,34,1,2,0.85,0.3278
HK.00491,21.0,27,1,7,0.9,
HK.00493,19.0,36,0,0,0.9,0.7502
HK.00495,65.0,72,1,4,0.2,
HK.00496,6.0,5,1,38,1.0,0.647
HK.00497,59.0,38,1,9,0.6,0.1851
HK.00498,9.0,41,1,4,0.35,
HK.00499,92.0,86,1,2,0.2,
HK.00500,34.0,87,0,0,0.55,0.7797
HK.00505,60.0,63,0,0,0.4,0.3787
HK.00506,44.0,57,1,5,0.25,0.2556
HK.00508,42.0,20,1,11,0.95,0.5573
HK.00509,65.0,72,1,4,0.2,
HK.00510,80.0,95,0,0,0.1,
HK.00511,24.0,38,1,2,0.8,0.4935
HK.00512,19.0,56,0,0,0.45,0.459
HK.00513,28.0,4,1,33,1.0,0.6126
HK.00515,51.0,72,1,4,0.2,
HK.00517,58.0,50,1,10,0.65,0.1901
HK.00518,52.0,29,1,8,0.45,0.3944
HK.00519,56.0,81,0,0,0.15,
HK.00520,3.0,9,1,34,1.0,0.8653
HK.00521,69.0,42,1,9,0.45,0.2847
HK.00522,95.0,92,1,7,0.35,0.2588
HK.00524,98.0,97,1,1,0.35,
HK.00525,71.0,69,0,0,0.1,0.3078
HK.00526,87.0,88,1,3,0.2,0.5876
HK.00527,70.0,80,0,0,0.5,0.3668
HK.00528,52.0,55,1,5,0.4,0.3847
HK.00529,57.0,64,1,6,0.3,0.3494
HK.00532,86.0,12,1,21,1.0,
HK.00533,57.0,47,1,5,0.4,0.4958
HK.00535,8.0,14,1,24,1.0,0.7886
HK.00536,80.0,69,1,3,0.2,0.0612
HK.00538,61.0,58,1,5,0.25,0.2903
HK.00540,78.0,46,1,9,0.45,
HK.00542,59.0,10,1,40,1.0,0.5893
HK.00543,53.0,77,0,0,0.35,0.355
HK.00544,37.0,6,1,9,0.9,
HK.00546,16.0,19,1,5,0.95,0.4601
HK.00547,25.0,75,0,0,0.45,0.6159
HK.00548,53.0,57,0,0,0.35,0.3776
HK.00550,99.0,92,0,0,0.7,
HK.00551,55.0,43,1,13,0.7,0.3266
HK.00552,59.0,67,1,6,0.3,0.258
HK.00553,13.0,15,1,17,0.95,0.4804
HK.00554,38.0,70,1,5,0.3,0.4775
HK.00556,90.0,88,1,3,0.2,0.4712
HK.00557,52.0,85,1,6,0.3,0.5463
HK.00558,3.0,1,1,39,1.0,0.7848
HK.00559,60.0,72,1,4,0.2,0.7183
HK.00560,43.0,49,1,7,0.4,0.3183
HK.00563,28.0,30,1,6,0.9,0.6015
HK.00564,31.0,31,1,5,0.9,0.3737
HK.00565,93.0,82,0,0,0.2,0.0975
HK.00567,95.0,35,1,4,0.7,
HK.00568,85.0,40,0,0,0.8,
HK.00570,20.0,42,1,1,0.9,0.7551
HK.00571,43.0,29,1,11,0.7,0.4664
HK.00572,33.0,51,1,4,0.55,0.6006
HK.00573,39.0,57,1,3,0.35,0.7295
HK.00574,4.0,1,1,20,1.0,
HK.00575,84.0,97,0,0,0.1,
HK.00576,49.0,48,1,11,0.55,0.1107
HK.00579,44.0,50,1,6,0.55,0.1962
HK.00580,70.0,13,1,9,0.45,0.4719
HK.00581,25.0,23,1,15,0.75,0.4589
HK.00582,2.0,5,1,73,1.0,0.9139
HK.00583,41.0,52,1,10,0.85,0.5462
HK.00585,99.0,98,0,0,0.05,
HK.00586,31.0,12,1,5,0.55,0.3344
HK.00587,10.0,26,0,0,0.95,0.7186
HK.00588,36.0,32,1,12,0.65,0.384
HK.00590,60.0,78,1,3,0.2,0.2398
HK.00591,49.0,91,0,0,0.2,0.4158
HK.00595,97.0,96,0,0,0.45,0.2972
HK.00596,11.0,42,1,4,0.8,0.7735
HK.00598,47.0,32,1,32,1.0,0.1731
HK.00599,38.0,66,1,2,0.25,0.453
HK.00600,,9,1,40,1.0,0.5621
HK.00601,65.0,72,1,4,0.2,0.3125
HK.00602,80.0,90,0,0,0.45,
HK.00603,29.0,18,1,21,1.0,
HK.00604,30.0,21,1,21,1.0,0.5343
HK.00605,35.0,44,1,9,0.7,
HK.00606,45.0,33,1,13,0.65,0.3597
HK.00607,81.0,0,1,17,0.85,
HK.00608,58.0,82,1,3,0.2,0.4691
HK.00609,26.0,28,1,12,0.8,0.362
HK.00610,73.0,76,0,0,0.05,0.217
HK.00611,66.0,53,1,10,0.6,0.2332
HK.00613,95.0,98,0,0,0.0,0.0756
HK.00616,19.0,2,1,7,0.5,
HK.00617,18.0,15,1,22,1.0,0.8615
HK.00618,90.0,63,1,5,0.3,0.4429
HK.00619,70.0,37,1,3,0.75,
HK.00620,62.0,96,0,0,0.0,
HK.00621,78.0,59,1,16,0.8,0.463
HK.00622,96.0,77,1,5,0.35,0.1271
HK.00623,57.0,66,1,4,0.2,0.3159
HK.00626,69.0,67,1,4,0.35,0.4451
HK.00627,81.0,85,1,10,0.6,
HK.00628,74.0,5,1,8,0.95,0.5276
HK.00629,34.0,27,1,5,0.5,0.2965
HK.00630,13.0,4,1,25,1.0,
HK.00631,26.0,11,1,7,0.95,0.5275
HK.00632,14.0,19,1,7,0.6,
HK.00635,53.0,48,1,7,0.4,0.3089
HK.00636,40.0,51,1,5,0.65,0.416
HK.00637,74.0,59,1,3,0.2,
HK.00639,36.0,31,1,20,1.0,0.3779
HK.00640,75.0,61,1,5,0.3,0.049
HK.00641,84.0,75,1,8,0.5,0.2262
HK.00643,11.0,8,1,24,1.0,
HK.00645,86.0,75,0,0,0.3,
HK.00646,21.0,57,1,4,0.4,0.6836
HK.00648,0.0,0,1,8,0.65,
HK.00650,86.0,10,1,36,1.0,0.6237
HK.00653,7.0,89,0,0,0.6,
HK.00655,90.0,85,1,16,0.8,0.192
HK.00656,43.0,68,1,5,0.25,0.3862
HK.00657,81.0,24,1,11,0.65,0.3719
HK.00658,18.0,2,1,17,0.85,0.5023
HK.00659,75.0,60,1,7,0.35,0.0709
HK.00660,95.0,29,1,29,1.0,
HK.00661,71.0,29,1,14,0.7,0.5
HK.00662,75.0,79,1,4,0.25,0.0968
HK.00664,,4,1,23,1.0,0.5596
HK.00666,26.0,11,1,7,0.6,0.5077
HK.00667,23.0,47,0,0,0.65,0.4871
HK.00669,86.0,86,1,3,0.2,0.1645
HK.00670,35.0,35,1,10,0.6,0.4587
HK.00672,24.0,20,1,13,0.75,0.6175
HK.00673,38.0,13,1,12,0.7,
HK.00674,38.0,53,1,2,0.5,0.7745
HK.00675,55.0,56,1,4,0.2,0.2969
HK.00676,68.0,76,1,1,0.05,0.1084
HK.00677,63.0,76,1,6,0.35,0.3657
HK.00679,98.0,97,1,15,0.75,
HK.00681,61.0,64,1,8,0.45,0.3178
HK.00682,53.0,54,1,6,0.35,0.68
HK.00683,45.0,27,1,40,1.0,0.1993
HK.00684,30.0,25,1,12,0.65,0.6499
HK.00685,62.0,82,0,0,0.45,0.341
HK.00686,22.0,22,1,9,0.75,0.6287
HK.00687,74.0,53,1,5,0.25,0.1122
HK.00688,70.0,36,1,18,0.9,0.3107
HK.00689,47.0,11,1,9,0.95,0.5476
HK.00690,23.0,37,1,6,0.4,0.482
HK.00691,6.0,10,1,22,1.0,0.7143
HK.00693,78.0,69,1,6,0.35,0.0864
HK.00694,16.0,32,1,21,1.0,0.5928
HK.00695,92.0,90,0,0,0.15,0.0489
HK.00696,35.0,41,1,5,0.75,0.3833
HK.00697,42.0,51,1,7,0.65,0.2957
HK.00698,5.0,9,1,35,1.0,0.7656
HK.00700,37.0,67,0,0,0.1,0.2491
HK.00701,11.0,63,0,0,0.5,0.7259
HK.00702,65.0,72,1,4,0.2,
HK.00703,45.0,83,1,4,0.2,0.6322
HK.00704,89.0,72,1,4,0.2,
HK.00707,62.0,72,1,4,0.2,0.7902
HK.00708,65.0,72,1,4,0.2,
HK.00709,67.0,65,1,6,0.3,0.3212
HK.00710,38.0,62,1,2,0.8,0.5224
HK.00711,69.0,68,0,0,0.25,0.3333
HK.00712,7.0,6,1,51,1.0,
HK.00713,39.0,43,1,8,0.45,0.5636
HK.00716,21.0,31,1,6,0.9,0.5362
HK.00717,14.0,15,1,2,0.95,
HK.00718,45.0,79,1,1,0.1,
HK.00719,57.0,86,0,0,0.3,0.287
HK.00720,90.0,81,1,7,0.35,0.2085
HK.00722,66.0,64,1,8,0.5,0.2182
HK.00723,18.0,25,1,11,0.95,
HK.00725,90.0,69,1,18,0.9,0.2666
HK.00726,63.0,77,0,0,0.65,0.8372
HK.00727,14.0,21,1,10,0.85,
HK.00728,48.0,43,1,21,1.0,0.2874
HK.00730,71.0,76,1,2,0.1,0.3222
HK.00731,92.0,22,1,21,1.0,0.3686
HK.00732,45.0,41,1,8,0.8,0.3595
HK.00733,31.0,61,0,0,0.9,
HK.00736,9.0,4,1,63,1.0,
HK.00737,66.0,59,1,7,0.4,0.2271
HK.00738,70.0,44,1,3,0.55,0.5199
HK.00743,35.0,20,1,5,0.25,0.6048
HK.00745,99.0,97,1,2,0.15,
HK.00746,52.0,55,1,7,0.4,0.2281
HK.00747,66.0,51,0,0,0.75,0.4187
HK.00750,38.0,28,1,9,0.65,0.6116
HK.00751,52.0,16,1,71,1.0,0.3489
HK.00752,50.0,62,1,2,0.15,0.1094
HK.00753,23.0,38,1,10,0.65,0.4084
HK.00754,46.0,72,1,4,0.2,0.604
HK.00755,39.0,58,0,0,0.65,
HK.00756,32.0,3,1,8,0.9,
HK.00757,21.0,27,1,5,0.7,0.664
HK.00759,85.0,85,0,0,0.05,
HK.00760,62.0,36,1,4,0.6,
HK.00762,34.0,30,1,21,1.0,0.387
