code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,82.0,54,1,4,0.55
HK.00002,79.0,75,0,0,0.65
HK.00003,71.0,78,0,0,0.7
HK.00004,37.0,57,0,0,0.6
HK.00005,89.0,80,1,1,0.3
HK.00006,77.0,75,0,0,0.75
HK.00007,67.0,60,1,2,0.95
HK.00008,59.0,42,1,18,0.9
HK.00010,42.0,31,1,23,1.0
HK.00012,54.0,59,0,0,0.65
HK.00013,50.0,84,0,0,0.5
HK.00014,57.0,41,1,13,0.8
HK.00016,75.0,53,0,0,0.95
HK.00017,34.0,35,1,2,0.75
HK.00018,28.0,22,0,0,0.8
HK.00019,89.0,91,0,0,0.0
HK.00020,24.0,42,1,1,0.6
HK.00021,85.0,97,0,0,0.5
HK.00022,2.0,14,1,85,1.0
HK.00023,83.0,91,0,0,0.0
HK.00025,84.0,80,1,3,0.95
HK.00026,70.0,63,1,3,0.95
HK.00027,59.0,86,0,0,0.35
HK.00028,38.0,46,0,0,0.9
HK.00029,28.0,24,1,33,1.0
HK.00030,69.0,59,1,2,0.8
HK.00031,51.0,23,1,1,0.9
HK.00032,54.0,47,1,16,0.95
HK.00033,53.0,60,1,2,0.95
HK.00034,81.0,52,1,3,0.95
HK.00035,46.0,46,1,3,0.95
HK.00036,72.0,60,1,2,0.95
HK.00037,61.0,45,1,2,0.8
HK.00038,74.0,76,1,7,0.4
HK.00039,20.0,60,1,2,0.95
HK.00040,66.0,48,1,2,0.95
HK.00041,65.0,54,1,1,0.85
HK.00042,24.0,9,1,34,1.0
HK.00045,42.0,37,1,8,0.5
HK.00046,61.0,79,0,0,0.85
HK.00048,92.0,43,1,3,0.8
HK.00050,65.0,63,1,3,0.95
HK.00051,63.0,56,1,1,0.75
HK.00052,72.0,82,1,2,0.5
HK.00053,63.0,69,0,0,0.55
HK.00055,54.0,81,0,0,0.8
HK.00057,57.0,55,1,1,0.85
HK.00058,88.0,78,0,0,0.6
HK.00059,67.0,60,1,2,0.95
HK.00060,82.0,89,0,0,0.5
HK.00061,7.0,4,1,17,0.9
HK.00062,62.0,56,1,2,0.9
HK.00063,7.0,4,1,17,0.95
HK.00064,86.0,82,0,0,0.05
HK.00065,27.0,94,0,0,0.2
HK.00066,76.0,72,0,0,0.7
HK.00068,,3,1,2,0.65
HK.00069,51.0,66,1,1,0.65
HK.00070,32.0,37,1,1,0.7
HK.00071,65.0,56,1,2,0.9
HK.00072,71.0,87,0,0,0.4
HK.00073,56.0,32,1,8,0.75
HK.00075,68.0,66,0,0,0.4
HK.00076,27.0,70,0,0,0.65
HK.00077,87.0,92,0,0,0.45
HK.00078,24.0,39,1,2,0.7
HK.00079,90.0,96,0,0,0.05
HK.00081,71.0,66,0,0,0.2
HK.00082,46.0,26,1,28,1.0
HK.00083,54.0,30,1,61,1.0
HK.00084,65.0,71,0,0,0.8
HK.00085,20.0,19,1,35,1.0
HK.00086,65.0,48,1,31,1.0
HK.00087,84.0,87,0,0,0.0
HK.00088,57.0,39,1,38,1.0
HK.00089,54.0,37,1,3,0.75
HK.00090,38.0,31,1,22,1.0
HK.00092,64.0,84,0,0,0.85
HK.00093,33.0,17,1,1,0.9
HK.00094,46.0,29,1,14,0.9
HK.00095,22.0,24,1,1,0.7
HK.00096,57.0,77,0,0,0.75
HK.00097,43.0,29,1,1,0.85
HK.00098,49.0,49,0,0,0.75
HK.00099,42.0,10,1,17,0.85
HK.00100,,27,1,1,0.55
HK.00101,44.0,39,1,23,1.0
HK.00103,28.0,78,0,0,0.65
HK.00104,77.0,71,0,0,0.6
HK.00105,69.0,55,1,2,0.95
HK.00106,59.0,60,1,2,0.95
HK.00107,45.0,31,1,53,1.0
HK.00108,48.0,42,0,0,0.75
HK.00110,96.0,97,0,0,0.1
HK.00111,54.0,14,1,18,0.9
HK.00113,83.0,69,1,2,0.65
HK.00114,85.0,85,0,0,0.8
HK.00115,57.0,4,1,46,1.0
HK.00116,87.0,94,0,0,0.1
HK.00117,98.0,63,1,1,0.7
HK.00118,34.0,15,1,3,0.9
HK.00119,26.0,21,1,5,0.95
HK.00120,12.0,58,0,0,0.75
HK.00122,52.0,64,1,1,0.6
HK.00123,34.0,40,1,2,0.8
HK.00124,32.0,41,1,47,1.0
HK.00125,58.0,80,0,0,0.65
HK.00126,18.0,7,1,32,1.0
HK.00127,42.0,42,1,31,1.0
HK.00128,94.0,97,0,0,0.9
HK.00129,24.0,35,1,11,0.9
HK.00130,71.0,21,1,3,0.85
HK.00131,71.0,55,1,27,1.0
HK.00132,26.0,20,1,30,1.0
HK.00135,57.0,67,0,0,0.55
HK.00136,20.0,50,1,5,0.75
HK.00137,53.0,71,1,4,0.2
HK.00138,4.0,5,1,2,0.95
HK.00139,6.0,83,1,17,0.85
HK.00142,45.0,46,1,13,0.65
HK.00144,68.0,83,0,0,0.15
HK.00145,60.0,88,1,1,0.2
HK.00146,49.0,36,1,30,1.0
HK.00147,3.0,37,0,0,0.65
HK.00148,88.0,2,1,34,1.0
HK.00149,57.0,67,1,1,0.65
HK.00150,60.0,46,1,3,0.95
HK.00151,18.0,16,1,36,1.0
HK.00152,20.0,16,1,15,0.8
HK.00154,27.0,43,1,1,0.7
HK.00156,80.0,43,1,31,1.0
HK.00157,54.0,55,1,2,0.9
HK.00158,62.0,68,0,0,0.7
