code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,85.0,82,0,0,0.0
HK.00002,71.0,63,0,0,0.25
HK.00003,54.0,51,0,0,0.35
HK.00004,30.0,11,1,20,1.0
HK.00005,87.0,85,0,0,0.05
HK.00006,69.0,41,1,1,0.75
HK.00007,59.0,70,0,0,0.05
HK.00008,66.0,61,0,0,0.1
HK.00010,56.0,31,1,17,0.9
HK.00012,52.0,27,1,17,0.85
HK.00013,17.0,11,1,39,1.0
HK.00014,67.0,35,1,14,0.9
HK.00016,75.0,25,1,17,0.85
HK.00017,64.0,24,1,22,1.0
HK.00018,28.0,50,0,0,0.45
HK.00019,78.0,58,0,0,0.35
HK.00020,27.0,12,1,26,1.0
HK.00021,32.0,87,1,1,0.15
HK.00022,1.0,1,1,42,1.0
HK.00023,68.0,57,0,0,0.3
HK.00025,67.0,75,0,0,0.0
HK.00026,64.0,72,0,0,0.05
HK.00027,35.0,44,0,0,0.5
HK.00028,39.0,47,1,1,0.55
HK.00029,37.0,47,1,4,0.4
HK.00030,39.0,36,0,0,0.65
HK.00031,85.0,94,0,0,0.0
HK.00032,55.0,59,0,0,0.2
HK.00033,35.0,70,0,0,0.05
HK.00034,83.0,79,0,0,0.1
HK.00035,34.0,40,1,4,0.7
HK.00036,71.0,70,0,0,0.05
HK.00037,70.0,68,0,0,0.45
HK.00038,47.0,29,1,7,0.7
HK.00039,4.0,44,0,0,0.3
HK.00040,70.0,79,0,0,0.15
HK.00041,69.0,36,1,13,0.8
HK.00042,42.0,7,1,24,1.0
HK.00045,45.0,40,1,7,0.6
HK.00046,34.0,58,0,0,0.3
HK.00048,91.0,89,0,0,0.2
HK.00050,65.0,56,0,0,0.35
HK.00051,62.0,59,0,0,0.3
HK.00052,46.0,84,0,0,0.45
HK.00053,55.0,60,0,0,0.15
HK.00055,30.0,37,1,2,0.4
HK.00057,64.0,67,0,0,0.0
HK.00058,78.0,15,1,4,0.75
HK.00059,59.0,70,0,0,0.05
HK.00060,72.0,86,0,0,0.35
HK.00061,27.0,38,1,2,0.65
HK.00062,52.0,50,0,0,0.4
HK.00063,25.0,36,1,4,0.25
HK.00064,77.0,85,0,0,0.1
HK.00065,4.0,8,1,48,1.0
HK.00066,72.0,58,0,0,0.5
HK.00069,44.0,49,0,0,0.7
HK.00070,39.0,47,1,4,0.55
HK.00071,63.0,57,0,0,0.2
HK.00072,66.0,78,1,1,0.25
