code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,87.0,82,0,0,0.4,0.0436
HK.00002,79.0,80,1,2,0.2,0.1846
HK.00003,70.0,71,0,0,0.6,0.2132
HK.00004,42.0,37,1,42,1.0,0.4461
HK.00005,88.0,86,1,1,0.05,0.0456
HK.00006,76.0,61,1,2,0.45,0.2001
HK.00007,65.0,67,1,9,0.45,0.3379
HK.00008,73.0,74,1,2,0.45,0.0497
HK.00010,52.0,51,1,2,0.95,0.156
HK.00012,63.0,62,0,0,0.8,0.1594
HK.00013,23.0,55,1,3,0.35,0.6206
HK.00014,72.0,70,1,2,0.45,0.1498
HK.00016,82.0,71,0,0,0.55,0.1245
HK.00017,44.0,25,1,44,1.0,0.4511
HK.00018,31.0,42,1,12,0.6,0.4971
HK.00019,85.0,82,0,0,0.2,0.0658
HK.00020,17.0,21,1,49,1.0,0.4824
HK.00021,24.0,32,1,12,0.85,0.6944
HK.00022,1.0,4,1,64,1.0,
HK.00023,72.0,77,1,1,0.5,0.0609
HK.00025,85.0,92,1,1,0.1,0.2387
HK.00026,74.0,78,1,7,0.4,0.0984
HK.00027,43.0,71,1,2,0.25,0.3224
HK.00028,32.0,29,1,6,0.85,0.3775
HK.00029,33.0,36,1,11,0.65,0.3904
HK.00030,76.0,92,0,0,0.15,0.107
HK.00031,46.0,16,1,13,0.65,
HK.00032,54.0,46,1,13,0.65,0.258
HK.00033,45.0,67,1,9,0.45,
HK.00034,86.0,83,1,2,0.2,0.189
HK.00035,48.0,47,1,8,0.6,0.5604
HK.00036,77.0,67,1,9,0.45,
HK.00037,68.0,52,1,7,0.35,0.3905
HK.00038,81.0,92,0,0,0.6,0.1798
HK.00039,21.0,67,1,9,0.45,0.6862
HK.00040,63.0,48,1,11,0.55,0.1182
HK.00041,73.0,62,1,13,0.85,0.0961
HK.00042,36.0,16,1,13,0.95,0.531
HK.00045,53.0,60,1,8,0.65,0.3235
HK.00046,45.0,61,1,2,0.35,0.5356
HK.00048,94.0,93,0,0,0.35,
HK.00050,69.0,59,1,10,0.5,0.1484
HK.00051,71.0,63,1,9,0.45,0.4085
HK.00052,63.0,88,1,5,0.25,0.5427
HK.00053,69.0,76,1,2,0.5,0.3452
HK.00055,30.0,40,1,16,0.95,0.5679
HK.00057,54.0,43,1,13,0.8,0.2001
HK.00058,83.0,32,1,9,0.65,
HK.00059,65.0,67,1,9,0.45,
HK.00060,52.0,34,1,9,0.45,0.4492
HK.00061,34.0,33,0,0,0.65,0.5406
HK.00062,63.0,65,1,7,0.4,0.212
HK.00063,15.0,14,1,14,0.75,0.6976
HK.00064,85.0,92,0,0,0.35,0.0778
HK.00065,8.0,14,1,70,1.0,0.8868
HK.00066,79.0,76,0,0,0.4,0.1048
HK.00068,,2,1,37,1.0,
HK.00069,51.0,59,1,11,0.55,0.4558
HK.00070,48.0,52,1,10,0.6,0.4308
HK.00071,68.0,56,1,8,0.45,0.1947
HK.00072,44.0,33,1,6,0.5,0.3772
HK.00073,85.0,90,0,0,0.5,0.5142
HK.00075,61.0,43,1,12,0.6,
HK.00076,20.0,54,1,13,0.65,0.7896
HK.00077,80.0,88,1,1,0.1,0.4117
HK.00078,17.0,12,1,35,1.0,0.9123
HK.00079,67.0,92,0,0,0.35,0.4865
HK.00081,75.0,45,0,0,0.95,0.1897
HK.00082,58.0,61,1,7,0.7,0.5512
HK.00083,73.0,44,1,40,1.0,0.144
HK.00084,61.0,77,1,9,0.45,0.5067
HK.00085,29.0,41,1,14,0.95,0.4659
HK.00086,74.0,64,1,10,0.55,0.0777
HK.00087,80.0,79,0,0,0.4,0.0466
HK.00088,58.0,37,1,17,0.85,0.1737
HK.00089,70.0,81,0,0,0.3,0.2805
HK.00090,44.0,78,1,1,0.25,
HK.00092,44.0,31,1,10,0.5,0.5631
HK.00093,53.0,65,1,4,0.45,0.5035
HK.00094,57.0,55,1,14,0.8,
HK.00095,68.0,95,0,0,0.35,0.7952
HK.00096,44.0,53,1,5,0.6,0.5856
HK.00097,45.0,62,0,0,0.45,
HK.00098,51.0,42,1,13,0.7,0.3604
HK.00099,81.0,90,0,0,0.4,0.3319
HK.00100,,0,1,20,1.0,0.814
HK.00101,49.0,50,1,2,0.95,0.1843
HK.00103,11.0,20,1,14,0.7,0.5537
HK.00104,76.0,74,1,6,0.45,0.1457
HK.00105,72.0,75,1,5,0.25,0.2201
HK.00106,73.0,67,1,9,0.45,
HK.00107,58.0,44,1,32,1.0,0.1405
HK.00108,58.0,8,1,13,0.7,
HK.00110,97.0,98,0,0,0.25,0.0856
HK.00111,83.0,81,0,0,0.6,
