code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
HK.00001,87.0,81,1,1,0.4,0.0554
HK.00002,80.0,81,1,1,0.15,0.186
HK.00003,69.0,72,1,1,0.6,0.2203
HK.00004,40.0,36,1,41,1.0,0.4552
HK.00005,88.0,89,0,0,0.0,0.038
HK.00006,77.0,66,1,1,0.4,0.1936
HK.00007,65.0,69,1,8,0.4,0.3222
HK.00008,74.0,73,1,1,0.4,0.0485
HK.00010,53.0,51,1,1,0.95,0.1569
HK.00012,61.0,54,1,1,0.85,0.1737
HK.00013,24.0,64,1,2,0.35,0.6161
HK.00014,73.0,66,1,1,0.45,0.1516
HK.00016,80.0,60,1,1,0.6,0.1341
HK.00017,42.0,24,1,43,1.0,0.4546
HK.00018,35.0,53,1,10,0.5,0.4648
HK.00019,85.0,81,1,1,0.2,0.0741
HK.00020,15.0,18,1,48,1.0,0.4974
HK.00021,25.0,35,1,11,0.8,0.6945
HK.00022,0.0,2,1,63,1.0,
HK.00023,76.0,78,0,0,0.45,0.0531
HK.00025,85.0,93,0,0,0.05,0.2226
HK.00026,74.0,80,1,7,0.4,0.0984
HK.00027,44.0,73,1,1,0.25,0.3128
HK.00028,32.0,32,1,5,0.85,0.3742
HK.00029,33.0,39,1,11,0.65,0.3904
HK.00030,76.0,92,0,0,0.15,0.1074
HK.00031,44.0,16,1,12,0.6,
HK.00032,54.0,47,1,12,0.6,0.2583
HK.00033,49.0,69,1,8,0.4,
HK.00034,87.0,83,1,1,0.15,0.191
HK.00035,46.0,51,1,7,0.6,0.5606
HK.00036,78.0,69,1,8,0.4,
HK.00037,69.0,49,1,6,0.3,0.3846
HK.00038,77.0,86,0,0,0.65,0.222
HK.00039,22.0,69,1,8,0.4,0.6788
HK.00040,67.0,67,1,9,0.45,0.0846
HK.00041,73.0,58,1,12,0.85,0.0988
HK.00042,29.0,12,1,12,0.95,0.5572
HK.00045,50.0,48,1,7,0.65,0.3433
HK.00046,48.0,80,0,0,0.25,0.5093
HK.00048,94.0,91,0,0,0.35,
HK.00050,70.0,63,1,9,0.45,0.1417
HK.00051,73.0,67,1,8,0.4,0.3945
HK.00052,62.0,87,1,4,0.2,0.5439
HK.00053,67.0,75,1,1,0.45,0.3497
HK.00055,30.0,42,1,15,0.9,0.5681
HK.00057,53.0,44,1,12,0.75,0.2057
HK.00058,83.0,32,1,8,0.65,
HK.00059,65.0,69,1,8,0.4,
HK.00060,52.0,49,1,8,0.4,0.4362
HK.00061,38.0,41,0,0,0.7,0.52
HK.00062,60.0,60,1,6,0.35,0.2173
HK.00063,16.0,13,1,13,0.75,0.6904
HK.00064,86.0,92,0,0,0.4,0.0758
HK.00065,8.0,16,1,70,1.0,0.8868
HK.00066,80.0,77,0,0,0.4,0.1079
HK.00069,48.0,59,1,10,0.5,0.46
HK.00070,38.0,35,1,8,0.55,0.4758
HK.00071,67.0,58,1,7,0.4,0.1926
HK.00072,44.0,32,1,5,0.45,0.3625
HK.00073,83.0,85,1,8,0.45,0.5459
HK.00075,67.0,53,1,11,0.55,
HK.00076,14.0,31,1,12,0.65,0.8066
HK.00077,80.0,89,1,1,0.1,0.4117
HK.00078,21.0,18,1,34,1.0,0.9089
HK.00079,50.0,86,0,0,0.3,0.5271
HK.00081,73.0,35,1,32,1.0,0.2133
HK.00082,51.0,46,1,6,0.7,0.5676
HK.00083,73.0,45,1,39,1.0,0.1523
