code,rs_percentile_12m,rs_percentile_3m,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
HK.00001,86.0,87,0,0,0.3
HK.00002,77.0,71,1,10,0.7
HK.00003,61.0,69,1,4,0.6
HK.00004,37.0,35,1,53,1.0
HK.00005,89.0,85,1,1,0.1
HK.00006,73.0,66,1,13,0.85
HK.00007,65.0,60,1,20,1.0
HK.00008,71.0,66,1,8,0.7
HK.00010,51.0,51,1,13,0.95
HK.00012,59.0,71,1,4,0.45
HK.00013,32.0,62,1,14,0.75
HK.00014,72.0,71,1,3,0.75
HK.00016,77.0,64,1,10,0.7
HK.00017,42.0,44,1,55,1.0
HK.00018,22.0,17,1,23,1.0
HK.00019,87.0,89,0,0,0.15
HK.00020,26.0,80,0,0,0.8
HK.00021,32.0,20,1,23,1.0
HK.00022,2.0,8,1,75,1.0
HK.00023,85.0,93,0,0,0.25
HK.00025,84.0,76,1,9,0.55
HK.00026,72.0,71,1,18,0.95
HK.00027,57.0,82,0,0,0.5
HK.00028,36.0,41,1,17,0.9
HK.00029,31.0,23,1,23,1.0
HK.00030,60.0,51,1,10,0.65
HK.00031,57.0,25,1,24,1.0
HK.00032,55.0,43,1,6,0.95
HK.00033,52.0,60,1,20,1.0
HK.00034,84.0,62,1,13,0.7
HK.00035,49.0,63,1,19,0.95
HK.00036,59.0,60,1,20,1.0
HK.00037,62.0,34,1,18,0.9
HK.00038,73.0,86,0,0,0.25
HK.00039,20.0,60,1,20,1.0
HK.00040,71.0,68,1,22,1.0
HK.00041,67.0,53,1,24,1.0
HK.00042,25.0,9,1,24,1.0
HK.00045,64.0,79,0,0,0.5
HK.00046,50.0,73,1,7,0.8
HK.00048,92.0,82,1,6,0.5
HK.00050,69.0,56,1,21,1.0
HK.00051,70.0,64,1,20,1.0
HK.00052,70.0,86,0,0,0.65
HK.00053,63.0,72,1,13,0.95
HK.00055,32.0,35,1,26,1.0
HK.00057,55.0,48,1,24,1.0
HK.00058,89.0,84,0,0,0.95
HK.00059,65.0,60,1,20,1.0
HK.00060,58.0,39,1,21,1.0
HK.00061,8.0,9,1,8,0.55
HK.00062,67.0,53,1,18,0.9
HK.00063,6.0,3,1,8,0.95
HK.00064,86.0,89,0,0,0.3
HK.00065,40.0,94,0,0,0.7
HK.00066,74.0,70,1,6,0.7
HK.00068,,3,1,48,1.0
HK.00069,57.0,76,0,0,0.85
HK.00070,51.0,38,1,10,0.95
HK.00071,62.0,44,1,19,0.95
HK.00072,58.0,35,0,0,0.75
HK.00073,79.0,84,0,0,0.75
HK.00075,35.0,13,1,1,0.65
HK.00076,23.0,57,1,6,0.8
HK.00077,83.0,85,1,5,0.55
HK.00078,27.0,41,0,0,0.9
HK.00079,84.0,96,0,0,0.25
HK.00081,72.0,66,0,0,0.6
HK.00082,41.0,26,1,18,0.95
HK.00083,63.0,44,1,51,1.0
HK.00084,63.0,76,1,20,1.0
HK.00085,24.0,24,1,25,1.0
HK.00086,74.0,64,1,21,1.0
HK.00087,83.0,89,0,0,0.25
HK.00088,56.0,39,1,28,1.0
HK.00089,39.0,28,1,9,0.55
HK.00090,35.0,50,1,12,0.8
HK.00092,36.0,20,1,21,1.0
HK.00093,28.0,19,1,16,0.8
HK.00094,38.0,18,1,5,0.9
HK.00095,16.0,32,1,5,0.3
HK.00096,47.0,45,1,15,0.75
HK.00097,38.0,31,1,11,0.9
HK.00098,51.0,54,1,25,1.0
HK.00099,60.0,79,1,7,0.5
HK.00100,,1,1,31,1.0
HK.00101,52.0,64,1,13,0.95
HK.00103,11.0,18,1,25,1.0
HK.00104,75.0,68,1,16,0.85
HK.00105,69.0,62,1,16,0.8
HK.00106,61.0,60,1,20,1.0
HK.00107,56.0,42,1,43,1.0
HK.00108,38.0,7,1,24,1.0
HK.00110,96.0,97,0,0,0.0
HK.00111,51.0,10,1,8,0.8
HK.00113,82.0,78,1,8,0.55
HK.00114,83.0,78,1,13,0.85
HK.00115,81.0,5,1,36,1.0
HK.00116,74.0,87,0,0,0.25
HK.00117,99.0,93,0,0,0.95
HK.00118,30.0,22,1,31,1.0
HK.00119,35.0,29,1,45,1.0
HK.00120,9.0,33,1,10,0.85
HK.00122,53.0,72,1,11,0.75
HK.00123,41.0,38,1,35,1.0
HK.00124,40.0,39,1,37,1.0
HK.00125,45.0,66,1,20,1.0
HK.00126,32.0,14,1,21,1.0
HK.00127,42.0,45,1,21,1.0
HK.00128,94.0,98,0,0,0.95
HK.00129,28.0,37,1,1,0.7
HK.00130,77.0,34,1,10,0.9
HK.00131,69.0,65,1,17,0.95
HK.00132,33.0,26,1,21,1.0
HK.00135,56.0,69,1,3,0.5
HK.00136,26.0,73,0,0,0.8
HK.00137,70.0,90,0,0,0.45
HK.00138,5.0,23,1,16,0.85
HK.00139,11.0,10,1,7,0.8
HK.00142,52.0,75,1,3,0.35
HK.00144,68.0,83,0,0,0.35
HK.00145,81.0,94,0,0,0.65
HK.00146,47.0,30,1,20,1.0
HK.00147,4.0,8,1,37,1.0
HK.00148,89.0,3,1,24,1.0
HK.00149,73.0,72,1,6,0.8
HK.00150,55.0,46,1,17,0.9
HK.00151,19.0,22,1,26,1.0
HK.00152,31.0,50,1,5,0.6
HK.00154,20.0,31,1,8,0.95
HK.00156,81.0,56,1,21,1.0
HK.00157,53.0,57,1,19,0.95
HK.00158,59.0,65,1,21,1.0
HK.00159,34.0,40,1,12,0.65
HK.00160,18.0,16,1,36,1.0
HK.00162,28.0,12,1,36,1.0
HK.00163,27.0,25,1,29,1.0
HK.00164,75.0,46,1,26,1.0
HK.00165,27.0,80,0,0,0.6
HK.00166,18.0,40,1,5,0.55
HK.00167,95.0,10,1,20,1.0
HK.00168,49.0,50,1,4,0.9
HK.00169,48.0,37,1,29,1.0
HK.00171,8.0,84,0,0,0.55
HK.00173,48.0,56,1,27,1.0
HK.00174,55.0,55,1,16,0.85
HK.00175,64.0,62,1,3,0.65
HK.00176,65.0,60,1,20,1.0
HK.00177,67.0,52,1,26,1.0
HK.00178,88.0,76,1,6,0.8
HK.00179,35.0,25,0,0,0.9
HK.00180,58.0,73,0,0,0.7
HK.00181,44.0,27,1,28,1.0
