code,n_rows,last_price,prev_close,gap_pct,rvol,avg_vol_20d,avg_dollar_vol_20d,adr_pct,sma50,sma200,perf_4w,perf_13w,perf_26w,perf_ytd,perf_52w,consecutive_up_days
HK.00001,489,73.0,73.25,-0.3412969283276451,0.5714926591780839,6366732.15,464771446.95000005,2.214572378821929,69.56099975585937,61.386380424499514,6.104646456312736,6.556561166094939,14.917151490454073,38.326195176537915,44.093557106086045,0
HK.00002,489,77.94999694824219,77.5999984741211,0.4510289703650125,0.7835180030525752,3483925.0,271571943.11790466,1.556434730657361,75.35052215576172,71.74987461090087,1.7624001318709996,3.4363918139051193,7.980990726183344,14.469099972696533,18.946307657525193,2
HK.00003,489,6.820000171661377,6.809999942779541,0.14684624032102836,0.9639186683635812,26105465.6,178039279.8733002,1.667359891325394,6.786012849807739,6.995052964687347,2.8657625028786433,-4.39588719704555,-4.005137148922619,-0.8998199403940137,0.6746095180054364,2
HK.00004,489,21.440000534057617,21.579999923706055,-0.6487460154930095,1.8602981074154281,1628258.15,34909855.60558367,3.23221786724703,19.6181999206543,22.621994371414186,13.020565683227487,-18.10542290246294,-14.34758616191332,-3.0654161313263897,-5.0830768534462845,0
HK.00005,489,162.5,161.1999969482422,0.8064535213206084,0.5369616869171433,15434105.85,2508042200.625,1.5977328219826936,152.77399993896483,130.84548637390137,5.6566949126226,16.30392131487559,28.132174806523675,35.03873157729895,75.73363918185575,2
HK.00006,489,57.650001525878906,57.70000076293945,-0.08665378925377977,0.8754483389759615,2420078.35,139517520.57024652,1.6154192642717342,57.688999786376954,56.814611473083495,-0.3457164278606768,-10.209058637233143,-0.36586659486684453,7.944504792167964,16.24926443269588,0
HK.00007,488,0.03200000151991844,0.03200000151991844,0.0,,0.0,0.0,0.0,0.03200000151991844,0.03200000151991844,0.0,0.0,0.0,0.0,0.0,0
HK.00008,489,5.53000020980835,5.514999866485596,0.27199172594563986,1.3799295210561242,8907876.65,49260559.7434469,2.03227357913159,5.653999996185303,5.609517760276795,-1.2499945717197585,-5.715062239557419,3.9161946618141834,4.666488270287662,5.028802826161849,1
HK.00010,489,13.359999656677246,13.239999771118164,0.9063435621868414,0.8206894566454533,732055.2,9780257.220668793,2.12567330381775,13.493000011444092,14.798742389678955,3.0069343224291183,-16.343146942458684,-15.607582812880368,-9.043727716598735,-3.262181294274083,1
HK.00012,489,27.3799991607666,26.8799991607666,1.8601191056947204,0.9549083760161562,7477125.55,204723691.2839465,2.5605479090231826,27.02375244140625,29.168098087310792,7.03674449737747,-17.84777733533421,-7.273723094047731,-2.983209511656643,2.407849910308447,1
HK.00013,489,19.770000457763672,19.479999542236328,1.4887111003189033,2.3083081036256274,3673288.05,72620906.42999782,4.041091901873135,17.600399990081787,21.202499947547913,11.821267627331702,-4.860443674243589,-19.56875297344246,-5.587392771986861,-32.64054446062099,6
HK.00014,489,18.209999084472656,17.920000076293945,1.6182980298216938,0.4284077602595108,1020737.8,18587634.403486636,2.544213956132182,17.585199890136717,18.338255205154418,5.01729483407717,-10.647694630289278,-12.34386112199091,0.5631346957141914,20.987899478989416,1
HK.00016,489,116.69999694824219,115.4000015258789,1.1265124828198136,0.7543115771296368,4678648.45,545998259.8368981,2.6854900927495686,118.85999954223632,117.94238006591797,-0.2564128647502671,-20.177838998480695,-1.238972587411901,21.66213419380722,27.830277689703763,1
HK.00017,489,7.110000133514404,6.739999771118164,5.4896198065427715,3.4093063617630226,4189164.65,29784961.220813822,3.4677867114370082,6.974500036239624,8.129474973678589,9.722223959668995,-21.69603311392522,-27.670394825050725,-3.788900379295253,9.384617438683144,2
HK.00018,489,0.2240000069141388,0.21299999952316284,5.164322730329278,0.8618826733942095,828600.0,185606.4057290554,3.2625275086980756,0.25213999778032303,0.2957100010663271,-10.04015713364373,-18.545453796702,-27.74193380923476,-26.55737650455311,-38.55999475533593,1
HK.00019,489,103.5999984741211,98.94999694824219,4.69934478958214,1.8569002403691903,1100616.0,114023815.92059326,3.6402747484080824,87.52299972534179,77.61212127685548,18.739253265468303,17.727270993319426,43.53573521128011,67.42080912390745,49.327156464356506,3
HK.00020,489,1.4800000190734863,1.4600000381469727,1.3698616715036243,0.6488153441067349,459939701.0,680710766.2526536,4.961311614115315,1.4484000062942506,2.0047500038146975,11.278193332185458,-26.368157905693234,-39.83739853157418,-33.33333333333333,-6.918239748170006,1
HK.00021,489,0.09700000286102295,0.0820000022649765,18.292683148440823,6.773672854248678,1622510.0,157383.47464203835,10.64267350511411,0.07602000035345555,0.08512999976053834,36.619717866460206,46.96970210095085,14.117649224390187,-5.825240049749624,-28.148148884007927,4
HK.00022,489,1.7999999523162842,1.8799999952316284,-4.255321442460307,0.44150110375275936,77718.0,139892.39629411697,5.071138746978663,2.1942999958992004,6.473574993014336,0.0,-40.983607198114974,-84.61538477213581,-77.77777941302173,-78.44311532834377,0
HK.00023,489,16.510000228881836,16.139999389648438,2.2924464264273916,0.9260112103937849,2384931.8,39375224.56386757,3.0517031044538894,13.979600009918213,13.751535272598266,25.36066919695699,19.20577454258407,19.80588556441359,24.33860685807679,41.26277175474053,1
HK.00025,488,4.824999809265137,4.824999809265137,0.0,0.0,12619.15,60887.39634308815,0.2247073840867209,4.59420000076294,4.218447901010514,-5.577305612578497,20.624995231628418,15.985576592429842,16.265052973160042,25.47487280469522,0
